,site_code,Taxon,mean.before.control,mean.before.drought,mean.after.control,mean.after.drought
1506,lygraold.no,PLAGIOTHECIUM UNDULATUM,NA,NA,2.333333333,3
1579,ukulingadrt.za,CRABBEA SQUARROSA,NA,NA,3,3
1592,ukulingadrt.za,TRAGIA MEYERIANA,NA,NA,3.5,3
1576,teshio.jp,TRIFOLIUM REPENS,NA,NA,3.666666667,3
1519,naposta.ar,LACTUCA SERRIOLA,NA,NA,5,3
1432,esw.ca,POA COMPRESSA,NA,NA,5.5,3
1545,quilpie.au,SCLEROLAENA ERIACANTHA,NA,NA,4,3.333333333
1516,mattheis.ca,TARAXACUM TARAXACUM,NA,NA,10,3.5
1569,spvdrt.ar,FACELIS RETUSA,NA,NA,6.666666667,3.666666667
1285,ukulingadrt.za,HELICHRYSUM NUDIFOLIUM,1,NA,NA,4
1387,cedartrait.us,PANICUM VIRGATUM,NA,NA,1,4
1589,ukulingadrt.za,SENECIO RETRORSUS,NA,NA,5.5,4
1585,ukulingadrt.za,PENTANISIA ANGUSTIFOLIA,NA,NA,11.5,4
229,cedarsav.us,LITHOSPERMUM CANESCENS,2.5,NA,3,4.333333333
1298,ukulingadrt.za,SPERMACOCE NATALENSIS,1,NA,14,5
866,marcdrt.ar,PHYLA NODIFLORA,2,NA,NA,5
1399,cmss.us,CERASTIUM ARVENSE,NA,NA,2,5
1452,hard.us,BROMUS TECTORUM,NA,NA,2,5
1334,biddulph.ca,HELICTOTRICHON HOOKERI,NA,NA,5,5
1381,cedarsav.us,CALAMOVILFA LONGIFOLIA,NA,NA,5,5
1588,ukulingadrt.za,SENECIO DELTOIDEUS,NA,NA,5,5.5
1455,hard.us,KOELERIA MACRANTHA,NA,NA,5.5,5.5
1163,scruzh.us,ANAGALLIS ARVENSIS,2.3255814,NA,4.516493875,5.6818182
1583,ukulingadrt.za,HYPOXIS FILIFORMIS,NA,NA,3.25,6
1555,sand.us,SCLERIA TRIGLOMERATA,NA,NA,6,6
1458,hard.us,ORTHOCARPUS TOLMIEI,NA,NA,11,7
1492,konzadrt.us,KOELERIA MACRANTHA,NA,NA,6,8.6
1459,hard.us,SYMPHYOTRICHUM ERICOIDES,NA,NA,2,9.333333333
1520,naposta.ar,PAPPOPHORUM CAESPITOSUM,NA,NA,5,10
1402,cmss.us,POA CUSICKII,NA,NA,10,10
1552,sand.us,PANICUM COMMUTATUM,NA,NA,6.333333333,11.33333333
673,jorndrt.us,SPOROBOLUS FLEXUOSUS,1,NA,1.65,12
1401,cmss.us,PHLOX MULTIFLORA,NA,NA,10,13.33333333
1563,scruzl.us,SONCHUS ASPER,NA,NA,2.0408163,14.54787123
1183,scruzl.us,CIRSIUM VULGARE,2,NA,NA,14.6156689
1496,konzadrt.us,PSORALIDIUM TENUIFLORUM,NA,NA,10.02,14.8
1450,hard.us,ARTEMISIA NOVA,NA,NA,10,16.5
1408,cowidrt.ca,CLAYTONIA PERFOLIATA,NA,NA,11.5,21.66666667
1573,teshio.jp,CAREX MIYABEI,NA,NA,50,25.5
1580,ukulingadrt.za,CROTALARIA MICROCARPA,NA,NA,4,27
964,nplatte.us,OPUNTIA POLYACANTHA,25,NA,NA,30
1451,hard.us,ARTEMISIA TRIDENTATA,NA,NA,20,35
1548,sand.us,CHAMAECRISTA NICTITANS,NA,NA,12,39.5
