"","Taxon","site_code","mean.after.control.0","mean.after.drought.0","mean.before.control.0","mean.before.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"1205","VICIA ARTICULATA","bayrdrt.de",0.1,0.1,0,0,0.1,0.1,0,NA,0.253333333,NA,25.51,NA,NA,NA,NA,"LEGUME","ANNUAL","LEGUME"
"1208","VICIA HIRSUTA","cowidrt.ca",1.8,2.25,3.6,3.4,-1.15,-1.8,0.65,43.2098,0.4375,28.02801,22.05714286,0.66,0.3375,87.90712843,0.2074,"FORB","ANNUAL","LEGUME"
"1209","VICIA SATIVA","scruzl.us",0,0,0,2,-2,0,-2,44.5,0.7509,3.5,26.61714286,0.3048,0.430769231,60.47073255,0.222666667,"FORB","ANNUAL","LEGUME"
"1210","VICIA SATIVA","baddrt.de",15,0,0,0,0,15,-15,44.5,0.7509,3.5,26.61714286,0.3048,0.430769231,60.47073255,0.222666667,"FORB","ANNUAL","LEGUME"
"1211","VICIA SATIVA","cowidrt.ca",1,1.75,2.8,2.4,-0.65,-1.8,1.15,44.5,0.7509,3.5,26.61714286,0.3048,0.430769231,60.47073255,0.222666667,"FORB","ANNUAL","LEGUME"
"1212","VICIA SATIVA","scruzm.us",1.58466315,0,1.781529067,1.6889139,-1.6889139,-0.196865917,-1.492047983,44.5,0.7509,3.5,26.61714286,0.3048,0.430769231,60.47073255,0.222666667,"FORB","ANNUAL","LEGUME"
"1219","VULPIA BROMOIDES","spvdrt.ar",2,1,1.333333333,1,0,0.666666667,-0.666666667,17.77777778,0.2225,NA,20.86,0.4995,NA,417.75,0.2945,"GRASS","ANNUAL","GRASS"
"1220","VULPIA MICROSTACHYS","octc.us",0,0,0.17305365,0.7749216,-0.7749216,-0.17305365,-0.60186795,44.76684417,0.1525,NA,14.622,NA,NA,496.2265033,NA,"GRASS","ANNUAL","GRASS"
"1221","VULPIA MYUROS","jilpanger.au",0.5,0.5,0.5,1,-0.5,0,-0.5,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"1222","VULPIA MYUROS","scruzl.us",31.55694768,22.72727275,6,6,16.72727275,25.55694768,-8.829674925,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"1223","VULPIA MYUROS","scruzh.us",29.64858413,4.135648425,4.8543689,33.49501327,-29.35936484,24.79421523,-54.15358008,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"1224","VULPIA MYUROS","baddrt.de",4.342857143,3.533333333,1.333333333,80,-76.46666667,3.00952381,-79.47619048,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"1225","VULPIA OCTOFLORA","nnss.us",0,0,0.2073287,0.13819435,-0.13819435,-0.2073287,0.06913435,19.49,0.127,NA,NA,0.18,0.243529486,437.3523058,0.11168,"GRASS","ANNUAL","GRASS"
"1226","VULPIA OCTOFLORA","capwhite.us",0.5,0,0,0.5,-0.5,0.5,-1,19.49,0.127,NA,NA,0.18,0.243529486,437.3523058,0.11168,"GRASS","ANNUAL","GRASS"
"1227","VULPIA OCTOFLORA","nplatte.us",0,2,0,0,2,0,2,19.49,0.127,NA,NA,0.18,0.243529486,437.3523058,0.11168,"GRASS","ANNUAL","GRASS"
"1228","WAHLENBERGIA GRACILENTA","jilpanger.au",0.5,0,0.5,0.5,-0.5,0,-0.5,NA,0.4,NA,42.353548,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
