,site_code,Taxon,mean.after.control.0,mean.after.drought.0,mean.before.control.0,mean.before.drought.0,drought.after.before,control.after.before,cover.change
1114,nnss.us,ERIOPHYLLUM PRINGLEI,1.57694249,0.154395725,0.58499523,0.4966975,-0.342301775,0.99194726,-1.334249035
1115,nnss.us,GRAYIA SPINOSA,6.9210625,3.24872212,5.146001,2.58690782,0.6618143,1.7750615,-1.1132472
1116,nnss.us,LARREA TRIDENTATA,13.51947492,10.55421877,15.55434442,13.27009487,-2.7158761,-2.0348695,-0.6810066
1117,nnss.us,LINANTHUS JONESII,0.6743666,0,0,0,0,0.6743666,-0.6743666
1118,nnss.us,LOESELIASTRUM SCHOTTII,0.389588286,0.0687285,0.0685167,0.27351615,-0.20478765,0.321071586,-0.525859236
1119,nnss.us,LYCIUM PALLIDUM,5.1748451,2.779884733,4.6258503,2.680278,0.099606733,0.5489948,-0.449388067
1120,nnss.us,MALACOTHRIX GLABRATA,1.1655389,1.41346643,0.729655567,1.3735589,0.03990753,0.435883333,-0.395975803
1121,nnss.us,MENTZELIA ASPERA,2.616757683,0.27565495,2.343982057,2.874968975,-2.599314025,0.272775626,-2.872089651
1122,nnss.us,MONOPTILON BELLIDIFORME,0.1546705,0.3436426,0.1191883,0.13729085,0.20635175,0.0354822,0.17086955
1123,nnss.us,NAMA ARETIOIDES,0.39203624,0,0.283584533,0.75338592,-0.75338592,0.108451707,-0.861837627
1124,nnss.us,OXYTHECA PERFOLIATA,2.028706325,1.345047483,0.89137666,0.766761557,0.578285926,1.137329665,-0.559043739
1125,nnss.us,PECTOCARYA RECURVATA,0.27364995,0.1355014,0,0,0.1355014,0.27364995,-0.13814855
1126,nnss.us,PRENANTHELLA EXIGUA,0.9639069,0.5487245,0,0,0.5487245,0.9639069,-0.4151824
1127,nnss.us,SCHISMUS ARABICUS,2.27615137,0.320392533,0.3067008,0.25714855,0.063243983,1.96945057,-1.906206587
1128,nplatte.us,ALYSSUM DESERTORUM,2,2,0,0,2,2,0
1129,nplatte.us,ARTEMISIA FRIGIDA,30,0,13.5,2,-2,16.5,-18.5
1130,nplatte.us,ARTEMISIA TRIDENTATA,10,0,0,25,-25,10,-35
1131,nplatte.us,BOUTELOUA GRACILIS,7.571428571,20.8,32.5,21,-0.2,-24.92857143,24.72857143
1132,nplatte.us,BROMUS TECTORUM,6.333333333,14.14285714,13.2,40.33333333,-26.19047619,-6.866666667,-19.32380952
1133,nplatte.us,CAREX FILIFOLIA,14,18.125,36.125,41.875,-23.75,-22.125,-1.625
1134,nplatte.us,CYMOPTERUS GLOMERATUS,2,2,0,0,2,2,0
1135,nplatte.us,ERIOGONUM EFFUSUM,30,0,0,0,0,30,-30
1136,nplatte.us,HESPEROSTIPA COMATA,10,0,0,0,0,10,-10
1137,nplatte.us,OPUNTIA POLYACANTHA,0,30,25,0,30,-25,55
1138,nplatte.us,PLANTAGO PATAGONICA,2,2,0,0,2,2,0
1139,nplatte.us,POA SECUNDA,2,2,0,11,-9,2,-11
1140,nplatte.us,PSORALIDIUM TENUIFLORUM,0,2,0,0,2,0,2
1141,nplatte.us,SPHAERALCEA COCCINEA,2,0,2,2,-2,0,-2
1142,nplatte.us,VULPIA OCTOFLORA,0,2,0,0,2,0,2
1143,octc.us,ARTEMISIA TRIDENTATA,16.27758363,16.77924463,16.81173785,18.96621009,-2.18696546,-0.53415422,-1.65281124
1144,octc.us,BROMUS TECTORUM,0,0.1355014,0,0,0.1355014,0,0.1355014
1145,octc.us,CERATOCEPHALA TESTICULATA,2.818723478,1.1921839,1.17351,1.416418129,-0.224234229,1.645213478,-1.869447706
1146,octc.us,ELYMUS ELYMOIDES,0.818374925,0.5475702,1.1684448,0.970887933,-0.423317733,-0.350069875,-0.073247858
1147,octc.us,POA SECUNDA,16.50442414,14.82465954,33.00967403,28.77115968,-13.94650014,-16.50524989,2.55874975
1148,oklah.us,AMBROSIA PSILOSTACHYA,18.5,19,0,0,19,18.5,0.5
1149,oklah.us,ANEMONE CAROLINIANA,0.5,0,0,0,0,0.5,-0.5
1150,oklah.us,BOTHRIOCHLOA LAGUROIDES,0.5,7.75,0,0,7.75,0.5,7.25
1151,oklah.us,CALYLOPHUS SERRULATUS,15,15,0,0,15,15,0
1152,oklah.us,CHAMAECRISTA FASCICULATA,0,0.5,0,0,0.5,0,0.5
1153,oklah.us,CROTON MONANTHOGYNUS,1.333333333,1.75,0,0,1.75,1.333333333,0.416666667
1154,oklah.us,DALEA CANDIDA,0,0.5,0,0,0.5,0,0.5
1155,oklah.us,DALEA PURPUREA,3,9,0,0,9,3,6
1156,oklah.us,DESMANTHUS ILLINOENSIS,0.5,15,0,0,15,0.5,14.5
1157,oklah.us,DICHANTHELIUM OLIGOSANTHES,7,11,0,0,11,7,4
1158,oklah.us,ERAGROSTIS SPECTABILIS,0.5,0,0,0,0,0.5,-0.5
1159,oklah.us,ERIGERON STRIGOSUS,1.75,1.75,0,0,1.75,1.75,0
1160,oklah.us,EUPHORBIA DENTATA,0.5,0.5,0,0,0.5,0.5,0
1161,oklah.us,FIMBRISTYLIS PUBERULA,1.75,0,0,0,0,1.75,-1.75
1162,oklah.us,GALIUM VIRGATUM,0.5,0.5,0,0,0.5,0.5,0
1163,oklah.us,HEDEOMA HISPIDA,0,0.5,0,0,0.5,0,0.5
1164,oklah.us,HETEROTHECA SUBAXILLARIS,0.5,0.5,0,0,0.5,0.5,0
1165,oklah.us,LESPEDEZA CAPITATA,15,0,0,0,0,15,-15
1166,oklah.us,LESPEDEZA JUNCEA var. SERICEA,15,7.75,0,0,7.75,15,-7.25
1167,oklah.us,LIATRIS SQUARROSA,0.5,1.75,0,0,1.75,0.5,1.25
1168,oklah.us,LINUM SULCATUM,0,0.5,0,0,0.5,0,0.5
1169,oklah.us,OXALIS STRICTA,0.5,0.5,0,0,0.5,0.5,0
1170,oklah.us,PASPALUM SETACEUM,0.5,0,0,0,0,0.5,-0.5
1171,oklah.us,PLANTAGO PATAGONICA,0.5,0.5,0,0,0.5,0.5,0
1172,oklah.us,PLANTAGO VIRGINICA,0.5,0.5,0,0,0.5,0.5,0
1173,oklah.us,PSORALIDIUM TENUIFLORUM,0.5,0,0,0,0,0.5,-0.5
1174,oklah.us,RATIBIDA COLUMNIFERA,1.75,0.5,0,0,0.5,1.75,-1.25
1175,oklah.us,RHUS COPALLINUM,15,0.5,0,0,0.5,15,-14.5
1176,oklah.us,RUDBECKIA HIRTA,0.5,0,0,0,0,0.5,-0.5
1177,oklah.us,SCHIZACHYRIUM SCOPARIUM,69.16666667,54.16666667,0,0,54.16666667,69.16666667,-15
1178,oklah.us,SOLIDAGO LUDOVICIANA,0.5,0.5,0,0,0.5,0.5,0
1179,oklah.us,SOLIDAGO NEMORALIS,0,7.75,0,0,7.75,0,7.75
1180,oklah.us,SOLIDAGO RIGIDA,0,3,0,0,3,0,3
1181,oklah.us,SORGHASTRUM NUTANS,11,15,0,0,15,11,4
1182,oklah.us,SPHENOPHOLIS OBTUSATA,15,0,0,0,0,15,-15
1183,oklah.us,SPOROBOLUS COMPOSITUS,6.166666667,10.16666667,0,0,10.16666667,6.166666667,4
1184,oklah.us,STENARIA NIGRICANS,0.5,0,0,0,0,0.5,-0.5
1185,oklah.us,SYMPHYOTRICHUM ERICOIDES,10.16666667,11,0,0,11,10.16666667,0.833333333
1186,oklah.us,THELESPERMA FILIFOLIUM,0.5,0,0,0,0,0.5,-0.5
1187,oklah.us,TRAGIA BETONICIFOLIA,0.5,0,0,0,0,0.5,-0.5
1188,oklah.us,VERBENA HALEI,3,0,0,0,0,3,-3
1189,oreaa.us,ALLIUM ACUMINATUM,0,1,0.5,0,1,-0.5,1.5
1190,oreaa.us,ARTEMISIA ARBUSCULA,13.83333333,12.2,26.33333333,30.6,-18.4,-12.5,-5.9
1191,oreaa.us,BLEPHARIPAPPUS SCABER,0.9,0.6,0.7,0.7,-0.1,0.2,-0.3
1192,oreaa.us,BROMUS JAPONICUS,0.5,0.5,0.625,2.25,-1.75,-0.125,-1.625
1193,oreaa.us,COLLINSIA PARVIFLORA,0.5,0.5,0,0.5,0,0.5,-0.5
1194,oreaa.us,DANTHONIA CALIFORNICA,0,8.166666667,0,12.5,-4.333333333,0,-4.333333333
1195,oreaa.us,DRABA VERNA,0,0.5,0,0,0.5,0,0.5
1196,oreaa.us,ELYMUS ELYMOIDES,3.75,7.7,3,6.9,0.8,0.75,0.05
1197,oreaa.us,EPILOBIUM BRACHYCARPUM,1.5,0.9,0.8,1,-0.1,0.7,-0.8
1198,oreaa.us,EREMOGONE CONGESTA,0,0.5,0.5,1,-0.5,-0.5,0
1199,oreaa.us,ERIGERON BLOOMERI,5,2.25,4.625,2.25,0,0.375,-0.375
1200,oreaa.us,ERIOGONUM SPHAEROCEPHALUM,2.25,2.75,3.5,2.125,0.625,-1.25,1.875
1201,oreaa.us,FESTUCA IDAHOENSIS,7.7,9.1,16.5,6.9,2.2,-8.8,11
1202,oreaa.us,NAVARRETIA INTERTEXTA SSP. PROPINQUA,0.75,0.833333333,0.833333333,1.25,-0.416666667,-0.083333333,-0.333333333
1203,oreaa.us,NOTHOCALAIS TROXIMOIDES,3.5,1.833333333,2,1,0.833333333,1.5,-0.666666667
1204,oreaa.us,PACKERA CANA,15.5,0,25.5,0.5,-0.5,-10,9.5
1205,oreaa.us,PHLOX HOODII,3.5,1.625,2.25,1.375,0.25,1.25,-1
1206,oreaa.us,SEDUM STENOPETALUM,3.5,2.875,2.666666667,2.875,0,0.833333333,-0.833333333
1207,oreaa.us,TRIFOLIUM MACROCEPHALUM,1,3.5,0.5,0.5,3,0.5,2.5
1208,oreaa.us,VENTENATA DUBIA,5.8,8.75,1.3,2,6.75,4.5,2.25
1209,oreac.us,ACHILLEA MILLEFOLIUM,2.666666667,1.833333333,4.833333333,0.666666667,1.166666667,-2.166666667,3.333333333
1210,oreac.us,ACMISPON AMERICANUS,0.5,2,0.75,2,0,-0.25,0.25
1211,oreac.us,ARTEMISIA ARBUSCULA,10.5,0,20.5,0,0,-10,10
1212,oreac.us,ARTEMISIA CANA,21.25,34.5,30,52.5,-18,-8.75,-9.25
1213,oreac.us,BROMUS JAPONICUS,3,13.1,15.7,58.5,-45.4,-12.7,-32.7
1214,oreac.us,BROMUS TECTORUM,0,1,0,0,1,0,1
1215,oreac.us,COLLINSIA PARVIFLORA,0.7,0.6,0.5,0,0.6,0.2,0.4
1216,oreac.us,COLLOMIA GRANDIFLORA,2,2.25,1.666666667,3.5,-1.25,0.333333333,-1.583333333
1217,oreac.us,DRABA VERNA,0.5,0,0,0,0,0.5,-0.5
1218,oreac.us,ELYMUS ELYMOIDES,7,5.833333333,17,2.875,2.958333333,-10,12.95833333
1219,oreac.us,EPILOBIUM BRACHYCARPUM,1.5,1.5,2.5,1.5,0,-1,1
1220,oreac.us,ERIOPHYLLUM LANATUM var. LEUCOPHYLLUM,0,3.5,0,0,3.5,0,3.5
1221,oreac.us,FESTUCA IDAHOENSIS,11.1,13.75,12.3,3.5,10.25,-1.2,11.45
1222,oreac.us,PERIDERIDIA OREGANA,4.9,3.8,0.6,0.8,3,4.3,-1.3
1223,oreac.us,POA BULBOSA,2.666666667,0,0,0,0,2.666666667,-2.666666667
1224,oreac.us,POA SECUNDA,3.5,3.5,10.5,1,2.5,-7,9.5
1225,oreac.us,TRIFOLIUM MACROCEPHALUM,0,0.5,0,1,-0.5,0,-0.5
1226,oreac.us,VENTENATA DUBIA,3.833333333,1,2,0,1,1.833333333,-0.833333333
1227,paike.ar,ACAENA PINNATIFIDA,0,1,0,1,0,0,0
1228,paike.ar,ACAENA POEPPIGIANA,1,1,1,1,0,0,0
1229,paike.ar,ADESMIA LOTOIDES,1,0,1,0,0,0,0
1230,paike.ar,AGROSTIS INCONSPICUA,1,1,1,1,0,0,0
1231,paike.ar,ARJONA TUBEROSA,0,1,0,1,0,0,0
1232,paike.ar,ARMERIA MARITIMA,1,1,1,1,0,0,0
1233,paike.ar,AZORELLA FUEGIANA,1,1.5,1,1.5,0,0,0
1234,paike.ar,AZORELLA MONANTHA,1,1,1,1,0,0,0
1235,paike.ar,BROMUS SETIFOLIUS,0,2.5,0,2.5,0,0,0
1236,paike.ar,CALCEOLARIA UNIFLORA,1,0,0,0,0,1,-1
1237,paike.ar,CAREX ANDINA,6,3.666666667,5.333333333,3.666666667,0,0.666666667,-0.666666667
1238,paike.ar,CERASTIUM ARVENSE,1,1,1,1,0,0,0
1239,paike.ar,CLINOPODIUM DARWINII,1,1,1,1,0,0,0
1240,paike.ar,COLOBANTHUS LYCOPODOIDES,2,1.5,2,1.5,0,0,0
1241,paike.ar,DESCHAMPSIA CESPITOSA,1,1,1,1,0,0,0
1242,paike.ar,ERIGERON PATAGONICUS,0,1,0,1,0,0,0
1243,paike.ar,FESTUCA PYROGEA,9,5.666666667,8.333333333,5.333333333,0.333333333,0.666666667,-0.333333333
1244,paike.ar,HYPOCHAERIS INCANA,0,1,0,1,0,0,0
1245,paike.ar,JUNELLIA ODONELLII,1,1,1,1,0,0,0
1246,paike.ar,LATHYRUS NERVOSUS,0,1,0,1,0,0,0
1247,paike.ar,LEUCHERIA PURPUREA,1,1,1,1,0,0,0
1248,paike.ar,LUZULA CHILENSIS,2,1.5,2,1.5,0,0,0
1249,paike.ar,NARDOPHYLLUM BRYOIDES,6.666666667,6.333333333,6.666666667,6.333333333,0,0,0
1250,paike.ar,NASSAUVIA ACULEATA,1,1,1,1,0,0,0
1251,paike.ar,NASSAUVIA DARWINII,1,1,1,1,0,0,0
1252,paike.ar,OXALIS ENNEAPHYLLA,1,1,1,1,0,0,0
1253,paike.ar,PEREZIA RECURVATA,3,4.333333333,3,4.333333333,0,0,0
1254,paike.ar,POA SPICIFORMIS,15.33333333,12.33333333,15,12.66666667,-0.333333333,0.333333333,-0.666666667
1255,paike.ar,POLYGALA DARWINIANA,0,1,0,1,0,0,0
1256,paike.ar,RYTIDOSPERMA VIRESCENS,3.5,4.5,2.5,4.5,0,1,-1
1257,paike.ar,SENECIO LASEGUEI,1,0,1,0,0,0,0
1258,paike.ar,SENECIO MISER,1,1,1,1,0,0,0
1259,paike.ar,STIPA SPECIOSA,21.66666667,27,21.33333333,27,0,0.333333333,-0.333333333
1260,passogavia.it,AGROSTIS RUPESTRIS,2.5,1.7,1.54,0.8,0.9,0.96,-0.06
1261,passogavia.it,ALCHEMILLA PENTAPHYLLEA,35,53.8,32.6,48.6,5.2,2.4,2.8
1262,passogavia.it,ANTHOXANTHUM ODORATUM,0.1,0,0.01,0,0,0.09,-0.09
1263,passogavia.it,CAREX CURVULA,40.6,42,47.6,47.4,-5.4,-7,1.6
1264,passogavia.it,EUPHRASIA MINIMA,0.0125,0.01,0.1125,0.023333333,-0.013333333,-0.1,0.086666667
1265,passogavia.it,FESTUCA HALLERI,0.3,2,0.4,1,1,-0.1,1.1
1266,passogavia.it,GNAPHALIUM SUPINUM,0.053333333,0.075,0.055,0.1,-0.025,-0.001666667,-0.023333333
1267,passogavia.it,HELICTOTRICHON VERSICOLOR,0,2.5,0,2,0.5,0,0.5
1268,passogavia.it,HIERACIUM PILIFERUM,0.2,0,0.2,0,0,0,0
1269,passogavia.it,LEUCANTHEMOPSIS ALPINA,0.844,0.46,2.302,1.38,-0.92,-1.458,0.538
1270,passogavia.it,LIGUSTICUM MUTELLINA,12,46,14.5,30,16,-2.5,18.5
1271,passogavia.it,LUZULA SPICATA,0,0.01,0,0,0.01,0,0.01
1272,passogavia.it,LYCOPODIUM ALPINUM,0,0.1,0,0,0.1,0,0.1
1273,passogavia.it,OREOCHLOA DISTICHA,5.5,0.275,5.5,0.75,-0.475,0,-0.475
1274,passogavia.it,PERSICARIA VIVIPARA,1.05,0.1,1.025,0.02,0.08,0.025,0.055
1275,passogavia.it,PHLEUM ALPINUM,0,0.2,0,0.3,-0.1,0,-0.1
1276,passogavia.it,PHYTEUMA HEMISPHAERICUM,2.4,2.3,2,1.7,0.6,0.4,0.2
1277,passogavia.it,POA ALPINA,2,3.16,1.5,4.002,-0.842,0.5,-1.342
1278,passogavia.it,POTENTILLA AUREA,2.833333333,0,1.833333333,0,0,1,-1
1279,passogavia.it,PRIMULA GLUTINOSA,0.98,0.75,0.6,0.4,0.35,0.38,-0.03
1280,passogavia.it,SALIX HERBACEA,0.703333333,0.55,1.403333333,0.9,-0.35,-0.7,0.35
1281,passogavia.it,SCORZONEROIDES HELVETICA,3.96,1.8,3.2,1.8,0,0.76,-0.76
1282,passogavia.it,SOLDANELLA PUSILLA,10.08,13.6,16.7,20.6,-7,-6.62,-0.38
1283,passogavia.it,TARAXACUM ALPINUM,0,0.2,0,0.3,-0.1,0,-0.1
1284,pineta.es,AGROSTIS CAPILLARIS,47,37.16666667,0,0,37.16666667,47,-9.833333333
1285,pineta.es,ASTRANTIA MAJOR,3,8,0,0,8,3,5
1286,pineta.es,BRACHYPODIUM PINNATUM,10.5,15.5,0,0,15.5,10.5,5
1287,pineta.es,CRUCIATA GLABRA,0.5,0.5,0,0,0.5,0.5,0
1288,pineta.es,DACTYLIS GLOMERATA,0.5,0,0,0,0,0.5,-0.5
1289,pineta.es,DACTYLORHIZA MACULATA,0.5,1.125,0,0,1.125,0.5,0.625
1290,pineta.es,DAPHNE LAUREOLA,0,5.5,0,0,5.5,0,5.5
1291,pineta.es,Epipactis PALUSTRIS,15.5,3,0,0,3,15.5,-12.5
1292,pineta.es,FESTUCA RUBRA,4.875,8,0,0,8,4.875,3.125
1293,pineta.es,FRAGARIA VESCA,5.5,9.25,0,0,9.25,5.5,3.75
1294,pineta.es,GALIUM VERUM,0.5,0,0,0,0,0.5,-0.5
1295,pineta.es,GYMNADENIA CONOPSEA,0,0.5,0,0,0.5,0,0.5
1296,pineta.es,HEPATICA NOBILIS,0,3,0,0,3,0,3
1297,pineta.es,LOTUS CORNICULATUS,3,0,0,0,0,3,-3
1298,pineta.es,NEOTTIA OVATA,3,1.75,0,0,1.75,3,-1.25
1299,pineta.es,OXALIS ACETOSELLA,0,1.333333333,0,0,1.333333333,0,1.333333333
1300,pineta.es,PIMPINELLA SAXIFRAGA,1.75,0.5,0,0,0.5,1.75,-1.25
1301,pineta.es,PLANTAGO MEDIA,0.5,0,0,0,0,0.5,-0.5
1302,pineta.es,POTENTILLA ERECTA,3,3,0,0,3,3,0
1303,pineta.es,PRIMULA VERIS,0.5,0,0,0,0,0.5,-0.5
1304,pineta.es,SOLIDAGO VIRGAUREA,5.5,0,0,0,0,5.5,-5.5
1305,pineta.es,TARAXACUM PYRENAICUM,0,3,0,0,3,0,3
1306,pineta.es,TRIFOLIUM PRATENSE,5.083333333,2.375,0,0,2.375,5.083333333,-2.708333333
1307,pineta.es,TRIFOLIUM REPENS,0,3,0,0,3,0,3
1308,pineta.es,VERONICA CHAMAEDRYS,3,0,0,0,0,3,-3
1309,purdue.us,ALCHEMILLA IDAEUS,28,37.5,10.66666667,18.25,19.25,17.33333333,1.916666667
1310,purdue.us,ANDROPOGON GERARDII,18.75,26.66666667,27.375,27.375,-0.708333333,-8.625,7.916666667
1311,purdue.us,APOCYNUM CANNABINUM,5,0,0,0,0,5,-5
1312,purdue.us,DESMODIUM ILLINOENSE,13,19.75,10.57142857,17,2.75,2.428571429,0.321428571
1313,purdue.us,EUTHAMIA GRAMINIFOLIA,13,25,6.375,3.333333333,21.66666667,6.625,15.04166667
1314,purdue.us,LOTUS CORNICULATUS,10,0,36.25,30.5,-30.5,-26.25,-4.25
1315,purdue.us,SCHIZACHYRIUM SCOPARIUM,20,0,0,0,0,20,-20
1316,purdue.us,SOLIDAGO CANADENSIS,78.75,72.5,28.125,37.75,34.75,50.625,-15.875
1317,purdue.us,SOLIDAGO SPECIOSA,5,0,19,11,-11,-14,3
1318,purdue.us,SYMPHYOTRICHUM NOVAE-ANGLIAE,16.71428571,16.66666667,14.85714286,10.75,5.916666667,1.857142857,4.05952381
1319,purdue.us,SYMPHYOTRICHUM PILOSUM,7.2,7.5,9.2,7.25,0.25,-2,2.25
1320,quilpie.au,ABUTILON HALOPHILUM,5.666666667,5,21.66666667,18.33333333,-13.33333333,-16,2.666666667
1321,quilpie.au,CENTIPEDA CUNNINGHAMII,4,3.333333333,8,12.5,-9.166666667,-4,-5.166666667
1322,quilpie.au,ERAGROSTIS SETIFOLIA,2,2,1.5,2.666666667,-0.666666667,0.5,-1.166666667
1323,quilpie.au,SCLEROLAENA DIACANTHA,3,3,3,6,-3,0,-3
1324,quilpie.au,SCLEROLAENA ERIACANTHA,4,3.333333333,0,0,3.333333333,4,-0.666666667
1325,quilpie.au,TRIPOGON LOLIIFORMIS,1,0,1.5,1,-1,-0.5,-0.5
1326,rhijn.nl,ACHILLEA MILLEFOLIUM,1,0,1,0,0,0,0
1327,rhijn.nl,ALOPECURUS PRATENSIS,5,0,0,0,0,5,-5
1328,rhijn.nl,ANTHOXANTHUM ODORATUM,8.75,0,6.666666667,6.666666667,-6.666666667,2.083333333,-8.75
1329,rhijn.nl,ARRHENATHERUM ELATIUS,8.333333333,20,11.83333333,6.333333333,13.66666667,-3.5,17.16666667
1330,rhijn.nl,CENTAUREA JACEA,7,6.5,1,25,-18.5,6,-24.5
1331,rhijn.nl,CERASTIUM FONTANUM,1,0,1,1,-1,0,-1
1332,rhijn.nl,CYNOSURUS CRISTATUS,5,0,3.666666667,3,-3,1.333333333,-4.333333333
1333,rhijn.nl,DACTYLIS GLOMERATA,15.83333333,20,7,7,13,8.833333333,4.166666667
1334,rhijn.nl,FESTUCA RUBRA,40,25,43.33333333,36.66666667,-11.66666667,-3.333333333,-8.333333333
1335,rhijn.nl,GALIUM MOLLUGO,25.83333333,25,22,19.66666667,5.333333333,3.833333333,1.5
1336,rhijn.nl,HOLCUS LANATUS,8.4,6.666666667,5.333333333,5,1.666666667,3.066666667,-1.4
1337,rhijn.nl,JACOBAEA VULGARIS,2,0,1,1,-1,1,-2
1338,rhijn.nl,LATHYRUS PRATENSIS,0,1,4,0,1,-4,5
1339,rhijn.nl,LEUCANTHEMUM VULGARE,1,1,6,4,-3,-5,2
1340,rhijn.nl,LOTUS CORNICULATUS,10,0,1,0,0,9,-9
1341,rhijn.nl,LYSIMACHIA NUMMULARIA,0,2,0,20,-18,0,-18
1342,rhijn.nl,PLANTAGO LANCEOLATA,5.833333333,4,12.5,10,-6,-6.666666667,0.666666667
1343,rhijn.nl,POTENTILLA REPTANS,8,22.5,7,3,19.5,1,18.5
1344,rhijn.nl,PRUNELLA VULGARIS,1.5,2,1,0,2,0.5,1.5
1345,rhijn.nl,RANUNCULUS ACRIS,3,3,2.6,2,1,0.4,0.6
1346,rhijn.nl,RUMEX ACETOSA,1.25,1.5,1,0,1.5,0.25,1.25
1347,rhijn.nl,TARAXACUM TARAXACUM,1.5,1,2,1,0,-0.5,0.5
1348,rhijn.nl,TRIFOLIUM PRATENSE,1,1,2,2,-1,-1,0
1349,rhijn.nl,VERONICA CHAMAEDRYS,2,4,3.666666667,10.66666667,-6.666666667,-1.666666667,-5
1350,sand.us,ANDROPOGON VIRGINICUS,0,12,0,0,12,0,12
1351,sand.us,ARISTIDA STRICTA,26.66666667,27,14,23.33333333,3.666666667,12.66666667,-9
1352,sand.us,CARPHEPHORUS BELLIDIFOLIUS,7,10,0,11,-1,7,-8
1353,sand.us,CHAMAECRISTA NICTITANS,12,39.5,0,0,39.5,12,27.5
1354,sand.us,CHRYSOPSIS MARIANA,6,26.5,2.5,14,12.5,3.5,9
1355,sand.us,DESMODIUM ROTUNDIFOLIUM,0,5,0,10.5,-5.5,0,-5.5
1356,sand.us,DIOSPYROS VIRGINIANA,1,0,3,1,-1,-2,1
1357,sand.us,EUPATORIUM LEUCOLEPIS,0,3,0,0,3,0,3
1358,sand.us,EUPATORIUM ROTUNDIFOLIUM,0,1,0,2,-1,0,-1
1359,sand.us,EUPHORBIA PUBENTISSIMA,3.666666667,5,12,8,-3,-8.333333333,5.333333333
1360,sand.us,GALACTIA ERECTA,1,2.5,0,0,2.5,1,1.5
1361,sand.us,GALACTIA REGULARIS,0,16,0,4,12,0,12
1362,sand.us,IONACTIS LINARIIFOLIA,0,1,10,5,-4,-10,6
1363,sand.us,LESPEDEZA HIRTA,1,0,21,0,0,-20,20
1364,sand.us,LESPEDEZA PROCUMBENS,8,1,0,0,1,8,-7
1365,sand.us,LIATRIS COKERI,26,14,7,2,12,19,-7
1366,sand.us,MORELLA CERIFERA,1,1,5,0,1,-4,5
1367,sand.us,PANICUM COMMUTATUM,6.333333333,11.33333333,0,0,11.33333333,6.333333333,5
1368,sand.us,PARTHENIUM INTEGRIFOLIUM,4,5,4,20,-15,0,-15
1369,sand.us,PINUS PALUSTRIS,1.666666667,3.666666667,1,6,-2.333333333,0.666666667,-3
1370,sand.us,PITYOPSIS ASPERA,6,12.66666667,9,9,3.666666667,-3,6.666666667
1371,sand.us,PTERIDIUM AQUILINUM,21.33333333,4.5,23.33333333,14,-9.5,-2,-7.5
1372,sand.us,QUERCUS INCANA,13,0,16,0,0,-3,3
1373,sand.us,QUERCUS LAEVIS,4,0,0,0,0,4,-4
1374,sand.us,QUERCUS MARILANDICA,0,10,0,0,10,0,10
1375,sand.us,RHUS COPALLINUM,0,6,0,3,3,0,3
1376,sand.us,ROBINIA HISPIDA,0,3.5,0,3,0.5,0,0.5
1377,sand.us,SASSAFRAS ALBIDUM,0,3,0,3,0,0,0
1378,sand.us,SCHIZACHYRIUM SCOPARIUM,14,9,6,7.5,1.5,8,-6.5
1379,sand.us,SCLERIA TRIGLOMERATA,6,6,0,0,6,6,0
1380,sand.us,SERICOCARPUS ASTEROIDES,2,1,2,3,-2,0,-2
1381,sand.us,SYMPHYOTRICHUM WALTERI,13,0,12,12,-12,1,-13
1382,sand.us,VACCINIUM TENELLUM,15.66666667,23.5,12.33333333,10.5,13,3.333333333,9.666666667
1383,sclaudio.ar,ACMELLA DECUMBENS,0.25,0,0,1,-1,0.25,-1.25
1384,sclaudio.ar,CHENOPODIUM QUINOA,2.625,0,0,0,0,2.625,-2.625
1385,sclaudio.ar,CYNODON DACTYLON,2.333333333,1,0,1,0,2.333333333,-2.333333333
1386,sclaudio.ar,FESTUCA ARUNDINACEA,68.75,78.75,94.75,100,-21.25,-26,4.75
1387,sclaudio.ar,PASPALUM DILATATUM,1,0,3,1,-1,-2,1
1388,sclaudio.ar,PASPALUM QUADRIFARIUM,20,0,20,0,0,0,0
1389,sclaudio.ar,SORGHUM HALEPENSE,10,15.25,5.333333333,5.833333333,9.416666667,4.666666667,4.75
1390,scruzh.us,ACMISPON AMERICANUS,0,0.9174312,0,0,0.9174312,0,0.9174312
1391,scruzh.us,AIRA CARYOPHYLLEA,0,2.2727273,0,0,2.2727273,0,2.2727273
1392,scruzh.us,ANAGALLIS ARVENSIS,4.516493875,5.6818182,2.3255814,0,5.6818182,2.190912475,3.490905725
1393,scruzh.us,AVENA BARBATA,1.5998551,0,0.877193,2.173913,-2.173913,0.7226621,-2.8965751
1394,scruzh.us,BRACHYPODIUM DISTACHYON,0,2.4691358,39.4736842,1.4084507,1.0606851,-39.4736842,40.5343693
1395,scruzh.us,BRIZA MAXIMA,26.74486566,39.30012252,7.50628706,18.0385227,21.26159982,19.2385786,2.02302122
1396,scruzh.us,BROMUS HORDEACEUS,2.6345738,2.76928305,0,1.4084507,1.36083235,2.6345738,-1.27374145
1397,scruzh.us,CHLOROGALUM POMERIDIANUM,0,2.4691358,0,1.4084507,1.0606851,0,1.0606851
1398,scruzh.us,CYNOSURUS ECHINATUS,3.0769231,0,0,0,0,3.0769231,-3.0769231
1399,scruzh.us,DANTHONIA CALIFORNICA,0,15.1898734,29.33366554,34.76109185,-19.57121845,-29.33366554,9.76244709
