"","Taxon","site_code","mean.before.control.0","mean.before.drought.0","mean.after.control.0","mean.after.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"516","SCLEROLAENA DIACANTHA","quilpie.au",3,6,3,3,-3,0,-3,17.13159156,0.354166667,NA,4.445479003,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"519","SEDUM LANCEOLATUM","cmss.us",14,20,2,2,-18,-12,-6,14.02,0.0202625,NA,17.37287879,NA,NA,NA,NA,"SUCCULENT","PERENNIAL","FORB"
"520","SENECIO MADAGASCARIENSIS","yarradrt.au",0.5,0.3,2,15,14.7,1.5,13.2,37.065,0.6,NA,23.57,NA,NA,NA,NA,"NULL","ANNUAL","FORB"
"525","SILENE OTITES","kiskun.hu",0,1.15,0,1,-0.15,0,-0.15,30,0.445833333,NA,12.96333333,0.5,NA,NA,NA,"FORB","PERENNIAL","FORB"
"526","SILOXERUS MULTIFLORUS","jilpanger.au",0.625,0.5,2,0,-0.5,1.375,-1.875,NA,0.05,NA,4.67,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"527","SISYRINCHIUM BELLUM","scruzh.us",0,1.650742233,1.2195122,1.8340046,0.183262367,1.2195122,-1.036249833,17.68333333,0.1575,NA,23.93793933,NA,0.101107003,118.754489,0.32952,"FORB","PERENNIAL","FORB"
"528","SOLANUM ELAEAGNIFOLIUM","sevblack.us",0,1.75,0,0.5,-1.25,0,-1.25,NA,1,NA,11.75,1.77,NA,15.678,0.324,"FORB","ANNUAL","FORB"
"529","SOLANUM ELAEAGNIFOLIUM","sevmixed.us",1.375,0.5,0.5,0.5,0,-0.875,0.875,NA,1,NA,11.75,1.77,NA,15.678,0.324,"FORB","ANNUAL","FORB"
"530","SOLANUM ELAEAGNIFOLIUM","jrnchi.us",0.1380262,0,0.210084,0,0,0.0720578,-0.0720578,NA,1,NA,11.75,1.77,NA,15.678,0.324,"FORB","ANNUAL","FORB"
"531","SOLANUM ELLIPTICUM","brokenh.au",2,2,1,1,-1,-1,0,37.0175882,0.333333333,NA,5.402244049,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"532","SOLDANELLA PUSILLA","passogavia.it",16.7,20.6,10.08,13.6,-7,-6.62,-0.38,NA,0.02,NA,16.8,0.11,NA,NA,NA,"FORB","PERENNIAL","FORB"
"533","SOLIDAGO CANADENSIS","purdue.us",28.125,37.75,78.75,72.5,34.75,50.625,-15.875,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,"FORB","PERENNIAL","FORB"
"534","SOLIDAGO CANADENSIS","esw.ca",68.33333333,60,50,27,-33,-18.33333333,-14.66666667,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,"FORB","PERENNIAL","FORB"
"535","SOLIDAGO CANADENSIS","baddrt.de",4.25,0,0.2,0.15,0.15,-4.05,4.2,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,"FORB","PERENNIAL","FORB"
"536","SOLIDAGO CANADENSIS","brookdale.ca",27,30,2.4,2.9,-27.1,-24.6,-2.5,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,"FORB","PERENNIAL","FORB"
"537","SOLIDAGO MISSOURIENSIS","cedarsav.us",15,0,6,0,0,-9,9,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,"FORB","PERENNIAL","FORB"
"538","SOLIDAGO MISSOURIENSIS","kernb.ca",0.5,0,0.75,1,1,0.25,0.75,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,"FORB","PERENNIAL","FORB"
"539","SOLIDAGO MISSOURIENSIS","biddulph.ca",5,0,8,0,0,3,-3,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,"FORB","PERENNIAL","FORB"
"540","SOLIDAGO MISSOURIENSIS","kernnu.ca",0.5,0,0.5,0,0,0,0,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,"FORB","PERENNIAL","FORB"
"541","SOLIDAGO NEMORALIS","cedartrait.us",10.14285714,12,10,7,-5,-0.142857143,-4.857142857,15.47778333,0.57,23.31317375,13.95394921,0.3048,0.129791058,208.2087011,0.369872222,"FORB","PERENNIAL","FORB"
"542","SOLIDAGO RIGIDA","cedartrait.us",12.33333333,9,20,9,0,7.666666667,-7.666666667,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,"FORB","PERENNIAL","FORB"
"543","SOLIDAGO RIGIDA","brookdale.ca",5,5,2.5,1.5,-3.5,-2.5,-1,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,"FORB","PERENNIAL","FORB"
"544","SOLIDAGO SPECIOSA","purdue.us",19,11,5,0,-11,-14,3,10.8,0.7403,8.9032965,8.834,NA,0.19,57,0.38,"FORB","PERENNIAL","FORB"
"545","SONCHUS ARVENSIS","esw.ca",5,4,3,2,-2,-2,0,26.4,1.1875,NA,21,0.56,0.22,40.22,NA,"FORB","PERENNIAL","FORB"
"546","SONCHUS ARVENSIS","kernnu.ca",1.166666667,2,14,7.166666667,5.166666667,12.83333333,-7.666666667,26.4,1.1875,NA,21,0.56,0.22,40.22,NA,"FORB","PERENNIAL","FORB"
"547","SONCHUS ARVENSIS","kernb.ca",1.5,0.833333333,1,1.25,0.416666667,-0.5,0.916666667,26.4,1.1875,NA,21,0.56,0.22,40.22,NA,"FORB","PERENNIAL","FORB"
"548","SONCHUS ASPER","baddrt.de",2,2.125,0.35,1,-1.125,-1.65,0.525,28.56,0.5875,NA,24.97389591,0.69,0.301036269,223.2180487,0.1419,"FORB","ANNUAL","FORB"
"549","SONCHUS OLERACEUS","credom.au",0.5,0,1,0,0,0.5,-0.5,34.9,1.1328125,NA,39.67950467,0.755,NA,76.97,NA,"FORB","ANNUAL","FORB"
"554","SPHAERALCEA COCCINEA","nplatte.us",2,2,2,0,-2,0,-2,28.09,0.4572,NA,12.61454363,0.1524,0.312666667,65.5839699,0.3163,"FORB","PERENNIAL","FORB"
"555","SPHAERALCEA COCCINEA","cdpt_drt.us",0.666666667,0.9,1,1.9,1,0.333333333,0.666666667,28.09,0.4572,NA,12.61454363,0.1524,0.312666667,65.5839699,0.3163,"FORB","PERENNIAL","FORB"
"556","SPHAERALCEA HASTULATA","sevblue.us",0,0.5,2,0,-0.5,2,-2.5,NA,NA,NA,14.04606421,NA,NA,10.52042,0.492,"FORB","PERENNIAL","FORB"
"557","SPHAERALCEA HASTULATA","sevmixed.us",1,0,0.5,0,0,-0.5,0.5,NA,NA,NA,14.04606421,NA,NA,10.52042,0.492,"FORB","PERENNIAL","FORB"
"560","STELLARIA GRAMINEA","teshio.jp",1.75,2,3.666666667,4.75,2.75,1.916666667,0.833333333,29.426,0.460386667,NA,29.05086069,0.34,0.337078652,251.0337458,0.135266667,"FORB","PERENNIAL","FORB"
"561","STELLARIA GRAMINEA","elvadrt.ee",1.5,2,1,1,-1,-0.5,-0.5,29.426,0.460386667,NA,29.05086069,0.34,0.337078652,251.0337458,0.135266667,"FORB","PERENNIAL","FORB"
"572","SYMPHYOTRICHUM ERICOIDES","matador.ca",1,1,1,1,0,0,0,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"573","SYMPHYOTRICHUM ERICOIDES","mattheis.ca",1,1.5,15,0,-1.5,14,-15.5,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"574","SYMPHYOTRICHUM ERICOIDES","konzadrt.us",43,29.6,36.6,35,5.4,-6.4,11.8,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"575","SYMPHYOTRICHUM ERICOIDES","kernnu.ca",1,0,2,0,0,1,-1,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"576","SYMPHYOTRICHUM ERICOIDES","kernb.ca",2,0.5,5,2,1.5,3,-1.5,12.6,0.5257,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"577","SYMPHYOTRICHUM LANCEOLATUM","esw.ca",12.5,8,3,1,-7,-9.5,2.5,25.1,1.8288,NA,12.754,0.2032,NA,NA,NA,"FORB","PERENNIAL","FORB"
"578","SYMPHYOTRICHUM NOVAE-ANGLIAE","purdue.us",14.85714286,10.75,16.71428571,16.66666667,5.916666667,1.857142857,4.05952381,23.5,1.022302632,NA,23.88988777,NA,0.12,52,0.46,"FORB","PERENNIAL","FORB"
"579","SYMPHYOTRICHUM NOVAE-ANGLIAE","esw.ca",7.5,1,1,1,0,-6.5,6.5,23.5,1.022302632,NA,23.88988777,NA,0.12,52,0.46,"FORB","PERENNIAL","FORB"
"580","SYMPHYOTRICHUM OBLONGIFOLIUM","konzadrt.us",8,0,2,0,0,-6,6,24.88,0.523,NA,10.48,0.73,0.324153605,44.79630213,0.314933333,"FORB","PERENNIAL","FORB"
"581","SYMPHYOTRICHUM OOLENTANGIENSE","cedarsav.us",6.6,2,7.666666667,0,-2,1.066666667,-3.066666667,16.02907407,0.7209,19.81443763,14.68950044,NA,0.12,81.16666667,0.35,"FORB","PERENNIAL","FORB"
"582","SYMPHYOTRICHUM PILOSUM","purdue.us",9.2,7.25,7.2,7.5,0.25,-2,2.25,17.8,0.861666667,NA,18.27837298,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"583","SYRENIA CANA","kiskun.hu",0.17,0.25,0.1,0.15,-0.1,-0.07,-0.03,NA,NA,NA,12.73,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"584","TARAXACUM ALPINUM","passogavia.it",0,0.3,0,0.2,-0.1,0,-0.1,27.3775,0.065833333,NA,25.81466667,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"585","TARAXACUM CAMPYLODES","cedartrait.us",1.25,1.333333333,0,5,3.666666667,-1.25,4.916666667,28.3472693,0.044,10.73618,30.05916441,0.1524,NA,213.1,0.292,"FORB","PERENNIAL","FORB"
"586","THALICTRUM VENULOSUM","brookdale.ca",5,6.666666667,1,1.75,-4.916666667,-4,-0.916666667,NA,NA,NA,19.84,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"588","THYSANOTUS TUBEROSUS","jilpanger.au",0.5,0,0.5,0.5,0.5,0,0.5,NA,0.7,NA,4.460784,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"589","TRACHYMENE HUMILIS","falls.au",5,0,7,0,0,2,-2,NA,0.3,NA,13.213604,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"590","TRADESCANTIA OCCIDENTALIS","cdpt_drt.us",0.5,0,1,0,0,0.5,-0.5,19.58333333,0.3445,NA,15.39121988,0.51,NA,NA,NA,"FORB","PERENNIAL","FORB"
"591","TRAGOPOGON DUBIUS","mattheis.ca",1,1,3.8,1,0,2.8,-2.8,26.314,0.34175,11.37,18.88481429,0.1524,0.27502617,48.55913333,0.359875,"FORB","BIENNIAL","FORB"
"592","TRAGOPOGON DUBIUS","cdpt_drt.us",0.5,0,0,0.1,0.1,-0.5,0.6,26.314,0.34175,11.37,18.88481429,0.1524,0.27502617,48.55913333,0.359875,"FORB","BIENNIAL","FORB"
"593","TRAGOPOGON PRATENSIS","baddrt.de",1,1,0.5,0,-1,-0.5,-0.5,27,0.575,20.30344663,22.41578318,NA,0.170824899,150.3177187,0.287861111,"FORB","PERENNIAL","FORB"
"597","TRIENTALIS EUROPEA","lygraold.no",1,1,1,1,0,0,0,NA,NA,NA,51,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"610","TRIPLEUROSPERMUM INODORUM","baddrt.de",0.533333333,0.5,0.5,0,-0.5,-0.033333333,-0.466666667,16.5,0.6,NA,22.90687782,0.05,0.2937,198.182,0.7459309,"FORB","ANNUAL","FORB"
"615","VALERIANELLA LOCUSTA","cowidrt.ca",1.8,2,1.8,2.5,0.5,0,0.5,26,0.1925,NA,31.7,0.05,0.56326,204,NA,"FORB","ANNUAL","FORB"
"618","VERBENA STRICTA","cdpt_drt.us",0,0.1,0,0.1,0,0,0,10.6,0.9975,NA,13.78250342,1.2192,NA,NA,NA,"FORB","PERENNIAL","FORB"
"619","VERONICA ARVENSIS","cowidrt.ca",1.333333333,1.333333333,1,1,-0.333333333,-0.333333333,0,15,0.187777778,NA,21.00097059,0.19,NA,NA,NA,"FORB","ANNUAL","FORB"
"620","VERONICA CHAMAEDRYS","elvadrt.ee",1,1,1,1.5,0.5,0,0.5,25.804,0.234,10.00287923,28.10742313,0.34,0.114461321,349.9700698,0.149373333,"FORB","PERENNIAL","FORB"
"621","VERONICA CHAMAEDRYS","rhijn.nl",3.666666667,10.66666667,2,4,-6.666666667,-1.666666667,-5,25.804,0.234,10.00287923,28.10742313,0.34,0.114461321,349.9700698,0.149373333,"FORB","PERENNIAL","FORB"
"631","VIOLA BETONICIFOLIA","falls.au",0.5,0.5,0.5,0.5,0,0,0,NA,0.2,NA,17.081108,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"638","WAHLENBERGIA GRACILENTA","jilpanger.au",0.5,0.5,0.5,0,-0.5,0,-0.5,NA,0.4,NA,42.353548,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"639","WAHLENBERGIA STRICTA","jilpanger.au",0.5,0.5,0.5,0.5,0,0,0,NA,0.9,NA,29.447,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"640","WURMBEA DIOICA","jilpanger.au",0.5,0,0.5,0,0,0,0,NA,0.35,NA,17.220305,NA,NA,NA,0.55666667,"FORB","PERENNIAL","FORB"
"641","ZINNIA GRANDIFLORA","jrnchi.us",0.8350731,0,0.8403361,0,0,0.005263,-0.005263,NA,NA,NA,13.11271663,1.5,NA,31.03415,0.41,"SHRUB","PERENNIAL","FORB"
"642","ZIZIA APTERA","brookdale.ca",5,5,2,1,-4,-3,-1,16.074,0.34,NA,40.37573969,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
