"","Taxon","site_code","mean.before.control.0","mean.before.drought.0","mean.after.control.0","mean.after.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"518","SECALE SYLVESTRE","kiskun.hu",0.436666667,1.175,0.0325,0.146,-1.029,-0.404166667,-0.624833333,NA,NA,NA,13.43,NA,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"611","TRIPOGON LOLIIFORMIS","quilpie.au",1.5,1,1,0,-1,-0.5,-0.5,NA,0.15,NA,17.69,NA,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"612","TRIPOGON LOLIIFORMIS","cobar.au",1,0,1.5,1,1,0.5,0.5,NA,0.15,NA,17.69,NA,NA,NA,NA,"GRASS","ANNUAL","GRASS"
"616","VENTENATA DUBIA","oreaa.us",1.3,2,5.8,8.75,6.75,4.5,2.25,NA,0.225,NA,20.5,NA,NA,NA,0.28,"GRASS","ANNUAL","GRASS"
"617","VENTENATA DUBIA","oreac.us",2,0,3.833333333,1,1,1.833333333,-0.833333333,NA,0.225,NA,20.5,NA,NA,NA,0.28,"GRASS","ANNUAL","GRASS"
"632","VULPIA BROMOIDES","spvdrt.ar",1.333333333,1,2,1,0,0.666666667,-0.666666667,17.77777778,0.2225,NA,20.86,0.4995,NA,417.75,0.2945,"GRASS","ANNUAL","GRASS"
"633","VULPIA MYUROS","scruzl.us",6,6,31.55694768,22.72727275,16.72727275,25.55694768,-8.829674925,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"634","VULPIA MYUROS","baddrt.de",1.333333333,80,4.342857143,3.533333333,-76.46666667,3.00952381,-79.47619048,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"635","VULPIA MYUROS","jilpanger.au",0.5,1,0.5,0.5,-0.5,0,-0.5,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"636","VULPIA MYUROS","scruzh.us",4.8543689,33.49501327,29.64858413,4.135648425,-29.35936484,24.79421523,-54.15358008,17.1507779,0.435733333,7.5,22.38333333,0.3048,0.044,268.91,NA,"GRASS","ANNUAL","GRASS"
"637","VULPIA OCTOFLORA","capwhite.us",0,0.5,0.5,0,-0.5,0.5,-1,19.49,0.127,NA,NA,0.18,0.243529486,437.3523058,0.11168,"GRASS","ANNUAL","GRASS"
