,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
417,CUCUMIS MYRIOCARPUS,CUCUMIS,,myriocarpus,NA,NA,,,kew-2747017,TRUE,1.1,Accepted,Cucurbitaceae,Cucumis,,myriocarpus,,,Naudin,kew-2747017,Accepted,FALSE,FALSE,FALSE,12/26/24
418,CUMULOPUNTIA SPHAERICA,CUMULOPUNTIA,,sphaerica,NA,NA,,,kew-2747408,TRUE,1.1,Accepted,Cactaceae,Cumulopuntia,,sphaerica,,,(C.F.Först.) E.F.Anderson,kew-2747408,Accepted,FALSE,FALSE,FALSE,12/26/24
419,CUPHEA FLAVA,CUPHEA,,flava,NA,NA,,,kew-2748042,TRUE,1.1,Accepted,Lythraceae,Cuphea,,flava,,,Spreng.,kew-2748042,Accepted,FALSE,FALSE,FALSE,12/26/24
420,CUPHEA GLUTINOSA,CUPHEA,,glutinosa,NA,NA,,,kew-2748075,TRUE,1.1,Accepted,Lythraceae,Cuphea,,glutinosa,,,Cham. & Schltdl.,kew-2748075,Accepted,FALSE,FALSE,FALSE,12/26/24
421,CUPHONOTUS HUMISTRATUS,CUPHONOTUS,,humistratus,NA,NA,,,kew-2748560,TRUE,1.1,Accepted,Brassicaceae,Cuphonotus,,humistratus,,,(F.Muell.) O.E.Schulz,kew-2748560,Accepted,FALSE,FALSE,FALSE,12/26/24
422,CUSCUTA PLANIFLORA,CUSCUTA,,planiflora,NA,NA,,,tro-8501112,TRUE,1.1,Accepted,Convolvulaceae,Cuscuta,,planiflora,,,Ten.,tro-8501112,Accepted,FALSE,FALSE,FALSE,12/26/24
423,CYANOTIS SPECIOSA,CYANOTIS,,speciosa,NA,NA,,,kew-235435,TRUE,1.1,Accepted,Commelinaceae,Cyanotis,,speciosa,,,(L.f.) Hassk.,kew-235435,Accepted,FALSE,FALSE,FALSE,12/26/24
424,CYCLOSPERMUM LEPTOPHYLLUM,CYCLOSPERMUM,,leptophyllum,NA,NA,,,kew-2750155,TRUE,1.1,Accepted,Apiaceae,Cyclospermum,,leptophyllum,,,(Pers.) Sprague,kew-2750155,Accepted,FALSE,FALSE,FALSE,12/26/24
425,CYMBOPOGON CAESIUS,CYMBOPOGON,,caesius,NA,NA,,,kew-406124,TRUE,1.1,Accepted,Poaceae,Cymbopogon,,caesius,,,(Hook. & Arn.) Stapf,kew-406124,Accepted,FALSE,FALSE,FALSE,12/26/24
426,CYMBOPOGON NARDUS,CYMBOPOGON,,nardus,NA,NA,,,kew-406227,TRUE,1.1,Accepted,Poaceae,Cymbopogon,,nardus,,,(L.) Rendle,kew-406227,Accepted,FALSE,FALSE,FALSE,12/26/24
427,CYMOPTERUS GLOMERATUS,CYMOPTERUS,,glomeratus,NA,NA,,,kew-2750696,TRUE,1.1,Accepted,Apiaceae,Cymopterus,,glomeratus,,,(Nutt.) Raf.,kew-2750696,Accepted,FALSE,FALSE,FALSE,12/26/24
428,CYNODON DACTYLON,CYNODON,,dactylon,NA,NA,,,kew-406339,TRUE,1.1,Accepted,Poaceae,Cynodon,,dactylon,,,(L.) Pers.,kew-406339,Accepted,FALSE,FALSE,FALSE,12/26/24
429,CYNOSURUS CRISTATUS,CYNOSURUS,,cristatus,NA,NA,,,kew-406467,TRUE,1.1,Accepted,Poaceae,Cynosurus,,cristatus,,,L.,kew-406467,Accepted,FALSE,FALSE,FALSE,12/26/24
430,CYNOSURUS ECHINATUS,CYNOSURUS,,echinatus,NA,NA,,,kew-406482,TRUE,1.1,Accepted,Poaceae,Cynosurus,,echinatus,,,L.,kew-406482,Accepted,FALSE,FALSE,FALSE,12/26/24
431,CYPELLA HERBERTII,CYPELLA,,herbertii,NA,NA,,,kew-327837,TRUE,1.1,Accepted,Iridaceae,Cypella,,herbertii,,,(Lindl.) Herb.,kew-327837,Accepted,FALSE,FALSE,FALSE,12/26/24
432,CYPERUS CORYMBOSUS,CYPERUS,,corymbosus,NA,NA,,,kew-236178,TRUE,1.1,Accepted,Cyperaceae,Cyperus,,corymbosus,,,Rottb.,kew-236178,Accepted,FALSE,FALSE,FALSE,12/26/24
433,CYPERUS ERAGROSTIS,CYPERUS,,eragrostis,NA,NA,,,kew-236500,TRUE,1.1,Accepted,Cyperaceae,Cyperus,,eragrostis,,,Lam.,kew-236500,Accepted,FALSE,FALSE,FALSE,12/26/24
434,CYPERUS LUPULINUS,CYPERUS,,lupulinus,NA,NA,,,kew-237369,TRUE,1.1,Accepted,Cyperaceae,Cyperus,,lupulinus,,,(Spreng.) Marcks,kew-237369,Accepted,FALSE,FALSE,FALSE,12/26/24
435,CYPERUS REFLEXUS,CYPERUS,,reflexus,NA,NA,,,kew-238253,TRUE,1.1,Accepted,Cyperaceae,Cyperus,,reflexus,,,Vahl,kew-238253,Accepted,FALSE,FALSE,FALSE,12/26/24
436,CYPRIPEDIUM PARVIFLORUM,CYPRIPEDIUM,,parviflorum,NA,NA,,,kew-54289,TRUE,1.1,Accepted,Orchidaceae,Cypripedium,,parviflorum,,,Salisb.,kew-54289,Accepted,FALSE,FALSE,FALSE,12/26/24
437,CYTISUS SCOPARIUS,CYTISUS,,scoparius,NA,NA,,,ild-8778,TRUE,1.1,Accepted,Leguminosae,Cytisus,,scoparius,,,(L.) Link,ild-8778,Accepted,FALSE,FALSE,FALSE,12/26/24
438,DACTYLIS GLOMERATA,DACTYLIS,,glomerata,NA,NA,,,kew-406640,TRUE,1.1,Accepted,Poaceae,Dactylis,,glomerata,,,L.,kew-406640,Accepted,FALSE,FALSE,FALSE,12/26/24
439,DACTYLOCTENIUM AEGYPTIUM,DACTYLOCTENIUM,,aegyptium,NA,NA,,,kew-406842,TRUE,1.1,Accepted,Poaceae,Dactyloctenium,,aegyptium,,,(L.) Willd.,kew-406842,Accepted,FALSE,FALSE,FALSE,12/26/24
440,DACTYLORHIZA MACULATA,DACTYLORHIZA,,maculata,NA,NA,,,kew-55410,TRUE,1.1,Accepted,Orchidaceae,Dactylorhiza,,maculata,,,(L.) Soó,kew-55410,Accepted,FALSE,FALSE,FALSE,12/26/24
441,DALEA CANDIDA,DALEA,,candida,NA,NA,,,ild-16740,TRUE,1.1,Accepted,Leguminosae,Dalea,,candida,,,Willd.,ild-16740,Accepted,FALSE,FALSE,FALSE,12/26/24
442,DALEA ENNEANDRA,DALEA,,enneandra,NA,NA,,,ild-16742,TRUE,1.1,Accepted,Leguminosae,Dalea,,enneandra,,,C.Fraser,ild-16742,Accepted,FALSE,FALSE,FALSE,12/26/24
443,DALEA PURPUREA,DALEA,,purpurea,NA,NA,,,ild-15442,TRUE,1.1,Accepted,Leguminosae,Dalea,,purpurea,,,Vent.,ild-15442,Accepted,FALSE,FALSE,FALSE,12/26/24
444,DALEA SEARLSIAE,DALEA,,searlsiae,NA,NA,,,ild-21091,TRUE,1.1,Accepted,Leguminosae,Dalea,,searlsiae,,,(A.Gray) Barneby,ild-21091,Accepted,FALSE,FALSE,FALSE,12/26/24
445,DALEA VILLOSA,DALEA,,villosa,NA,NA,,,ild-16490,TRUE,1.1,Accepted,Leguminosae,Dalea,,villosa,,,(Nutt.) Spreng.,ild-16490,Accepted,FALSE,FALSE,FALSE,12/26/24
446,DANTHONIA CALIFORNICA,DANTHONIA,,californica,NA,NA,,,kew-406961,TRUE,1.1,Accepted,Poaceae,Danthonia,,californica,,,Bol.,kew-406961,Accepted,FALSE,FALSE,FALSE,12/26/24
447,DANTHONIA DECUMBENS,DANTHONIA,,decumbens,NA,NA,,,kew-407014,TRUE,1.1,Accepted,Poaceae,Danthonia,,decumbens,,,(L.) DC.,kew-407014,Accepted,FALSE,FALSE,FALSE,12/26/24
448,DANTHONIA MONTEVIDENSIS,DANTHONIA,,montevidensis,NA,NA,,,kew-407139,TRUE,1.1,Accepted,Poaceae,Danthonia,,montevidensis,,,Hack. & Arechav.,kew-407139,Accepted,FALSE,FALSE,FALSE,12/26/24
449,DAPHNE GNIDIUM,DAPHNE,,gnidium,NA,NA,,,kew-2756985,TRUE,1.1,Accepted,Thymelaeaceae,Daphne,,gnidium,,,L.,kew-2756985,Accepted,FALSE,FALSE,FALSE,12/26/24
450,DAPHNE LAUREOLA,DAPHNE,,laureola,NA,NA,,,kew-2757056,TRUE,1.1,Accepted,Thymelaeaceae,Daphne,,laureola,,,L.,kew-2757056,Accepted,FALSE,FALSE,FALSE,12/26/24
451,DAUCUS CAROTA,DAUCUS,,carota,NA,NA,,,kew-2757936,TRUE,1.1,Accepted,Apiaceae,Daucus,,carota,,,L.,kew-2757936,Accepted,FALSE,FALSE,FALSE,12/26/24
452,DAUCUS GLOCHIDIATUS,DAUCUS,,glochidiatus,NA,NA,,,kew-2758016,TRUE,1.1,Accepted,Apiaceae,Daucus,,glochidiatus,,,"(Labill.) Fisch., C.A.Mey. & Avé-Lall.",kew-2758016,Accepted,FALSE,FALSE,FALSE,12/26/24
453,DELPHINIUM CAROLINIANUM,DELPHINIUM,,carolinianum,NA,NA,,,kew-2759562,TRUE,1.1,Accepted,Ranunculaceae,Delphinium,,carolinianum,,,Walter,kew-2759562,Accepted,FALSE,FALSE,FALSE,12/26/24
454,DELPHINIUM MENZIESII,DELPHINIUM,,menziesii,NA,NA,,,kew-2760052,TRUE,1.1,Accepted,Ranunculaceae,Delphinium,,menziesii,,,DC.,kew-2760052,Accepted,FALSE,FALSE,FALSE,12/26/24
455,DESCHAMPSIA CESPITOSA,DESCHAMPSIA,,cespitosa,NA,NA,,,kew-407579,TRUE,1.1,Accepted,Poaceae,Deschampsia,,cespitosa,,,(L.) P.Beauv.,kew-407579,Accepted,FALSE,FALSE,FALSE,12/26/24
456,DESCHAMPSIA FLEXUOSA,DESCHAMPSIA,,flexuosa,NA,NA,,,kew-407693,TRUE,1.1,Accepted,Poaceae,Deschampsia,,flexuosa,,,(L.) Trin.,kew-407693,Accepted,FALSE,FALSE,FALSE,12/26/24
457,DESCURAINIA PINNATA,DESCURAINIA,,pinnata,NA,NA,,,kew-2761807,TRUE,1.1,Accepted,Brassicaceae,Descurainia,,pinnata,,,(Walter) Britton,kew-2761807,Accepted,FALSE,FALSE,FALSE,12/26/24
458,DESCURAINIA SOPHIA,DESCURAINIA,,sophia,NA,NA,,,kew-2761851,TRUE,1.1,Accepted,Brassicaceae,Descurainia,,sophia,,,(L.) Webb ex Prantl,kew-2761851,Accepted,FALSE,FALSE,FALSE,12/26/24
459,DESMANTHUS ACUMINATUS,DESMANTHUS,,acuminatus,NA,NA,,,ild-13084,TRUE,1.1,Accepted,Leguminosae,Desmanthus,,acuminatus,,,Benth.,ild-13084,Accepted,FALSE,FALSE,FALSE,12/26/24
460,DESMANTHUS COOLEYI,DESMANTHUS,,cooleyi,NA,NA,,,ild-16514,TRUE,1.1,Accepted,Leguminosae,Desmanthus,,cooleyi,,,(Eaton) Trel.,ild-16514,Accepted,FALSE,FALSE,FALSE,12/26/24
461,DESMANTHUS ILLINOENSIS,DESMANTHUS,,illinoensis,NA,NA,,,ild-39052,TRUE,1.1,Accepted,Leguminosae,Desmanthus,,illinoensis,,,(Michx.) MacMill.,ild-39052,Accepted,FALSE,FALSE,FALSE,12/26/24
462,DESMANTHUS VIRGATUS,DESMANTHUS,,virgatus,NA,NA,,,ild-22,TRUE,1.1,Accepted,Leguminosae,Desmanthus,,virgatus,,,(L.) Willd.,ild-22,Accepted,FALSE,FALSE,FALSE,12/26/24
463,DESMODIUM HETEROCARPON,DESMODIUM,,heterocarpon,NA,NA,,,ild-2331,TRUE,1.1,Accepted,Leguminosae,Desmodium,,heterocarpon,,,(L.) DC.,ild-2331,Accepted,FALSE,FALSE,FALSE,12/26/24
464,DESMODIUM ILLINOENSE,DESMODIUM,,illinoense,NA,NA,,,ild-16581,TRUE,1.1,Accepted,Leguminosae,Desmodium,,illinoense,,,A.Gray,ild-16581,Accepted,FALSE,FALSE,FALSE,12/26/24
465,DESMODIUM INCANUM,DESMODIUM,,incanum,NA,NA,,,ild-30201,TRUE,1.1,Accepted,Leguminosae,Desmodium,,incanum,,,DC.,ild-30201,Accepted,FALSE,FALSE,FALSE,12/26/24
466,DESMODIUM PANICULATUM,DESMODIUM,,paniculatum,NA,NA,,,ild-16780,TRUE,1.1,Accepted,Leguminosae,Desmodium,,paniculatum,,,(L.) DC.,ild-16780,Accepted,FALSE,FALSE,FALSE,12/26/24
467,DESMODIUM ROTUNDIFOLIUM,DESMODIUM,,rotundifolium,NA,NA,,,ild-16642,TRUE,1.1,Accepted,Leguminosae,Desmodium,,rotundifolium,,,(Michx.) DC.,ild-16642,Accepted,FALSE,FALSE,FALSE,12/26/24
468,DESMODIUM TORTUOSUM,DESMODIUM,,tortuosum,NA,NA,,,ild-2356,TRUE,1.1,Accepted,Leguminosae,Desmodium,,tortuosum,,,(Sw.) DC.,ild-2356,Accepted,FALSE,FALSE,FALSE,12/26/24
469,DIANTHUS SEROTINUS,DIANTHUS,,serotinus,NA,NA,,,kew-2764900,TRUE,1.1,Accepted,Caryophyllaceae,Dianthus,,serotinus,,,Waldst. & Kit.,kew-2764900,Accepted,FALSE,FALSE,FALSE,12/26/24
470,DIAPERIA PROLIFERA,DIAPERIA,,prolifera,NA,NA,,,gcc-16653,TRUE,1.1,Accepted,Compositae,Diaperia,,prolifera,,,(Nutt. ex DC.) Nutt.,gcc-16653,Accepted,FALSE,FALSE,FALSE,12/26/24
471,DICHANTHELIUM LAXIFLORUM,DICHANTHELIUM,,laxiflorum,NA,NA,,,kew-408514,TRUE,1.1,Synonym,Poaceae,Panicum,,laxiflorum,,,Lam.,kew-428971,Accepted,FALSE,FALSE,FALSE,12/26/24
472,DICHANTHELIUM OLIGOSANTHES,DICHANTHELIUM,,oligosanthes,NA,NA,,,kew-408534,TRUE,1.1,Synonym,Poaceae,Panicum,,oligosanthes,,,Schult.,kew-429545,Accepted,FALSE,FALSE,FALSE,12/26/24
473,DICHELACHNE CRINITA,DICHELACHNE,,crinita,NA,NA,,,kew-408675,TRUE,1.1,Accepted,Poaceae,Dichelachne,,crinita,,,(L.f.) Hook.f.,kew-408675,Accepted,FALSE,FALSE,FALSE,12/26/24
474,DICHELOSTEMMA CAPITATUM,DICHELOSTEMMA,,capitatum,NA,NA,,,kew-304178,TRUE,1.1,Accepted,Asparagaceae,Dichelostemma,,capitatum,,,(Benth.) Alph.Wood,kew-304178,Accepted,FALSE,FALSE,FALSE,12/26/24
475,DICHONDRA CAROLINENSIS,DICHONDRA,,carolinensis,NA,NA,,,tro-8501565,TRUE,1.1,Accepted,Convolvulaceae,Dichondra,,carolinensis,,,Michx.,tro-8501565,Accepted,FALSE,FALSE,FALSE,12/26/24
476,DICHONDRA MACROCALYX,DICHONDRA,,macrocalyx,NA,NA,,,tro-8500191,TRUE,1.1,Accepted,Convolvulaceae,Dichondra,,macrocalyx,,,Meisn.,tro-8500191,Accepted,FALSE,FALSE,FALSE,12/26/24
477,DICHONDRA MICROCALYX,DICHONDRA,,microcalyx,NA,NA,,,tro-8502333,TRUE,1.1,Accepted,Convolvulaceae,Dichondra,,microcalyx,,,(Hallier f.) Fabris,tro-8502333,Accepted,FALSE,FALSE,FALSE,12/26/24
478,DICHONDRA SERICEA,DICHONDRA,,sericea,NA,NA,,,tro-8500776,TRUE,1.1,Accepted,Convolvulaceae,Dichondra,,sericea,,,Sw.,tro-8500776,Accepted,FALSE,FALSE,FALSE,12/26/24
479,DICHOPOGON STRICTUS,DICHOPOGON,,strictus,NA,NA,,,kew-304199,TRUE,1.1,Accepted,Asparagaceae,Dichopogon,,strictus,,,(R.Br.) Baker,kew-304199,Accepted,FALSE,FALSE,FALSE,12/26/24
480,DICLIS REPTANS,DICLIS,,reptans,NA,NA,,,kew-2766759,TRUE,1.1,Accepted,Scrophulariaceae,Diclis,,reptans,,,Benth.,kew-2766759,Accepted,FALSE,FALSE,FALSE,12/26/24
481,DICRANUM SCOPARIUM,DICRANUM,,scoparium,NA,NA,,,tro-35124149,TRUE,1.1,Accepted,Dicranaceae,Dicranum,,scoparium,,,Hedw.,tro-35124149,Accepted,FALSE,FALSE,FALSE,12/26/24
482,DIGITARIA BICORNIS,DIGITARIA,,bicornis,NA,NA,,,kew-408799,TRUE,1.1,Accepted,Poaceae,Digitaria,,bicornis,,,(Lam.) Roem. & Schult.,kew-408799,Accepted,FALSE,FALSE,FALSE,12/26/24
483,DIGITARIA CALIFORNICA,DIGITARIA,,californica,NA,NA,,,kew-408832,TRUE,1.1,Accepted,Poaceae,Digitaria,,californica,,,(Benth.) Henrard,kew-408832,Accepted,FALSE,FALSE,FALSE,12/26/24
484,DIGITARIA CILIARIS,DIGITARIA,,ciliaris,NA,NA,,,kew-408848,TRUE,1.1,Accepted,Poaceae,Digitaria,,ciliaris,,,(Retz.) Koeler,kew-408848,Accepted,FALSE,FALSE,FALSE,12/26/24
485,DIGITARIA COGNATA,DIGITARIA,,cognata,NA,NA,,,kew-408867,TRUE,1.1,Accepted,Poaceae,Digitaria,,cognata,,,(Schult.) Pilg.,kew-408867,Accepted,FALSE,FALSE,FALSE,12/26/24
486,DIGITARIA FILIFORMIS,DIGITARIA,,filiformis,NA,NA,,,kew-408989,TRUE,1.1,Accepted,Poaceae,Digitaria,,filiformis,,,(L.) Koeler,kew-408989,Accepted,FALSE,FALSE,FALSE,12/26/24
487,DIGITARIA VIOLASCENS,DIGITARIA,,violascens,NA,NA,,,kew-409520,TRUE,1.1,Accepted,Poaceae,Digitaria,,violascens,,,Link,kew-409520,Accepted,FALSE,FALSE,FALSE,12/26/24
488,DIHETEROPOGON AMPLECTENS,DIHETEROPOGON,,amplectens,NA,NA,,,kew-409547,TRUE,1.1,Accepted,Poaceae,Diheteropogon,,amplectens,,,(Nees) Clayton,kew-409547,Accepted,FALSE,FALSE,FALSE,12/26/24
489,DIODELLA APICULATA,DIODELLA,,apiculata,NA,NA,,,kew-332572,TRUE,1.1,Accepted,Rubiaceae,Diodella,,apiculata,,,(Willd. ex Roem. & Schult.) Delprete,kew-332572,Accepted,FALSE,FALSE,FALSE,12/26/24
490,DIODIA TERES,DIODIA,,teres,NA,NA,,,kew-62077,TRUE,1.1,Synonym,Rubiaceae,Diodella,,teres,,,(Walter) Small,kew-61950,Accepted,FALSE,FALSE,FALSE,12/26/24
491,DIOSPYROS VIRGINIANA,DIOSPYROS,,virginiana,NA,NA,,,kew-2770719,TRUE,1.1,Accepted,Ebenaceae,Diospyros,,virginiana,,,L.,kew-2770719,Accepted,FALSE,FALSE,FALSE,12/26/24
492,DIPCADI VIRIDE,DIPCADI,,viride,NA,NA,,,kew-304391,TRUE,1.1,Accepted,Asparagaceae,Dipcadi,,viride,,,(L.) Moench,kew-304391,Accepted,FALSE,FALSE,FALSE,12/26/24
493,DIPLOTAXIS TENUIFOLIA,DIPLOTAXIS,,tenuifolia,NA,NA,,,kew-2771347,TRUE,1.1,Accepted,Brassicaceae,Diplotaxis,,tenuifolia,,,(L.) DC.,kew-2771347,Accepted,FALSE,FALSE,FALSE,12/26/24
494,DISTICHLIS distichophylla,DISTICHLIS,,distichophylla,NA,NA,,,kew-409950,TRUE,1.1,Accepted,Poaceae,Distichlis,,distichophylla,,,(Labill.) Fassett,kew-409950,Accepted,FALSE,FALSE,FALSE,12/26/24
495,DODECATHEON HENDERSONII,DODECATHEON,,hendersonii,NA,NA,,,kew-2773689,TRUE,1.1,Accepted,Primulaceae,Dodecatheon,,hendersonii,,,A.Gray,kew-2773689,Accepted,FALSE,FALSE,FALSE,12/26/24
496,DORYCNIUM HIRSUTUM,DORYCNIUM,,hirsutum,NA,NA,,,ild-7216,TRUE,1.1,Accepted,Leguminosae,Dorycnium,,hirsutum,,,(L.) Ser.,ild-7216,Accepted,FALSE,FALSE,FALSE,12/26/24
497,DORYCNIUM PENTAPHYLLUM,DORYCNIUM,,pentaphyllum,NA,NA,,,ild-7219,TRUE,1.1,Accepted,Leguminosae,Dorycnium,,pentaphyllum,,,Scop.,ild-7219,Accepted,FALSE,FALSE,FALSE,12/26/24
498,DRABA VERNA,DRABA,,verna,NA,NA,,,kew-2777499,TRUE,1.1,Synonym,Brassicaceae,Erophila,,verna,,,(L.) DC.,kew-2798608,Accepted,FALSE,FALSE,FALSE,12/26/24
499,DROSERA ABERRANS,DROSERA,,aberrans,NA,NA,,,kew-372599,TRUE,1.1,Accepted,Droseraceae,Drosera,,aberrans,,,(Lowrie & Carlquist) Lowrie & Conran,kew-372599,Accepted,FALSE,FALSE,FALSE,12/26/24
500,DROSERA GLANDULIGERA,DROSERA,,glanduligera,NA,NA,,,kew-64363,TRUE,1.1,Accepted,Droseraceae,Drosera,,glanduligera,,,Lehm.,kew-64363,Accepted,FALSE,FALSE,FALSE,12/26/24
501,DROSERA HOOKERI,DROSERA,,hookeri,NA,NA,,,kew-466958,TRUE,1.1,Accepted,Droseraceae,Drosera,,hookeri,,,"R.P.Gibson, B.J.Conn & Conran",kew-466958,Accepted,FALSE,FALSE,FALSE,12/26/24
502,ECHINOMASTUS INTERTEXTUS,ECHINOMASTUS,,intertextus,NA,NA,,,kew-2783127,TRUE,1.1,Unresolved,Cactaceae,Echinomastus,,intertextus,,,(Engelm.) Britton & Rose,kew-2783127,Unresolved,FALSE,FALSE,FALSE,12/26/24
503,ECHINOPS SPHAEROCEPHALUS,ECHINOPS,,sphaerocephalus,NA,NA,,,gcc-33610,TRUE,1.1,Accepted,Compositae,Echinops,,sphaerocephalus,,,L.,gcc-33610,Accepted,FALSE,FALSE,FALSE,12/26/24
504,ECHINOPSIS CHILOENSIS,ECHINOPSIS,,chiloensis,NA,NA,,,kew-2783340,TRUE,1.1,Accepted,Cactaceae,Echinopsis,,chiloensis,,,(Colla) Friedrich & G.D.Rowley,kew-2783340,Accepted,FALSE,FALSE,FALSE,12/26/24
505,ECHIUM VULGARE,ECHIUM,,vulgare,NA,NA,,,kew-2784423,TRUE,1.1,Accepted,Boraginaceae,Echium,,vulgare,,,L.,kew-2784423,Accepted,FALSE,FALSE,FALSE,12/26/24
506,EHRHARTA STIPOIDES,EHRHARTA,,stipoides,NA,NA,,,kew-410556,TRUE,1.1,Accepted,Poaceae,Ehrharta,,stipoides,,,Labill.,kew-410556,Accepted,FALSE,FALSE,FALSE,12/26/24
507,ELEOCHARIS BONARIENSIS,ELEOCHARIS,,bonariensis,NA,NA,,,kew-242353,TRUE,1.1,Accepted,Cyperaceae,Eleocharis,,bonariensis,,,Nees,kew-242353,Accepted,FALSE,FALSE,FALSE,12/26/24
508,ELEOCHARIS VIRIDANS,ELEOCHARIS,,viridans,NA,NA,,,kew-242980,TRUE,1.1,Accepted,Cyperaceae,Eleocharis,,viridans,,,Kük. ex Osten,kew-242980,Accepted,FALSE,FALSE,FALSE,12/26/24
509,ELEPHANTOPUS HIRTIFLORUS,ELEPHANTOPUS,,hirtiflorus,NA,NA,,,gcc-48142,TRUE,1.1,Accepted,Compositae,Elephantopus,,hirtiflorus,,,DC.,gcc-48142,Accepted,FALSE,FALSE,FALSE,12/26/24
510,ELEPHANTOPUS MOLLIS,ELEPHANTOPUS,,mollis,NA,NA,,,gcc-112146,TRUE,1.1,Accepted,Compositae,Elephantopus,,mollis,,,Kunth,gcc-112146,Accepted,FALSE,FALSE,FALSE,12/26/24
511,ELEUSINE INDICA,ELEUSINE,,indica,NA,NA,,,kew-410636,TRUE,1.1,Accepted,Poaceae,Eleusine,,indica,,,(L.) Gaertn.,kew-410636,Accepted,FALSE,FALSE,FALSE,12/26/24
512,ELYMUS ELYMOIDES,ELYMUS,,elymoides,NA,NA,,,kew-411127,TRUE,1.1,Accepted,Poaceae,Elymus,,elymoides,,,(Raf.) Swezey,kew-411127,Accepted,FALSE,FALSE,FALSE,12/26/24
513,ELYMUS GLAUCUS,ELYMUS,,glaucus,NA,NA,,,kew-411188,TRUE,1.1,Accepted,Poaceae,Elymus,,glaucus,,,Buckley,kew-411188,Accepted,FALSE,FALSE,FALSE,12/26/24
514,ELYMUS LANCEOLATUS,ELYMUS,,lanceolatus,NA,NA,,,kew-411304,TRUE,1.1,Accepted,Poaceae,Elymus,,lanceolatus,,,(Scribn. & J.G.Sm.) Gould,kew-411304,Accepted,FALSE,FALSE,FALSE,12/26/24
515,ELYMUS REPENS,ELYMUS,,repens,NA,NA,,,kew-411505,TRUE,1.1,Accepted,Poaceae,Elymus,,repens,,,(L.) Gould,kew-411505,Accepted,FALSE,FALSE,FALSE,12/26/24
516,ELYMUS SMITHII,ELYMUS,,smithii,NA,NA,,,kew-411583,TRUE,1.1,Accepted,Poaceae,Elymus,,smithii,,,(Rydb.) Gould,kew-411583,Accepted,FALSE,FALSE,FALSE,12/26/24
517,ELYMUS SPICATUS,ELYMUS,,spicatus,NA,NA,,,kew-411587,TRUE,1.1,Accepted,Poaceae,Elymus,,spicatus,,,(Pursh) Gould,kew-411587,Accepted,FALSE,FALSE,FALSE,12/26/24
518,ELYMUS TRACHYCAULUS,ELYMUS,,trachycaulus,NA,NA,,,kew-411630,TRUE,1.1,Accepted,Poaceae,Elymus,,trachycaulus,,,(Link) Gould ex Shinners,kew-411630,Accepted,FALSE,FALSE,FALSE,12/26/24
519,EMEX AUSTRALIS,EMEX,,australis,NA,NA,,,kew-2788376,TRUE,1.1,Accepted,Polygonaceae,Emex,,australis,,,Steinh.,kew-2788376,Accepted,FALSE,FALSE,FALSE,12/26/24
520,EMPETRUM NIGRUM,EMPETRUM,,nigrum,NA,NA,,,kew-2788473,TRUE,1.1,Accepted,Ericaceae,Empetrum,,nigrum,,,L.,kew-2788473,Accepted,FALSE,FALSE,FALSE,12/26/24
521,ENCELIA CANESCENS,ENCELIA,,canescens,NA,NA,,,gcc-91930,TRUE,1.1,Accepted,Compositae,Encelia,,canescens,,,Lam.,gcc-91930,Accepted,FALSE,FALSE,FALSE,12/26/24
522,ENCELIA FARINOSA,ENCELIA,,farinosa,NA,NA,,,gcc-137375,TRUE,1.1,Accepted,Compositae,Encelia,,farinosa,,,A.Gray ex Torr.,gcc-137375,Accepted,FALSE,FALSE,FALSE,12/26/24
523,ENNEAPOGON AVENACEUS,ENNEAPOGON,,avenaceus,NA,NA,,,kew-411976,TRUE,1.1,Accepted,Poaceae,Enneapogon,,avenaceus,,,(Lindl.) C.E.Hubb.,kew-411976,Accepted,FALSE,FALSE,FALSE,12/26/24
524,ENNEAPOGON CAERULESCENS,ENNEAPOGON,,caerulescens,NA,NA,,,kew-411981,TRUE,1.1,Accepted,Poaceae,Enneapogon,,caerulescens,,,(Gaudich.) N.T.Burb.,kew-411981,Accepted,FALSE,FALSE,FALSE,12/26/24
525,ENNEAPOGON POLYPHYLLUS,ENNEAPOGON,,polyphyllus,NA,NA,,,kew-412008,TRUE,1.1,Accepted,Poaceae,Enneapogon,,polyphyllus,,,(Domin) N.T.Burb.,kew-412008,Accepted,FALSE,FALSE,FALSE,12/26/24
526,ENTEROPOGON RAMOSUS,ENTEROPOGON,,ramosus,NA,NA,,,kew-412048,TRUE,1.1,Accepted,Poaceae,Enteropogon,,ramosus,,,B.K.Simon,kew-412048,Accepted,FALSE,FALSE,FALSE,12/26/24
527,EPHEDRA NEVADENSIS,EPHEDRA,,nevadensis,NA,NA,,,kew-332996,TRUE,1.1,Accepted,Ephedraceae,Ephedra,,nevadensis,,,S.Watson,kew-332996,Accepted,FALSE,FALSE,FALSE,12/26/24
528,EPHEDRA TRIANDRA,EPHEDRA,,triandra,NA,NA,,,kew-333054,TRUE,1.1,Accepted,Ephedraceae,Ephedra,,triandra,,,Tul.,kew-333054,Accepted,FALSE,FALSE,FALSE,12/26/24
