,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
864,LESQUERELLA FENDLERI,LESQUERELLA,,fendleri,NA,NA,,,tro-4100215,TRUE,1.1,Accepted,Brassicaceae,Lesquerella,,fendleri,,,(A. Gray) S. Watson,tro-4100215,Accepted,FALSE,FALSE,FALSE,12/26/24
865,LEUCANTHEMOPSIS ALPINA,LEUCANTHEMOPSIS,,alpina,NA,NA,,,gcc-8447,TRUE,1.1,Accepted,Compositae,Leucanthemopsis,,alpina,,,(L.) Heywood,gcc-8447,Accepted,FALSE,FALSE,FALSE,12/26/24
866,LEUCANTHEMUM IRCUTIANUM,LEUCANTHEMUM,,ircutianum,NA,NA,,,gcc-49032,TRUE,1.1,Accepted,Compositae,Leucanthemum,,ircutianum,,,(Turcz.) Turcz. ex DC.,gcc-49032,Accepted,FALSE,FALSE,FALSE,12/26/24
867,LEUCANTHEMUM VULGARE,LEUCANTHEMUM,,vulgare,NA,NA,,,gcc-135712,TRUE,1.1,Accepted,Compositae,Leucanthemum,,vulgare,,,(Vaill.) Lam.,gcc-135712,Accepted,FALSE,FALSE,FALSE,12/26/24
868,LEUCHERIA PURPUREA,LEUCHERIA,,purpurea,NA,NA,,,gcc-141168,TRUE,1.1,Accepted,Compositae,Leucheria,,purpurea,,,(Vahl) O.Hoffm. & Dusén,gcc-141168,Accepted,FALSE,FALSE,FALSE,12/26/24
869,LEUCOBRYUM GLAUCUM,LEUCOBRYUM,,glaucum,NA,NA,,,tro-35130315,TRUE,1.1,Accepted,Dicranaceae,Leucobryum,,glaucum,,,(Hedw.) Ångstr.,tro-35130315,Accepted,FALSE,FALSE,FALSE,12/26/24
870,LEVENHOOKIA DUBIA,LEVENHOOKIA,,dubia,NA,NA,,,kew-2495995,TRUE,1.1,Unresolved,Stylidiaceae,Levenhookia,,dubia,,,Sond.,kew-2495995,Unresolved,FALSE,FALSE,FALSE,12/26/24
871,LEYMUS CHINENSIS,LEYMUS,,chinensis,NA,NA,,,kew-422581,TRUE,1.1,Accepted,Poaceae,Leymus,,chinensis,,,(Trin.) Tzvelev,kew-422581,Accepted,FALSE,FALSE,FALSE,12/26/24
872,LEYMUS TRITICOIDES,LEYMUS,,triticoides,NA,NA,,,kew-422660,TRUE,1.1,Accepted,Poaceae,Leymus,,triticoides,,,(Buckley) Pilg.,kew-422660,Accepted,FALSE,FALSE,FALSE,12/26/24
873,LIATRIS ASPERA,LIATRIS,,aspera,NA,NA,,,gcc-119927,TRUE,1.1,Accepted,Compositae,Liatris,,aspera,,,Michx.,gcc-119927,Accepted,FALSE,FALSE,FALSE,12/26/24
874,LIATRIS COKERI,LIATRIS,,cokeri,NA,NA,,,gcc-11740,TRUE,1.1,Accepted,Compositae,Liatris,,cokeri,,,Pyne & Stucky,gcc-11740,Accepted,FALSE,FALSE,FALSE,12/26/24
875,LIATRIS LIGULISTYLIS,LIATRIS,,ligulistylis,NA,NA,,,gcc-154306,TRUE,1.1,Accepted,Compositae,Liatris,,ligulistylis,,,(A.Nelson) K.Schum.,gcc-154306,Accepted,FALSE,FALSE,FALSE,12/26/24
876,LIATRIS PUNCTATA,LIATRIS,,punctata,NA,NA,,,gcc-119226,TRUE,1.1,Accepted,Compositae,Liatris,,punctata,,,Hook.,gcc-119226,Accepted,FALSE,FALSE,FALSE,12/26/24
877,LIATRIS SQUARROSA,LIATRIS,,squarrosa,NA,NA,,,gcc-18345,TRUE,1.1,Accepted,Compositae,Liatris,,squarrosa,,,(L.) Michx.,gcc-18345,Accepted,FALSE,FALSE,FALSE,12/26/24
878,LIGUSTICUM MUTELLINA,LIGUSTICUM,,mutellina,NA,NA,,,kew-2344283,TRUE,1.1,Accepted,Apiaceae,Ligusticum,,mutellina,,,(L.) Crantz,kew-2344283,Accepted,FALSE,FALSE,FALSE,12/26/24
879,LINANTHUS JONESII,LINANTHUS,,jonesii,NA,NA,,,tro-25800284,TRUE,1.1,Accepted,Polemoniaceae,Linanthus,,jonesii,,,(A. Gray) Greene,tro-25800284,Accepted,FALSE,FALSE,FALSE,12/26/24
880,LINARIA GENISTIFOLIA,LINARIA,,genistifolia,NA,NA,,,kew-2499565,TRUE,1.1,Accepted,Plantaginaceae,Linaria,,genistifolia,,,(L.) Mill.,kew-2499565,Accepted,FALSE,FALSE,FALSE,12/26/24
881,LINARIA VULGARIS,LINARIA,,vulgaris,NA,NA,,,kew-2498895,TRUE,1.1,Accepted,Plantaginaceae,Linaria,,vulgaris,,,Mill.,kew-2498895,Accepted,FALSE,FALSE,FALSE,12/26/24
882,LINUM BIENNE,LINUM,,bienne,NA,NA,,,kew-2348601,TRUE,1.1,Accepted,Linaceae,Linum,,bienne,,,Mill.,kew-2348601,Accepted,FALSE,FALSE,FALSE,12/26/24
883,LINUM CATHARTICUM,LINUM,,catharticum,NA,NA,,,kew-2348507,TRUE,1.1,Accepted,Linaceae,Linum,,catharticum,,,L.,kew-2348507,Accepted,FALSE,FALSE,FALSE,12/26/24
884,LINUM LEWISII,LINUM,,lewisii,NA,NA,,,tro-18700040,TRUE,1.1,Accepted,Linaceae,Linum,,lewisii,,,Pursh,tro-18700040,Accepted,FALSE,FALSE,FALSE,12/26/24
885,LINUM MEDIUM,LINUM,,medium,NA,NA,,,tro-18700112,TRUE,1.1,Accepted,Linaceae,Linum,,medium,,,(Planch.) Britton,tro-18700112,Accepted,FALSE,FALSE,FALSE,12/26/24
886,LINUM PERENNE,LINUM,,perenne,NA,NA,,,kew-2347281,TRUE,1.1,Accepted,Linaceae,Linum,,perenne,,,L.,kew-2347281,Accepted,FALSE,FALSE,FALSE,12/26/24
887,LINUM RIGIDUM,LINUM,,rigidum,NA,NA,,,tro-18700117,TRUE,1.1,Accepted,Linaceae,Linum,,rigidum,,,Pursh,tro-18700117,Accepted,FALSE,FALSE,FALSE,12/26/24
888,LINUM SUFFRUTICOSUM,LINUM,,suffruticosum,NA,NA,,,kew-2353458,TRUE,1.1,Accepted,Linaceae,Linum,,suffruticosum,,,L.,kew-2353458,Accepted,FALSE,FALSE,FALSE,12/26/24
889,LINUM SULCATUM,LINUM,,sulcatum,NA,NA,,,tro-18700125,TRUE,1.1,Accepted,Linaceae,Linum,,sulcatum,,,Riddell,tro-18700125,Accepted,FALSE,FALSE,FALSE,12/26/24
890,LIQUIDAMBAR STYRACIFLUA,LIQUIDAMBAR,,styraciflua,NA,NA,,,kew-2348877,TRUE,1.1,Accepted,Altingiaceae,Liquidambar,,styraciflua,,,L.,kew-2348877,Accepted,FALSE,FALSE,FALSE,12/26/24
891,LIRIODENDRON TULIPIFERA,LIRIODENDRON,,tulipifera,NA,NA,,,kew-113859,TRUE,1.1,Accepted,Magnoliaceae,Liriodendron,,tulipifera,,,L.,kew-113859,Accepted,FALSE,FALSE,FALSE,12/26/24
892,LITHODORA FRUTICOSA,LITHODORA,,fruticosa,NA,NA,,,kew-2343770,TRUE,1.1,Accepted,Boraginaceae,Lithodora,,fruticosa,,,(L.) Griseb.,kew-2343770,Accepted,FALSE,FALSE,FALSE,12/26/24
893,LITHOSPERMUM CANESCENS,LITHOSPERMUM,,canescens,NA,NA,,,tro-4000037,TRUE,1.1,Accepted,Boraginaceae,Lithospermum,,canescens,,,(Michx.) Lehm.,tro-4000037,Accepted,FALSE,FALSE,FALSE,12/26/24
894,LITHOSPERMUM CAROLINIENSE,LITHOSPERMUM,,caroliniense,NA,NA,,,tro-4000980,TRUE,1.1,Accepted,Boraginaceae,Lithospermum,,caroliniense,,,(J.F. Gmel.) MacMill.,tro-4000980,Accepted,FALSE,FALSE,FALSE,12/26/24
895,LITHOSPERMUM INCISUM,LITHOSPERMUM,,incisum,NA,NA,,,tro-4000983,TRUE,1.1,Accepted,Boraginaceae,Lithospermum,,incisum,,,Lehm.,tro-4000983,Accepted,FALSE,FALSE,FALSE,12/26/24
896,LOBELIA PURPURASCENS,LOBELIA,,purpurascens,NA,NA,,,kew-353010,TRUE,1.1,Accepted,Campanulaceae,Lobelia,,purpurascens,,,R.Br.,kew-353010,Accepted,FALSE,FALSE,FALSE,12/26/24
897,LOEFLINGIA SQUARROSA,LOEFLINGIA,,squarrosa,NA,NA,,,tro-6301742,TRUE,1.1,Accepted,Caryophyllaceae,Loeflingia,,squarrosa,,,Nutt.,tro-6301742,Accepted,FALSE,FALSE,FALSE,12/26/24
898,LOESELIASTRUM SCHOTTII,LOESELIASTRUM,,schottii,NA,NA,,,tro-25800896,TRUE,1.1,Accepted,Polemoniaceae,Loeseliastrum,,schottii,,,(Torr.) Timbrook,tro-25800896,Accepted,FALSE,FALSE,FALSE,12/26/24
899,LOGFIA ARIZONICA,LOGFIA,,arizonica,NA,NA,,,gcc-134274,TRUE,1.1,Accepted,Compositae,Logfia,,arizonica,,,(A.Gray) Holub,gcc-134274,Accepted,FALSE,FALSE,FALSE,12/26/24
900,LOLIUM MULTIFLORUM,LOLIUM,,multiflorum,NA,NA,,,kew-422833,TRUE,1.1,Accepted,Poaceae,Lolium,,multiflorum,,,Lam.,kew-422833,Accepted,FALSE,FALSE,FALSE,12/26/24
901,LOLIUM PERENNE,LOLIUM,,perenne,NA,NA,,,kew-422848,TRUE,1.1,Accepted,Poaceae,Lolium,,perenne,,,L.,kew-422848,Accepted,FALSE,FALSE,FALSE,12/26/24
902,LOMANDRA COLLINA,LOMANDRA,,collina,NA,NA,,,kew-280258,TRUE,1.1,Accepted,Asparagaceae,Lomandra,,collina,,,(R.Br.) Ewart,kew-280258,Accepted,FALSE,FALSE,FALSE,12/26/24
903,LOMANDRA JUNCEA,LOMANDRA,,juncea,NA,NA,,,kew-280306,TRUE,1.1,Accepted,Asparagaceae,Lomandra,,juncea,,,(F.Muell.) Ewart,kew-280306,Accepted,FALSE,FALSE,FALSE,12/26/24
904,LOMANDRA MICRANTHA,LOMANDRA,,micrantha,NA,NA,,,kew-280095,TRUE,1.1,Accepted,Asparagaceae,Lomandra,,micrantha,,,(Endl.) Ewart,kew-280095,Accepted,FALSE,FALSE,FALSE,12/26/24
905,LOMANDRA NANA,LOMANDRA,,nana,NA,NA,,,kew-281020,TRUE,1.1,Accepted,Asparagaceae,Lomandra,,nana,,,(A.T.Lee) A.T.Lee,kew-281020,Accepted,FALSE,FALSE,FALSE,12/26/24
906,LOMATIUM NUDICAULE,LOMATIUM,,nudicaule,NA,NA,,,tro-1700903,TRUE,1.1,Accepted,Apiaceae,Lomatium,,nudicaule,,,(Pursh) J.M. Coult. & Rose,tro-1700903,Accepted,FALSE,FALSE,FALSE,12/26/24
907,LOMATIUM UTRICULATUM,LOMATIUM,,utriculatum,NA,NA,,,tro-1700933,TRUE,1.1,Accepted,Apiaceae,Lomatium,,utriculatum,,,(Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose,tro-1700933,Accepted,FALSE,FALSE,FALSE,12/26/24
908,LOTUS ALPINUS,LOTUS,,alpinus,NA,NA,,,ild-8898,TRUE,1.1,Accepted,Leguminosae,Lotus,,alpinus,,,(DC.) Ramond,ild-8898,Accepted,FALSE,FALSE,FALSE,12/26/24
909,LOTUS CORNICULATUS,LOTUS,,corniculatus,NA,NA,,,ild-7260,TRUE,1.1,Accepted,Leguminosae,Lotus,,corniculatus,,,L.,ild-7260,Accepted,FALSE,FALSE,FALSE,12/26/24
910,LOTUS GLABER,LOTUS,,glaber,NA,NA,,,ild-7275,TRUE,1.1,Accepted,Leguminosae,Lotus,,glaber,,,Mill.,ild-7275,Accepted,FALSE,FALSE,FALSE,12/26/24
911,LOTUS TENUIS,LOTUS,,tenuis,NA,NA,,,ild-51536,TRUE,1.1,Accepted,Leguminosae,Lotus,,tenuis,,,Waldst. & Kit.,ild-51536,Accepted,FALSE,FALSE,FALSE,12/26/24
912,LUPINUS ARGENTEUS,LUPINUS,,argenteus,NA,NA,,,ild-20792,TRUE,1.1,Accepted,Leguminosae,Lupinus,,argenteus,,,Pursh,ild-20792,Accepted,FALSE,FALSE,FALSE,12/26/24
913,LUPINUS CONCINNUS,LUPINUS,,concinnus,NA,NA,,,ild-20809,TRUE,1.1,Accepted,Leguminosae,Lupinus,,concinnus,,,J.Agardh,ild-20809,Accepted,FALSE,FALSE,FALSE,12/26/24
914,LUPINUS PERENNIS,LUPINUS,,perennis,NA,NA,,,ild-8907,TRUE,1.1,Accepted,Leguminosae,Lupinus,,perennis,,,L.,ild-8907,Accepted,FALSE,FALSE,FALSE,12/26/24
915,LUPINUS SPARSIFLORUS,LUPINUS,,sparsiflorus,NA,NA,,,ild-20860,TRUE,1.1,Accepted,Leguminosae,Lupinus,,sparsiflorus,,,Benth.,ild-20860,Accepted,FALSE,FALSE,FALSE,12/26/24
916,LUPINUS TEXENSIS,LUPINUS,,texensis,NA,NA,,,ild-20869,TRUE,1.1,Accepted,Leguminosae,Lupinus,,texensis,,,Hook.,ild-20869,Accepted,FALSE,FALSE,FALSE,12/26/24
917,LUZULA CAMPESTRIS,LUZULA,,campestris,NA,NA,,,kew-316212,TRUE,1.1,Accepted,Juncaceae,Luzula,,campestris,,,(L.) DC.,kew-316212,Accepted,FALSE,FALSE,FALSE,12/26/24
918,LUZULA CHILENSIS,LUZULA,,chilensis,NA,NA,,,kew-316303,TRUE,1.1,Accepted,Juncaceae,Luzula,,chilensis,,,Nees & Meyen ex Kunth,kew-316303,Accepted,FALSE,FALSE,FALSE,12/26/24
919,LUZULA MULTIFLORA,LUZULA,,multiflora,NA,NA,,,kew-316484,TRUE,1.1,Accepted,Juncaceae,Luzula,,multiflora,,,(Ehrh.) Lej.,kew-316484,Accepted,FALSE,FALSE,FALSE,12/26/24
920,LUZULA PILOSA,LUZULA,,pilosa,NA,NA,,,kew-316622,TRUE,1.1,Accepted,Juncaceae,Luzula,,pilosa,,,(L.) Willd.,kew-316622,Accepted,FALSE,FALSE,FALSE,12/26/24
921,LUZULA SPICATA,LUZULA,,spicata,NA,NA,,,kew-316703,TRUE,1.1,Accepted,Juncaceae,Luzula,,spicata,,,(L.) DC.,kew-316703,Accepted,FALSE,FALSE,FALSE,12/26/24
922,LYCIUM PALLIDUM,LYCIUM,,pallidum,NA,NA,,,tro-29600060,TRUE,1.1,Accepted,Solanaceae,Lycium,,pallidum,,,Miers,tro-29600060,Accepted,FALSE,FALSE,FALSE,12/26/24
923,LYCOPODIUM ALPINUM,LYCOPODIUM,,alpinum,NA,NA,,,tro-26602090,TRUE,1.1,Accepted,Lycopodiaceae,Lycopodium,,alpinum,,,L.,tro-26602090,Accepted,FALSE,FALSE,FALSE,12/26/24
924,LYGODESMIA JUNCEA,LYGODESMIA,,juncea,NA,NA,,,gcc-140097,TRUE,1.1,Accepted,Compositae,Lygodesmia,,juncea,,,(Pursh) D.Don ex Hook.,gcc-140097,Accepted,FALSE,FALSE,FALSE,12/26/24
925,LYSIMACHIA ARVENSIS,LYSIMACHIA,,arvensis,NA,NA,,,kew-2896568,TRUE,1.1,Unresolved,Primulaceae,Lysimachia,,arvensis,,,(L.) U.Manns & Anderb.,kew-2896568,Unresolved,FALSE,FALSE,FALSE,12/26/24
926,LYSIMACHIA EUROPAEA,LYSIMACHIA,,europaea,NA,NA,,,kew-2896575,TRUE,1.1,Accepted,Primulaceae,Lysimachia,,europaea,,,(L.) U.Manns & Anderb.,kew-2896575,Accepted,FALSE,FALSE,FALSE,12/26/24
927,LYSIMACHIA NEMORUM,LYSIMACHIA,,nemorum,NA,NA,,,kew-2493029,TRUE,1.1,Accepted,Primulaceae,Lysimachia,,nemorum,,,L.,kew-2493029,Accepted,FALSE,FALSE,FALSE,12/26/24
928,LYSIMACHIA NUMMULARIA,LYSIMACHIA,,nummularia,NA,NA,,,kew-2493033,TRUE,1.1,Accepted,Primulaceae,Lysimachia,,nummularia,,,L.,kew-2493033,Accepted,FALSE,FALSE,FALSE,12/26/24
929,LYTHRUM HYSSOPIFOLIA,LYTHRUM,,hyssopifolia,NA,NA,,,kew-2354167,TRUE,1.1,Accepted,Lythraceae,Lythrum,,hyssopifolia,,,L.,kew-2354167,Accepted,FALSE,FALSE,FALSE,12/26/24
930,MACHAERANTHERA PINNATIFIDA,MACHAERANTHERA,,pinnatifida,NA,NA,,,gcc-116830,TRUE,1.1,Accepted,Compositae,Machaeranthera,,pinnatifida,,,(Hook.) Shinners,gcc-116830,Accepted,FALSE,FALSE,FALSE,12/26/24
931,MADIA SATIVA,MADIA,,sativa,NA,NA,,,gcc-120995,TRUE,1.1,Accepted,Compositae,Madia,,sativa,,,Molina,gcc-120995,Accepted,FALSE,FALSE,FALSE,12/26/24
932,MAIANTHEMUM RACEMOSUM,MAIANTHEMUM,,racemosum,NA,NA,,,kew-281247,TRUE,1.1,Accepted,Asparagaceae,Maianthemum,,racemosum,,,(L.) Link,kew-281247,Accepted,FALSE,FALSE,FALSE,12/26/24
933,MAIREANA CARNOSA,MAIREANA,,carnosa,NA,NA,,,tro-7201810,TRUE,1.1,Accepted,Amaranthaceae,Maireana,,carnosa,,,(Moq.) Paul G. Wilson,tro-7201810,Accepted,FALSE,FALSE,FALSE,12/26/24
934,MAIREANA PYRAMIDATA,MAIREANA,,pyramidata,NA,NA,,,tro-7201857,TRUE,1.1,Accepted,Amaranthaceae,Maireana,,pyramidata,,,(Benth.) Paul G. Wilson,tro-7201857,Accepted,FALSE,FALSE,FALSE,12/26/24
935,MAIREANA SEDIFOLIA,MAIREANA,,sedifolia,NA,NA,,,tro-7201840,TRUE,1.1,Accepted,Amaranthaceae,Maireana,,sedifolia,,,(F. Muell.) Paul G. Wilson,tro-7201840,Accepted,FALSE,FALSE,FALSE,12/26/24
936,MAIREANA TRICHOPTERA,MAIREANA,,trichoptera,NA,NA,,,tro-7201408,TRUE,1.1,Accepted,Amaranthaceae,Maireana,,trichoptera,,,(J. Black) Paul G. Wilson,tro-7201408,Accepted,FALSE,FALSE,FALSE,12/26/24
937,MALACOTHRIX GLABRATA,MALACOTHRIX,,glabrata,NA,NA,,,gcc-90884,TRUE,1.1,Accepted,Compositae,Malacothrix,,glabrata,,,(A.Gray ex D.C.Eaton) A.Gray,gcc-90884,Accepted,FALSE,FALSE,FALSE,12/26/24
938,MARGYRICARPUS PINNATUS,MARGYRICARPUS,,pinnatus,NA,NA,,,rjp-20250,TRUE,1.1,Accepted,Rosaceae,Margyricarpus,,pinnatus,,,(Lam.) Kuntze,rjp-20250,Accepted,FALSE,FALSE,FALSE,12/26/24
939,MARRUBIUM VULGARE,MARRUBIUM,,vulgare,NA,NA,,,kew-120952,TRUE,1.1,Accepted,Lamiaceae,Marrubium,,vulgare,,,L.,kew-120952,Accepted,FALSE,FALSE,FALSE,12/26/24
940,MARSDENIA AUSTRALIS,MARSDENIA,,australis,NA,NA,,,tro-2607659,TRUE,1.1,Accepted,Apocynaceae,Marsdenia,,australis,,,(R. Br.) Druce,tro-2607659,Accepted,FALSE,FALSE,FALSE,12/26/24
941,MEDICAGO LACINIATA,MEDICAGO,,laciniata,NA,NA,,,ild-8512,TRUE,1.1,Accepted,Leguminosae,Medicago,,laciniata,,,(L.) Mill.,ild-8512,Accepted,FALSE,FALSE,FALSE,12/26/24
942,MEDICAGO LUPULINA,MEDICAGO,,lupulina,NA,NA,,,ild-8519,TRUE,1.1,Accepted,Leguminosae,Medicago,,lupulina,,,L.,ild-8519,Accepted,FALSE,FALSE,FALSE,12/26/24
943,MEDICAGO MINIMA,MEDICAGO,,minima,NA,NA,,,ild-31590,TRUE,1.1,Accepted,Leguminosae,Medicago,,minima,,,(L.) L.,ild-31590,Accepted,FALSE,FALSE,FALSE,12/26/24
944,MEDICAGO POLYMORPHA,MEDICAGO,,polymorpha,NA,NA,,,ild-8528,TRUE,1.1,Accepted,Leguminosae,Medicago,,polymorpha,,,L.,ild-8528,Accepted,FALSE,FALSE,FALSE,12/26/24
945,MEDICAGO TRUNCATULA,MEDICAGO,,truncatula,NA,NA,,,ild-8545,TRUE,1.1,Accepted,Leguminosae,Medicago,,truncatula,,,Gaertn.,ild-8545,Accepted,FALSE,FALSE,FALSE,12/26/24
946,MELICA SUBULATA,MELICA,,subulata,NA,NA,,,kew-423836,TRUE,1.1,Accepted,Poaceae,Melica,,subulata,,,(Griseb.) Scribn.,kew-423836,Accepted,FALSE,FALSE,FALSE,12/26/24
947,MELICYTUS DENTATUS,MELICYTUS,,dentatus,NA,NA,,,kew-2507952,TRUE,1.1,Unresolved,Violaceae,Melicytus,,dentatus,,,(R.Br. ex DC.) Molloy & Mabb.,kew-2507952,Unresolved,FALSE,FALSE,FALSE,12/26/24
948,MELILOTUS ALBUS,MELILOTUS,,albus,NA,NA,,,ild-7888,TRUE,1.1,Accepted,Leguminosae,Melilotus,,albus,,,Medik.,ild-7888,Accepted,FALSE,FALSE,FALSE,12/26/24
949,MELILOTUS OFFICINALIS,MELILOTUS,,officinalis,NA,NA,,,ild-8929,TRUE,1.1,Accepted,Leguminosae,Melilotus,,officinalis,,,(L.) Pall.,ild-8929,Accepted,FALSE,FALSE,FALSE,12/26/24
950,MELOCACTUS BAHIENSIS,MELOCACTUS,,bahiensis,NA,NA,,,tro-5106101,TRUE,1.1,Accepted,Cactaceae,Melocactus,,bahiensis,,,(Britton & Rose) Luetzelb.,tro-5106101,Accepted,FALSE,FALSE,FALSE,12/26/24
951,MENTZELIA ASPERA,MENTZELIA,,aspera,NA,NA,,,kew-2368849,TRUE,1.1,Accepted,Loasaceae,Mentzelia,,aspera,,,L.,kew-2368849,Accepted,FALSE,FALSE,FALSE,12/26/24
952,MENTZELIA MONTANA,MENTZELIA,,montana,NA,NA,,,tro-18900226,TRUE,1.1,Accepted,Loasaceae,Mentzelia,,montana,,,(Davidson) Davidson,tro-18900226,Accepted,FALSE,FALSE,FALSE,12/26/24
953,MERTENSIA OBLONGIFOLIA,MERTENSIA,,oblongifolia,NA,NA,,,tro-4001011,TRUE,1.1,Accepted,Boraginaceae,Mertensia,,oblongifolia,,,(Nutt.) G. Don,tro-4001011,Accepted,FALSE,FALSE,FALSE,12/26/24
954,MESSERSCHMIDIA SIBIRICA,MESSERSCHMIDIA,,sibirica,NA,NA,,,kew-2357783,TRUE,1.1,Synonym,Boraginaceae,Tournefortia,,sibirica,,,L.,kew-2437802,Accepted,FALSE,FALSE,FALSE,12/26/24
955,MICROSERIS LANCEOLATA,MICROSERIS,,lanceolata,NA,NA,,,gcc-10616,TRUE,1.1,Accepted,Compositae,Microseris,,lanceolata,,,(Walp.) Sch.Bip.,gcc-10616,Accepted,FALSE,FALSE,FALSE,12/26/24
956,MICROSERIS NUTANS,MICROSERIS,,nutans,NA,NA,,,gcc-20434,TRUE,1.1,Accepted,Compositae,Microseris,,nutans,,,(Hook.) Sch.Bip.,gcc-20434,Accepted,FALSE,FALSE,FALSE,12/26/24
957,MICROSERIS SCAPIGERA,MICROSERIS,,scapigera,NA,NA,,,gcc-122344,TRUE,1.1,Accepted,Compositae,Microseris,,scapigera,,,(Sol. ex A.Cunn.) Sch.Bip.,gcc-122344,Accepted,FALSE,FALSE,FALSE,12/26/24
958,MICROSTACHYS CORNICULATA,MICROSTACHYS,,corniculata,NA,NA,,,kew-127629,TRUE,1.1,Accepted,Euphorbiaceae,Microstachys,,corniculata,,,(Vahl) Griseb.,kew-127629,Accepted,FALSE,FALSE,FALSE,12/26/24
959,MICROTIS ARENARIA,MICROTIS,,arenaria,NA,NA,,,kew-128182,TRUE,1.1,Accepted,Orchidaceae,Microtis,,arenaria,,,Lindl.,kew-128182,Accepted,FALSE,FALSE,FALSE,12/26/24
960,MILLOTIA MUELLERI,MILLOTIA,,muelleri,NA,NA,,,gcc-143950,TRUE,1.1,Accepted,Compositae,Millotia,,muelleri,,,(Sond.) P.S.Short,gcc-143950,Accepted,FALSE,FALSE,FALSE,12/26/24
961,MILLOTIA TENUIFOLIA,MILLOTIA,,tenuifolia,NA,NA,,,gcc-51162,TRUE,1.1,Accepted,Compositae,Millotia,,tenuifolia,,,Cass.,gcc-51162,Accepted,FALSE,FALSE,FALSE,12/26/24
962,MIMOSA NUTTALLII,MIMOSA,,nuttallii,NA,NA,,,tro-50200026,TRUE,1.1,Accepted,Leguminosae,Mimosa,,nuttallii,,,(DC.) B.L. Turner,tro-50200026,Accepted,FALSE,FALSE,FALSE,12/26/24
963,MIMOSA TEXANA,MIMOSA,,texana,NA,NA,,,ild-23139,TRUE,1.1,Synonym,Leguminosae,Mimosa,,borealis,,,A.Gray,ild-20593,Accepted,FALSE,FALSE,FALSE,12/26/24
964,MINUARTIA GLOMERATA,MINUARTIA,,glomerata,NA,NA,,,kew-2369631,TRUE,1.1,Accepted,Caryophyllaceae,Minuartia,,glomerata,,,(M.Bieb.) Degen,kew-2369631,Accepted,FALSE,FALSE,FALSE,12/26/24
965,MINURIA DENTICULATA,MINURIA,,denticulata,NA,NA,,,gcc-96604,TRUE,1.1,Accepted,Compositae,Minuria,,denticulata,,,(DC.) Benth.,gcc-96604,Accepted,FALSE,FALSE,FALSE,12/26/24
966,MODIOLA CAROLINIANA,MODIOLA,,caroliniana,NA,NA,,,kew-2505715,TRUE,1.1,Accepted,Malvaceae,Modiola,,caroliniana,,,(L.) G.Don,kew-2505715,Accepted,FALSE,FALSE,FALSE,12/26/24
967,MOLINIA CAERULEA,MOLINIA,,caerulea,NA,NA,,,kew-424761,TRUE,1.1,Accepted,Poaceae,Molinia,,caerulea,,,(L.) Moench,kew-424761,Accepted,FALSE,FALSE,FALSE,12/26/24
968,MOLLUGO VERTICILLATA,MOLLUGO,,verticillata,NA,NA,,,kew-2501530,TRUE,1.1,Accepted,Molluginaceae,Mollugo,,verticillata,,,L.,kew-2501530,Accepted,FALSE,FALSE,FALSE,12/26/24
969,MOMORDICA CHARANTIA,MOMORDICA,,charantia,NA,NA,,,kew-2372864,TRUE,1.1,Accepted,Cucurbitaceae,Momordica,,charantia,,,L.,kew-2372864,Accepted,FALSE,FALSE,FALSE,12/26/24
970,MONACHATHER PARADOXUS,MONACHATHER,,paradoxus,NA,NA,,,kew-424826,TRUE,1.1,Accepted,Poaceae,Monachather,,paradoxus,,,Steud.,kew-424826,Accepted,FALSE,FALSE,FALSE,12/26/24
971,MONARDA FISTULOSA,MONARDA,,fistulosa,NA,NA,,,kew-129185,TRUE,1.1,Accepted,Lamiaceae,Monarda,,fistulosa,,,L.,kew-129185,Accepted,FALSE,FALSE,FALSE,12/26/24
972,MONARDA PECTINATA,MONARDA,,pectinata,NA,NA,,,kew-129228,TRUE,1.1,Accepted,Lamiaceae,Monarda,,pectinata,,,Nutt.,kew-129228,Accepted,FALSE,FALSE,FALSE,12/26/24
973,MONARDA PUNCTATA,MONARDA,,punctata,NA,NA,,,kew-129232,TRUE,1.1,Accepted,Lamiaceae,Monarda,,punctata,,,L.,kew-129232,Accepted,FALSE,FALSE,FALSE,12/26/24
974,MONOLEPIS NUTTALLIANA,MONOLEPIS,,nuttalliana,NA,NA,,,tro-7200264,TRUE,1.1,Accepted,Amaranthaceae,Monolepis,,nuttalliana,,,(Schult.) Greene,tro-7200264,Accepted,FALSE,FALSE,FALSE,12/26/24
975,MONOPTILON BELLIDIFORME,MONOPTILON,,bellidiforme,NA,NA,,,gcc-11950,TRUE,1.1,Accepted,Compositae,Monoptilon,,bellidiforme,,,Torr. & A.Gray ex Torr. & A.Gray,gcc-11950,Accepted,FALSE,FALSE,FALSE,12/26/24
