"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.1812	-0.3567	0.1206	-0.6542	-0.2736	-0.4517	-1.5321	1.1003	0.0609
-0.5203	-0.6741	-0.1452	0.9368	-0.7997	1.4312	0.2226	0.1078	0.9094
-0.5188	-0.6808	-0.1379	0.978	-0.7977	1.435	0.2186	0.1048	0.9023
-0.5156	-0.6734	-0.1421	0.9713	-0.7922	1.4297	0.1891	0.1072	0.9112
-0.5177	-0.6883	-0.137	0.9293	-0.7943	1.4376	0.2205	0.1021	0.8998
-0.5163	-0.6797	-0.1395	0.9718	-0.7863	1.4361	0.1973	0.0979	0.9137
-0.5101	-0.6801	-0.1384	0.9716	-0.7982	1.4381	0.2203	0.0576	0.904
-0.5148	-0.6697	-0.1411	0.9779	-0.7938	1.4324	0.1954	0.1057	0.9043
-0.5163	-0.6699	-0.1507	0.9732	-0.7871	1.4397	0.1649	0.1022	0.911
-0.5188	-0.6705	-0.134	0.9737	-0.7865	1.4353	0.2144	0.1034	0.9119
-0.5241	-0.6694	-0.1423	0.9771	-0.7911	1.3696	0.2252	0.1067	0.9084
0.8178	-1.1409	1.0261	-0.0031	0.697	0.5147	-0.0183	-1.6482	0.7193
0.9604	-1.5166	0.9719	0.3216	0.6555	0.6058	0.0118	-1.5225	0.7076
0.9497	-1.5222	0.951	0.3296	0.7224	0.61	0.0394	-1.5151	0.7547
-0.1945	-0.1059	0.1666	0.0714	0.2839	0.4786	-0.0029	-0.2269	0.2018
0.0092	-0.048	0.0158	0.011	0.1394	0.4098	-0.0709	-0.1492	0.1152
0.0081	-0.0439	0.0762	0.0124	0.125	0.3599	-0.0716	-0.1198	0.1605
-0.4162	0.0077	0.3954	0.104	-1.1208	0.4517	-0.4764	-0.0156	-0.2436
0.7153	0.4642	0.0068	1.0776	-0.5347	-1.2986	-0.0176	-0.3093	-0.3531
0.7608	0.3838	-0.0605	0.2876	-0.3168	-1.5621	0.406	-0.3365	0.2083
0.78	1.3786	-0.0307	0.6976	-0.1318	-1.2104	-0.1723	-0.3183	-0.0312
0.6672	-0.2417	-0.2402	0.1563	-0.2552	-0.9394	-0.3972	0.0963	-0.1208
-0.4471	-2.3561	-0.4503	0.216	-0.2858	-0.513	-0.5869	0.4403	0.0813
1.0933	-0.0345	0.0197	-0.1156	-0.3146	-0.7202	0.2618	-0.058	-0.2461
1.0906	-0.0318	0.0187	-0.1164	-0.309	-0.7216	0.2698	0.0353	-0.2584
1.0902	-0.0325	0.0379	-0.1108	-0.3072	-0.7223	0.2604	0.0214	-0.2722
1.083	0.3635	-0.9707	-0.1743	-0.3161	-1.9974	-2.0543	0.2913	-0.202
1.0786	0.3597	-1.0529	-0.1727	-0.2722	-1.9912	-2.0352	0.2965	-0.2056
0.1178	0.0352	-0.6489	0.6558	-2.1142	0.1117	2.0586	-0.2316	-1.9788
1.4835	-1.6107	0.0066	0.2256	-0.3643	-0.3234	-1.2292	0.9445	-0.0398
-1.4381	0.3921	-1.7465	-0.8158	2.1637	0.4342	-0.4978	0.7136	-2.7486
2.8166	-2.2562	8.4486	-13.7408	-0.0864	5.8727	-2.1487	-8.4764	1.2575
0.0352	0.0885	0.7702	-1.4938	-1.1285	2.8073	-4.2207	1.1886	-0.2237
0.2579	0.7365	0.8442	-0.1748	-0.9315	2.4362	-3.8055	0.6637	0.0199
-0.0378	0.0789	0.0694	-1.1048	1.1617	-0.1519	-0.6893	0.718	-1.5797
1.0874	-1.1878	0.6725	0.4303	1.0142	0.1406	0.2517	-0.959	1.0914
0.3212	-0.2357	0.818	0.2941	1.3026	0.2033	0.4355	-1.2654	0.7532
1.9024	0.4061	0.5226	-3.7854	0.9792	0.383	-0.8613	0.8487	-0.1136
1.9084	0.4091	0.5553	-3.3167	1.1621	0.3727	-0.7821	0.7612	-0.0105
0.6391	0.2726	0.5353	-0.0279	1.0682	0.5614	-0.2366	0.9148	0.1616
0.6214	0.2846	0.5573	-0.0254	1.066	0.5536	-0.2375	0.921	0.1926
0.8031	0.7176	0.6479	-0.7641	0.804	0.3242	-0.202	0.0476	0.2135
0.1711	0.5269	1.8139	-0.567	0.2875	-0.8574	-2.6465	1.5627	-0.3356
0.1619	0.5243	1.8064	-0.5702	0.288	-0.7729	-2.6443	1.5547	-0.3701
