"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.0509	-0.1508	0.0761	-0.6576	-0.253	-0.5788	-0.9437	1.0702	0.0977
-0.5105	-0.6795	-0.1364	0.9789	-0.7932	1.4395	0.2049	0.106	0.9147
-0.5144	-0.664	-0.1396	0.9717	-0.7937	1.4381	0.2161	0.1027	0.8983
-0.5141	-0.6789	-0.15	0.9698	-0.7869	1.4461	0.201	0.1035	0.9104
-0.4789	-0.6727	-0.1424	0.9792	-0.782	1.4316	0.2261	0.1039	0.9092
-0.5155	-0.6804	-0.1515	0.9775	-0.7852	1.4338	0.2267	0.042	0.9223
-0.5172	-0.6742	-0.1479	0.9726	-0.7998	1.4358	0.2073	0.1108	0.9133
-0.4861	-0.672	-0.1412	0.9729	-0.7951	1.4301	0.22	0.0989	0.9165
-0.4799	-0.6842	-0.1468	0.9815	-0.7962	1.4371	0.2175	0.0926	0.8997
-0.5172	-0.6687	-0.1414	0.9811	-0.7294	1.4352	0.2198	0.1024	0.9101
-0.5175	-0.6759	-0.1371	0.9735	-0.7853	1.431	0.2149	0.1108	0.9082
0.898	-0.7539	1.191	0.3103	0.9656	0.7032	-0.0134	-1.6571	0.7293
0.9507	-1.3352	1.2111	0.3277	0.862	0.6018	0.017	-1.517	0.7475
0.9481	-1.5146	1.1618	0.3331	0.7744	0.6045	0.016	-1.5328	0.6298
-0.1967	0.0574	0.1701	0.0633	0.1574	0.3893	0.0206	-0.3855	0.0805
-0.2127	-3.0141	0.1662	0.0125	0.0069	0.8507	-0.1374	-0.0096	0.1514
-0.2074	-3.3814	0.193	0.099	0.0361	0.9976	-0.1915	0.0178	0.1203
-0.2187	0.0098	0.3909	0.0974	-1.1258	0.2801	-0.483	0.1335	0.5185
0.0684	0.46	0.0039	1.071	-0.5259	-1.3001	0.073	-0.0267	0.1769
0.7651	0.3832	-0.0615	1.7253	-0.3156	-0.6996	0.4192	-0.3552	0.2036
-0.4709	1.3726	-0.2693	0.6743	-0.1983	-0.7565	-0.1627	-0.1083	-0.031
0.2415	0.4568	-0.3469	-0.8342	-0.3313	-0.828	-0.456	0.1949	-0.0132
-0.4216	0.3746	-0.3057	-0.3412	-0.2548	-0.7101	-0.4613	0.2268	-0.0581
1.0875	-0.025	-0.2079	-0.1233	-0.3164	-0.7249	0.2732	0.0362	-0.0124
1.0923	-0.0284	-0.1839	-0.1182	-0.3198	-0.729	0.2706	0.0245	-0.0343
1.0811	-0.0326	0.0023	-0.1125	-0.2899	-0.7329	0.2739	0.0266	0.0039
1.0792	0.3518	-1.069	-0.1637	-0.314	-0.3112	-2.0414	0.2918	-0.2035
1.0746	0.3576	-1.0597	-0.1611	-0.3213	-0.3299	-2.047	0.2881	-0.2052
-5e-04	0.5053	-0.7004	0.6596	-2.1064	-0.5742	2.0499	-0.8911	-1.9853
1.5051	-1.6033	0.0352	0.3313	-0.3457	-0.2697	-0.7035	0.9174	0.1718
0.556	0.3898	-3.5161	1.0301	1.9492	0.2017	0.0079	0.9925	-2.8198
-10.145	-2.2474	-4.8836	-0.1036	-0.0947	-6.2948	1.6478	-2.236	2.649
1.6923	0.0913	-1.2316	-1.5071	-1.1286	2.7996	-0.2514	1.7988	-0.0793
1.9363	0.7364	-1.1608	-0.1642	-0.9337	2.3767	0.2388	1.4518	0.0255
-0.029	0.0694	0.0633	-0.7503	0.4147	-0.1522	-0.6836	0.7229	-1.4686
1.2425	-1.1887	0.7493	0.6118	1.397	0.1956	0.114	-0.8274	0.8814
0.3168	-0.2583	0.8178	0.2945	1.0677	0.2134	0.3758	-1.2731	0.5294
1.9014	0.4025	0.4503	-2.0037	1.175	0.1873	-0.1274	-0.1169	0.2624
1.3913	0.4174	0.4192	-3.7233	1.1671	0.0241	-0.5157	0.2643	0.2395
0.6432	0.2749	0.5596	-0.0208	1.0644	0.5608	-0.2375	0.7955	0.4186
0.6382	0.2825	0.5511	-0.0268	1.0656	0.5642	-0.3221	0.9163	0.4569
0.7971	0.7404	0.5244	-0.734	0.9077	0.2891	0.0448	-0.2116	0.2617
0.1774	0.5474	1.8052	-0.567	0.2855	-0.8544	-2.6424	1.5622	-0.3743
0.1696	0.5265	1.6828	-0.58	0.2828	-0.8561	-2.6472	1.5669	-0.3797
0.5288	-0.4778	0.5248	0.8628	-0.2895	3.1556	0.598	1.0588	1.2705
-0.6014	-0.9429	0.7428	1.2691	0.2793	1.3638	-0.4177	0.48	0.4723
-0.602	-0.9425	0.7458	1.2709	0.2824	1.3513	-0.4175	0.5169	0.4687
-0.5982	-0.9391	0.7397	1.2591	0.266	1.3525	-0.4205	0.4795	0.4745
-0.5799	-0.9369	0.7417	1.2689	0.2739	1.3569	-0.4203	0.5058	0.4593
-0.5948	-0.9404	0.7465	1.2709	0.2792	1.3475	-0.4248	0.512	0.4243
-0.0959	-3.5809	0.4764	0.3113	-1.6333	3.3936	0.498	1.478	1.0673
-0.0901	-3.9715	0.4829	0.3098	-1.6231	3.453	0.5052	1.4843	1.0558
0.2179	0.1106	0.8816	-0.2154	-0.5618	0.2044	-2.0514	1.8122	0.0337
0.0243	1.1635	-0.2432	0.9269	-1.1088	-1.8063	1.3238	-0.7737	0.8168
0.0203	1.1647	-0.2461	0.9229	-1.0286	-1.8168	1.2841	-0.7657	0.826
0.0139	1.1704	-0.2363	0.8449	-1.1032	-1.8186	1.283	-0.7703	0.8221
0.0211	1.1665	-0.2391	0.9146	-1.0751	-1.814	1.2884	-0.7612	0.8195
0.0224	1.1634	-0.2335	0.9339	-1.1043	-1.6935	1.2858	-0.7617	0.8156
1.1437	0.0051	1.256	-0.0348	1.696	-1.3551	0.7556	-1.8098	-0.4338
-0.4533	1.1655	-0.5238	-0.0316	0.5877	-0.0573	0.0669	-0.0189	-0.3223
0.096	-2.5893	0.4373	-1.9044	-3.3623	-4.507	0.104	-3.3276	-0.2685
-0.3628	-1.5281	0.6045	0.3963	-0.7543	-0.7339	1.8666	-1.5261	-2.0118
-1.2254	-0.0983	-0.5636	-1.3182	0.4174	0.6917	-1.211	0.8361	-0.1466
-2.1478	1.0473	-0.5459	-2.2856	0.551	0.2637	-1.3473	0.9515	-0.0849
-1.1286	0.5907	-0.5166	-0.7301	0.4076	0.6739	-1.0617	0.716	-0.253
-0.756	-1.3647	-0.5842	1.2776	1.3924	1.3642	-1.2115	0.7339	-0.1755
-0.7561	-1.3678	-0.5238	1.275	1.3878	1.3632	-1.2119	0.7214	-0.1767
-1.3048	-0.0791	-0.6973	-2.2017	-1.0936	0.5716	-1.3461	1.071	-0.5988
1.2424	0.1022	0.0102	-0.623	-0.5328	-0.6259	-3.3331	8.3979	0.4143
0.5937	0.1685	-0.0537	0.9399	-0.1328	-0.005	0.7115	-0.3518	1.0841
0.8222	0.9399	-0.0312	-0.622	1.264	0.4855	-0.5546	-0.3991	-0.6233
-0.1296	-0.7546	0.3796	0.7816	-0.7899	1.3022	-1.8384	0.055	-1.2845
-0.1317	-0.7599	0.3855	0.7907	-0.6979	1.2979	-1.9929	0.0589	-1.2719
-0.1319	-0.7654	0.3814	0.7853	-0.7909	1.2939	-1.9879	0.0623	-1.2215
-0.1329	-0.749	0.3856	0.784	-0.7877	1.2821	-1.989	0.0605	-1.2822
-0.1227	-0.7602	0.3827	0.7851	-0.6872	1.3009	-1.9943	0.0635	-1.2765
1.898	0.3299	0.4767	0.3124	-0.1643	-0.4897	1.0412	-0.9092	-0.1288
0.631	0.5556	1.2327	0.6117	0.0246	0.3509	-0.8935	0.1617	0.7949
1.0145	0.4804	1.1459	-0.9162	-0.0538	0.2149	-0.785	0.7046	0.7006
-0.6752	0.0102	0.6616	0.7923	0.9812	-0.6857	0.383	0.0458	1.5113
-0.7442	0.0123	0.6071	0.5402	0.9924	-0.7037	0.34	0.0709	1.4876
-1.3598	0.1229	0.6635	0.2641	0.9095	-0.6908	0.2922	0.123	1.4352
1.0438	-0.1605	0.856	0.1589	-1.2822	-0.0207	-0.0572	-0.0531	-0.7342
1.0252	-0.1113	0.9348	0.1912	-0.6293	-0.032	-0.0765	-0.0758	-0.5225
-0.4929	0.595	-0.4224	-0.9603	-0.1855	-0.4165	-0.0995	0.3923	0.143
-0.4561	0.9266	-0.3573	-0.809	-0.0647	-0.4477	-0.0499	0.3081	0.1538
-0.4107	0.3636	-0.4474	0.6328	0.2616	1.4493	0.3403	-1.4663	0.4569
-0.4321	0.3669	-0.4005	0.6354	0.2909	1.4523	0.344	-1.4606	0.4636
-0.3888	0.3634	-0.4408	0.629	0.2668	1.4551	0.3269	-1.46	0.461
-0.4338	0.3678	-0.433	0.6289	0.2582	1.4501	0.2896	-1.3438	0.4642
-0.0971	0.0074	-0.3165	2.3296	0.7391	0.1964	0.4254	-0.3087	0.3083
-0.4416	-1.4786	-0.4246	-0.2286	-0.1549	0.1713	-0.126	0.3574	0.1797
0.3807	-0.1403	-0.0498	-0.6393	0.2503	-0.4135	-0.5432	0.6869	-1.4836
-0.1295	-0.1611	0.0899	0.0254	0.1549	0.3939	0.0609	-0.4013	0.0744
-0.377	0.3231	-0.3475	0.028	-0.0849	-0.0684	0.0157	0.1408	0.0337
-0.6061	-0.0703	-0.1764	-0.6549	-0.3316	-0.3245	0.1012	0.6573	-0.0092
-0.4946	-0.1567	0.6488	1.3231	-0.2809	1.0422	0.1449	0.6524	-0.0318
-0.493	-0.1513	0.6464	1.3322	-0.3164	0.6468	0.1582	0.6576	-0.027
-0.5686	-0.8389	-0.7746	1.1918	-1.2639	1.0035	-1.2498	1.1086	-0.4558
-0.5666	-0.8416	-0.7879	1.1838	-1.2753	0.951	-1.2448	1.1095	-0.4514
-0.562	-0.8373	-0.7889	1.0074	-1.2598	0.9984	-1.2419	1.1101	-0.458
-0.5287	-0.842	-0.7916	1.1781	-1.2739	1.0004	-1.2368	1.1126	-0.4563
-0.2893	-1.1784	-0.3456	1.0443	0.2555	-0.1933	1.034	-1.3997	0.4794
-0.2838	-1.1694	-0.3378	1.0372	0.2623	-0.2477	1.0407	-1.4078	0.4737
-0.2814	0.7475	-0.4153	0.4744	-1.6144	-0.6436	0.7852	0.5539	0.409
-0.2833	0.7417	-0.4418	0.4729	-1.6179	-0.6383	0.74	0.555	0.4023
0.1176	-0.2777	0.1965	1.496	0.1307	0.55	0.301	-0.5351	0.0944
-1.6806	0.8804	-2.017	2.5606	-0.5307	-0.7293	1.3986	-1.1705	0.3281
-1.694	0.8873	-2.02	2.5639	-0.5181	-0.7153	1.3849	-1.1709	0.372
-0.1552	0.4661	-2.5231	0.2826	0.305	-1.0678	1.0019	-0.1177	0.4805
-0.1409	0.4568	-2.5263	0.2863	0.2303	-1.0704	1.1078	-0.1299	0.4746
-0.149	0.4595	-2.3385	0.2812	0.3039	-1.0736	1.1096	-0.1236	0.4786
-0.3842	0.4127	-2.1602	1.5465	0.1699	-0.7114	2.6558	-4.4008	0.362
0.5813	-0.5246	-0.9872	0.3512	-0.7957	0.3977	0.0444	-0.5203	0.3796
1.6418	1.4026	-1.0654	1.2384	-0.3142	-0.0821	0.3376	-0.7735	-0.8125
1.6419	1.3997	-1.0271	1.245	-0.3156	-0.072	0.3321	-0.7829	-0.8981
0.8613	1.005	-0.2578	1.4645	0.738	0.1654	0.9952	-1.5754	0.9638
0.8524	1.0006	-0.2137	1.466	0.7432	0.1505	0.9958	-1.574	0.9722
-0.131	1.0789	-0.4125	0.1898	0.9375	-0.2773	0.5066	-0.2815	0.5254
-0.1826	1.0725	-0.411	0.1821	0.9418	-0.269	0.3718	-0.2764	0.5315
0.5761	1.0391	0.1114	0.7801	-0.5235	-0.8057	1.5914	-0.5072	-7e-04
0.5672	1.0309	0.1632	0.7802	-0.5206	-0.7721	1.5884	-0.5041	-0.0082
0.5674	1.0292	0.1605	0.7772	-0.5168	-0.8116	1.5923	-0.5052	0.0169
0.3117	-0.7029	-0.5633	1.7999	0.5732	1.3044	-1.1448	0.7186	0.9437
0.0714	0.025	-0.2504	1.4805	1.5442	0.898	0.1235	-0.3462	0.6343
