"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
-0.1742	0.2113	0.324	0.0129	-0.2181	-0.5586	-1.2165	0.8916	0.31
-0.5163	-0.6749	-0.147	0.9775	-0.7901	1.4025	0.2177	0.1039	0.9101
-0.5148	-0.6314	-0.145	0.9731	-0.784	1.4372	0.2227	0.1039	0.9119
-0.5173	-0.6801	-0.1421	0.9794	-0.7247	1.4374	0.2078	0.1028	0.9155
-0.5189	-0.6801	-0.142	0.9736	-0.7938	1.4398	0.1783	0.1034	0.913
-0.5196	-0.6684	-0.1419	0.983	-0.7876	1.4398	0.222	0.0756	0.915
-0.5163	-0.653	-0.1335	0.9731	-0.7844	1.4313	0.2119	0.1038	0.9087
-0.524	-0.6688	-0.1344	0.9617	-0.7166	1.4369	0.2255	0.0959	0.9176
-0.5197	-0.6774	-0.1347	0.9757	-0.7901	1.4463	0.2252	0.1036	0.9202
-0.5178	-0.6758	-0.1379	0.981	-0.7932	1.4367	0.2139	0.1052	0.9186
-0.5201	-0.6666	-0.146	0.9791	-0.796	1.4306	0.2267	0.1037	0.9122
0.7828	-1.2554	0.8771	0	0.6155	0.6978	-0.0183	-1.2689	0.7294
0.9505	-1.5228	0.9462	0.3278	0.5986	0.6002	0.0166	-1.4446	0.7573
0.9532	-1.5253	0.9913	0.3339	0.5868	0.6071	0.0365	-1.5225	0.7593
-0.1901	-0.112	0.0924	0.1529	0.2605	0.4077	0.1656	-0.3842	0.0404
-0.1402	-0.2552	-0.0232	0.0023	0.2555	0.4794	-0.0324	-0.3012	0.0696
-0.1293	-0.2401	-0.0364	0.0119	0.2468	0.4661	-0.0489	-0.2755	0.0363
-0.4056	0.01	0.3863	0.0994	-1.1275	0.0697	0.3773	-0.2581	0.5255
0.0699	0.4588	-0.3857	1.0452	-0.5335	-1.2964	-0.0839	-0.2259	-0.348
0.7564	-0.0743	-0.0588	1.7287	-0.3265	-1.5599	0.4102	-0.3562	0.2176
-0.4768	0.0301	-0.5403	0.6738	-0.1299	-0.8916	-0.4092	-0.0108	-0.039
0.2773	0.3839	-0.621	-0.8418	-0.2994	-1.1901	-0.6949	0.3627	-0.1692
-0.4224	0.1813	-0.5936	-0.3309	-0.2484	-0.9467	-0.6292	0.2733	-0.1603
1.08	-0.0287	0.0249	-0.1161	-0.3315	-0.732	0.26	0.0287	-0.0274
1.0894	-0.033	0.0154	-0.1229	-0.3172	-0.7327	0.2637	0.0268	-0.0618
1.0867	-0.0322	0.0258	-0.1209	-0.3127	-0.7294	0.2555	0.0327	-0.0321
0.9584	0.3613	-1.0638	-0.1693	-0.3121	-1.9891	-2.0372	0.3007	-0.2035
1.0714	0.3239	-1.0715	-0.1679	-0.3164	-1.9906	-2.035	0.2985	-0.1956
-0.2378	0.0345	-0.5688	0.6615	-2.0899	-0.5896	0.5392	-0.2349	-1.9895
-0.1886	-1.6113	0.1836	0.2529	-0.2824	-0.301	-1.3417	1.0868	0.4342
