"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.1031	-0.05	0.3108	-0.6516	-0.0683	-0.5159	-0.837	0.8608	-0.2278
-0.5126	-0.6451	-0.1423	0.974	-0.7929	1.4335	0.2098	0.1002	0.9194
-0.5216	-0.6868	-0.1488	0.9748	-0.7957	1.4359	0.1891	0.1085	0.9119
-0.5169	-0.6847	-0.1602	0.9808	-0.7952	1.4494	0.183	0.1117	0.9094
-0.5199	-0.6757	-0.1501	0.9361	-0.7989	1.4316	0.2185	0.101	0.9122
-0.5201	-0.6746	-0.1557	0.953	-0.792	1.4309	0.2238	0.1023	0.9126
-0.5138	-0.6722	-0.1441	0.9689	-0.794	1.3889	0.2208	0.1101	0.9126
-0.512	-0.675	-0.147	0.9747	-0.786	1.3723	0.2257	0.11	0.9158
-0.5141	-0.6812	-0.1485	0.9809	-0.736	1.4385	0.2147	0.0978	0.9172
-0.5153	-0.6968	-0.1391	0.9805	-0.7789	1.4376	0.2205	0.104	0.9182
-0.5164	-0.6796	-0.1329	0.9737	-0.7831	1.4386	0.2184	0.1034	0.8988
0.7612	-1.0104	0.7219	-6e-04	0.9244	0.4959	-0.0238	-1.6514	0.7172
0.9536	-1.5188	0.6956	0.3329	0.7761	0.5928	0.0311	-1.5215	0.7418
0.9528	-1.3565	0.7233	0.3337	0.8147	0.5944	0.0113	-1.5176	0.7458
-0.1851	-0.2557	0.0479	0.1795	0.1531	0.4603	-0.0589	-0.2604	0.0882
-0.2793	-3.0607	-0.091	0.021	-0.4149	0.8833	-0.148	0.1085	-0.0781
-0.2988	-3.3836	-0.0998	0.1609	-0.5146	0.91	-0.1223	0.0963	-0.111
-0.4081	-0.3538	0.3916	0.0986	-1.1269	0.1845	-0.4831	0.1489	0.5126
1.0806	0.4479	0.0104	1.0647	-0.5267	-1.2979	-0.0336	-0.1844	-0.3552
0.771	0.3901	-0.139	1.6842	-0.3193	-1.5578	0.4213	-0.3498	0.2202
0.99	1.3509	-0.2175	0.6862	-0.1288	-1.1775	-0.2439	-0.1914	-0.0349
0.708	0.1061	-0.3498	-0.839	-0.2108	-1.0804	-0.6306	0.3515	-0.1051
0.6303	-2.4045	-0.5534	-0.3262	-0.7782	-0.5889	-0.547	0.4827	-0.2402
1.0831	-0.0325	0.0237	-0.1161	-0.314	-0.7414	0.27	0.0305	-0.1758
