"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.1173	0.2091	0.3415	0.0895	0.1433	-0.4681	-0.7755	0.8603	0.8015
-0.5265	-0.6743	-0.1422	0.97	-0.7913	1.3457	0.2154	0.1084	0.9192
-0.5066	-0.6752	-0.1485	0.9743	-0.7839	1.4364	0.2244	0.0997	0.9097
-0.5192	-0.6787	-0.1463	0.9655	-0.7971	1.3138	0.2243	0.1027	0.9077
-0.5201	-0.6768	-0.1393	0.9713	-0.7945	1.4351	0.2206	0.1042	0.8445
-0.5185	-0.6774	-0.1381	0.9733	-0.7087	1.434	0.2206	0.0929	0.9119
-0.5176	-0.6778	-0.1422	0.977	-0.7942	1.4423	0.2231	0.0963	0.9186
-0.5163	-0.6772	-0.1397	0.9808	-0.7899	1.4352	0.2123	0.0993	0.9153
-0.5282	-0.6718	-0.1503	0.9702	-0.7895	1.444	0.2267	0.0992	0.9109
-0.5142	-0.6771	-0.1508	0.977	-0.7901	1.4415	0.2142	0.0973	0.9138
-0.5198	-0.677	-0.1193	0.9778	-0.7909	1.433	0.2187	0.0953	0.9076
0.8191	-1.1891	1.3523	0.2856	0.5356	0.6944	-0.0091	-1.6575	0.7244
0.9506	-1.5219	1.3362	0.3276	0.4318	0.6074	0.0133	-1.4192	0.7607
0.9554	-1.5256	1.328	0.3187	0.4237	0.6025	0.0147	-1.5166	0.7483
-0.2	-0.0516	0.2247	0.0921	0.1727	0.4676	0.0515	-0.3344	0.029
-0.3612	-3.3829	-0.1851	0.0374	-0.3903	1.0383	-0.4958	0.0036	0.0215
-0.3787	-3.076	-0.1469	0.0104	-0.3504	0.9615	-0.4429	-0.0167	0.0433
-0.4058	0.0118	0.3871	0.0993	-1.1307	0.469	-0.4817	-0.0626	-0.1905
0.0651	0.4613	0.0148	1.0466	-0.5254	-1.2941	0.2365	-0.2182	-0.0619
0.7609	0.385	-0.0601	0.179	-0.3071	-1.5678	0.4114	-0.3481	0.2118
-0.4564	1.3771	-0.0609	0.6841	-0.141	-1.1684	0.1099	-0.0574	-0.068
0.3637	0.4237	-0.3512	-0.8286	-0.145	-1.1981	-0.5277	0.2459	0.1274
-0.445	0.3269	-0.2591	-0.338	-0.2	-1.0092	-0.3948	0.2198	0.0535
1.0833	-0.0378	0.0319	-0.1155	-0.3176	-0.7299	0.2683	-0.0605	0.1711
1.0931	-0.0331	0.019	-0.1203	-0.3173	-0.7245	0.2651	-0.092	0.1534
1.0871	-0.0312	-0.0064	-0.1256	-0.3093	-0.7154	0.2644	0.0276	0.1315
1.0791	0.3597	-1.0671	-0.1722	-0.3251	-1.9954	-1.7804	0.2841	-0.1992
1.0803	0.3594	-1.0703	-0.1739	-0.2919	-1.9791	-2.0346	0.2896	-0.2131
-0.0233	0.0402	-0.6869	0.6616	-2.1125	-0.5801	0.2094	-0.0274	-1.9779
1.4912	-1.607	0.0662	0.399	-0.3967	-0.4162	-0.8685	0.7907	0.6991
-1.4622	0.3945	-1.5428	-0.3902	1.948	0.0633	-0.3431	1.5034	-2.5987
10.9082	-12.7489	-10.8065	-0.1027	-0.1027	5.6019	-2.1552	6.3495	-0.2438
-0.1215	0.0906	-1.1268	-1.4991	-1.1252	0.962	-1.4673	-7.8826	-0.1468
-0.0624	0.2876	-0.9787	-0.1632	0.6542	1.2126	-1.1676	-8.1046	0.0166
-0.0321	0.076	0.0627	-0.6543	1.0433	-0.1587	-0.6809	0.7468	-1.5014
1.2665	0.7142	0.6827	0.7518	1.3446	0.0769	0.6316	-1.1668	0.8622
0.3165	-0.2491	0.8156	0.2892	1.2988	0.2152	0.3618	0.5656	0.5116
1.9062	0.4104	0.3259	-3.3497	1.1717	0.0802	-0.9516	1.2466	0.7154
1.8987	0.4406	0.2927	-3.7865	1.1633	0.045	-1.1426	1.3774	0.7502
0.6422	0.282	0.5571	-0.0172	1.0647	0.5188	-0.2308	0.9208	0.3437
0.6398	0.2824	0.5144	-0.0222	1.0591	0.5592	-0.2442	0.9217	0.3304
0.8617	0.7285	0.5829	-0.9599	0.9352	0.206	-0.067	0.8244	0.3999
0.1641	0.5291	1.8033	-0.6035	0.2894	-0.8582	-2.6458	1.5696	-0.3823
0.1742	0.4602	1.799	-0.5683	0.2879	-0.8538	-2.6452	1.5674	-0.3825
0.5304	-2.4869	0.2726	0.8536	-0.2827	1.7012	-0.2096	1.485	-2.2383
-0.6029	-0.928	0.7384	1.2693	0.2708	1.348	-0.4244	0.5056	0.4611
-0.5934	-0.9473	0.7461	1.2713	0.2627	1.3502	-0.4215	0.5059	0.4586
-0.5962	-0.9468	0.7408	1.2689	0.2853	1.3602	-0.4191	0.4566	0.4636
-0.5967	-0.9451	0.7438	1.1815	0.2823	1.3564	-0.4188	0.5219	0.4629
-0.5952	-0.948	0.7429	1.2686	0.2854	1.3542	-0.382	0.5047	0.4625
-0.0905	-3.9738	0.4747	0.3148	-1.6084	1.7818	0.5088	1.4873	-2.1764
-0.1063	-3.9814	0.4846	0.3192	-1.6233	1.7852	0.5022	1.4762	-2.2013
-0.1196	0.0977	-0.2016	-0.2147	-0.0912	0.2055	-2.0552	1.8174	0.016
0.0218	1.1552	-0.2373	0.9185	-1.0998	-1.8177	1.279	-0.7675	0.8095
0.0178	1.1612	-0.2341	0.9241	-1.0991	-1.8124	1.2698	-0.764	0.811
0.0125	1.1735	-0.2182	0.9277	-1.1077	-1.818	1.2817	-0.7637	0.8141
0.0251	1.1633	-0.2467	0.8702	-1.0994	-1.8177	1.2796	-0.7642	0.8201
0.0236	1.1647	-0.2453	0.9304	-1.0981	-1.8301	1.2858	-0.7618	0.8149
1.145	0.0207	1.2915	-0.0315	1.6997	-1.3689	0.4646	-1.7996	-0.4347
-0.4452	1.1745	-0.2164	0.0712	0.5943	-0.1659	0.0126	0.1981	0.1711
-0.1706	-2.5871	0.3909	-0.6934	-8.0758	-0.0325	-5.1008	-1.0811	-1.6643
-0.3663	-1.5337	0.6057	0.7582	-0.7557	-0.7308	1.8705	-1.5263	-2.0069
-0.7569	-1.0565	-0.9915	-1.3175	0.4345	0.7646	-1.3436	0.83	-0.1366
-2.1337	-1.0587	-1.8618	-2.3076	0.5651	0.2741	-1.7856	1.3856	-0.0398
0.3991	-1.0724	-1.0334	-0.7327	0.3958	0.7438	-1.081	0.6862	-0.1639
-0.7503	-1.3722	-0.5789	1.2419	1.3906	1.3661	-1.2016	0.7251	-0.2232
-0.7604	-1.376	-0.5816	1.254	1.3824	1.3654	-0.983	0.7218	-0.1859
-0.7656	-1.3557	-1.083	-2.1623	-1.1126	0.6112	-1.4378	0.9378	-0.3274
-0.4356	0.0989	-0.0011	-0.6103	4.8138	-0.6446	-3.5492	-2.033	8.7015
0.5878	0.5914	-0.0631	0.9191	-0.149	-0.003	0.7088	-0.346	0.0126
0.8234	0.9328	-0.0199	-0.6284	1.3216	0.4696	-1.3856	0.1197	0.8382
-0.1236	-0.7526	0.3823	0.7907	-0.7917	1.2975	-1.9978	0.0534	-1.1876
-0.1212	-0.7478	0.38	0.7936	-0.7914	1.2978	-1.8642	0.0626	-1.276
-0.1303	-0.7255	0.3774	0.7951	-0.7839	1.2924	-1.9866	0.059	-1.2835
-0.1207	-0.7526	0.3049	0.788	-0.7898	1.3056	-1.9919	0.0472	-1.275
-0.1218	-0.7589	0.3761	0.7931	-0.7905	1.2928	-1.9951	0.0527	-1.1915
1.9025	1.8735	0.7217	0.9261	0.1374	-0.4921	1.0458	-0.911	-0.1263
0.6352	0.5479	2.2468	0.6266	0.0307	0.7704	-0.8942	0.1682	0.7956
1.009	0.5577	2.0469	-0.9218	-0.006	0.4465	-0.7949	0.7031	0.7115
-0.7443	0.0378	0.5173	0.8115	0.9769	-0.727	0.2367	0.2458	1.3727
-0.6855	0.01	0.5084	0.8097	0.9887	-0.718	0.2339	0.244	1.3947
-1.3586	0.1282	0.5589	0.5634	0.8912	-0.6271	0.1472	0.3788	1.3643
1.03	0.1489	1.2436	0.1816	0.4892	-0.1016	-0.0867	-0.2677	-0.3897
1.029	0.136	1.2216	0.1881	0.463	-0.0603	-0.055	-0.3076	-0.4253
-0.5193	0.6811	-0.2943	-0.9566	0.0761	-0.406	-0.269	0.3215	0.2637
-0.4657	0.9222	-0.306	-0.8458	0.1236	-0.4189	-0.1894	0.2822	0.2996
-0.3961	0.3615	-0.0219	0.6371	0.2676	1.4561	0.2852	-1.4674	0.4625
-0.4366	0.3659	-0.045	0.6285	0.2692	1.4549	0.2327	-1.4694	0.3898
-0.4337	0.3711	-0.0133	0.6312	0.2623	1.2978	0.3345	-1.4657	0.4612
-0.435	0.3667	-0.0079	0.6338	0.2612	1.3115	0.3462	-1.46	0.467
-0.4085	0.5148	-0.2806	-0.1486	0.7418	-0.1427	-0.1278	0.1204	0.3686
-1.438	-1.4462	-0.4375	0.0495	-0.3417	0.3241	-0.1791	0.3187	0.0733
0.2222	0.3605	-0.0466	-1.6731	1.115	-0.6524	-0.7732	0.8507	-1.2505
-0.1948	-1.5688	0.0498	0.1973	-0.1546	0.6357	-0.1801	-0.1441	0.064
-0.3769	0.4588	-0.3477	-0.0431	-0.0341	-0.1509	-0.1449	0.2492	0.1279
-0.6035	0.0064	-0.1114	-0.6518	-0.3405	-0.3292	0.0981	0.7839	0.1738
-0.4936	-0.1565	0.6483	1.3295	-0.3254	1.0745	0.0983	0.6504	-0.033
-0.5028	-0.1525	0.6484	1.3326	-0.3117	0.9512	0.1607	0.6574	-0.0281
-0.4969	-0.8488	-0.7936	1.1866	-1.2613	1.0002	-1.2409	1.1	-0.4539
-0.5647	-0.8352	-0.7879	1.1901	-1.1123	0.9997	-1.2444	1.1089	-0.4631
-0.5693	-0.8371	-0.8005	1.1786	-1.2622	0.9999	-1.2392	1.0133	-0.4602
-0.5532	-0.8467	-0.7848	1.1771	-1.2672	1.0065	-1.2482	1.1137	-0.4518
-0.2924	0.8426	-0.2291	1.0269	0.2433	-0.3046	1.0715	-1.3885	-0.1957
-0.2909	0.826	-0.2163	1.0368	0.246	-0.2853	1.0479	-1.4061	-0.1946
-0.2861	0.7448	-0.4412	0.4782	-1.6133	-0.6311	0.7863	0.5481	0.403
-0.2834	0.6077	-0.4533	0.4674	-1.6159	-0.6416	0.7893	0.5528	0.409
-0.1804	-1.4122	0.1351	0.28	-0.0841	0.6858	-0.1753	-0.1581	0.1367
-1.6797	0.6787	-0.8404	2.5692	-0.5269	0.9922	1.3412	-1.5854	-0.1098
-1.6681	0.8839	-0.8265	2.5621	-0.5295	0.8896	1.3959	-1.5809	-0.0829
-0.1536	0.4539	-2.5277	0.2856	0.3091	-1.0786	1.1006	-0.1251	0.4814
-0.1708	0.4472	-2.5272	0.2838	0.3109	-1.0712	1.1092	-0.1326	0.4751
-0.1541	0.4583	-2.5253	0.2825	0.307	-1.0084	1.0895	-0.1412	0.4761
-0.3933	0.4065	-0.5962	1.5439	-0.2917	-0.2093	2.2971	-4.4759	0.2986
0.6071	-0.5251	-0.9912	0.3475	-0.7877	-0.0246	0.0359	-0.5248	0.3945
1.645	1.3898	-1.0517	1.2431	-0.3161	-0.0794	0.3696	-0.7742	-0.8843
1.6391	1.4044	-1.068	1.1095	-0.3013	-0.0869	0.3313	-0.7775	-0.8881
0.8516	1.0109	-0.1012	1.4543	0.6642	0.2698	0.6465	-1.4411	0.9658
0.8517	1.0099	-0.0497	1.4564	0.6081	0.2736	0.7705	-1.5688	0.9646
-0.184	1.0792	-0.409	0.1876	0.9361	-0.2609	0.5072	-0.2655	0.5311
-0.182	1.0746	-0.4098	0.2028	0.9324	-0.274	0.5239	-0.2863	0.5266
0.5688	1.0221	0.1544	0.7138	-0.5304	-0.7933	1.5911	-0.5021	0.0011
0.5679	1.0348	0.1651	0.7792	-0.4704	-0.8021	1.5968	-0.4999	4e-04
