"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.1844	0.2148	0.4018	0.1434	-0.1067	-0.5127	-0.6375	0.3655	0.048
-0.5216	-0.6773	-0.1426	0.9698	-0.7887	1.3307	0.2256	0.0977	0.912
-0.5238	-0.6798	-0.1437	0.9805	-0.7854	1.439	0.2028	0.0972	0.91
-0.5165	-0.6618	-0.137	0.9721	-0.8008	1.3485	0.2226	0.1048	0.9161
-0.515	-0.6755	-0.1369	0.9735	-0.7918	1.4373	0.22	0.1072	0.9191
-0.5169	-0.6766	-0.1526	0.9418	-0.7928	1.4362	0.2148	0.1106	0.9111
-0.5252	-0.6723	-0.1466	0.96	-0.7868	1.4246	0.2206	0.101	0.8827
-0.5186	-0.6718	-0.1459	0.976	-0.7965	1.4401	0.2042	0.0979	0.9077
-0.5236	-0.6768	-0.1358	0.9734	-0.7885	1.4379	0.2198	0.1053	0.9165
-0.517	-0.6653	-0.1416	0.9729	-0.7997	1.4307	0.2304	0.1016	0.872
-0.5202	-0.6846	-0.1416	0.9858	-0.7911	1.4376	0.176	0.1088	0.915
0.8162	-1.288	1.3166	0.4354	0.5564	0.6936	-0.0061	-1.6536	0.7174
0.9508	-1.5187	1.3592	0.3314	0.5072	0.6076	0.061	-1.5281	0.7597
0.9582	-1.3447	1.4121	0.3241	0.5385	0.6004	0.0166	-1.5271	0.7599
-0.1948	-0.1803	0.0166	-0.0306	0.177	0.3389	0.053	-0.3688	-0.0822
-0.1459	-0.183	0.0374	0.0095	0.2826	0.4484	-0.0185	-0.512	0.1706
-0.1286	-0.1857	-0.0152	0.0114	0.2655	0.4435	0.0094	-0.4944	0.1585
-0.4129	-0.4212	0.3878	0.103	-1.1315	0.334	-0.4849	-0.1595	0.5143
0.0838	0.0049	0.002	1.043	-0.5252	-1.2971	0.064	-0.1077	-0.3433
0.7579	0.3753	-0.0602	1.7154	-0.3897	-1.5589	0.4193	-0.3442	0.2043
-0.4839	1.379	-0.2252	-0.1451	-0.1288	-1.2397	-0.2767	0.1614	-0.033
-0.0464	0.1179	-0.2198	-0.8369	-0.2312	-1.0567	-0.4233	0.2797	-0.1175
-0.4475	-2.3628	-0.5247	0.2832	-0.4793	-0.6421	-0.3728	0.0815	0.1214
0.9381	-0.0224	0.012	-0.1297	-0.3124	-0.7334	0.269	0.0278	-0.2127
1.0871	-0.0317	0.0249	-0.1248	-0.3161	-0.724	0.2762	-0.0757	-0.2463
1.0869	-0.0453	0.0184	-0.1256	-0.3117	-0.7241	0.2689	-0.0351	-0.2356
1.0734	0.3565	-0.9811	-0.1714	-0.3061	-1.9836	-2.0461	0.2955	-0.2023
1.083	0.3616	-1.0637	-0.1654	-0.318	-1.9921	-1.7278	0.2863	-0.2063
0.4214	0.0412	-0.6766	0.6547	-2.1142	-0.3173	2.0656	-0.4772	-1.9763
0.1312	-1.591	0.1832	0.2562	-0.3821	-0.2902	-0.7632	0.439	0.1772
-1.4499	-0.9554	-2.5296	1.0412	2.1663	0.2951	-0.2545	0.649	1.1374
-8.8794	-2.2676	1.8758	-0.1068	-0.088	-7.0035	9.1032	-4.7466	-11.1497
-0.1187	-2.2917	-0.0955	-1.51	-1.1232	2.8076	0.9596	-3.5492	-0.4508
0.0403	-2.2313	-0.1756	-0.1796	0.6556	2.5974	1.1091	-3.8419	0.0166
0.3154	0.0703	0.0727	-0.6463	-0.426	-0.1557	-0.6892	0.7242	-1.5439
1.2867	0.613	0.9816	0.7583	1.5371	-0.1557	0.531	-1.1493	1.0912
0.3278	-0.2655	0.8179	0.2944	1.3105	0.6977	0.3787	-1.2408	0.4691
1.8853	0.6398	0.7547	-3.7133	1.1786	0.4218	-0.4989	0.6404	-0.2824
1.9033	0.4042	0.7567	-2.0855	1.1724	0.4565	-0.1844	0.2555	-0.1318
0.631	0.2367	0.5554	-0.0254	1.0598	0.5578	-0.2355	0.9094	0.2744
0.635	0.276	0.5559	-0.0213	1.025	0.5463	-0.2334	0.9098	0.2497
0.8726	0.7331	0.5563	-0.9643	1.0647	0.3957	-0.12	0.2413	0.0276
0.1817	0.5382	1.8139	-0.5694	0.4761	-0.853	-2.6493	1.5585	-0.3732
0.1753	0.5322	1.8085	-0.5649	0.4873	-0.8524	-2.6421	1.5572	-0.3777
0.5459	-0.475	0.5021	0.8566	-0.2854	-1.5906	0.7396	1.2167	-6.4537
-0.6005	-0.9494	0.7402	1.2754	0.2884	1.3503	-0.4198	0.4219	0.4725
-0.6037	-0.9459	0.748	1.2814	0.2869	1.3601	-0.4268	0.5131	0.4452
-0.6006	-0.9412	0.7364	1.1434	0.2823	1.3485	-0.4279	0.5087	0.4702
-0.6055	-0.9495	0.7403	1.273	0.2744	1.3597	-0.4265	0.5025	0.4671
-0.6047	-0.9459	0.6867	1.2654	0.2884	1.3589	-0.4301	0.5079	0.4718
-0.1007	-3.9812	0.4047	0.3064	-1.6218	-1.0483	0.5083	1.482	-6.4406
-0.0936	-3.6624	0.472	0.2954	-1.6127	-1.0947	0.5074	1.4822	-6.4572
-0.1243	0.1066	0.8927	-0.2167	0.3101	0.2002	-2.0519	1.8068	0.9479
0.0239	1.1619	-0.2496	0.9268	-1.1008	-1.7124	1.2874	-0.7696	0.8193
0.0159	1.1621	-0.2497	0.9192	-1.1074	-1.7613	1.2902	-0.7672	0.8186
0.0132	1.1631	-0.2431	0.9282	-1.1019	-1.7138	1.286	-0.7629	0.8163
0.0178	1.1627	-0.245	0.9321	-1.1218	-1.8196	1.3217	-0.7646	0.8141
0.0194	1.1026	-0.2441	0.9235	-1.114	-1.8189	1.2896	-0.7657	0.8239
1.146	0.6863	1.2542	-0.0269	1.6848	-1.3566	0.4819	-1.8043	-0.4286
-0.3285	0.356	-0.6588	0.0658	0.581	0.0625	0.0467	0.1355	-0.3318
-0.1721	-2.5843	0.4436	-1.9333	5.3738	1.5552	4.0001	-8.5774	-2.7435
-0.3551	-1.537	0.6049	0.5023	-0.767	-0.7409	1.8705	-1.5185	-2.011
-0.7201	0.0717	-0.8043	-0.5391	1.2483	0.8099	-1.1136	0.7219	-0.1652
-2.1454	-0.0426	-1.9069	-2.3125	1.4158	0.3012	-1.4088	1.3581	-0.0751
0.3967	0.0603	-0.7155	-0.7118	1.0589	0.7028	-0.9372	0.6409	-0.3871
-0.7513	-1.3571	-0.5802	1.2755	1.2809	1.3607	-1.2141	0.7235	-0.1767
-0.7538	-1.3669	-0.5863	1.2715	1.3848	1.3612	-1.2155	0.6303	-0.1859
-0.8713	1.6667	-0.7381	-2.1689	1.4426	0.5657	-1.3033	1.0836	-0.3037
-0.4304	0.1023	0.0105	-0.6178	2.7557	-0.6242	-5.718	-0.1531	-8.0673
0.5933	0.5908	-0.0491	0.9346	-0.1277	-0.0019	0.4363	-0.3477	1.0814
-0.2351	0.9336	-0.027	-0.6279	1.3135	0.3727	-0.5519	-0.0085	0.8727
-0.133	-0.7587	0.3828	0.6714	-0.7851	1.2977	-1.988	0.0627	-1.2815
-0.1284	-0.7514	0.3746	0.7962	-0.7909	1.2944	-1.9976	0.0911	-1.2856
-0.1294	-0.7589	0.3747	0.7815	-0.7826	1.292	-1.9888	0.0639	-1.2081
-0.1237	-0.7601	0.3829	0.7867	-0.7918	1.2864	-1.865	0.0595	-1.2797
-0.1248	-0.7597	0.2994	0.7856	-0.7932	1.2937	-1.9967	0.0509	-1.2783
1.9277	1.8732	0.7675	0.3089	-0.0829	-0.4949	1.0125	-0.9128	-0.9034
0.6338	0.5585	1.2238	0.6262	7.5212	0.7713	-0.9029	0.1668	0.8128
1.015	0.5588	0.9681	-0.9027	7.5375	0.6067	-0.793	0.7064	0.7022
-0.734	0.0094	0.058	0.729	0.9783	-0.6911	-0.0839	0.148	1.73
-0.7386	0.0071	0.0808	0.8057	0.9683	-0.7113	-0.0391	0.1087	1.7637
-1.3603	-0.0521	0.0514	0.265	0.1443	-0.6578	-2e-04	0.2981	1.5761
1.1907	0.0206	1.0847	0.1953	0.2638	0.0334	-0.2146	-0.4825	-0.3777
1.1616	0.0291	1.0807	0.1808	0.2739	0.0169	-0.2179	-0.398	-0.4322
-0.4124	0.9605	-0.3856	-0.8	0.0888	-0.4159	0.0446	0.3345	0.0268
-0.4997	0.6758	-0.2986	-0.9434	0.0548	-0.3549	-0.0212	0.426	0.0968
-0.4389	0.367	0.0199	0.633	0.2629	1.3633	0.3069	-1.463	0.4652
-0.436	0.3648	-0.004	0.6083	0.2629	1.4551	0.3	-1.464	0.4597
-0.4334	0.3684	-0.0073	0.6272	0.2653	1.4612	0.2815	-1.3466	0.4679
-0.4304	0.3726	-0.0044	0.6338	0.269	1.3707	0.3175	-1.4605	0.4695
0.0774	0.0782	-0.4554	2.3396	0.733	-0.1389	0.4045	-0.2555	0.3953
-1.4349	-1.4784	-0.6659	-0.043	-0.1521	0.4332	-0.16	0.2497	0.4028
0.3853	-0.1416	-0.0297	-0.2118	-0.4597	-0.3199	-0.4898	0.6271	-1.5674
-0.3912	-1.5812	-0.0282	0.2359	0.0558	0.62	-0.0071	-0.4991	0.2374
-0.2413	0.3025	-0.3758	0.0432	-0.043	0.0089	0.1031	0.2036	0.0429
-0.5971	-2.2364	-0.4116	-0.6845	-1.0544	-0.2851	0.1078	1.0903	-0.0417
-0.4947	-0.1528	0.6496	0.9458	-0.3179	1.0615	0.1486	0.6546	-0.026
-0.4815	-0.155	0.6434	1.3046	-0.3254	0.9797	0.1497	0.6552	-0.0277
-0.5673	-0.8386	-0.7903	1.0483	-1.2691	1.0027	-1.2423	1.1043	-0.4585
-0.5744	-0.8405	-0.7871	1.1796	-1.2736	0.9936	-1.1899	1.1019	-0.4556
-0.5658	-0.8324	-0.7948	1.1846	-1.2699	0.9365	-1.2438	1.1108	-0.4535
-0.5266	-0.8424	-0.7994	1.1881	-1.2732	1.0002	-1.2419	1.1065	-0.4593
-0.2898	-1.1814	-0.8382	1.0369	0.249	-0.2151	0.9408	-1.2919	-0.199
-0.2321	-1.1843	-0.8471	1.031	0.2619	-0.2	0.965	-1.4018	-0.1958
-0.276	0.739	-0.4422	0.4694	-1.412	-0.6363	0.7845	0.5541	0.4001
-0.2713	0.6187	-0.4458	0.4686	-1.6075	-0.6423	0.7905	0.5556	0.4032
-0.2559	-1.4111	-0.0387	0.094	-0.0235	0.5596	0.0118	-0.4354	0.1328
-1.6779	0.8814	-2.2921	2.5228	-0.4165	0.9811	0.7428	-1.3097	0.3077
-1.6815	0.8811	-2.2965	1.7152	-0.5217	0.991	0.5703	-1.137	0.2092
-0.1571	0.459	-2.5332	0.2802	0.2183	-1.0776	1.1115	-0.1306	0.4737
-0.1603	0.4598	-2.5406	0.3004	0.3026	-1.0723	1.1004	-0.1239	0.4776
-0.1635	0.4547	-2.5407	0.3318	0.3074	-1.0733	1.1166	-0.1318	0.4934
-0.3833	0.3961	-2.0042	1.5481	-0.0323	0.0055	1.8259	-4.3937	0.369
0.5738	-0.522	-0.23	0.3541	-0.7876	-0.0263	0.048	-0.5265	0.3957
1.6304	1.4136	-1.0678	1.2537	-0.2527	-0.0802	0.3316	-0.7738	-0.9007
1.6342	1.4054	-1.0594	1.241	-0.3093	-0.0881	0.336	-0.771	-0.8999
0.8546	1.0093	0.0334	1.3015	0.5057	0.0261	0.6416	-1.5668	0.9666
0.8468	1.0079	0.0023	1.4628	0.5015	0.0453	0.6582	-1.5801	0.8596
-0.1849	1.0742	-0.4087	0.1813	0.9389	-0.2496	0.5289	-0.273	0.5227
-0.179	0.9995	-0.4182	0.1878	0.9434	-0.2615	0.5136	-0.2807	0.5334
0.5769	1.0346	0.1667	0.7772	-0.5278	-0.8071	1.5918	-0.499	-0.0215
0.5732	1.0316	0.15	0.7775	-0.5266	-0.8043	1.595	-0.4977	-0.0051
0.5765	0.947	0.157	0.7697	-0.5237	-0.8025	1.5937	-0.5049	-0.0062
0.3138	-0.7388	-0.5635	1.7871	-0.3048	1.2875	-0.077	0.7153	0.9186
0.0759	2e-04	-0.4514	1.4856	1.1088	0.8993	0.1166	-0.3105	0.5298
0.0597	-0.0031	-0.4664	1.4808	1.5303	0.9104	0.065	-0.341	0.6804
0.065	0.0011	-0.4618	1.4866	1.5325	0.844	0.0771	-0.2963	0.708
0.857	0.3961	-0.2048	0.0369	-0.5041	0.1598	0.2978	-0.0647	-0.186
0.7855	0.3915	-0.2624	0.0343	-0.7688	0.1515	0.3444	-0.0373	-0.2657
0.8507	0.3977	-0.1568	0.0843	-0.7721	0.1417	0.3974	-0.0706	-0.241
0.8072	0.3922	-0.2502	0.0416	-0.7908	0.1106	0.3399	-0.0324	-0.2493
0.778	0.9747	-0.2766	1.1518	1.5515	0.0925	0.3378	-0.2976	0.5641
0.742	0.9764	-0.3089	1.1482	1.5391	0.1285	0.2959	-0.2437	0.5676
0.4585	-0.2991	-0.3376	1.7133	0.9574	0.9971	-0.4725	1.2529	0.215
0.4671	-0.2933	-0.3785	1.7167	0.9535	0.8901	-0.4662	1.245	0.2153
0.4603	-0.3039	-0.3712	1.7219	0.9518	0.9996	-0.4753	1.2433	0.223
1.2019	0.401	-4.2211	2.0324	1.1908	3.0048	3.0933	4.0061	8.1136
-0.3093	1.8403	-0.5645	-0.2246	0.3721	-0.204	-0.4641	0.3916	0.0039
-0.5189	1.8294	-0.9574	-1.0093	0.2828	0.6747	-1.0116	-0.1189	-0.4113
0.3096	-0.0292	0.8923	0.471	2.5359	0.3222	0.7503	-1.9372	-1.7356
0.0932	-2.7507	0.6399	0.7018	2.086	0.8052	0.8135	-2.2043	-1.8952
-0.5436	-0.6744	0.0871	-0.9067	0.1718	0.4865	-0.2097	0.0124	0.1529
-0.5452	-1.1459	0.086	-0.7796	0.0976	0.5158	-0.1921	-0.0704	0.1561
-0.2719	-0.1234	0.1848	-0.3013	0.1205	0.3516	-0.1001	-0.1611	0.1772
-0.3513	0.1893	0.2222	-0.5388	0.2358	0.2565	-0.0735	-0.1196	0.1557
-1.0556	1.0507	-7.0287	-0.8218	-0.5271	-5.6114	3.1247	-8.6462	-2.5867
0.1001	0.3305	0.1937	0.0162	1.1933	-1.391	-2.2059	-0.1997	1.8064
0.2652	-0.1889	0.3406	-1.2311	-0.4753	-0.811	-0.2224	0.8815	-1.4037
-0.4106	1.5451	0.1262	0.0376	0.2822	0.2944	0.4553	-1.5587	-0.5277
-1.2991	0.9742	-0.049	0.4856	0.2875	0.44	0.3498	-1.5752	-0.3122
-1.496	1.6259	0.0017	-0.7401	0.4184	0.3946	0.1114	-1.2854	-0.348
-2.2057	0.9116	-0.2086	1.3979	0.2519	0.6627	0.7034	-3.0221	-0.2817
