"","site_code","Taxon","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","rootDiam.mm","SRL.groot.cahill.merge","RTD.groot.cahill.merge","RMF.g.g","local_lifespan","local_lifeform","functional_group","plant_id","impute.leafN.mg.g","impute.height.m","impute.rootN.mg.g","impute.SLA_m2.kg","impute.root.depth_m","impute.rootDiam.mm","impute.SRL.groot.cahill.merge","impute.RTD.groot.cahill.merge","impute.RMF.g.g","leafN.final","height.final","rootN.final","SLA.final","root.depth.final","rootDiam.final","SRL.final","RTD.final","RMF.final"
"1","lygraint.no","AGROSTIS CANINA",0,20.86288625,0.4223,9.3,31.98710699,0.254,0.15,NA,NA,0.34295,"PERENNIAL","GRASS","GRASS",24,22.3336261505803,0.392308714028876,9.09392917386628,29.6079776558974,0.256827414443894,0.153769134340355,84.0578435452755,0.18202337228207,0.349152650047986,20.86288625,0.4223,9.3,31.98710699,0.254,0.15,84.0578435452755,0.18202337228207,0.34295
"2","lygraint.no","AGROSTIS CAPILLARIS",1,27.65006595,0.393022873,8.907142857,44.73267142,0.3048,0.128571429,141.2639378,0.153459029,0.425077037,"PERENNIAL","GRASS","GRASS",25,27.7140847623933,0.374089295275372,8.94354048030728,40.1942322979708,0.301167752184915,0.132360643714236,134.850563626159,0.153012690712263,0.41776981661808,27.65006595,0.393022873,8.907142857,44.73267142,0.3048,0.128571429,141.2639378,0.153459029,0.425077037
"3","rhijn.nl","AGROSTIS GIGANTEA",2,16.68362333,0.935333333,NA,26.28771712,0.3556,NA,NA,NA,0.387208633,"PERENNIAL","GRASS","GRASS",26,18.1872436930626,0.761447124004571,8.02818780191429,22.3117906857269,0.35474698075855,0.174060255140613,70.1435598881441,0.187158772519677,0.379116270672338,16.68362333,0.935333333,8.02818780191429,26.28771712,0.3556,0.174060255140613,70.1435598881441,0.187158772519677,0.387208633
"4","marcdrt.ar","AGROSTIS MONTEVIDENSIS",-7.5,NA,0.229358974,NA,12,NA,NA,NA,NA,NA,"PERENNIAL","FORB","GRASS",27,23.4720797068376,0.283037089304894,7.58982043946571,16.1635662782722,0.328868437854095,0.171800565210513,58.0577495297737,0.225402082225982,0.382067530467339,23.4720797068376,0.229358974,7.58982043946571,12,0.328868437854095,0.171800565210513,58.0577495297737,0.225402082225982,0.382067530467339
"5","passogavia.it","AGROSTIS RUPESTRIS",-0.06,16.9302,0.035,NA,15.5,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS",28,18.9065724080255,0.0642705302845089,7.14844003875604,17.8456627578947,0.288130062674507,0.187099316095022,56.7745932908226,0.243419734174784,0.421459444352547,16.9302,0.035,7.14844003875604,15.5,0.288130062674507,0.187099316095022,56.7745932908226,0.243419734174784,0.421459444352547
"6","cedartrait.us","AGROSTIS SCABRA",0.833333333,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,NA,"PERENNIAL","GRASS","GRASS",29,31.3001133618236,0.278783347574135,9.34232727216808,17.4147658704,0.304818070783632,0.208327425101881,117.604031255571,0.198886512331627,0.378108537379937,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,0.378108537379937
"7","kernb.ca","AGROSTIS SCABRA",-0.5,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,NA,"PERENNIAL","GRAMINOID","GRASS",30,30.8434832228513,0.278663409411046,9.35668291243602,17.3709999114528,0.305080936972126,0.209195543629246,117.488843021097,0.198942352679255,0.37841866941451,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,0.37841866941451
"8","mattheis.ca","AGROSTIS SCABRA",-1.5,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,NA,"PERENNIAL","GRASS","GRASS",31,31.0780241125949,0.28035229935728,9.36495993859083,17.3919152535358,0.305499062187561,0.208645450735029,118.082218554888,0.199307716118436,0.377610461682784,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,0.377610461682784
"9","cedartrait.us","AGROSTIS STOLONIFERA",2.666666667,31.5111841,0.385,4.9,16.89577067,0.3048,0.1,11.32952711,0.239,0.363783369,"PERENNIAL","GRASS","GRASS",32,31.1505487237268,0.385531309843075,4.94824493337994,16.9191203301208,0.307859017558599,0.104288984662949,13.629955170331,0.245499017895956,0.363756675419816,31.5111841,0.385,4.9,16.89577067,0.3048,0.1,11.32952711,0.239,0.363783369
"10","elvadrt.ee","AGROSTIS STOLONIFERA",0,31.5111841,0.385,4.9,16.89577067,0.3048,0.1,11.32952711,0.239,0.363783369,"PERENNIAL","GRASS","GRASS",33,30.9972208679687,0.384975370839115,4.96609545803523,16.9379095515079,0.308663576948566,0.103680907907265,13.4546647021962,0.244461763969628,0.363914329110203,31.5111841,0.385,4.9,16.89577067,0.3048,0.1,11.32952711,0.239,0.363783369
"11","cedartrait.us","ANDROPOGON GERARDII",-2.6,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS",52,15.9540606727688,0.126103720283192,14.2915324772719,35.14412226751,0.506992284930188,0.697160475764904,60.145400283969,0.278391270093572,0.466973796614018,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279
"12","brookdale.ca","ANDROPOGON GERARDII",10.56944444,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS",53,15.9491903773801,0.125445191537704,14.2919820169338,35.1692453456642,0.506507762989849,0.697586779751997,60.2264957220977,0.278060330097479,0.467035946800999,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279
"13","cedarsav.us","ANDROPOGON GERARDII",-10.42619047,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS",54,15.9512194864173,0.125640426825031,14.3474000814221,34.9067633060417,0.50587708264014,0.696283284856741,60.1329440601681,0.277825448776666,0.466693853409451,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279
"14","purdue.us","ANDROPOGON GERARDII",7.91666667,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS",55,15.949988899165,0.126239074317001,14.2844083294619,34.9736998520062,0.505669830537628,0.697459734547519,59.9846055872497,0.278285745261028,0.467297215994854,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279
