"","site_code","Taxon","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","rootDiam.mm","SRL.groot.cahill.merge","RTD.groot.cahill.merge","RMF.g.g","local_lifespan","local_lifeform","functional_group","plant_id","impute.leafN.mg.g","impute.height.m","impute.rootN.mg.g","impute.SLA_m2.kg","impute.root.depth_m","impute.rootDiam.mm","impute.SRL.groot.cahill.merge","impute.RTD.groot.cahill.merge","impute.RMF.g.g","leafN.final","height.final","rootN.final","SLA.final","root.depth.final","rootDiam.final","SRL.final","RTD.final","RMF.final"
"1","lygraint.no","AGROSTIS CANINA",0,20.86288625,0.4223,9.3,31.98710699,0.254,0.15,NA,NA,0.34295,"PERENNIAL","GRASS","GRASS",19,21.8669693766508,0.397491530403555,9.11239038752555,29.3860795696925,0.263133266709413,0.151425067979348,80.2618210053456,0.181978853797912,0.352744043570635,20.86288625,0.4223,9.3,31.98710699,0.254,0.15,80.2618210053456,0.181978853797912,0.34295
"2","lygraint.no","AGROSTIS CAPILLARIS",1,27.65006595,0.393022873,8.907142857,44.73267142,0.3048,0.128571429,141.2639378,0.153459029,0.425077037,"PERENNIAL","GRASS","GRASS",20,27.6784462496453,0.376877126428371,8.90550839869722,40.3233669972798,0.301809854864871,0.131976627535462,132.747792246729,0.152097234101471,0.416074619820744,27.65006595,0.393022873,8.907142857,44.73267142,0.3048,0.128571429,141.2639378,0.153459029,0.425077037
"3","rhijn.nl","AGROSTIS GIGANTEA",2,16.68362333,0.935333333,NA,26.28771712,0.3556,NA,NA,NA,0.387208633,"PERENNIAL","GRASS","GRASS",21,18.4704478701563,0.712587712136479,8.15542048877563,23.2943720147302,0.353403874419249,0.163990482405776,69.46324795206,0.188561770966335,0.38659854585261,16.68362333,0.935333333,8.15542048877563,26.28771712,0.3556,0.163990482405776,69.46324795206,0.188561770966335,0.387208633
"4","marcdrt.ar","AGROSTIS MONTEVIDENSIS",-7.5,NA,0.229358974,NA,12,NA,NA,NA,NA,NA,"PERENNIAL","FORB","GRASS",22,23.4109775378784,0.300814843837772,7.57310662240591,14.9895171281849,0.322683501635699,0.169869470755074,53.5209358493055,0.2308796489943,0.382153832987899,23.4109775378784,0.229358974,7.57310662240591,12,0.322683501635699,0.169869470755074,53.5209358493055,0.2308796489943,0.382153832987899
"5","passogavia.it","AGROSTIS RUPESTRIS",-0.06,16.9302,0.035,NA,15.5,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS",23,18.8179107786313,0.0724077592548848,6.95956007708396,17.6042139602217,0.300005938456945,0.207952752740949,46.4184248958009,0.250721986540794,0.398803116536861,16.9302,0.035,6.95956007708396,15.5,0.300005938456945,0.207952752740949,46.4184248958009,0.250721986540794,0.398803116536861
"6","cedartrait.us","AGROSTIS SCABRA",0.833333333,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,NA,"PERENNIAL","GRASS","GRASS",24,31.3096098261281,0.274882343259431,9.26800255550757,17.3919307961847,0.30489998882312,0.208529103026815,121.126304845687,0.198867620230421,0.374206341432997,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,0.374206341432997
"7","kernb.ca","AGROSTIS SCABRA",-0.5,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,NA,"PERENNIAL","GRAMINOID","GRASS",25,31.3803947353133,0.27460851367458,9.26935657202723,17.4751202701293,0.305350541984368,0.209652564697462,120.582859057245,0.198426835639329,0.373582632894335,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,0.373582632894335
"8","mattheis.ca","AGROSTIS SCABRA",-1.5,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,NA,"PERENNIAL","GRASS","GRASS",26,31.2601249865673,0.274745394352404,9.32206314699832,17.3947045004759,0.305322492768032,0.208744889600002,121.306099697949,0.199088519107808,0.37379201104037,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,0.37379201104037
"9","cedartrait.us","AGROSTIS STOLONIFERA",2.666666667,31.5111841,0.385,4.9,16.89577067,0.3048,0.1,11.32952711,0.239,0.363783369,"PERENNIAL","GRASS","GRASS",27,31.2559667518637,0.383613312206947,4.97208326154544,16.8778576895169,0.304895839352777,0.103097582069981,12.25731172055,0.241972373595302,0.363374055153636,31.5111841,0.385,4.9,16.89577067,0.3048,0.1,11.32952711,0.239,0.363783369
"10","elvadrt.ee","AGROSTIS STOLONIFERA",0,31.5111841,0.385,4.9,16.89577067,0.3048,0.1,11.32952711,0.239,0.363783369,"PERENNIAL","GRASS","GRASS",28,31.3104733331797,0.384687068879606,5.01500385574302,16.8662674992235,0.306644638620323,0.10526961166275,12.5602135259244,0.240953933308657,0.363546036517365,31.5111841,0.385,4.9,16.89577067,0.3048,0.1,11.32952711,0.239,0.363783369
"11","cedartrait.us","ANDROPOGON GERARDII",-2.6,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS",46,15.9726928467459,0.125213430930118,14.3275679607496,35.2175506975478,0.507051273030165,0.699685050645417,60.2835925612278,0.277122260674989,0.46705886131364,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279
"12","brookdale.ca","ANDROPOGON GERARDII",10.56944444,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS",47,15.9541372351303,0.125651846486369,14.3396378299084,35.1523416730356,0.507351540237879,0.69411518415539,60.1091948571392,0.279024392532787,0.467481060731939,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279
"13","cedarsav.us","ANDROPOGON GERARDII",-10.42619047,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS",48,15.951458618656,0.126187717855986,14.3438962024503,35.0693600138668,0.507419729106148,0.699674504082327,60.1796299964385,0.278022592193704,0.467385216426635,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279
"14","purdue.us","ANDROPOGON GERARDII",7.91666667,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS",49,15.9410201900247,0.125527758123711,14.3410514693878,35.0009188270975,0.508531895150636,0.699069559847701,60.1343407954326,0.278884799132426,0.466864910891352,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279
"15","konzadrt.us","ANDROPOGON GERARDII",5.8,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279,"PERENNIAL","GRASS","GRASS",50,15.9446929098866,0.125657263255617,14.3519224121621,35.1335172198435,0.507198795910185,0.697557868941227,60.1901901033374,0.279398158209837,0.466502828620693,15.9,0.125,14.4,35.4,0.508,0.704,60.09709758,0.27992125,0.467881279
"16","lygraint.no","ANTHOXANTHUM ODORATUM",-1,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054,"PERENNIAL","GRASS","GRASS",54,20.472197406214,0.762724626365932,8.04486443796918,29.4771805336858,0.156049437132543,0.112108842507032,344.838220886951,0.114701801556566,0.531991820137263,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054
"17","rhijn.nl","ANTHOXANTHUM ODORATUM",-8.75,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054,"PERENNIAL","GRASS","GRASS",55,20.4629498947861,0.766433254622953,8.05493189269609,29.4166457735739,0.15728206444273,0.111831787900698,344.261788650999,0.114655827547123,0.5332587536078,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054
"18","cowidrt.ca","ANTHOXANTHUM ODORATUM",1.366666667,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054,"PERENNIAL","GRASS","GRASS",56,20.4869489398907,0.763992210449694,8.05077144629651,29.4788378826917,0.156788382876344,0.112273920553426,344.042716362843,0.114484150729448,0.53231476789402,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054
"19","elvadrt.ee","ANTHOXANTHUM ODORATUM",-5.833333333,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054,"PERENNIAL","GRASS","GRASS",57,20.4804356916007,0.763015339655851,8.0356780092781,29.4146310929307,0.156498455550062,0.111961271687444,344.136788017442,0.11457887039022,0.532460318305035,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054
"20","teshio.jp","ANTHOXANTHUM ODORATUM",-2.01666667,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054,"PERENNIAL","GRASS","GRASS",58,20.4781930880353,0.760826536543933,8.02678806415687,29.5072080574854,0.156136800198928,0.112248798456586,344.249146074215,0.114626580953982,0.532104110187169,20.45846429,0.775214286,8.005555556,29.66344918,0.155,0.111111111,344.3025853,0.114313918,0.534301054
"21","cerrillos.ar","ARISTIDA MENDOCINA",4.47666667,23.9,0.47,NA,12.66,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS",65,19.6199209543629,0.411239522102152,5.67287260141463,14.0885646407159,0.670388778545978,0.48007716183604,34.6880919878811,0.297600497306371,0.358425599675247,23.9,0.47,5.67287260141463,12.66,0.670388778545978,0.48007716183604,34.6880919878811,0.297600497306371,0.358425599675247
"22","jrnchi.us","ARISTIDA PURPUREA",1.0691693,14.9,0.086,6.528089643,35.63,1.315133333,0.7061,26.65175783,0.327164,0.366204139,"PERENNIAL","GRASS","GRASS",66,14.9523070849489,0.0897472012384768,6.52367167701281,35.028515588027,1.2558951776341,0.705854291825817,26.8864087090419,0.324951273478955,0.369087361674411,14.9,0.086,6.528089643,35.63,1.315133333,0.7061,26.65175783,0.327164,0.366204139
