"","site_code","Taxon","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","rootDiam.mm","SRL.groot.cahill.merge","RTD.groot.cahill.merge","RMF.g.g","local_lifespan","local_lifeform","functional_group","plant_id","impute.leafN.mg.g","impute.height.m","impute.rootN.mg.g","impute.SLA_m2.kg","impute.root.depth_m","impute.rootDiam.mm","impute.SRL.groot.cahill.merge","impute.RTD.groot.cahill.merge","impute.RMF.g.g","leafN.final","height.final","rootN.final","SLA.final","root.depth.final","rootDiam.final","SRL.final","RTD.final","RMF.final"
"1","oreac.us","ACMISPON AMERICANUS",0.25,NA,NA,NA,18.35535977,NA,0.481,91.1,0.061,0.516,"ANNUAL","FORB","LEGUME",12,28.2102702087752,0.109565582825659,17.4373667044075,19.0656522496829,0.625399379057894,0.465772268978481,92.499314168342,0.0641281179757572,0.508713115355423,28.2102702087752,0.109565582825659,17.4373667044075,18.35535977,0.625399379057894,0.481,91.1,0.061,0.516
"2","gmgranite.us","ACMISPON STRIGOSUS",1.380952381,29.9,0.0756,NA,21.8,NA,0.454,93.7,0.067,0.522,"ANNUAL","FORB","LEGUME",13,29.8007844278525,0.0816141888601073,17.5682878578403,21.6592662738963,0.59809116557946,0.453215949476519,94.3987836103981,0.0683480069060595,0.51999316497317,29.9,0.0756,17.5682878578403,21.8,0.59809116557946,0.454,93.7,0.067,0.522
"3","gmmolar.us","ACMISPON STRIGOSUS",0.645238096,29.9,0.0756,NA,21.8,NA,0.454,93.7,0.067,0.522,"ANNUAL","FORB","LEGUME",14,29.7575461088089,0.0821140394798954,17.5145162587829,21.6472027995891,0.598009774642661,0.454063322606225,94.3375577510119,0.0676951666726083,0.517693212911891,29.9,0.0756,17.5145162587829,21.8,0.598009774642661,0.454,93.7,0.067,0.522
"4","cobar.au","ACTINOBOLE ULIGINOSUM",0,NA,0.015,NA,18.51241452,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",16,17.9106451366275,0.031155701178112,8.81592064188829,20.0816193961022,0.401760473967707,0.510629096762339,73.2853224318562,0.186365019401559,0.427711072326693,17.9106451366275,0.015,8.81592064188829,18.51241452,0.401760473967707,0.510629096762339,73.2853224318562,0.186365019401559,0.427711072326693
"5","brokenh.au","ACTINOBOLE ULIGINOSUM",1.333333333,NA,0.015,NA,18.51241452,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",17,17.867388617833,0.0311574740849567,8.79791926384908,20.0370610231252,0.402134502591153,0.511612287993262,73.0916513672277,0.186889789664826,0.426169637995729,17.867388617833,0.015,8.79791926384908,18.51241452,0.402134502591153,0.511612287993262,73.0916513672277,0.186889789664826,0.426169637995729
"6","brokenh.au","ALTERNANTHERA SESSILIS",0.5,20,0.3,9.62,13.2,NA,0.292,46.03,0.324,NA,"ANNUAL","FORB","FORB",35,20.9472459052319,0.304501915582789,9.36142830462675,13.0541666547467,0.634638950896276,0.287350547070692,46.033538573581,0.299328341438693,0.23038651662103,20,0.3,9.62,13.2,0.634638950896276,0.292,46.03,0.324,0.23038651662103
"7","nplatte.us","ALYSSUM DESERTORUM",0,NA,0.1,NA,27.17578947,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",36,28.2711814361154,0.19390167384769,13.4579286578264,25.026039304405,0.953992075529388,0.331499626605797,138.890422278509,0.0980706987492098,0.561893590306677,28.2711814361154,0.1,13.4579286578264,27.17578947,0.953992075529388,0.331499626605797,138.890422278509,0.0980706987492098,0.561893590306677
"8","cedarsav.us","AMBROSIA ARTEMISIIFOLIA",-6.5,23.1,0.226,15.077975,21.40066874,1.22,0.36,135,0.08,NA,"ANNUAL","FORB","FORB",37,23.8041046483753,0.231880023344218,14.309575676774,20.1743742887291,1.14168634887197,0.385270962752171,136.152914606866,0.0936932365905132,0.454829563415605,23.1,0.226,15.077975,21.40066874,1.22,0.36,135,0.08,0.454829563415605
"9","capmcd.us","AMBROSIA DELTOIDEA",0,44.19,0.4,NA,2.617596281,1.085,NA,NA,NA,NA,"ANNUAL","FORB","FORB",38,41.4554790229476,0.415675391597248,12.2671274112746,3.1428861128185,1.05553027062972,0.347451674351556,53.1084629910782,0.318339215107963,0.420856005480432,44.19,0.4,12.2671274112746,2.617596281,1.085,0.347451674351556,53.1084629910782,0.318339215107963,0.420856005480432
"10","capwhite.us","AMBROSIA DELTOIDEA",0,44.19,0.4,NA,2.617596281,1.085,NA,NA,NA,NA,"ANNUAL","FORB","FORB",39,41.3858964266655,0.413378795477726,12.2878043313037,3.07073275391481,1.04876988597496,0.344686173217603,52.2679629855249,0.322910723201581,0.42327823167936,44.19,0.4,12.2878043313037,2.617596281,1.085,0.344686173217603,52.2679629855249,0.322910723201581,0.42327823167936
"11","scruzh.us","ANAGALLIS ARVENSIS",3.490905725,25.24965,0.187,NA,28.54781609,0.315,NA,74.80456747,NA,NA,"ANNUAL","FORB","FORB",45,24.5559559742953,0.143853594388747,12.9592005628292,25.8221904831167,0.28565837608802,0.307302240241075,92.3497792319077,0.469554294362441,0.314710110920358,25.24965,0.187,12.9592005628292,28.54781609,0.315,0.307302240241075,74.80456747,0.469554294362441,0.314710110920358
"12","kernb.ca","ANDROSACE SEPTENTRIONALIS",0,19.5,0.009,12.29704857,21.53583333,0.1,NA,155.7514351,0.556349207,NA,"ANNUAL","FORB","FORB",51,19.6600193702059,0.00943298813410489,12.2448999869644,21.6102573889538,0.103714809176669,0.36545218148021,153.85674233957,0.548715550056615,0.331435061274936,19.5,0.009,12.29704857,21.53583333,0.1,0.36545218148021,155.7514351,0.556349207,0.331435061274936
"13","mattheis.ca","ANDROSACE SEPTENTRIONALIS",0,19.5,0.009,12.29704857,21.53583333,0.1,NA,155.7514351,0.556349207,NA,"ANNUAL","FORB","FORB",52,19.7056656202553,0.00952829511628902,12.221754771467,21.6114061453926,0.102974839324533,0.364965205921933,152.742041156346,0.552624376793003,0.331150404137977,19.5,0.009,12.29704857,21.53583333,0.1,0.364965205921933,155.7514351,0.556349207,0.331150404137977
"14","jilpanger.au","APHELIA PUMILIO",-0.5,NA,0.03,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",61,19.1393421177257,0.0303105490269111,7.00951491305191,13.4474040301234,0.187632383274168,0.426348233733677,67.4873778695558,0.20445029107284,0.368258318920453,19.1393421177257,0.03,7.00951491305191,13.4474040301234,0.187632383274168,0.426348233733677,67.4873778695558,0.20445029107284,0.368258318920453
"15","capwhite.us","ASTRAGALUS NUTTALLIANUS",-0.25,NA,NA,NA,20.29476228,0.13,NA,NA,NA,NA,"ANNUAL","LEGUME","LEGUME",83,31.1971009448506,0.278258758790671,17.4225445865443,20.1864423897069,0.199876943148845,0.306164855178218,84.0337009637819,0.150400539772649,0.311962773606998,31.1971009448506,0.278258758790671,17.4225445865443,20.29476228,0.13,0.306164855178218,84.0337009637819,0.150400539772649,0.311962773606998
"16","capmcd.us","ASTRAGALUS NUTTALLIANUS",-0.25,NA,NA,NA,20.29476228,0.13,NA,NA,NA,NA,"ANNUAL","LEGUME","LEGUME",84,31.2596178551574,0.277907278904611,17.4415299284402,20.1996327187119,0.198896005662026,0.305883827300493,84.0726289707399,0.150014602069866,0.312169970572742,31.2596178551574,0.277907278904611,17.4415299284402,20.29476228,0.13,0.305883827300493,84.0726289707399,0.150014602069866,0.312169970572742
"17","kiskun.hu","BASSIA LANIFLORA",0.83,NA,0.25,NA,7.806666667,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",93,22.2798089511573,0.344934251760729,8.98356781404614,10.180549889072,0.632870825292365,0.250725917132602,46.7614764721143,0.317832262070996,0.230500749944063,22.2798089511573,0.25,8.98356781404614,7.806666667,0.632870825292365,0.250725917132602,46.7614764721143,0.317832262070996,0.230500749944063
"18","jilpanger.au","BLENNOSPORA DRUMMONDII",0,NA,0.072126038,NA,18.69517424,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",94,18.7072209068616,0.123250381284069,9.68476243305251,20.1132166721715,0.437286265262599,0.437026176872644,86.5686866551593,0.165901359330365,0.408533698422781,18.7072209068616,0.072126038,9.68476243305251,18.69517424,0.437286265262599,0.437026176872644,86.5686866551593,0.165901359330365,0.408533698422781
"19","jilpanger.au","BRACHYSCOME PERPUSILLA",-0.4,NA,0.082953562,NA,39.64922689,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",107,19.739117215206,0.139600150838262,9.94855682472367,29.0268859244905,0.424444015719692,0.437784393652106,104.260459099396,0.14001283138829,0.404761136676288,19.739117215206,0.082953562,9.94855682472367,39.64922689,0.424444015719692,0.437784393652106,104.260459099396,0.14001283138829,0.404761136676288
"20","ethadn.au","CALANDRINIA BALONENSIS",-5.3,NA,0.275,NA,7.11,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",140,21.2076306480099,0.135549115055655,7.57696622858152,12.9233960873011,0.215667048273486,0.327181522606106,130.966097071905,0.0647566330255853,0.239920477149912,21.2076306480099,0.275,7.57696622858152,7.11,0.215667048273486,0.327181522606106,130.966097071905,0.0647566330255853,0.239920477149912
"21","capmcd.us","CALANDRINIA CILIATA",0,21.1,0.0254,NA,26.31594056,NA,0.3,212.5,0.0417,0.192159626,"ANNUAL","FORB","FORB",141,21.5970352658471,0.0345045106625178,7.15028002881016,25.474300177144,0.177856007322905,0.351259345492801,160.553026879335,0.0504300094232402,0.231212693059321,21.1,0.0254,7.15028002881016,26.31594056,0.177856007322905,0.3,212.5,0.0417,0.192159626
"22","credoj.au","CALOTIS HISPIDULA",0,NA,0.103333333,NA,11.50591422,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",142,18.0065406870173,0.154313871344894,9.58226977095919,13.8042836002811,0.450251213356276,0.423504875324077,74.7853506465958,0.186652597034384,0.411160990363682,18.0065406870173,0.103333333,9.58226977095919,11.50591422,0.450251213356276,0.423504875324077,74.7853506465958,0.186652597034384,0.411160990363682
"23","quilpie.au","CALOTIS HISPIDULA",0.5,NA,0.103333333,NA,11.50591422,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",143,17.9889489619344,0.146615540070538,9.546623568389,13.9991545062984,0.450186111909033,0.424780579420038,74.6301849802289,0.187218324367183,0.411540697198429,17.9889489619344,0.103333333,9.546623568389,11.50591422,0.450186111909033,0.424780579420038,74.6301849802289,0.187218324367183,0.411540697198429
"24","milparinka.au","CALOTIS PORPHYROGLOSSA",1,NA,0.33325,NA,NA,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",145,18.7408016921388,0.332607601391357,10.0543941143714,15.1810251842027,0.473340513912744,0.390168839285649,86.0341216935337,0.170282442959184,0.400387182253983,18.7408016921388,0.33325,10.0543941143714,15.1810251842027,0.473340513912744,0.390168839285649,86.0341216935337,0.170282442959184,0.400387182253983
"25","marcdrt.ar","CARDUUS ACANTHOIDES",1,17.22267499,1.075,NA,18.83333333,1.79,NA,NA,NA,NA,"ANNUAL","FORB","FORB",149,16.1935300431978,0.955599193451115,9.91677608094844,20.1669101204172,1.30467394474905,0.449491869791167,170.521689020384,0.0374148028172477,0.361024188386534,17.22267499,1.075,9.91677608094844,18.83333333,1.79,0.449491869791167,170.521689020384,0.0374148028172477,0.361024188386534
"26","scruzl.us","CARDUUS PYCNOCEPHALUS",11.58399878,8.2,0.622333333,NA,38,NA,NA,NA,0.023256534,0.34,"ANNUAL","FORB","FORB",152,8.40400672103749,0.616408829230498,9.25936572596696,36.9229536803534,0.98438105020133,0.543842474460401,224.904244288822,0.0240730559796126,0.342564422384606,8.2,0.622333333,9.25936572596696,38,0.98438105020133,0.543842474460401,224.904244288822,0.023256534,0.34
"27","scruzm.us","CARDUUS PYCNOCEPHALUS",-0.75648387,8.2,0.622333333,NA,38,NA,NA,NA,0.023256534,0.34,"ANNUAL","FORB","FORB",153,8.47386236079242,0.616970294090582,9.25051720859219,36.7592814742155,0.978284363604779,0.543821665660439,226.020197378811,0.023835631922799,0.342177673569099,8.2,0.622333333,9.25051720859219,38,0.978284363604779,0.543821665660439,226.020197378811,0.023256534,0.34
"28","scruzh.us","CARDUUS PYCNOCEPHALUS",30.5358948,8.2,0.622333333,NA,38,NA,NA,NA,0.023256534,0.34,"ANNUAL","FORB","FORB",154,8.57381904843418,0.618076640137316,9.28386686060808,37.0305299208357,0.978305998833529,0.543861392242216,227.060602888775,0.0237256966601396,0.341402408295887,8.2,0.622333333,9.28386686060808,38,0.978305998833529,0.543861392242216,227.060602888775,0.023256534,0.34
