"","site_code","Taxon","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","rootDiam.mm","SRL.groot.cahill.merge","RTD.groot.cahill.merge","RMF.g.g","local_lifespan","local_lifeform","functional_group","plant_id","impute.leafN.mg.g","impute.height.m","impute.rootN.mg.g","impute.SLA_m2.kg","impute.root.depth_m","impute.rootDiam.mm","impute.SRL.groot.cahill.merge","impute.RTD.groot.cahill.merge","impute.RMF.g.g","leafN.final","height.final","rootN.final","SLA.final","root.depth.final","rootDiam.final","SRL.final","RTD.final","RMF.final"
"1","milparinka.au","ABUTILON HALOPHILUM",0,NA,1,NA,7.966675479,NA,NA,NA,NA,NA,"PERENNIAL","SUBSHRUB","WOODY",1,26.7260203369886,0.616532724717491,9.41395351707614,8.71810823721459,0.338251589782635,0.292339376897754,16.4887182171466,0.300281167660888,0.344899186182465,26.7260203369886,1,9.41395351707614,7.966675479,0.338251589782635,0.292339376897754,16.4887182171466,0.300281167660888,0.344899186182465
"2","quilpie.au","ABUTILON HALOPHILUM",2.666666673,NA,1,NA,7.966675479,NA,NA,NA,NA,NA,"PERENNIAL","SUBSHRUB","WOODY",2,26.6710415323145,0.608978186198758,9.4021055748232,8.67742449545971,0.339371028896918,0.292509480746753,16.3914710123956,0.301361145304792,0.345340710143629,26.6710415323145,1,9.4021055748232,7.966675479,0.339371028896918,0.292509480746753,16.3914710123956,0.301361145304792,0.345340710143629
"3","jilpanger.au","ACAENA ECHINATA",-3.5,NA,0.3384125,NA,13.19,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB",4,19.3234786126206,0.351397153674581,8.73258201188444,14.7654288262614,0.887186341815504,0.361660376408523,19.4637826948792,0.365026376498223,0.294337512172909,19.3234786126206,0.3384125,8.73258201188444,13.19,0.887186341815504,0.361660376408523,19.4637826948792,0.365026376498223,0.294337512172909
"4","nnss.us","ACAMPTOPAPPUS SHOCKLEYI",1.5232314,24.8,NA,NA,NA,0.4,NA,NA,NA,NA,"PERENNIAL","SHRUB","WOODY",5,21.6651950354093,0.266675535990507,9.80566548673688,19.9767692630103,0.40310631179059,0.393324796380353,90.4804828393849,0.168359101118264,0.379792292230018,24.8,0.266675535990507,9.80566548673688,19.9767692630103,0.4,0.393324796380353,90.4804828393849,0.168359101118264,0.379792292230018
"5","matador.ca","ACHILLEA MILLEFOLIUM",0.75,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB",7,16.4758615965537,0.158244870344018,8.50422934691656,30.1519928260649,0.204406976508204,0.7340002239909,115.685831714206,0.209842809785865,0.551059974098397,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646
"6","oreac.us","ACHILLEA MILLEFOLIUM",3.333333332,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB",8,16.4863042400164,0.157567593359363,8.50077241579706,30.1793807136109,0.205082323024367,0.730561633316891,115.36704631083,0.210279001156327,0.551325446136116,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646
"7","cedartrait.us","ACHILLEA MILLEFOLIUM",2.5,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB",9,16.4680474709936,0.157850097302221,8.49647549891379,30.2717520600313,0.20456021731588,0.732095958638497,115.678875436846,0.209902637486651,0.549649618747727,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646
"8","allmendo.ch","ACHILLEA MILLEFOLIUM",-1.125,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB",10,16.4846805968468,0.157753136689053,8.50261461676774,30.271653432724,0.204645568617023,0.731895139507862,115.348548281648,0.210339257587212,0.551102318795894,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646
"9","allmendb.ch","ACHILLEA MILLEFOLIUM",-1.125,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB",11,16.4902016361238,0.157937950185512,8.50190145936091,30.2911879078956,0.204054882831057,0.730714671489171,115.325429916033,0.210327996235414,0.549183058130417,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646
"10","kernb.ca","ACHILLEA MILLEFOLIUM",0.333333334,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB",12,16.4739144780515,0.158042615768589,8.49145857935456,30.1884608942782,0.205068317316442,0.733256955333655,115.277409903866,0.210216632635525,0.551131132512098,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646
"11","elvadrt.ee","ACHILLEA MILLEFOLIUM",6,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB",13,16.4675473850354,0.157724407366253,8.49301182550066,30.2017090884812,0.204201828865004,0.731781005473753,115.410476950096,0.20965432744459,0.550680326879216,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646
"12","brookdale.ca","ACHILLEA MILLEFOLIUM",0.5,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB",14,16.4825430438793,0.157894017633653,8.50722186598459,30.2111240851793,0.204656523352867,0.732761304986116,115.807247426829,0.210236406017104,0.550751872551308,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646
"13","hard.us","ACHILLEA MILLEFOLIUM",-5.25,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB",15,16.4749691386744,0.158257856387689,8.50186184125889,30.2348221799328,0.205134947609626,0.732945674467518,115.378095159743,0.210124482794706,0.550767578942975,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646
"14","cmss.us","ACHILLEA MILLEFOLIUM",-22,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646,"PERENNIAL","FORB","FORB",16,16.4648039403934,0.158237269251926,8.49248744949571,30.1700739054526,0.2043956578515,0.732406044889495,115.443896259382,0.210022951886739,0.551418042112094,16.44,0.1575,8.489473684,30.38,0.2032,0.738525,116.0295267,0.210703923,0.553384646
"15","jrnchi.us","ACOURTIA NANA",-2.0048392,18.76667,NA,NA,NA,NA,NA,NA,NA,NA,"PERENNIAL","FORB","FORB",20,18.7822537074503,0.256460929510952,9.69378804437053,19.1639888135222,0.447250254253622,0.40187566860494,86.8756571952762,0.169660417772908,0.387157949571343,18.76667,0.256460929510952,9.69378804437053,19.1639888135222,0.447250254253622,0.40187566860494,86.8756571952762,0.169660417772908,0.387157949571343
"16","matador.ca","AGOSERIS GLAUCA",0,17.2,0.2844,11.68,19.43598453,0.1524,NA,56.33396667,NA,0.477367848,"PERENNIAL","FORB","FORB",23,17.4580749271179,0.280503840577153,11.4011411754885,19.3454117383437,0.199372697918258,0.378291948771889,62.6211317069244,0.19792186326659,0.450831391372991,17.2,0.2844,11.68,19.43598453,0.1524,0.378291948771889,56.33396667,0.19792186326659,0.477367848
"17","lygraint.no","AGROSTIS CANINA",0,20.86288625,0.4223,9.3,31.98710699,0.254,0.15,NA,NA,0.34295,"PERENNIAL","GRASS","GRASS",24,22.3336261505803,0.392308714028876,9.09392917386628,29.6079776558974,0.256827414443894,0.153769134340355,84.0578435452755,0.18202337228207,0.349152650047986,20.86288625,0.4223,9.3,31.98710699,0.254,0.15,84.0578435452755,0.18202337228207,0.34295
"18","lygraint.no","AGROSTIS CAPILLARIS",1,27.65006595,0.393022873,8.907142857,44.73267142,0.3048,0.128571429,141.2639378,0.153459029,0.425077037,"PERENNIAL","GRASS","GRASS",25,27.7140847623933,0.374089295275372,8.94354048030728,40.1942322979708,0.301167752184915,0.132360643714236,134.850563626159,0.153012690712263,0.41776981661808,27.65006595,0.393022873,8.907142857,44.73267142,0.3048,0.128571429,141.2639378,0.153459029,0.425077037
"19","rhijn.nl","AGROSTIS GIGANTEA",2,16.68362333,0.935333333,NA,26.28771712,0.3556,NA,NA,NA,0.387208633,"PERENNIAL","GRASS","GRASS",26,18.1872436930626,0.761447124004571,8.02818780191429,22.3117906857269,0.35474698075855,0.174060255140613,70.1435598881441,0.187158772519677,0.379116270672338,16.68362333,0.935333333,8.02818780191429,26.28771712,0.3556,0.174060255140613,70.1435598881441,0.187158772519677,0.387208633
"20","marcdrt.ar","AGROSTIS MONTEVIDENSIS",-7.5,NA,0.229358974,NA,12,NA,NA,NA,NA,NA,"PERENNIAL","FORB","GRASS",27,23.4720797068376,0.283037089304894,7.58982043946571,16.1635662782722,0.328868437854095,0.171800565210513,58.0577495297737,0.225402082225982,0.382067530467339,23.4720797068376,0.229358974,7.58982043946571,12,0.328868437854095,0.171800565210513,58.0577495297737,0.225402082225982,0.382067530467339
"21","passogavia.it","AGROSTIS RUPESTRIS",-0.06,16.9302,0.035,NA,15.5,NA,NA,NA,NA,NA,"PERENNIAL","GRASS","GRASS",28,18.9065724080255,0.0642705302845089,7.14844003875604,17.8456627578947,0.288130062674507,0.187099316095022,56.7745932908226,0.243419734174784,0.421459444352547,16.9302,0.035,7.14844003875604,15.5,0.288130062674507,0.187099316095022,56.7745932908226,0.243419734174784,0.421459444352547
"22","cedartrait.us","AGROSTIS SCABRA",0.833333333,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,NA,"PERENNIAL","GRASS","GRASS",29,31.3001133618236,0.278783347574135,9.34232727216808,17.4147658704,0.304818070783632,0.208327425101881,117.604031255571,0.198886512331627,0.378108537379937,31.62,0.274,9.366666667,17.29816561,0.3048,0.21,122.5050657,0.2,0.378108537379937
