"","site_code","Taxon","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","rootDiam.mm","SRL.groot.cahill.merge","RTD.groot.cahill.merge","RMF.g.g","local_lifespan","local_lifeform","functional_group","plant_id","impute.leafN.mg.g","impute.height.m","impute.rootN.mg.g","impute.SLA_m2.kg","impute.root.depth_m","impute.rootDiam.mm","impute.SRL.groot.cahill.merge","impute.RTD.groot.cahill.merge","impute.RMF.g.g","leafN.final","height.final","rootN.final","SLA.final","root.depth.final","rootDiam.final","SRL.final","RTD.final","RMF.final"
"1","oreac.us","ACMISPON AMERICANUS",0.25,NA,NA,NA,18.35535977,NA,0.481,91.1,0.061,0.516,"ANNUAL","FORB","LEGUME",17,28.034137384454,0.11128850482497,17.503373295434,19.1117374630881,0.686555388143087,0.467272080746261,92.5039937027359,0.0651537152153734,0.496540270869726,28.034137384454,0.11128850482497,17.503373295434,18.35535977,0.686555388143087,0.481,91.1,0.061,0.516
"2","gmgranite.us","ACMISPON STRIGOSUS",1.380952381,29.9,0.0756,NA,21.8,NA,0.454,93.7,0.067,0.522,"ANNUAL","FORB","LEGUME",18,29.7412617049902,0.0774734199591587,17.5258995381581,21.8017336683729,0.650389281916491,0.450774848268983,94.6492466500187,0.0683194723603987,0.515820005407221,29.9,0.0756,17.5258995381581,21.8,0.650389281916491,0.454,93.7,0.067,0.522
"3","gmmolar.us","ACMISPON STRIGOSUS",0.645238096,29.9,0.0756,NA,21.8,NA,0.454,93.7,0.067,0.522,"ANNUAL","FORB","LEGUME",19,29.7584268481541,0.077295306636811,17.5419140367466,21.7970934336318,0.650106024863207,0.452339568130742,94.578866835047,0.0685348335614885,0.512916447140737,29.9,0.0756,17.5419140367466,21.8,0.650106024863207,0.454,93.7,0.067,0.522
"4","cobar.au","ACTINOBOLE ULIGINOSUM",0,NA,0.015,NA,18.51241452,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",21,18.0514393369821,0.0326984079048482,8.77890131833856,19.9199869094116,0.36993629609655,0.431108188609835,82.3218814147434,0.19810295121255,0.444422618420621,18.0514393369821,0.015,8.77890131833856,18.51241452,0.36993629609655,0.431108188609835,82.3218814147434,0.19810295121255,0.444422618420621
"5","brokenh.au","ACTINOBOLE ULIGINOSUM",1.333333333,NA,0.015,NA,18.51241452,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",22,18.0846864928973,0.037402742011477,8.83082459636789,19.6050094875142,0.377225445763925,0.429730877503644,81.6486683054703,0.196979279455017,0.440305886610527,18.0846864928973,0.015,8.83082459636789,18.51241452,0.377225445763925,0.429730877503644,81.6486683054703,0.196979279455017,0.440305886610527
"6","brokenh.au","ALTERNANTHERA SESSILIS",0.5,20,0.3,9.62,13.2,NA,0.292,46.03,0.324,NA,"ANNUAL","FORB","FORB",40,20.9298749175938,0.307955481106607,9.70736051784942,13.0392338818974,0.612922781248726,0.281525210933718,41.8299770023968,0.328693559515451,0.237551075119005,20,0.3,9.62,13.2,0.612922781248726,0.292,46.03,0.324,0.237551075119005
"7","nplatte.us","ALYSSUM DESERTORUM",0,NA,0.1,NA,27.17578947,NA,NA,NA,NA,NA,"ANNUAL","FORB","FORB",41,31.6214039011594,0.250490055634078,13.7107146086018,23.9959303746588,0.929740680157439,0.321015959661687,152.72031539612,0.0961720437650777,0.528592247940871,31.6214039011594,0.1,13.7107146086018,27.17578947,0.929740680157439,0.321015959661687,152.72031539612,0.0961720437650777,0.528592247940871
"8","cedarsav.us","AMBROSIA ARTEMISIIFOLIA",-6.5,23.1,0.226,15.077975,21.40066874,1.22,0.36,135,0.08,NA,"ANNUAL","FORB","FORB",42,23.9644701378926,0.247448467557917,14.0184943373563,20.7449726403611,1.19412146623615,0.367487915439346,138.899750604503,0.0948715171046667,0.446364901428094,23.1,0.226,15.077975,21.40066874,1.22,0.36,135,0.08,0.446364901428094
"9","capmcd.us","AMBROSIA DELTOIDEA",0,44.19,0.4,NA,2.617596281,1.085,NA,NA,NA,NA,"ANNUAL","FORB","FORB",43,41.1650321834494,0.430403170450356,12.1130467386383,3.30751524201562,1.05915459496233,0.341361415840482,48.2394150393264,0.327704783397873,0.402724259709807,44.19,0.4,12.1130467386383,2.617596281,1.085,0.341361415840482,48.2394150393264,0.327704783397873,0.402724259709807
"10","capwhite.us","AMBROSIA DELTOIDEA",0,44.19,0.4,NA,2.617596281,1.085,NA,NA,NA,NA,"ANNUAL","FORB","FORB",44,39.9934387075148,0.421151485738519,12.0802960556468,3.26615862331414,1.06571237102757,0.341918333613999,47.5878538128795,0.330897384448546,0.402924654862763,44.19,0.4,12.0802960556468,2.617596281,1.085,0.341918333613999,47.5878538128795,0.330897384448546,0.402924654862763
