"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.9348	1.1582	0.1704	-0.7615	0.1941	-0.0972	-1.2855	0.3206	0.5344
0.905	1.1532	0.1744	-0.7633	0.1892	-0.0996	-1.2934	0.2825	0.5172
1.0266	3.1826	1.5616	1.2681	0.683	0.2885	-0.3794	-0.8849	-1.0787
0.2215	0.0683	0.0157	-0.1174	0.8931	0.0781	-0.9997	0.6983	-0.2641
0.524	-0.1258	0.2086	0.3108	-0.0261	0.3452	0.1716	-0.3926	-0.0806
-11.5658	4.1457	0.8598	0.9671	0.4206	3.2487	3.3205	-6.2596	5.5349
-0.4486	-0.6891	-0.1109	1.0206	-0.7622	1.4406	0.3136	0.0171	0.9398
-0.4631	-0.6922	-0.099	1.0349	-0.7631	1.4368	0.3131	0.015	0.9476
-0.4643	-0.6907	-0.1169	1.0189	-0.7717	1.3498	0.3176	0.027	0.9385
-0.4664	-0.6827	-0.1084	1.0102	-0.7644	1.3654	0.3096	0.0244	0.934
-0.4476	-0.684	-0.1043	1.0178	-0.7643	1.4458	0.3142	0.0222	0.9414
-0.4684	-0.6887	-0.1047	1.0172	-0.7765	1.3845	0.3146	0.0185	0.9435
-0.4642	-0.695	-0.1179	0.966	-0.7683	1.4435	0.3056	0.0179	0.9443
-0.469	-0.684	-0.0785	1.0194	-0.765	1.4551	0.3092	0.0213	0.9377
-0.4569	-0.6608	-0.1088	1.02	-0.7686	1.4431	0.3082	0.0181	0.9435
-0.4646	-0.6889	-0.1426	1.0148	-0.7576	1.4374	0.3088	0.0303	0.9369
0.8993	-1.1601	1.1468	0.0976	0.5943	0.4897	0.0948	-1.6823	0.7538
0.9844	-1.4183	1.1432	0.4504	0.6435	0.5999	0.1178	-1.5562	0.7924
0.928	-1.4208	1.1285	0.4183	0.646	0.5888	0.1231	-1.5509	0.7924
-0.139	-0.2171	0.1286	0.1654	0.1338	0.4102	0.192	-0.3113	-0.0534
-0.1152	-0.1412	0.1308	0.1178	0.1424	0.4225	0.1413	-0.2132	-0.0013
-0.1464	-0.155	0.0957	0.1085	0.136	0.417	0.1362	-0.2291	-0.007
-0.3575	-0.1063	0.4338	0.2131	-1.0645	0.3916	-0.331	-0.0577	-0.2958
0.1201	0.2864	0.0505	1.1091	-0.5225	-1.3476	0.2188	-0.2631	0.0405
0.7929	0.2055	0.17	1.7296	-0.3284	-1.6019	0.4887	-0.4174	0.2706
-0.422	1.049	-0.2371	-0.0133	-0.1494	-0.9714	-0.1457	-0.0402	0.04
0.5026	-0.3055	-0.2785	0.3731	-0.3323	-1.0338	-0.1678	-0.0046	0.0192
0.2224	-2.1215	-0.6557	-0.2055	-0.4296	-0.9539	-0.4589	0.4214	0.3101
1.1117	-0.1371	0.056	-0.0039	-0.3198	-0.7681	0.357	-0.0526	0.1155
1.0059	-0.1367	0.0625	-0.0039	-0.3275	-0.7595	0.3539	-0.053	0.1046
1.1168	-0.1397	0.0531	-0.0014	-0.3288	-0.7639	0.2911	-0.0495	0.0906
1.0949	0.1916	-1.0413	-0.0483	-0.3262	-2.0445	-1.7601	0.3485	-0.1093
1.1042	0.2012	-1.0362	-0.0508	-0.33	-2.0454	-1.4495	0.1942	-0.1142
-0.0346	-0.0748	-0.6471	0.6755	-1.9849	-0.6152	1.9878	-0.6261	-1.8076
1.5178	0.2087	0.0824	0.3383	0.8525	0.1098	-0.9889	0.7015	-0.5303
0.4708	0.2266	-1.8725	1.0839	1.6476	0.2218	0.1764	0.7936	-2.8097
0.154	-2.6869	-0.8598	0.0022	-0.127	-4.2058	-1.8515	-2.5175	-1.8311
-0.078	-0.0232	3.4129	-1.2991	0.6765	2.8395	-2.1745	-7.522	0.1328
0.1706	0.0344	3.5016	-0.0461	0.5704	2.6785	-1.7077	-7.8783	0.1018
0.006	-0.0481	0.1059	-0.5065	0.3128	-0.1814	-1.1658	0.6157	-1.4286
1.3241	0.4774	0.8044	0.8254	1.2394	-0.0581	0.5603	-1.2877	0.7365
0.3621	-0.3207	0.8848	0.3801	1.1613	0.1884	0.5169	-1.3052	0.444
1.9196	0.3187	0.3353	-3.4607	1.0422	0.0738	-0.8156	0.7339	0.376
1.9291	0.2463	0.3954	-2.9603	1.041	0.116	-0.7262	0.6152	0.3559
1.3697	0.6333	1.0694	1.4095	-0.3172	0.2844	0.519	-0.6436	0.0635
0.67	0.1297	0.6095	6e-04	0.9402	0.5405	-0.1046	0.7967	0.1567
0.6366	0.1293	0.6081	0.0816	0.9509	0.5467	-0.1064	0.8052	0.1605
0.8222	0.1706	0.5526	-0.7905	0.6751	0.3225	-0.213	0.0485	0.0588
0.2108	0.3447	1.8821	-0.4282	0.2249	-0.8988	-2.3084	1.4307	-0.136
0.2154	0.3561	1.879	-0.4206	0.2239	-0.897	-2.3097	1.4289	-0.1491
0.5658	-0.5136	0.6737	0.0334	-0.2988	0.8016	-0.0821	1.3367	0.0731
-0.5553	-0.9196	0.7933	1.3015	0.2246	1.3617	-0.2801	0.4101	0.4918
-0.546	-0.9229	0.797	1.3111	0.2272	1.352	-0.2789	0.4181	0.5067
-0.5499	-0.9167	0.7973	1.3015	0.2044	1.3582	-0.2766	0.4138	0.5194
-0.5407	-0.9195	0.7969	1.3074	0.2274	1.264	-0.2748	0.4101	0.5191
