"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.7982	1.0425	0.2381	-1.4272	0.3073	-0.3385	-1.3587	0.3357	3.9859
0.8376	1.1588	0.1931	-1.341	0.2872	-0.3344	-1.3597	0.2527	3.9307
1.016	3.1829	1.3436	1.2744	2.7888	-0.2824	-0.0097	-1.2367	-1.064
0.0108	0.0789	0.1233	-0.1446	0.792	0.2701	-1.0941	0.7945	-0.5537
-0.0084	-0.0973	0.2447	0.092	-0.0354	0.3897	0.0753	-0.2174	0.1247
0.6746	4.1417	-7.9129	0.9699	0.4206	-1.5894	8.8416	-8.6896	8.0456
-0.4757	-0.6874	-0.1026	1.0201	-0.7653	1.4342	0.3039	0.0196	0.9476
-0.4689	-0.6832	-0.0882	1.0214	-0.7679	1.4377	0.3151	0.016	0.9399
-0.4705	-0.6824	-0.1081	1.0201	-0.7634	1.44	0.3184	0.0233	0.9375
-0.4676	-0.6897	-0.1056	1.0164	-0.7662	1.3501	0.3122	0.0321	0.9518
-0.4718	-0.6891	-0.1047	1.023	-0.7588	1.379	0.3198	0.016	0.9365
-0.4735	-0.6856	-0.1042	1.0291	-0.7685	1.4438	0.309	0.0381	0.9496
-0.4643	-0.6816	-0.1095	1.016	-0.7701	1.4467	0.3095	0.0163	0.8635
-0.4675	-0.6858	-0.1096	0.9838	-0.7627	1.4545	0.3051	0.0207	0.9367
-0.4643	-0.6903	-0.1172	1.0198	-0.7589	1.442	0.3122	0.0157	0.9333
-0.4666	-0.6895	-0.1019	1.0213	-0.7601	1.4397	0.2863	0.0242	0.9425
0.801	-1.1194	1.0265	0.1019	0.4404	0.6937	0.0989	-1.6762	0.6046
0.9899	-1.4232	1.0647	0.4203	0.2977	0.5361	0.1225	-1.5475	0.79
0.9916	-1.4262	1.0463	0.4177	0.2609	0.5875	0.1209	-1.5515	0.7117
-0.1491	-0.1533	0.0874	0.117	0.0093	0.4069	0.0573	-0.3434	0.0708
