"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.5599	-1.0453	0.0724	-1.4314	-0.9035	-0.0649	-1.5105	0.6986	-2.5431
0.5647	-1.0571	0.0849	-1.4304	-0.9356	-0.0729	-1.5111	0.7414	-2.5258
1.0233	3.1826	1.2614	-0.6841	2.7855	0.2564	-0.3817	-0.7602	-1.0705
-0.0905	0.0808	0.1967	-0.1019	0.7009	0.2605	-1.0717	0.689	-0.4918
0.5234	-0.0238	0.1855	0.2765	0.0184	0.3609	0.1285	-0.3534	0.0206
0.6809	4.1263	0.8644	0.965	2.6436	4.2051	-5.3343	5.8974	-2.2973
-0.4733	-0.6923	-0.1071	1.0308	-0.7602	1.4439	0.3074	-0.0077	0.9383
-0.4644	-0.6926	-0.1099	1.0074	-0.7689	1.4399	0.3173	0.0233	0.9373
-0.475	-0.6947	-0.1123	1.0301	-0.7496	1.4397	0.3168	0.0161	0.8841
-0.4511	-0.6858	-0.1097	1.0213	-0.7654	1.4345	0.3082	0.0148	0.941
-0.4682	-0.689	-0.1122	1.0032	-0.7556	1.4426	0.306	0.0259	0.9433
-0.4612	-0.6873	-0.1051	1.0205	-0.7686	1.3529	0.3064	0.0262	0.9326
-0.4841	-0.6906	-0.1095	1.0257	-0.7614	1.4347	0.3152	0.0136	0.9406
-0.4665	-0.6904	-0.1069	1.0186	-0.7669	1.437	0.3051	0.0246	0.906
-0.4005	-0.6827	-0.103	1.0265	-0.7593	1.4454	0.3082	0.0103	0.9395
-0.4364	-0.6881	-0.1094	1.0277	-0.7705	1.439	0.3127	0.0204	0.9374
0.808	-1.0167	1.0968	0.1086	0.352	0.6921	0.0962	-1.6812	0.5845
0.8747	-1.4216	1.0791	0.4183	0.3951	0.5928	0.1175	-1.5513	0.7893
0.9818	-1.4184	1.1041	0.4651	0.333	0.5907	0.1237	-1.5542	0.7963
-0.143	-0.0933	0.2128	0.1022	-0.0085	0.3404	0.0224	-0.2946	7e-04
-0.253	-3.0269	0.2006	0.7763	0.0577	0.4169	-0.1064	0.2215	0.7989
-0.2604	-3.0151	0.1588	0.7486	0.0454	0.3748	-0.1064	0.2297	0.8278
-0.3441	-0.1038	0.1331	0.1965	-1.0702	0.2523	-0.3324	-0.0859	0.5707
0.1167	-0.2476	0.0399	1.1093	-0.525	-1.3415	0.0367	-0.173	-0.2638
0.7969	-0.413	-0.023	1.7233	-0.3267	-1.6058	0.4869	-0.4069	0.2733
