"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.735	1.1546	0.002	-1.3176	0.6058	0.0022	-1.2895	0.3671	1.195
0.6888	1.0935	-0.0243	-1.4216	0.58	0.0237	-1.311	0.4232	1.193
1.0157	3.1887	1.34	-0.5234	2.7886	0.3117	-0.3886	-0.3143	-1.0704
-0.0651	0.0438	-0.0129	-0.5105	0.8027	0.0383	-1.4974	1.0495	-0.5534
-0.0697	-0.1714	0.1969	0.2439	-0.032	0.3055	0.3107	-0.3958	-0.0478
0.6833	4.1278	3.4968	0.9605	0.4262	-2.8031	-7.4701	9.3066	2.0456
-0.4693	-0.6857	-0.0821	1.0222	-0.7633	1.44	0.3148	0.0202	0.9401
-0.4693	-0.69	-0.0997	1.0122	-0.7656	1.3173	0.3104	0.0228	0.9399
-0.4653	-0.6937	-0.1017	1.025	-0.7618	1.4427	0.3101	0.0228	0.8839
-0.4714	-0.6931	-0.0545	1.0286	-0.764	1.4334	0.3115	0.0266	0.9448
-0.4794	-0.6928	-0.0564	1.0388	-0.7597	1.4419	0.3184	0.0176	0.938
-0.4683	-0.6962	-0.1114	1.0241	-0.7193	1.4387	0.3114	0.0228	0.94
-0.467	-0.6907	-0.1091	1.016	-0.7639	1.2777	0.3081	0.0174	0.9412
-0.4656	-0.6878	-0.1037	1.0028	-0.7634	1.4412	0.3056	0.0161	0.941
-0.4673	-0.6915	-0.1036	1.0185	-0.7656	1.4328	0.3102	0.017	0.8521
-0.4709	-0.6872	-0.1123	0.9646	-0.7593	1.439	0.308	0.0162	0.9384
0.7544	-1.0725	1.3226	0.0913	0.2442	0.6948	0.0976	-1.6782	0.4603
0.9872	-1.4177	1.449	0.4162	0.2716	0.438	0.128	-1.5486	0.7889
0.9799	-1.4113	1.4097	0.4203	0.2676	0.5928	0.1225	-1.5613	0.6984
-0.1462	-0.2093	0.1157	0.1918	0.1401	0.3105	0.0833	-0.2159	-0.094
-0.1287	-0.158	0.1372	0.117	0.1127	0.2275	0.1473	-0.1876	0.0718
-0.1077	-0.1156	0.1115	0.1131	0.1089	0.2025	0.146	-0.1717	0.0409
-0.3637	-0.1057	0.4427	0.2008	0.4329	0.293	-0.3341	-0.0358	0.5716
0.1133	0.2913	0.0436	1.1132	-0.5237	-1.3349	0.0811	-0.3179	0.1269
0.7957	0.2157	-0.114	1.7205	-0.3275	-1.604	0.4977	-0.4161	0.2803
-0.4341	1.0515	-0.1618	0.7462	-0.1596	-0.839	-0.0816	-0.2271	-0.0767
0.2987	0.3204	-0.1604	-0.6755	-0.1533	-0.9746	-0.4832	0.2435	-0.0337
-0.3847	0.1726	-0.2046	-0.1941	-0.1821	-0.8962	-0.3124	0.0552	0.0785
1.1189	-0.1386	0.0573	-0.0033	-0.3416	-0.77	0.3614	-0.0479	-0.0273
1.1059	-0.1349	0.065	-0.006	-0.3237	-0.7675	0.355	-0.0404	-0.0023
1.1084	-0.0867	0.0665	-0.0088	-0.3333	-0.7682	0.3563	-0.0465	-0.0233
1.1045	0.1709	-1.033	-0.0503	-0.3271	-2.0435	-1.7597	0.21	-0.1161
1.112	0.2017	-0.6807	-0.0535	-0.3353	-2.0443	-1.7559	0.2059	-0.1112
-0.0636	-0.0796	-0.1097	0.7324	-1.983	-0.6168	1.9957	-0.7635	0.1921
-0.0533	-1.4979	-0.0644	0.3414	0.4769	0.102	-1.351	0.8931	-0.2656
-1.3936	-0.746	-2.4062	1.077	1.6557	0.3136	0.0351	0.3576	-2.4036
-7.2096	-2.0633	-0.8657	-2.2191	-0.1179	2.8703	-1.8583	-3.9397	-8.8521
-0.0869	-0.0357	-3.106	0.0377	-1.0736	2.8384	4.6465	5.1587	-0.1744
-0.1914	0.1339	-3.0376	-0.0481	0.5725	2.6816	4.4228	5.3878	0.0936
-0.0014	-0.0404	0.2338	-0.5061	0.5661	-0.1888	-0.5194	0.6056	-1.326
1.0845	-1.1376	4.1852	0.1181	0.7602	-0.1906	0.5198	-1.0222	1.0774
0.3603	-0.3262	0.8684	0.3779	1.1662	0.1841	0.4487	0.3231	0.4476
1.9158	0.5872	0.6215	-3.4474	1.0445	0.1666	-0.9402	1.4284	-0.1662
1.9199	0.2547	0.6205	-2.9734	1.0393	0.2002	-0.8801	1.3339	-0.1059
0.9518	0.659	0.6973	-0.649	-0.3014	0.1391	0.0876	0.4736	0.0508
0.671	0.1386	0.6093	0.0816	0.8624	0.5471	-0.1112	0.8056	0.0793
0.6254	0.1289	0.6091	0.075	0.9398	0.5484	-0.1085	0.8067	0.1122
0.8311	0.5211	0.6141	-0.7121	0.7551	0.3551	-0.1478	0.6569	-0.0025
0.2131	0.347	1.7005	-0.4279	0.2271	-0.8883	-2.3078	1.437	-0.2817
0.2119	0.3504	1.877	-0.42	0.2245	-0.8874	-2.3067	1.4307	-0.2789
0.6144	-0.521	0.4953	0.9108	-0.3036	-0.9929	-0.0865	1.1425	-3.25
-0.5432	-0.9198	0.7968	1.2999	0.2294	1.24	-0.2815	0.414	0.5225
-0.5466	-0.9218	0.801	1.2967	0.2184	1.2507	-0.2759	0.4083	0.5164
-0.5484	-0.9185	0.7928	1.2989	0.2202	1.3517	-0.2771	0.3705	0.5207
-0.5425	-0.917	0.7932	1.1858	0.2172	1.3525	-0.2857	0.4089	0.5225
-0.5506	-0.917	0.7975	1.3002	0.2263	1.3481	-0.2764	0.3734	0.5172
-0.0534	-3.5333	0.5259	0.3985	-1.5321	-1.1641	0.5695	1.2814	-2.8241
-0.0509	-3.537	0.5299	0.3882	-1.5315	-1.1813	0.5769	1.3607	-2.8194
-0.0713	-0.4053	0.9435	-0.106	-0.0054	0.1809	-1.7684	1.6781	0.0985
0.0607	0.8915	-0.1982	0.9244	-1.058	-1.884	1.286	-0.8126	0.854
0.0875	0.8902	-0.2135	0.9931	-1.0556	-1.8708	1.2982	-0.8261	0.8527
0.0649	0.8863	-0.209	0.9735	-1.0182	-1.8727	1.2896	-0.8147	0.8564
0.0721	0.8963	-0.2039	0.9819	-1.0611	-1.8711	1.2894	-0.8257	0.8483
0.0627	0.8906	-0.2318	0.9728	-1.0622	-1.8792	1.2853	-0.8248	0.8631
1.1783	-0.1029	1.3229	0.0806	1.5279	-1.4047	0.5377	-0.3072	-0.3219
-0.1133	0.2956	-0.4167	0.1808	0.5006	0.0962	-0.1057	0.1791	-0.236
0.1818	-2.3446	2.2821	6.9672	1.9769	0.5458	-0.5837	-7.3052	-3.9356
-0.317	-1.4263	0.6582	0.5622	-0.7223	-0.7811	1.8295	-1.5544	-0.5873
-1.1383	-0.1359	-0.927	-1.1255	0.4278	1.1517	-0.9927	0.7381	-0.0971
-2.0702	0.7711	-1.8945	-2.0672	0.6943	1.3755	-1.2403	0.879	-0.3997
-1.016	0.3993	-0.9182	-0.5807	0.4408	1.0432	-0.8681	0.5606	-0.2299
-0.7048	-1.2845	-0.5576	1.3055	1.2516	1.3152	-1.0007	0.6272	-0.0951
-0.6127	-1.2768	-0.5614	1.2951	1.2414	1.366	-1.0052	0.6303	-0.1041
-1.2065	-0.2228	-0.8895	-1.9106	-1.0607	0.9781	-0.9267	0.8058	-0.4108
