"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.6354	-0.3742	-0.0811	-1.4231	0.0526	-0.083	-1.4886	0.7359	1.3107
0.6207	-0.4518	-0.1158	-1.4322	0.0684	-0.0887	-1.5464	0.7419	1.3288
1.2034	3.1887	1.1583	1.2661	2.7924	0.5119	-0.3834	-0.9295	-1.0744
-0.0092	0.0768	-0.0503	-0.0491	0.3801	0.0976	-1.4501	0.6392	-0.5835
-0.092	-0.101	0.1173	0.2453	-0.0367	0.3287	0.0506	-0.3366	-0.0159
0.6747	4.1599	0.867	0.9688	3.9289	-4.6977	1.6206	-2.6496	3.0636
-0.4603	-0.6958	-0.1086	1.0268	-0.7707	1.4377	0.3141	0.0077	0.9408
-0.475	-0.691	-0.1046	1.0244	-0.7679	1.4428	0.3065	0.0258	0.9395
-0.4696	-0.6938	-0.1032	1.0227	-0.7689	1.3493	0.3047	0.0258	0.9345
-0.4642	-0.6885	-0.0988	0.9894	-0.7711	1.4456	0.3154	0.027	0.9319
-0.4762	-0.6908	-0.11	1.0244	-0.7658	1.4498	0.2726	0.0267	0.9442
-0.4335	-0.6931	-0.1024	1.0236	-0.765	1.4372	0.3137	0.0157	0.9491
-0.4682	-0.6919	-0.117	1.023	-0.7703	1.4398	0.3052	0.0059	0.9501
-0.4662	-0.686	-0.1054	1.0252	-0.7772	1.4418	0.3161	0.021	0.8931
-0.4691	-0.6924	-0.1023	1.0217	-0.7664	1.438	0.3039	0.0172	0.9346
-0.4747	-0.6863	-0.0976	1.0297	-0.759	1.3599	0.3163	0.0266	0.9416
0.8741	-1.0604	1.24	0.1063	0.7796	0.6936	0.0965	-1.6827	0.5355
0.9801	-1.4204	1.2345	0.4127	0.7944	0.5961	0.1339	-1.5499	0.7951
0.9792	-1.414	1.2461	0.4108	0.7943	0.5528	0.124	-1.5454	0.7954
-0.1481	-0.1093	0.0438	0.1449	0.1444	0.4071	-0.0262	-0.2062	0.0996
-0.0831	0.0306	0.0841	0.1096	0.1815	0.3404	0.0782	-0.2636	0.1722
-0.0921	0.0162	0.1073	0.1161	0.2272	0.3346	0.0629	-0.2427	0.1486
-0.3548	-0.104	0.2765	0.204	-1.0692	0.1732	-0.3304	-0.0247	0.5625
0.7273	0.2906	0.0443	1.1147	-0.5274	-1.3457	0.0467	-0.2996	-0.2652
0.7994	0.217	-0.027	0.3805	-0.3273	-1.6106	0.4887	-0.4064	0.2787
-0.4206	1.0728	-0.1109	0.0308	-0.1494	-1.1558	-0.1861	-0.1011	0.0406
0.508	-0.3094	-0.2311	0.3239	-0.2541	-1.0772	-0.3297	0.022	0.0278
-0.3931	-2.1209	-0.4084	0.4882	-0.3745	-0.9328	-0.37	0.1738	0.3773
1.1086	-0.1361	0.0634	-0.006	-0.3326	-0.769	0.3604	-0.0963	-0.1649
1.1161	-0.0652	0.0572	-0.0028	-0.3257	-0.7746	0.359	-0.0517	-0.1598
1.1115	-0.1412	0.0644	0.0046	-0.3271	-0.7701	0.3528	-0.0883	-0.1429
1.1154	0.2	-1.056	-0.0556	-0.2189	-2.0475	-1.7504	0.2102	-0.104
1.1145	0.1983	-1.0442	-0.0918	-0.3239	-2.0448	-1.7546	0.2061	-0.11
0.1774	0.482	-0.1114	0.7386	-1.9923	-0.6273	1.9649	-0.8193	-1.8029
1.4941	-1.4878	-0.1041	0.4003	-0.0632	0.0526	-1.5182	0.7815	-0.5606
-1.3892	-0.1392	-1.5508	1.0575	1.9082	0.013	0.0203	0.4319	-2.3579
-3.8542	-2.0495	-1.2098	-13.7506	-0.1192	-1.9593	-1.8603	4.2994	4.6964
-0.0694	-0.0287	3.0651	-1.3277	-1.075	-0.8837	4.1105	-4.666	-0.1003
-0.1238	0.5317	3.0131	-1.4109	0.5431	-0.7694	4.0222	-4.7048	0.0939
0.0117	0.3033	0.1031	-0.5059	0.7041	-0.1769	-0.5161	0.6201	-1.4274
