"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.5558	1.1196	0.0358	-1.3931	-0.6899	0.0445	-1.3908	0.6382	0.2375
0.4904	0.5975	-0.017	-1.4329	-0.7343	0.0228	-1.3743	0.6724	0.2841
1.0261	3.1922	1.1398	1.2703	2.8005	0.0351	-0.3038	-0.4572	-1.0801
0.0185	0.1605	-0.0601	-0.5011	0.7143	0.1724	-1.2403	0.6663	-1.0948
-0.0725	-0.0495	0.1679	0.187	-0.0278	0.3098	0.0802	-0.1567	0.1232
0.6848	4.1317	0.8819	0.9708	3.5816	-1.1061	-0.4575	-8.2465	-2.1191
-0.4709	-0.6822	-0.102	0.946	-0.7672	1.4382	0.3047	0.0204	0.9428
-0.4723	-0.6893	-0.0815	1.0159	-0.7625	1.4418	0.3152	0.0257	0.941
-0.4707	-0.6925	-0.0963	1.0232	-0.7567	1.4528	0.3051	0.0163	0.942
-0.4624	-0.6893	-0.0798	1.0225	-0.7775	1.4499	0.3114	0.0189	0.9464
-0.4663	-0.6947	-0.1054	1.0188	-0.7713	1.4524	0.3052	0.0235	0.9424
-0.4751	-0.6857	-0.1099	1.0241	-0.7678	1.4377	0.2623	0.0232	0.9392
-0.4715	-0.6852	-0.1035	1.0187	-0.7672	1.4468	0.3111	0.0226	0.9478
-0.4367	-0.6891	-0.0998	1.0247	-0.7684	1.4427	0.316	0.0206	0.9425
-0.4685	-0.6874	-0.1105	1.0225	-0.7627	1.4483	0.2755	0.0264	0.9284
-0.4735	-0.6783	-0.1009	1.0196	-0.7665	1.4521	0.3105	0.0182	0.9355
0.8676	-1.1692	1.2722	0.3912	0.2425	0.6911	0.1035	-1.6789	0.7549
0.9773	-1.4132	1.2214	0.4207	0.2856	0.587	0.1174	-1.4954	0.7957
0.98	-1.4231	1.2585	0.4099	0.2737	0.5832	0.1208	-1.4991	0.802
-0.1446	-0.1008	0.0421	0.1441	0.005	0.2628	-0.0443	-0.1666	0.0436
-0.1196	-3.0217	-0.1299	0.2415	-0.3009	0.4464	0.2689	-0.2418	0.4081
-0.1507	-2.7369	-0.1133	0.1288	-0.2595	0.4165	0.2874	-0.2629	0.3932
-0.3557	-0.1053	0.4334	0.1447	-1.0705	0.4773	-0.3289	-0.2131	0.5608
0.1152	0.2983	0.0453	-0.0653	-0.5201	-1.3448	-0.1108	0.053	-0.2483
0.8055	0.211	-0.0225	1.6852	-0.4827	-1.6163	0.4967	-0.4269	0.2752
-0.4348	1.0533	-0.1837	-0.286	-0.1525	-1.1289	-0.3647	0.0383	0.0387
0.4151	0.0577	-0.1722	-0.6824	-0.1586	-1.213	-0.334	0.1093	0.184
