"leafN.mg.g"	"height.m"	"rootN.mg.g"	"SLA_m2.kg"	"root.depth_m"	"rootDiam.mm"	"SRL.groot.cahill.merge"	"RTD.groot.cahill.merge"	"RMF.g.g"
0.7931	1.1411	0.0414	-0.8099	0.5529	-0.2008	-1.1209	0.2817	-0.8889
0.7639	1.142	0.0597	-0.8555	0.5721	-0.263	-1.0988	0.2778	-0.8791
1.0295	3.2003	1.3646	1.2697	2.7937	0.056	0.073	-1.1348	-1.069
0.0561	0.0695	-0.1262	0.0292	0.8583	0.2067	-1.4206	0.697	-0.5072
0.5304	-0.1268	0.135	0.2732	0.0186	0.2792	0.1578	-0.2849	0.0018
0.6652	4.1357	-1.4409	0.9723	0.4184	-6.8917	-9.9891	8.7093	2.5853
-0.4636	-0.6865	-0.11	1.0222	-0.7649	1.4486	0.3119	-0.0137	0.9349
-0.4627	-0.6857	-0.1037	1.0272	-0.7244	1.4472	0.3113	0.0202	0.944
-0.4608	-0.6884	-0.1006	1.0247	-0.7589	1.4465	0.3035	0.0194	0.943
-0.4759	-0.6777	-0.1063	1.0225	-0.759	1.4384	0.3074	0.0205	0.9411
-0.4664	-0.692	-0.1097	1.0291	-0.7687	1.4429	0.305	0.0016	0.9477
-0.4716	-0.6934	-0.1232	1.0349	-0.7626	1.4362	0.3081	0.0199	0.9367
-0.4667	-0.6846	-0.105	1.0222	-0.7629	1.4545	0.3042	0.0154	0.8773
-0.4554	-0.6917	-0.1112	1.0274	-0.7687	1.4424	0.3136	0.0239	0.9329
-0.4646	-0.6649	-0.1033	1.026	-0.7588	1.443	0.315	0.0201	0.93
-0.4755	-0.6853	-0.1012	1.0316	-0.7637	1.4447	0.2915	0.0227	0.94
0.7821	-1.1975	1.0841	0.1035	0.5316	0.6916	0.182	-1.6785	0.769
0.895	-1.4192	1.0022	0.4096	0.4268	0.5976	0.119	-1.5533	0.7889
0.9786	-1.4188	1.0274	0.4188	0.433	0.5443	0.1228	-1.5518	0.7792
-0.148	-0.1531	0.0153	0.1355	0.1922	0.3418	-0.0107	-0.216	0.0398
-0.47	-3.0245	-0.284	0.2512	-0.2032	0.7171	-0.2719	0.0789	0.4583
-0.4951	-2.7501	-0.248	0.1151	-0.1968	0.7148	-0.259	0.041	0.4299
-0.3573	-0.1065	0.4313	0.2019	0.5371	0.4152	-0.3336	-0.135	0.5673
0.1445	-0.1354	0.045	1.1074	-0.5259	-1.3348	-0.4731	-0.0633	-0.265
0.797	0.2245	-0.0084	1.7313	-0.338	-1.2247	0.4443	-0.4349	0.2715
0.9987	1.0804	-0.165	0.7562	-0.1623	-1.141	-0.6406	-0.0341	0.0443
0.4615	-0.0086	-0.4093	-0.6731	-0.1696	-0.9696	-1.019	0.392	-0.1353
0.3132	-2.1296	-0.465	-0.2057	-0.5883	-0.7622	-1.0902	0.5576	0.2749
1.113	-0.1347	0.0653	-0.0053	-0.3306	-0.7636	-0.7279	-0.0547	-0.1316
1.107	-0.1372	0.064	-0.012	-0.334	-0.7529	-0.7561	-0.0415	-0.1445
1.1243	-0.136	0.0506	-0.0047	-0.3343	-0.7569	-0.7571	-0.043	-0.141
1.1132	0.2062	-1.0469	-0.0502	-0.317	-1.7747	-1.7661	0.2049	-0.1194
1.1075	0.1982	-1.0483	-0.0539	-0.2876	-2.0471	-1.751	0.2011	-0.1087
-0.1614	-0.0777	-0.1169	0.7209	-0.9794	-0.6213	1.9951	-0.7346	-1.7965
1.5219	0.4767	-0.0412	0.3536	0.9277	-0.099	-1.4487	0.6117	-0.5396
0.5042	0.2228	-1.4705	1.0889	1.8518	-0.2367	0.3627	0.1004	3.6692
-9.9936	-2.0541	7.5686	0.005	-0.1235	-5.7752	1.2188	13.4726	8.008
-0.0854	-0.0348	7.1669	-1.3236	-0.0707	2.8374	5.9186	-2.7407	0.1208
0.2119	0.5253	7.3196	-0.0454	-0.1234	2.5019	6.2624	-2.97	0.0827
0.0043	-0.0558	0.0966	-0.5066	0.4623	-0.1738	-0.5092	0.3318	-1.3862
1.348	0.3341	0.8366	0.8185	0.922	-0.13	0.5767	-1.0571	0.7449
1.3298	-0.3035	0.8679	0.3808	1.1572	0.1884	0.4578	-1.2982	0.4312
1.9021	0.2359	0.3659	-3.4448	0.9875	0.3125	-0.6194	0.6881	0.0717
1.2345	0.2406	0.3598	-3.4643	1.0464	0.4051	-0.6036	0.6995	0.1159
0.9594	0.6524	0.5675	-0.9717	-0.3215	0.2975	0.2413	0.0211	0.0525
1.3549	0.127	0.6111	0.0528	0.9451	0.5433	-0.1057	0.7969	0.2261
1.3282	0.1254	0.6003	0.0553	0.9355	0.5499	-0.1084	0.8041	0.2273
1.2306	0.5061	0.5427	-0.7993	0.6544	0.2937	0.1053	0.0209	0.0328
0.2147	0.3454	1.8712	-0.4172	0.2272	-0.8913	-2.3015	1.4301	-0.284
0.2184	0.3477	1.702	-0.4275	0.2286	-0.8924	-2.3158	1.4377	-0.2758
0.5727	-0.5191	0.5418	-0.1246	-0.2807	3.0351	-0.0799	1.2607	2.4229
-0.5467	-0.9172	0.7941	1.304	0.2209	1.3513	-0.2701	0.3542	0.5224
-0.5482	-0.9194	0.7926	1.3068	0.2216	1.3594	-0.2822	0.3665	0.5161
-0.5476	-0.9279	0.7931	1.3	0.2192	1.3629	-0.2781	0.4144	0.5139
-0.5552	-0.9201	0.7877	1.296	0.2185	1.3595	-0.2725	0.3541	0.5235
-0.5414	-0.9214	0.794	1.3007	0.226	1.3617	-0.2912	0.4075	0.5165
-0.0622	-3.5295	0.5236	0.3828	-1.5304	3.1503	0.5698	1.3516	2.7724
-0.05	-3.2139	0.5299	0.3889	-1.5391	3.1568	0.5685	1.3529	2.6991
0.5544	-0.0146	0.9332	-0.1011	-0.3256	0.1806	-1.7682	1.6765	0.0935
0.0945	0.9005	-0.2108	0.969	-1.0611	-1.871	1.289	-0.8214	0.848
0.0661	0.8024	-0.2109	0.9877	-1.0616	-1.8696	1.284	-0.8104	0.8485
0.0802	0.8986	-0.2055	0.9767	-1.0553	-1.8802	1.2891	-0.8246	0.8463
0.067	0.8903	-0.214	0.9746	-1.0569	-1.8662	1.291	-0.8192	0.8485
0.0629	0.8905	-0.2103	0.9739	-0.9477	-1.8783	1.2975	-0.8203	0.8533
1.1736	-0.0999	1.2007	0.0817	1.52	-1.4132	0.5362	-1.8148	-0.3409
-0.2447	0.2894	-0.3173	0.1622	0.4972	0.09	-0.0812	0.141	-0.24
-0.2228	-2.3387	3.3764	-1.8765	3.9736	-2.8802	0.7213	-6.8806	-9.9608
-0.3141	-1.416	0.6182	0.5658	-0.7355	-0.7753	1.84	-1.5239	-1.8348
-0.6303	-0.0465	-0.8933	-0.3131	0.347	0.7681	-0.5986	0.5511	-0.1812
-2.082	-0.2556	-1.8886	-2.0275	0.467	0.2576	-0.9846	1.0912	-0.0531
0.4338	0.0432	-0.8995	-0.5691	0.3857	0.6179	-0.707	0.6024	-0.1961
-0.7157	-1.2776	-0.5639	1.1085	1.2464	1.3654	-1.0053	0.6318	-0.0915
-0.7046	-1.291	-0.5547	1.3076	1.2382	1.3593	-1.0009	0.6241	0.0162
-0.3092	1.276	-0.7811	-0.3417	-1.0654	0.56	-0.3083	0.4782	-0.7265
-0.3882	-0.0178	0.0502	7.9984	-0.5281	-0.6679	5.513	1.6725	-10.175
0.6334	-8e-04	-0.01	0.9848	-0.1612	-0.0225	0.7566	-0.4193	1.1034
