"","Taxon","site_code","mean.after.control.0","mean.after.drought.0","mean.before.control.0","mean.before.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"976","SCHIZACHYRIUM SCOPARIUM","cedartrait.us",10.11111111,6,9.555555556,7.4,-1.4,0.555555556,-1.955555556,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,"GRASS","PERENNIAL","GRASS"
"977","SCHIZACHYRIUM SCOPARIUM","oklah.us",69.16666667,54.16666667,0,0,54.16666667,69.16666667,-15,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,"GRASS","PERENNIAL","GRASS"
"978","SCHIZACHYRIUM SCOPARIUM","cedarsav.us",20.625,17,14.28571429,16,1,6.339285714,-5.339285714,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,"GRASS","PERENNIAL","GRASS"
"979","SCHIZACHYRIUM SCOPARIUM","sand.us",14,9,6,7.5,1.5,8,-6.5,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,"GRASS","PERENNIAL","GRASS"
"980","SCHIZACHYRIUM SCOPARIUM","bfl.us",9,6,0,0,6,9,-3,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,"GRASS","PERENNIAL","GRASS"
"990","SCLEROPOGON BREVIFOLIUS","sevblack.us",1.95,0,4.1,0.75,-0.75,-2.15,1.4,NA,NA,NA,14.7175273,0.996,NA,279.3546,0.053333333,"GRASS","PERENNIAL","GRASS"
"1001","SETARIA PAMPEANA","cerrillos.ar",20.00333333,3.75,14.16666667,10,-6.25,5.836666667,-12.08666667,24.7,0.38,NA,19.52,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1002","SETARIA PARVIFLORA","eea.br",0,0,1,6.666666667,-6.666666667,-1,-5.666666667,17.972,0.316785714,NA,26.31,NA,0.14029,NA,0.045,"NULL","PERENNIAL","GRASS"
"1003","SETARIA PARVIFLORA","chilcasdrt.ar",1,0,0,0,0,1,-1,17.972,0.316785714,NA,26.31,NA,0.14029,NA,0.045,"NULL","PERENNIAL","GRASS"
"1004","SETARIA PARVIFLORA","yarradrt.au",21.25,3.333333333,7.36,20.33333333,-17,13.89,-30.89,17.972,0.316785714,NA,26.31,NA,0.14029,NA,0.045,"NULL","PERENNIAL","GRASS"
"1005","SETARIA SPHACELATA","ukulingadrt.za",0,6,0,0,6,0,6,10.0375,NA,NA,14.16,NA,NA,11.17,0.57,"GRASS","PERENNIAL","GRASS"
"1052","SORGHASTRUM NUTANS","konzadrt.us",6,8.25,11.5,5.333333333,2.916666667,-5.5,8.416666667,11.00766508,1.036,12.414309,NA,0.6096,0.242752216,106.1696388,0.254561111,"GRASS","PERENNIAL","GRASS"
"1053","SORGHASTRUM NUTANS","cedartrait.us",15,2,6.6,7.5,-5.5,8.4,-13.9,11.00766508,1.036,12.414309,NA,0.6096,0.242752216,106.1696388,0.254561111,"GRASS","PERENNIAL","GRASS"
"1054","SORGHASTRUM NUTANS","cedarsav.us",12.5,25,23.5,17.2,7.8,-11,18.8,11.00766508,1.036,12.414309,NA,0.6096,0.242752216,106.1696388,0.254561111,"GRASS","PERENNIAL","GRASS"
"1055","SORGHASTRUM NUTANS","oklah.us",11,15,0,0,15,11,4,11.00766508,1.036,12.414309,NA,0.6096,0.242752216,106.1696388,0.254561111,"GRASS","PERENNIAL","GRASS"
"1056","SORGHUM HALEPENSE","sclaudio.ar",10,15.25,5.333333333,5.833333333,9.416666667,4.666666667,4.75,22.2,1.3834,NA,17.98889051,0.254,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"1065","SPHENOPHOLIS OBTUSATA","oklah.us",15,0,0,0,0,15,-15,28.92,0.97536,NA,17.35,0.1016,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1066","SPOROBOLUS COMPOSITUS","oklah.us",6.166666667,10.16666667,0,0,10.16666667,6.166666667,4,8.2,0.213,NA,28.13,NA,NA,NA,0.49,"GRASS","PERENNIAL","GRASS"
"1067","SPOROBOLUS COMPOSITUS","konzadrt.us",0,0,14.8,17.2,-17.2,-14.8,-2.4,8.2,0.213,NA,28.13,NA,NA,NA,0.49,"GRASS","PERENNIAL","GRASS"
"1068","SPOROBOLUS CONTRACTUS","sevblack.us",0,0,0,2.75,-2.75,0,-2.75,NA,NA,NA,17.09756089,1.3,NA,NA,0.043333333,"GRASS","PERENNIAL","GRASS"
"1069","SPOROBOLUS CRYPTANDRUS","cdpt_drt.us",3,1.125,7,1,0.125,-4,4.125,12.97358435,0.352,27.8335825,23.90754717,0.4572,0.476,22.63833333,NA,"GRASS","PERENNIAL","GRASS"
"1070","SPOROBOLUS CRYPTANDRUS","sevblack.us",0,0,0,0.5,-0.5,0,-0.5,12.97358435,0.352,27.8335825,23.90754717,0.4572,0.476,22.63833333,NA,"GRASS","PERENNIAL","GRASS"
"1071","SPOROBOLUS CRYPTANDRUS","jrnchi.us",0,0,0,0.6194087,-0.6194087,0,-0.6194087,12.97358435,0.352,27.8335825,23.90754717,0.4572,0.476,22.63833333,NA,"GRASS","PERENNIAL","GRASS"
"1072","SPOROBOLUS CRYPTANDRUS","cedarsav.us",0,0,0,12,-12,0,-12,12.97358435,0.352,27.8335825,23.90754717,0.4572,0.476,22.63833333,NA,"GRASS","PERENNIAL","GRASS"
"1073","SPOROBOLUS FLEXUOSUS","jorndrt.us",1.65,12,1,0,12,0.65,11.35,NA,0.9144,NA,15.81345753,0.254,NA,NA,0.04,"GRASS","PERENNIAL","GRASS"
"1074","SPOROBOLUS FLEXUOSUS","sevblue.us",0,0,0,0.5,-0.5,0,-0.5,NA,0.9144,NA,15.81345753,0.254,NA,NA,0.04,"GRASS","PERENNIAL","GRASS"
"1076","STEINCHISMA HIANS","slp.us",1,44,0,0,44,1,43,NA,NA,NA,25,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1077","STEINCHISMA HIANS","eea.br",0,0,4.6,10,-10,-4.6,-5.4,NA,NA,NA,25,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1078","STEINCHISMA HIANS","chilcasdrt.ar",5,3,0,0,3,5,-2,NA,NA,NA,25,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1084","STENOTAPHRUM SECUNDATUM","chilcasdrt.ar",5.125,5,0,0,5,5.125,-0.125,NA,0.27432,NA,23,0.3048,NA,NA,0.1855714,"GRASS","PERENNIAL","GRASS"
"1085","STENOTAPHRUM SECUNDATUM","marcdrt.ar",1.5,2,3,2,0,-1.5,1.5,NA,0.27432,NA,23,0.3048,NA,NA,0.1855714,"GRASS","PERENNIAL","GRASS"
"1086","STIPA COMATA","biddulph.ca",12.5,14.5,3.5,5.5,9,9,0,20.1,0.9144,15.9,16.95,0.4064,0.49068467,79.18825345,0.2,"GRAMINOID","PERENNIAL","GRASS"
"1087","STIPA COMATA","kinsella.ca",15,5.75,0,0,5.75,15,-9.25,20.1,0.9144,15.9,16.95,0.4064,0.49068467,79.18825345,0.2,"GRAMINOID","PERENNIAL","GRASS"
"1088","STIPA elegantissima","credom.au",0.5,0,0.5,0,0,0,0,NA,0.36,NA,18.174,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1089","STIPA JUNCEA","ayora.es",6.8,1,0,0,1,6.8,-5.8,NA,0.41515,NA,5.724449192,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1090","STIPA NITIDA","credom.au",0.5,4.125,0.75,5.5,-1.375,-0.25,-1.125,NA,0.8,NA,9.58,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1091","STIPA NITIDA","credoj.au",0.5,8.5,0.5,6.833333333,1.666666667,0,1.666666667,NA,0.8,NA,9.58,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1092","STIPA PENNATA","kiskun.hu",8.4,6.2,9.6,8.8,-2.6,-1.2,-1.4,13.2,0.475,10.1,16.05136437,NA,0.238540863,45.88074833,0.4617094,"GRASS","PERENNIAL","GRASS"
"1093","STIPA PULCHRA","scruzh.us",27.69133725,8.2963652,35.45813537,41.73103135,-33.43466615,-7.766798117,-25.66786803,NA,NA,NA,21.2309966,NA,0.01859375,132.7,0.356625,"FORB","PERENNIAL","GRASS"
"1094","STIPA SCABRA","cobar.au",3.5,12,4,1,11,-0.5,11.5,NA,0.8,NA,13.27,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1095","STIPA SPARTEA","cedarsav.us",15,0,3.666666667,3.5,-3.5,11.33333333,-14.83333333,14.01546154,0.576,18,8.74965934,0.254,0.393143677,61.25734351,0.2496,"GRASS","PERENNIAL","GRASS"
"1096","STIPA SPARTEA","brookdale.ca",0,0,0,5,-5,0,-5,14.01546154,0.576,18,8.74965934,0.254,0.393143677,61.25734351,0.2496,"GRASS","PERENNIAL","GRASS"
"1097","STIPA SPECIOSA","paike.ar",21.66666667,27,21.33333333,27,0,0.333333333,-0.333333333,12.13,0.169,7.94,15.44,0.352,NA,22.41,0.352,"GRASS","PERENNIAL","GRASS"
"1132","THEMEDA TRIANDRA","ukulingadrt.za",11.33333333,15,31.66666667,30,-15,-20.33333333,5.333333333,13.22821429,1.5,4.35,9.2635,NA,NA,NA,0.2625,"GRASS","PERENNIAL","GRASS"
"1134","THYRIDOLEPIS MITCHELLIANA","quilpie.au",0,0,1.666666667,1.333333333,-1.333333333,-1.666666667,0.333333333,NA,0.3,NA,13.98,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1135","THYRIDOLEPIS MITCHELLIANA","brokenh.au",0,0,1,2.333333333,-2.333333333,-1,-1.333333333,NA,0.3,NA,13.98,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1136","THYRIDOLEPIS MITCHELLIANA","charleville.au",0,0,1,1,-1,-1,0,NA,0.3,NA,13.98,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1142","TRACHYPOGON SPICATUS","guaribas.br",28.91666667,28.86666667,0,0,28.86666667,28.91666667,-0.050000001,11.7375,0.400769231,NA,4.654,NA,NA,NA,NA,"GRAMINOID","PERENNIAL","GRASS"
"1154","TRIDENS FLAVUS","konzadrt.us",0,1,0,2,-1,0,-1,13.07,0.660992,NA,12.5091284,0.254,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1172","TRIODIA BASEDOWII","ethadn.au",49.33333333,49.33333333,34.66666667,37,12.33333333,14.66666667,-2.333333333,6.4,1.3,NA,NA,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1173","TRIODIA BASEDOWII","ethadb.au",36,31.5,7,11,20.5,29,-8.5,6.4,1.3,NA,NA,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"1180","TRISETUM FLAVESCENS","validate.fr",3.5,8.3,0,0,8.3,3.5,4.8,27.09907954,0.532263158,8.795034255,22.11711414,0.44,0.166445278,447.4973772,0.175392308,"GRASS","PERENNIAL","GRASS"
"1181","TRISETUM SPICATUM","falls.au",0.5,1,0.5,0.5,0.5,0,0.5,24.54076945,0.32706,NA,21.1,0.3048,NA,NA,0.24,"GRASS","PERENNIAL","GRASS"
"1182","TRISTACHYA LEUCOTHRIX","ukulingadrt.za",30.5,46.66666667,46.66666667,42,4.666666667,-16.16666667,20.83333333,9.6,0.424,4.466666667,16.28247734,NA,0.62,NA,0.366666667,"GRASS","PERENNIAL","GRASS"
