"","Taxon","site_code","mean.after.control.0","mean.after.drought.0","mean.before.control.0","mean.before.drought.0","drought.after.before","control.after.before","cover.change","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"346","CONVOLVULUS ARVENSIS","jenadrt.de",11.5,2,0,0,2,11.5,-9.5,27.77,0.048,12.29,17.215475,2.24,NA,31.40813333,NA,"FORB","PERENNIAL","FORB"
"347","CONVOLVULUS ARVENSIS","scruzm.us",0,1.0989011,0,1.9047619,-0.8058608,0,-0.8058608,27.77,0.048,12.29,17.215475,2.24,NA,31.40813333,NA,"FORB","PERENNIAL","FORB"
"348","CONYZA CANADENSIS","slp.us",1,0,0,0,0,1,-1,27.9,0.836805556,NA,21.34368455,0.1524,0.09,119,0.35,"FORB","TWO","FORB"
"349","CONYZA CANADENSIS","kiskun.hu",0,0,0.375,0.66,-0.66,-0.375,-0.285,27.9,0.836805556,NA,21.34368455,0.1524,0.09,119,0.35,"FORB","TWO","FORB"
"350","CONYZA SUMATRENSIS","yarradrt.au",2,0,0,0,0,2,-2,22.33333334,0.058,NA,18.2,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"351","COREOPSIS PALMATA","cedartrait.us",25,13,17.25,9,4,7.75,-3.75,12.06502778,0.614,18.5591,18.06209157,NA,0.1,82.33333333,0.33,"FORB","PERENNIAL","FORB"
"352","COREOPSIS PALMATA","cedarsav.us",27.5,6.666666667,11,6,0.666666667,16.5,-15.83333333,12.06502778,0.614,18.5591,18.06209157,NA,0.1,82.33333333,0.33,"FORB","PERENNIAL","FORB"
"353","COREOPSIS TINCTORIA","cdpt_drt.us",3.5,2.25,2,1.75,0.5,1.5,-1,14.704,0.1905,12.73,14.36677143,NA,NA,28.59345,NA,"FORB","ANNUAL","FORB"
"354","CRASPEDIA AURANTIA","falls.au",4,0,2,0,0,2,-2,NA,0.6,NA,23.731463,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"355","CRASSULA COLORATA","cobar.au",0,0,1.666666667,1,-1,-1.666666667,0.666666667,NA,0.1,NA,42.243997,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"356","CRASSULA COLORATA","brokenh.au",0,0,1,1,-1,-1,0,NA,0.1,NA,42.243997,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"357","CRASSULA SIEBERIANA","jilpanger.au",0,0,0,0.5,-0.5,0,-0.5,NA,0.1,NA,15.71,NA,NA,NA,0.353333333,"FORB","ANNUAL","FORB"
"358","CREPIS BIENNIS","jenadrt.de",1.25,2,0,0,2,1.25,0.75,18.28,0.183,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286,"FORB","PERENNIAL","FORB"
"359","CREPIS BIENNIS","baddrt.de",4.857142857,6.5,40.7,52,-45.5,-35.84285714,-9.657142857,18.28,0.183,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286,"FORB","PERENNIAL","FORB"
"360","CREPIS BIENNIS","allmendb.ch",1.75,0.5,0.25,0.5,0,1.5,-1.5,18.28,0.183,10.22761651,19.04,0.99,0.113427835,154.7062535,0.425214286,"FORB","PERENNIAL","FORB"
"361","CREPIS CAPILLARIS","baddrt.de",1.616666667,9,3.555555556,5.4,3.6,-1.938888889,5.538888889,15.38228961,0.458333333,10.7,35.00023666,0.385,NA,138,NA,"FORB","ANNUAL","FORB"
"362","CREPIS FOETIDA","kiskun.hu",0.01,0,0.602,0.9,-0.9,-0.592,-0.308,17.2,0.27525,14.175,20.14985816,NA,0.072,296.13,0.280689138,"FORB","PERENNIAL","FORB"
"363","CREPIS TECTORUM","elvadrt.ee",0,2,0,0,2,0,2,14.21254536,0.148,NA,22.33002853,NA,NA,119,0.34,"FORB","ANNUAL","FORB"
"364","CROTON GLANDULOSUS","bfl.us",1,0,0,0,0,1,-1,17.5,NA,NA,38.2464889,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"365","CROTON MONANTHOGYNUS","oklah.us",1.333333333,1.75,0,0,1.75,1.333333333,0.416666667,17.5,0.21,NA,18.1,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"366","CRUCIATA GLABRA","pineta.es",0.5,0.5,0,0,0.5,0.5,0,17.002,0.194,NA,21.52069774,0.14,NA,NA,NA,"FORB","PERENNIAL","FORB"
"367","CUPHONOTUS HUMISTRATUS","cobar.au",0,0,1,0,0,-1,1,NA,0.165,NA,12.98974959,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"368","CYCLOSPERMUM LEPTOPHYLLUM","marcdrt.ar",0,0,2,2,-2,-2,0,NA,0.0375,NA,13.61805627,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"369","CYCLOSPERMUM LEPTOPHYLLUM","eea.br",0,0,1,0,0,-1,1,NA,0.0375,NA,13.61805627,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"386","DACTYLORHIZA MACULATA","pineta.es",0.5,1.125,0,0,1.125,0.5,0.625,22.6,0.6,NA,24.23285714,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"387","DACTYLORHIZA MACULATA","lygraint.no",1,0,2,1,-1,-1,0,22.6,0.6,NA,24.23285714,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"395","DAUCUS CAROTA","elvadrt.ee",1,1,0,0,1,1,0,23.75644602,0.487097662,12.75277167,17.37707021,0.8266667,0.329231092,244.5257138,0.314314803,"FORB","BIENNIAL","FORB"
"396","DAUCUS CAROTA","esw.ca",0,1,1,0,1,-1,2,23.75644602,0.487097662,12.75277167,17.37707021,0.8266667,0.329231092,244.5257138,0.314314803,"FORB","BIENNIAL","FORB"
"397","DAUCUS GLOCHIDIATUS","brokenh.au",0,0,1,0,0,-1,1,NA,0.19,NA,24.46724868,NA,NA,NA,1.22,"FORB","ANNUAL","FORB"
"398","DAUCUS GLOCHIDIATUS","jilpanger.au",0.5,0,0,0,0,0.5,-0.5,NA,0.19,NA,24.46724868,NA,NA,NA,1.22,"FORB","ANNUAL","FORB"
"406","DIANTHUS SEROTINUS","kiskun.hu",8,3.5,1.5,3.25,0.25,6.5,-6.25,NA,NA,NA,8.61,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"412","DICHONDRA MACROCALYX","eea.br",0,0,1,0,0,-1,1,NA,NA,NA,9.721,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"413","DICHONDRA SERICEA","eea.br",0,0,1,1,-1,-1,0,NA,0.0345,NA,26.86,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"418","DIPLOTAXIS TENUIFOLIA","naposta.ar",5,5.333333333,2.333333333,1,4.333333333,2.666666667,1.666666667,NA,0.575,NA,22.45,NA,NA,NA,NA,"FORB","BIENNIAL","FORB"
"421","DRABA VERNA","oreaa.us",0,0.5,0,0,0.5,0,0.5,20.4,0.42,NA,22.11,1.318005405,NA,18.8462,0.52189,"FORB","ANNUAL","FORB"
"422","DRABA VERNA","oreac.us",0.5,0,0,0,0,0.5,-0.5,20.4,0.42,NA,22.11,1.318005405,NA,18.8462,0.52189,"FORB","ANNUAL","FORB"
"423","DROSERA ABERRANS","jilpanger.au",0.5,0,1.625,0.5,-0.5,-1.125,0.625,NA,0.03,NA,10.411994,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"424","ECHIUM VULGARE","allmendb.ch",0.25,0.375,0,1.75,-1.375,0.25,-1.625,23.6,0.716666667,NA,14.45,NA,NA,NA,0.385,"FORB","PERENNIAL","FORB"
"441","ENCELIA FARINOSA","capmcd.us",0,0.5,0,0,0.5,0,0.5,32.74675,0.9144,NA,11.31084923,0.3048,NA,NA,NA,"FORB","ANNUAL","FORB"
"442","ENCELIA FARINOSA","capwhite.us",0,0,0,0.5,-0.5,0,-0.5,32.74675,0.9144,NA,11.31084923,0.3048,NA,NA,NA,"FORB","ANNUAL","FORB"
"445","EPILOBIUM ANGUSTIFOLIUM","baddrt.de",0,1.05,0,5,-3.95,0,-3.95,26.69696541,1.0483,NA,19.77553761,0.627,NA,261.095,NA,"FORB","PERENNIAL","FORB"
"446","EPILOBIUM BRACHYCARPUM","oreac.us",1.5,1.5,2.5,1.5,0,-1,1,30.48666667,0.286,10.95816314,21.56584,NA,NA,81.71053333,NA,"FORB","ANNUAL","FORB"
"447","EPILOBIUM BRACHYCARPUM","oreaa.us",1.5,0.9,0.8,1,-0.1,0.7,-0.8,30.48666667,0.286,10.95816314,21.56584,NA,NA,81.71053333,NA,"FORB","ANNUAL","FORB"
"448","EPILOBIUM TETRAGONUM","baddrt.de",0.812,0.8,5.7,7,-6.2,-4.888,-1.312,29.10047423,0.720833333,NA,15.9,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"449","Epipactis PALUSTRIS","pineta.es",15.5,3,0,0,3,15.5,-12.5,NA,0.4375,NA,22.62,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"450","EQUISETUM ARVENSE","rhijn.nl",0,0,2,0,0,-2,2,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,89.07333333,NA,"FORB","PERENNIAL","FORB"
"451","EQUISETUM ARVENSE","elvadrt.ee",1,1.333333333,2,1.666666667,-0.333333333,-1,0.666666667,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,89.07333333,NA,"FORB","PERENNIAL","FORB"
"452","EQUISETUM ARVENSE","teshio.jp",4,5.5,1,4,1.5,3,-1.5,20.06733732,0.344317143,NA,13.18450744,0.2262,NA,89.07333333,NA,"FORB","PERENNIAL","FORB"
"462","ERIGERON ANNUUS","esw.ca",1,1,1,1,0,0,0,13.87251282,0.790891667,NA,23.37334387,1.02,0.32875817,62.7520477,0.25,"FORB","ANNUAL","FORB"
"463","ERIGERON BONARIENSIS","chilcasdrt.ar",5,1,0,0,1,5,-4,20.2,0.46625,NA,17.6205,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"464","ERIGERON BONARIENSIS","marcdrt.ar",0,0,1,1.5,-1.5,-1,-0.5,20.2,0.46625,NA,17.6205,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"465","ERIGERON CANADENSIS","baddrt.de",0.353333333,0,1,0,0,-0.646666667,0.646666667,27.5,0.676,NA,21.20435157,1.09,0.09,119,0.35,"FORB","ANNUAL","FORB"
"466","ERIGERON STRIGOSUS","cedarsav.us",0,0,6,1,-1,-6,5,15.42,0.566,NA,24.97386549,0.254,NA,15.73,NA,"FORB","ANNUAL","FORB"
"467","ERIGERON STRIGOSUS","konzadrt.us",1,1,0,0,1,1,0,15.42,0.566,NA,24.97386549,0.254,NA,15.73,NA,"FORB","ANNUAL","FORB"
"468","ERIGERON STRIGOSUS","oklah.us",1.75,1.75,0,0,1.75,1.75,0,15.42,0.566,NA,24.97386549,0.254,NA,15.73,NA,"FORB","PERENNIAL","FORB"
"472","ERODIUM AUREUM","credoj.au",0.5,0,0.5,0,0,0,0,NA,0.18299289,NA,38.098939,NA,NA,NA,NA,"FORB","BIENNIAL","FORB"
"473","ERODIUM AUREUM","credom.au",0.5,0,0.5,0.5,-0.5,0,-0.5,NA,0.18299289,NA,38.098939,NA,NA,NA,NA,"FORB","BIENNIAL","FORB"
"474","ERODIUM BOTRYS","scruzm.us",0,0,1.1627907,0,0,-1.1627907,1.1627907,17.65,0.24384,NA,12.324331,0.3048,NA,218.1618837,NA,"FORB","ANNUAL","FORB"
"475","ERODIUM CICUTARIUM","spvdrt.ar",2,1,1,0,1,1,0,34.47666667,0.0275,11.48,28.8428,0.5,0.43626943,71.7331,0.1243,"FORB","ANNUAL","FORB"
"476","ERODIUM CICUTARIUM","capmcd.us",0,0,0.5,0,0,-0.5,0.5,34.47666667,0.0275,11.48,28.8428,0.5,0.43626943,71.7331,0.1243,"FORB","ANNUAL","FORB"
"477","ERODIUM CICUTARIUM","credom.au",0,0,0,0.5,-0.5,0,-0.5,34.47666667,0.0275,11.48,28.8428,0.5,0.43626943,71.7331,0.1243,"FORB","ANNUAL","FORB"
"478","ERODIUM CICUTARIUM","gmmolar.us",1.928571429,3.928571429,4.285714286,4.928571429,-1,-2.357142857,1.357142857,34.47666667,0.0275,11.48,28.8428,0.5,0.43626943,71.7331,0.1243,"FORB","ANNUAL","FORB"
"479","ERODIUM CICUTARIUM","gmgranite.us",2.142857143,6.714285714,3.142857143,2.428571429,4.285714286,-1,5.285714286,34.47666667,0.0275,11.48,28.8428,0.5,0.43626943,71.7331,0.1243,"FORB","ANNUAL","FORB"
"480","ERODIUM CICUTARIUM","credoj.au",0,0,0.5,0,0,-0.5,0.5,34.47666667,0.0275,11.48,28.8428,0.5,0.43626943,71.7331,0.1243,"FORB","ANNUAL","FORB"
"481","ERODIUM CRINITUM","milparinka.au",0,0,0,2,-2,0,-2,NA,0.9,NA,16,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"482","ERODIUM CRINITUM","quilpie.au",0,0,1,0,0,-1,1,NA,0.9,NA,16,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"483","ERODIUM CRINITUM","cobar.au",0,0,5,3,-3,-5,2,NA,0.9,NA,16,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"484","ERYNGIUM HORRIDUM","eea.br",0,0,2.333333333,0,0,-2.333333333,2.333333333,NA,0.254340909,NA,3.078411396,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"485","ESCHSCHOLZIA CALIFORNICA","scruzm.us",7.29629878,4.350330267,2.27999152,2.15223665,2.198093617,5.01630726,-2.818213643,30.69230769,0.405253333,NA,27.92808564,0.254,0.015053333,527.2,0.24385,"FORB","PERENNIAL","FORB"
"486","EUPHORBIA ALBOMARGINATA","sevblue.us",0,0,0.5,0.5,-0.5,-0.5,0,NA,0.05,NA,12.64955294,0.83,NA,12.13448,0.09,"FORB","PERENNIAL","FORB"
"487","EUPHORBIA ALBOMARGINATA","gmmolar.us",0,0.5,0,0.5,0,0,0,NA,0.05,NA,12.64955294,0.83,NA,12.13448,0.09,"FORB","PERENNIAL","FORB"
"488","EUPHORBIA ALBOMARGINATA","nnss.us",0,0,0.2968668,0,0,-0.2968668,0.2968668,NA,0.05,NA,12.64955294,0.83,NA,12.13448,0.09,"FORB","ANNUAL","FORB"
"489","EUPHORBIA CYPARISSIAS","allmendb.ch",0.25,2,0,3.25,-1.25,0.25,-1.5,29,0.2375,8.96,23.6,0.89,0.411,6.34,0.699,"FORB","PERENNIAL","FORB"
"490","EUPHORBIA CYPARISSIAS","allmendo.ch",2.25,1.75,2.25,0.25,1.5,0,1.5,29,0.2375,8.96,23.6,0.89,0.411,6.34,0.699,"FORB","PERENNIAL","FORB"
"491","EUPHORBIA DENTATA","oklah.us",0.5,0.5,0,0,0.5,0.5,0,21.49,NA,NA,NA,NA,0.28,103.12864,0.21,"FORB","ANNUAL","FORB"
"492","EUPHORBIA DRUMMONDII","credoj.au",0,0.5,0.5,0,0.5,-0.5,1,NA,0.1276,NA,12.13032804,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"493","EUPHORBIA DRUMMONDII","quilpie.au",0,0,1,1,-1,-1,0,NA,0.1276,NA,12.13032804,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"494","EUPHORBIA DRUMMONDII","credom.au",0.5,0.5,0,0.5,0,0.5,-0.5,NA,0.1276,NA,12.13032804,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"495","EUPHORBIA EXSTIPULATA","sevblack.us",0,0,0.5,0,0,-0.5,0.5,NA,NA,NA,21.46977297,NA,NA,NA,0.0825,"FORB","ANNUAL","FORB"
"496","EUPHORBIA GLYPTOSPERMA","jorndrt.us",1,0,0,0,0,1,-1,21.63,NA,NA,12.82051282,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"497","EUPHORBIA SEGUIERIANA","kiskun.hu",1.2,3,5,3.102,-0.102,-3.8,3.698,NA,0.425,NA,18.4,1.6675,NA,NA,NA,"FORB","PERENNIAL","FORB"
"498","EUPHORBIA SERPYLLIFOLIA","sevblue.us",0,0,0.5,0,0,-0.5,0.5,18.085,0.015277778,NA,19.92830341,NA,NA,NA,0.05,"FORB","ANNUAL","FORB"
"499","EUPHORBIA SERPYLLIFOLIA","sevblack.us",0,0,0,0.5,-0.5,0,-0.5,18.085,0.015277778,NA,19.92830341,NA,NA,NA,0.05,"FORB","ANNUAL","FORB"
"500","EUPHORBIA SERRULA","jrnchi.us",0,0,0,0.524629467,-0.524629467,0,-0.524629467,NA,NA,NA,20.03182734,NA,NA,NA,0.065,"FORB","ANNUAL","FORB"
"501","EUPHRASIA MINIMA","passogavia.it",0.0125,0.01,0.1125,0.023333333,-0.013333333,-0.1,0.086666667,26.868,0.108,NA,17.10079827,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"502","EUTHAMIA GRAMINIFOLIA","cedarsav.us",4.333333333,4,5.5,8,-4,-1.166666667,-2.833333333,19.4891582,0.798,NA,12.04198841,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"503","EUTHAMIA GRAMINIFOLIA","purdue.us",13,25,6.375,3.333333333,21.66666667,6.625,15.04166667,19.4891582,0.798,NA,12.04198841,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"504","EVOLVULUS SERICEUS","bfl.us",1,1.333333333,0,0,1.333333333,1,0.333333333,NA,0.165186473,NA,13.12723643,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"505","EVOLVULUS SERICEUS","eea.br",0,0,1,3,-3,-1,-2,NA,0.165186473,NA,13.12723643,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"506","FALCARIA VULGARIS","jenadrt.de",0,2.25,0,0,2.25,0,2.25,NA,1.2613,NA,13.0375,1.8,0.147,216.667,1.15043,"FORB","PERENNIAL","FORB"
"507","FALLOPIA CONVOLVULUS","baddrt.de",0,0,0.1,0.5,-0.5,-0.1,-0.4,17.405,0.665041667,NA,32.69538591,NA,0.492615928,422.9333333,NA,"FORB","ANNUAL","FORB"
"529","FRAGARIA VESCA","pineta.es",5.5,9.25,0,0,9.25,5.5,3.75,16.48863464,0.136111111,NA,24.4032544,0.25,0.351086957,312.2441806,0.1112,"FORB","PERENNIAL","FORB"
"530","FRAGARIA VESCA","elvadrt.ee",14,12.33333333,14.33333333,12.5,-0.166666667,-0.333333333,0.166666667,16.48863464,0.136111111,NA,24.4032544,0.25,0.351086957,312.2441806,0.1112,"FORB","PERENNIAL","FORB"
"531","FRAGARIA VIRIDIS","jenadrt.de",0,0.5,0,0,0.5,0,0.5,28.3614838,0.104166667,NA,17.04997,0.32,0.2599583,215,1.136,"FORB","PERENNIAL","FORB"
"532","FUMANA PROCUMBENS","kiskun.hu",6.833333333,3.25,7,4,-0.75,-0.166666667,-0.583333333,16,0.15,NA,8.22,0.28,NA,NA,NA,"FORB","PERENNIAL","FORB"
"533","GAILLARDIA ARISTATA","matador.ca",0,1,0,0,1,0,1,NA,0.6096,12.98,22.63,0.4064,0.53,7.43,0.66,"FORB","PERENNIAL","FORB"
"536","GALIUM APARINE","cowidrt.ca",1,1,1,2.5,-1.5,0,-1.5,30.3875,0.765787211,17.66740825,34.58771111,0.1016,0.246153846,342.4265529,0.153183334,"FORB","ANNUAL","FORB"
"537","GALIUM APARINE","baddrt.de",0.07,0.1,0.26,0.5,-0.4,-0.19,-0.21,30.3875,0.765787211,17.66740825,34.58771111,0.1016,0.246153846,342.4265529,0.153183334,"FORB","ANNUAL","FORB"
"538","GALIUM BOREALE","brookdale.ca",1.283333333,1.333333333,6.5,6.5,-5.166666667,-5.216666667,0.05,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,"FORB","PERENNIAL","FORB"
"539","GALIUM BOREALE","matador.ca",16.5,0,5,1,-1,11.5,-12.5,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,"FORB","PERENNIAL","FORB"
"540","GALIUM BOREALE","kernb.ca",8,0.5,5,0,0.5,3,-2.5,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,"FORB","PERENNIAL","FORB"
"541","GALIUM BOREALE","kernnu.ca",1,8,2,8,0,-1,1,18.80683333,0.37,10,22.71017578,0.1524,0.315984509,172.8382766,0.1779,"FORB","PERENNIAL","FORB"
"542","GALIUM LUCIDUM","ayora.es",1,2.5,0,0,2.5,1,1.5,26,0.375,NA,40.8,NA,NA,NA,NA,"VINE","PERENNIAL","FORB"
"543","GALIUM MOLLUGO","rhijn.nl",25.83333333,25,22,19.66666667,5.333333333,3.833333333,1.5,29.6653889,0.57825,12.06782427,21.5515698,NA,0.105319476,406.1581499,0.264461111,"FORB","ANNUAL","FORB"
"544","GALIUM SAXATILE","lygraint.no",3,1,1,1,0,2,-2,25.1,0.175,NA,25.08983957,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"545","GALIUM VERUM","pineta.es",0.5,0,0,0,0,0.5,-0.5,21.6094737,0.516038889,11.75956766,17.72121934,0.7266667,0.140178711,402.3842917,0.122981034,"FORB","PERENNIAL","FORB"
"546","GALIUM VERUM","allmendb.ch",0.833333333,0,3.75,0,0,-2.916666667,2.916666667,21.6094737,0.516038889,11.75956766,17.72121934,0.7266667,0.140178711,402.3842917,0.122981034,"FORB","PERENNIAL","FORB"
"547","GALIUM VERUM","allmendo.ch",1.75,0.875,1.416666667,1.375,-0.5,0.333333333,-0.833333333,21.6094737,0.516038889,11.75956766,17.72121934,0.7266667,0.140178711,402.3842917,0.122981034,"FORB","PERENNIAL","FORB"
"548","GALIUM VIRGATUM","oklah.us",0.5,0.5,0,0,0.5,0.5,0,NA,0.059,NA,20.40142857,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"549","GAURA COCCINEA","mattheis.ca",4.333333333,3.5,1,2.333333333,1.166666667,3.333333333,-2.166666667,NA,NA,NA,14.93401246,0.47,NA,7.307967,0.345,"FORB","PERENNIAL","FORB"
"550","GAURA COCCINEA","cdpt_drt.us",2,1,0.1,0.5,0.5,1.9,-1.4,NA,NA,NA,14.93401246,0.47,NA,7.307967,0.345,"FORB","PERENNIAL","FORB"
"552","GERANIUM DISSECTUM","scruzl.us",20.95602862,3.799262233,2.8,2.8,0.999262233,18.15602862,-17.15676639,19.13,0.151,NA,17.86,0.45,0.382010582,207.6012196,0.122766667,"FORB","ANNUAL","FORB"
"553","GERANIUM DISSECTUM","scruzm.us",3.577370567,2.92613635,2.8,2.8,0.12613635,0.777370567,-0.651234217,19.13,0.151,NA,17.86,0.45,0.382010582,207.6012196,0.122766667,"FORB","ANNUAL","FORB"
"554","GERANIUM DISSECTUM","jenadrt.de",9.333333333,2,0,0,2,9.333333333,-7.333333333,19.13,0.151,NA,17.86,0.45,0.382010582,207.6012196,0.122766667,"FORB","ANNUAL","FORB"
"555","GERANIUM MOLLE","cowidrt.ca",3,3.5,1.5,2,1.5,1.5,0,24,0.296666667,NA,23.20870159,0.53,0.329104478,289.9024475,0.112466667,"FORB","THREE","FORB"
"556","GERANIUM PUSILLUM","jenadrt.de",20,12.33333333,0,0,12.33333333,20,-7.666666667,17.47,0.151,NA,26.42,0.59,0.417391304,192.0238007,0.1212,"FORB","BOTH","FORB"
"557","GERANIUM THUNBERGII","teshio.jp",8,4.5,2,1,3.5,6,-2.5,20.22039,0.709,NA,27.52,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"558","GEUM CANADENSE","esw.ca",1,1,0,0,1,1,0,11.97,0.77936,NA,20.2434208,0.1016,NA,NA,NA,"FORB","PERENNIAL","FORB"
"559","GEUM TRIFLORUM","kinsella.ca",20,0,0,0,0,20,-20,14.28333333,0.4572,7.011111111,10.7349,0.1524,NA,NA,NA,"FORB","PERENNIAL","FORB"
"560","GEUM URBANUM","baddrt.de",0,0,0,0.5,-0.5,0,-0.5,28.7875525,0.473188889,NA,30.79489215,NA,0.471270718,241.5622602,0.125366667,"FORB","PERENNIAL","FORB"
"561","GLADIOLUS ILLYRICUS","ayora.es",2,0,0,0,0,2,-2,NA,0.4,NA,12,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"562","GLECHOMA HEDERACEA","jenadrt.de",8,12,0,0,12,8,4,13.09,0.072,15.84806833,21.32,0.14,0.104315255,419.5272801,0.213838095,"FORB","PERENNIAL","FORB"
"563","GLOBULARIA VULGARIS","allmendo.ch",0.583333333,1.333333333,0.375,0.375,0.958333333,0.208333333,0.75,NA,0.2,NA,6.892,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"564","GLOBULARIA VULGARIS","allmendb.ch",1.75,0.375,1.583333333,0.25,0.125,0.166666667,-0.041666667,NA,0.2,NA,6.892,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"566","GNAPHALIUM SUPINUM","passogavia.it",0.053333333,0.075,0.055,0.1,-0.025,-0.001666667,-0.023333333,22.46381487,0.0658,28.1,27.00300375,NA,NA,307.39,0.29,"FORB","PERENNIAL","FORB"
"567","GOODENIA BLACKIANA","jilpanger.au",0.75,0,0.5,0,0,0.25,-0.25,NA,0.2,NA,9.626935,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"568","GOODENIA CYCLOPTERA","cobar.au",0,0,1,2.333333333,-2.333333333,-1,-1.333333333,NA,0.14,NA,8.635442029,NA,NA,NA,NA,"FORB","BOTH","FORB"
"569","GOODENIA CYCLOPTERA","ethadb.au",0,0.5,0,0,0.5,0,0.5,NA,0.14,NA,8.635442029,NA,NA,NA,NA,"FORB","BOTH","FORB"
"570","GOODENIA CYCLOPTERA","charleville.au",0,0,1,1,-1,-1,0,NA,0.14,NA,8.635442029,NA,NA,NA,NA,"FORB","BOTH","FORB"
"571","GOODENIA CYCLOPTERA","brokenh.au",0,0,1,2,-2,-1,-1,NA,0.14,NA,8.635442029,NA,NA,NA,NA,"FORB","BOTH","FORB"
"572","GOODENIA CYCLOPTERA","quilpie.au",0,0,1,1,-1,-1,0,NA,0.14,NA,8.635442029,NA,NA,NA,NA,"FORB","BOTH","FORB"
"574","GUTIERREZIA SAROTHRAE","jrnchi.us",0,2.4305556,0,1.44816085,0.98239475,0,0.98239475,18.68,0.23,12.4,9.393567894,0.4064,0.225,82.1343,0.2661,"SHRUB","PERENNIAL","FORB"
"575","GUTIERREZIA SAROTHRAE","sevmixed.us",0,1,0,1.666666667,-0.666666667,0,-0.666666667,18.68,0.23,12.4,9.393567894,0.4064,0.225,82.1343,0.2661,"SHRUB","PERENNIAL","FORB"
"576","GUTIERREZIA SAROTHRAE","sevblack.us",18.25,20,6.125,13.5,6.5,12.125,-5.625,18.68,0.23,12.4,9.393567894,0.4064,0.225,82.1343,0.2661,"SHRUB","PERENNIAL","FORB"
"577","GYMNADENIA CONOPSEA","pineta.es",0,0.5,0,0,0.5,0,0.5,28.85621237,0.45,NA,19.92759166,0.07,NA,NA,NA,"FORB","PERENNIAL","FORB"
"578","GYPSOPHILA PANICULATA","kiskun.hu",0,7,0,0,7,0,7,NA,0.85,NA,23.53705566,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"579","GYPSOPHILA REPENS","allmendo.ch",0.25,0.5,0,0,0.5,0.25,0.25,12.7,0.14,NA,15.67666667,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"580","HARMSIODOXA BLENNODIOIDES","milparinka.au",0,0,0,3,-3,0,-3,NA,0.19,NA,15.65744425,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"581","HARMSIODOXA BREVIPES","brokenh.au",0,0,1,0,0,-1,1,NA,0.4,NA,15.114988,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"582","HEDEOMA HISPIDA","oklah.us",0,0.5,0,0,0.5,0,0.5,15.5,0.14225,NA,21.38832049,NA,0.15,166,0.22,"FORB","ANNUAL","FORB"
