"","AccSpeciesName","Plant biomass and allometry: Root mass fraction (fraction of root dry mass per whole plant dry mass)","Fine root tissue density (fine root dry mass per fine root volume)","Root length per root dry mass (specific root length, SRL)","Root tissue density (root dry mass per root volume)"
"1850","Prunus sargentii",NA,0.102856735,NA,NA
"1851","Prunus serotina",0.209848979094595,0.20902632025,NA,NA
"1852","Prunus spinosa",0.302048707833333,NA,NA,NA
"1853","Prunus turneriana",0.192666666666667,NA,NA,NA
"1854","Pseudanamomis umbellulifera",NA,0.617492002,NA,NA
"1855","Pseudobombax septenatum",0.126333333333333,0.484202508,NA,NA
"1856","Pseudocherleria aizoides",NA,NA,4160.999998,NA
"1857","Pseudodictamnus hirsutus",NA,0.540589337,NA,NA
"1858","Pseudolmedia laevis",0.2120972208,NA,NA,NA
"1859","Pseudopanax crassifolius",NA,0.162132299928571,NA,NA
"1860","Pseudoregeneria spicata",NA,NA,10382.1341568571,0.153787012571429
"1861","Pseudotsuga menziesii",0.278133333333333,0.188,NA,NA
"1862","Pseudowintera colorata",NA,0.171648422625,NA,NA
"1863","Psidium sartorianum",0.27215643585,NA,NA,NA
"1864","Psiguria racemosa",0.228666666666667,NA,NA,NA
"1865","Psiguria umbrosa",0.258333333333333,NA,NA,NA
"1866","Psychotria asiatica",NA,0.2,NA,NA
"1867","Psychotria berteroana",0.119333333333333,NA,NA,NA
"1868","Psychotria limonensis",0.3365,NA,NA,NA
"1869","Psychotria viridis",NA,0.174839318,NA,NA
"1870","Pteridium aquilinum",NA,NA,5891.4331895,NA
"1871","Pterocarpus erinaceus",NA,NA,1148.68332235,NA
"1872","Pterogyne nitens",0.3451649872,NA,NA,NA
"1873","Pterospermum acerifolium",NA,0.24,NA,NA
"1874","Pterygota macrocarpa",0.2676,NA,NA,NA
"1875","Puccinellia maritima",0.198870656666667,NA,NA,NA
"1876","Puccinellia rupestris",NA,0.360570292,NA,NA
"1877","Pueraria montana",0.116666666666667,NA,NA,NA
"1878","Pulsatilla halleri",NA,0.359426374,NA,NA
"1879","Pultenaea daphnoides",0.38,NA,NA,NA
"1880","Pycnanthemum virginianum",NA,0.13,NA,NA
"1881","Pyracantha crenulata",0.085,NA,NA,NA
"1882","Pyrenaria jonquieriana",NA,NA,211.481046794,0.6362225514
"1883","Pyrrocoma lanceolata",NA,0.15,NA,NA
"1884","Pyrus bourgaeana",NA,0.776268467,NA,NA
"1885","Quercus acutissima",0.18395,NA,NA,NA
"1886","Quercus alba",0.739,0.547383803,NA,NA
"1887","Quercus aliena",0.318985714285714,NA,NA,NA
"1888","Quercus asymmetrica",NA,0.21,424.928016413,0.644286973733333
"1889","Quercus auricoma",NA,NA,488.59538355,0.5959951542
"1890","Quercus bicolor",NA,0.174822837454545,NA,NA
"1891","Quercus blakei",NA,NA,589.383121777778,0.616416382166667
"1892","Quercus canariensis",0.486455555555556,0.617889989,NA,NA
"1893","Quercus cerris",0.4509717205,NA,NA,NA
"1894","Quercus coccifera",0.457420980777778,0.712057623,NA,NA
"1895","Quercus delavayi",0.2737,NA,NA,NA
"1896","Quercus edithiae",NA,NA,398.095806564286,0.648959076714286
"1897","Quercus elevaticostata",0.31884,NA,NA,NA
"1898","Quercus ellipsoidalis",0.5615,NA,NA,NA
"1899","Quercus fabrei",0.1598,NA,NA,NA
"1900","Quercus faginea",0.4242687045,0.634619471,NA,NA
"1901","Quercus floribunda",0.216,NA,NA,NA
"1902","Quercus gilva",0.196666666666667,NA,NA,NA
"1903","Quercus ilex",0.434714030749476,0.698061281,NA,NA
"1904","Quercus lanata",0.186666666666667,NA,NA,NA
"1905","Quercus lowii",NA,0.35225,NA,NA
"1906","Quercus lusitanica",0.4404,NA,NA,NA
"1907","Quercus macrocalyx",NA,NA,370.994814668276,0.699312186034483
"1908","Quercus macrocarpa",0.375816182,NA,NA,NA
"1909","Quercus mongolica",0.411921052631579,NA,NA,NA
"1910","Quercus multinervis",0.417,NA,NA,NA
"1911","Quercus myrsinifolia",0.1353,NA,611.765573866667,0.4898578596
"1912","Quercus oblongata",0.218,NA,NA,NA
"1913","Quercus palustris",NA,0.1493607845,NA,NA
"1914","Quercus petraea",0.445569502222222,NA,NA,NA
"1915","Quercus phillyreoides",0.264,NA,NA,NA
"1916","Quercus pubescens",0.388995196,NA,NA,NA
"1917","Quercus pyrenaica",0.71256,NA,NA,NA
"1918","Quercus robur",0.376883529858407,0.460899975666667,NA,NA
"1919","Quercus rubra",0.291069939647059,0.32927803175,NA,NA
"1920","Quercus semecarpifolia",0.375,NA,NA,NA
"1921","Quercus serrata",NA,0.557363816,NA,NA
"1922","Quercus sp",0.239366666666667,0.221344849727273,NA,NA
"1923","Quercus suber",0.470921154698113,0.668700885,NA,NA
"1924","Quercus variabilis",0.200927272727273,NA,NA,NA
"1925","Quercus velutina",0.561,NA,NA,NA
"1926","Quercus virginiana",NA,0.442786517,NA,NA
"1927","Quintinia serrata",NA,0.349936104333333,NA,NA
"1928","RIBES UVA-CRISPA",0.143083561,NA,NA,NA
"1929","Radermachera ignea",NA,0.500089681,NA,NA
"1930","Radyera farragei",0.211125,NA,NA,NA
"1931","Randia sp",NA,0.708951127,NA,NA
"1932","Ranunculus acris",0.3081,NA,7353.0851057,0.206856608500685
"1933","Ranunculus auricomus",NA,NA,21303.47848,0.263513514
"1934","Ranunculus bulbosus",0.3895,NA,13209.77278,0.322745065
"1935","Ranunculus flammula",0.3255,NA,NA,NA
"1936","Ranunculus japonicus",NA,NA,638.2556305,NA
"1937","Ranunculus limosella",NA,0.0647,9109.5954545,0.0544788515
"1938","Ranunculus repens",0.373675,NA,16155.8654003333,0.2183846155
"1939","Ranunculus sardous",NA,0.165,NA,NA
"1940","Raoulia subsericea",0.155119024833333,NA,11069.5435353333,NA
"1941","Rapanea australis",NA,0.270593964214286,NA,NA
"1942","Rapanea divaricata",NA,0.2389268726,NA,NA
"1943","Raphanus sativus",0.351463636363636,NA,NA,NA
"1944","Ratibida pinnata",NA,0.144322,4997.801645,0.217288323333333
"1945","Raukaua simplex",NA,0.3,NA,NA
"1946","Retama sphaerocarpa",0.168523349,NA,NA,NA
"1947","Reynoutria japonica",0.234,NA,NA,NA
"1948","Rhamnus alaternus",0.212507415363636,0.648168516,NA,NA
"1949","Rhamnus cathartica",0.259825668,NA,NA,NA
"1950","Rhamnus lycioides",0.310717838,0.573707665,NA,NA
"1951","Rhamnus rosthornii",NA,NA,77.32365543,NA
"1952","Rhaphiolepis indica",NA,0.53,NA,NA
"1953","Rhipogonum scandens",NA,0.15,NA,NA
"1954","Rhizophora harrisonii_x",0.405,NA,NA,NA
"1955","Rhizophora mangle",0.277117647058824,NA,NA,NA
"1956","Rhodiola rosea",0.726456974333333,NA,NA,NA
"1957","Rhododendron arborescens",NA,NA,1882.4141168,NA
"1958","Rhododendron arboreum",0.238,NA,623.933333333333,NA
"1959","Rhododendron atlanticum",NA,NA,1258.56666666667,NA
"1960","Rhododendron austrinum",NA,NA,2025.7,NA
"1961","Rhododendron brachycarpum",NA,NA,2355.88982066667,NA
"1962","Rhododendron calendulaceum",NA,NA,2351.4384259,NA
"1963","Rhododendron catawbiense",NA,NA,3098.741504,NA
"1964","Rhododendron degronianum",NA,NA,1251.7424552125,NA
"1965","Rhododendron hyperythrum",NA,NA,1296.4,NA
"1966","Rhododendron indicum",NA,NA,1481.41666666667,NA
"1967","Rhododendron keiskei",NA,NA,788.7625,NA
"1968","Rhododendron kiusianum",NA,NA,542.566666666667,NA
"1969","Rhododendron lanigerum",NA,NA,265.566666666667,NA
"1970","Rhododendron lutescens",NA,NA,592.35,NA
"1971","Rhododendron makinoi",NA,NA,671.1,NA
"1972","Rhododendron maximum",NA,NA,1202.09973966667,NA
"1973","Rhododendron molle",NA,NA,1430.71666666667,NA
"1974","Rhododendron ponticum",0.257406824,0.49509776,419.9,NA
"1975","Rhododendron prinophyllum",NA,NA,1093.66666666667,NA
"1976","Rhododendron serpyllifolium",NA,NA,969.166666666667,NA
"1977","Rhododendron smirnowii",NA,NA,1528.80792416667,NA
"1978","Rhododendron tashiroi",NA,NA,960.166666666667,NA
"1979","Rhododendron tomentosum",0.37275,NA,881.333333333333,NA
"1980","Rhododendron triflorum",NA,NA,974.933333333333,NA
"1981","Rhododendron yedoense",NA,NA,674.35,NA
"1982","Rhododendron yunnanense",NA,NA,2050,NA
"1983","Rhopalostylis sapida",0.202,0.259395498636364,NA,NA
"1984","Rhus glabra",0.1239,NA,NA,NA
"1985","Rhus typhina",0.3048,0.09,NA,NA
"1986","Rhynchosia minima",NA,NA,379.0673966,NA
"1987","Ribes montigenum",0.636208445,NA,NA,NA
"1988","Ribes nigrum",0.177113294,NA,NA,NA
"1989","Ricinus communis",0.242,NA,NA,NA
"1990","Ripariosida hermaphrodita",0.192333333333333,NA,NA,NA
"1991","Robinia pseudoacacia",0.216311764705882,NA,NA,NA
"1992","Rorippa palustris",NA,NA,2463.33333333333,NA
"1993","Rosa arkansana",NA,0.421153994,NA,NA
"1994","Rosa arvensis",0.196137487,NA,NA,NA
"1995","Rosa canina",0.32557471125,0.555418779,NA,NA
"1996","Rosa hybrida",0.1045,NA,NA,NA
"1997","Rosa soulieana",NA,NA,95.64310541,NA
"1998","Rosa spinosissima",0.379666666666667,NA,NA,NA
"1999","Rosa xanthina",0.3563218375,NA,NA,NA
"2000","Roseodendron donnell-smithii",0.277,NA,NA,NA
"2001","Rottboellia cochinchinensis",0.145,NA,NA,NA
"2002","Rourea glabra",0.2185,NA,NA,NA
"2003","Rubia peregrina",NA,0.143,NA,NA
"2004","Rubus allegheniensis",NA,1.70587574133333,NA,NA
"2005","Rubus fruticosus",0.210083478111111,NA,NA,NA
"2006","Rubus idaeus",0.512639415333333,NA,NA,NA
"2007","Rubus phoenicolasius",NA,1.336709767,NA,NA
"2008","Rubus pungens",NA,NA,170.9783382,NA
"2009","Rubus setchuenensis",NA,NA,133.2988879,NA
"2010","Rubus ulmifolius",0.27496,0.6954583465,NA,NA
"2011","Rudbeckia hirta",0.315075,0.134249,10982.3181833333,0.1074418875
"2012","Rudbeckia laciniata",NA,0.223684,5373.78666,0.246166303333333
"2013","Ruellia humilis",NA,0.413307,1840.10959230769,0.40803047
"2014","Rumex acetosa",0.448478260869565,NA,9102.91920325333,0.311179772093173
"2015","Rumex acetosella",0.52897374,0.147587958875,7352.88381926833,0.243567890333333
"2016","Rumex alpestris",NA,NA,8379.999995,NA
"2017","Rumex crispus",0.2606,NA,13641.53712,0.330035336
"2018","Rumex longifolius",0.43975,NA,NA,NA
"2019","Rumex obtusifolius",0.3204125,NA,NA,NA
"2020","Rumex palustris",0.309909090909091,NA,NA,NA
"2021","Rumex thyrsiflorus",0.4055,NA,21456.32962,0.172429907
"2022","Rumex verticillatus",0.4725,NA,NA,NA
"2023","Ruprechtia fusca",0.281,NA,NA,NA
"2024","Ruscus aculeatus",0.539534481666667,0.224128699,NA,NA
"2025","Rytidosperma pumilum",NA,0.221538462,4976.74612357143,0.216290775785714
"2026","Rytidosperma setifolium",0.232073533333333,NA,8973.35436283333,0.38
"2027","Saccharum officinarum",0.3175,NA,NA,NA
"2028","Salicornia europaea",0.0954294447777778,NA,NA,NA
"2029","Salix alba",0.2295,NA,NA,NA
"2030","Salix aurita",0.292,NA,NA,NA
"2031","Salix caprea",0.2392261935,NA,NA,NA
"2032","Salix cinerea",0.286833333333333,0.642441787,NA,NA
"2033","Salix eriocephala",0.339,NA,NA,NA
"2034","Salix myrsinifolia",0.30125,NA,NA,NA
"2035","Salix sericea",0.30725,NA,NA,NA
"2036","Salix triandra",0.227,NA,NA,NA
"2037","Salix viminalis",0.1855,NA,NA,NA
"2038","Salvadora oleoides",0.142213333333333,NA,NA,NA
"2039","Salvia azurea",NA,0.40409,4000.908809,0.376715167
"2040","Salvia dorrii",NA,NA,6761.50669488571,NA
"2041","Salvia pratensis",0.2635,NA,NA,NA
"2042","Salvia reflexa",NA,0.246399,NA,NA
"2043","Salvia rosmarinus",0.218316677,0.534580651333333,NA,NA
"2044","Sambucus nigra",0.280775981166667,NA,NA,NA
"2045","Sanguisorba minor",0.249381609055556,0.280697821333333,15139.2338044167,0.387037037
"2046","Sanguisorba officinalis",NA,NA,11565.902523,0.2346666666
"2047","Santolina chamaecyparissus",0.278176217,NA,NA,NA
"2048","Sapindus saponaria",0.3304671391,0.207630571,NA,NA
"2049","Sapium glandulosum",0.282348398222222,NA,NA,NA
"2050","Saprosma ternata",NA,0.34,NA,NA
"2051","Sarcosperma laurinum",NA,NA,513.665771786667,0.2319643382
"2052","Sasa chartacea",0.409,NA,NA,NA
"2053","Sasa kurilensis",0.718,NA,NA,NA
"2054","Sasa nipponica",0.474,NA,NA,NA
"2055","Sasa yahikoensis",0.409,NA,NA,NA
"2056","Sassafras albidum",NA,0.212244955666667,NA,NA
"2057","Sassafras tzumu",0.14312,NA,NA,NA
"2058","Saxegothaea conspicua",0.249333333333333,NA,NA,NA
"2059","Scabiosa columbaria",NA,NA,12022.94669,0.347953216
"2060","Schefflera digitata",NA,0.141735714285714,NA,NA
"2061","Schefflera minutistellata",NA,0.35,NA,NA
"2062","Schefflera morototoni",0.3625,NA,NA,NA
"2063","Schima superba",0.20607,NA,731.917346017073,0.504376072341463
"2064","Schima wallichii",NA,0.37,NA,NA
"2065","Schinus polygama",0.4193,NA,NA,NA
"2066","Schizachyrium condensatum",NA,0.236196456,NA,NA
"2067","Schizachyrium crinizonatum",NA,NA,NA,0.41
"2068","Schizachyrium scoparium",0.381363636363636,0.290984038333333,11385.6412244286,0.522893017634921
"2069","Schizachyrium sp",NA,NA,NA,0.543333333333333
"2070","Schizolobium parahyba",0.2389339728,0.446624439,NA,NA
"2071","Schoenoplectus americanus",0.309233333333333,NA,NA,NA
"2072","Schotia brachypetala",0.244225,NA,NA,NA
"2073","Scirpus cyperinus",NA,NA,1368.6067309375,NA
"2074","Scorpiurus vermiculatus",0.32,NA,NA,NA
"2075","Scorzoneroides autumnalis",0.436582608695652,NA,18814.1555175,0.1553991335
"2076","Scrophularia nodosa",0.2332,NA,NA,NA
"2077","Secale cereale",0.4208,NA,NA,NA
"2078","Securigera varia",NA,0.0906,NA,NA
"2079","Sehima nervosum",NA,NA,NA,0.756666666666667
"2080","Senecio amplectens",0.6337283464,NA,NA,0.3217786175
"2081","Senecio crassulus",0.6497171204,NA,NA,0.271754416666667
"2082","Senecio filaginoides",0.509280937666667,NA,NA,NA
"2083","Senecio glaucophyllus",0.419941516666667,NA,3388.41614866667,NA
"2084","Senecio vulgaris",0.694,NA,NA,NA
"2085","Senegalia greggii",0.55,NA,2576.18385926667,NA
"2086","Senegalia mellifera",0.2471125,NA,NA,NA
"2087","Senegalia nigrescens",0.4341125,NA,NA,NA
"2088","Senna artemisioides",0.326666666666667,NA,NA,NA
"2089","Senna barclayana",0.423333333333333,NA,NA,NA
"2090","Senna barronfieldii",0.323333333333333,NA,NA,NA
"2091","Senna marilandica",NA,0.329595,5181.2534325,0.32959469125
"2092","Senna obtusifolia",0.277818181818182,NA,NA,NA
"2093","Senna siamea",NA,NA,535.1111641,NA
"2094","Senna timoriensis",0.4206,NA,NA,NA
"2095","Sesbania herbacea",0.21,NA,NA,NA
"2096","Sesbania sesban",0.192,NA,NA,NA
"2097","Sesleria caerulea",NA,NA,7067.29,NA
"2098","Setaria faberi",0.276,NA,452.1778399,NA
"2099","Setaria helvola",NA,0.386874,NA,NA
"2100","Setaria nigrirostris",NA,NA,NA,0.55
"2101","Setaria verticillata",0.3159,NA,NA,NA
"2102","Setaria viridis",0.3512,NA,NA,NA
"2103","Shorea acuminata",NA,0.2709524815,NA,NA
"2104","Shorea leprosula",NA,0.480092569,NA,NA
"2105","Shorea multiflora",NA,0.85417075,NA,NA
"2106","Shorea robusta",0.1905,NA,NA,NA
"2107","Shorea singkawang",0.2395,NA,NA,NA
"2108","Sibbaldia procumbens",0.832883915,NA,12811,NA
"2109","Sida spinosa",0.2,NA,NA,NA
"2110","Sideritis pusilla",NA,0.524128702,NA,NA
"2111","Silene dioica",0.277931655611111,NA,NA,NA
"2112","Silene latifolia",NA,NA,13666.29083,0.359388646
"2113","Silene uniflora",0.221601037666667,NA,NA,NA
"2114","Silene vulgaris",0.274433333333333,NA,19115,0.213333333
"2115","Silphium integrifolium",NA,0.256845,3296.36853,0.2568446425
"2116","Silphium laciniatum",NA,0.225268,5456.81425833333,0.223101625
"2117","Simira rubescens",0.5564863626,NA,NA,NA
"2118","Simmondsia chinensis",NA,NA,608.249625478571,NA
"2119","Sinapis alba",0.06175,NA,11611.28746,0.478861789
"2120","Sindora echinocalyx",0.33875,NA,NA,NA
"2121","Sloanea berteroana",0.314333333333333,NA,NA,NA
"2122","Sloanea sinensis",0.2251,NA,NA,NA
"2123","Smilax aspera",NA,0.650140509,NA,NA
"2124","Solanum carolinense",NA,0.308612,9012.51314833333,0.308612248333333
"2125","Solanum dulcamara",0.208177643777778,NA,NA,NA
"2126","Solanum lycopersicum",0.186489230769231,NA,NA,NA
"2127","Solanum riparium",0.1615495567,NA,NA,NA
"2128","Solanum rostratum",NA,0.225255,15791.657825,0.18143903
"2129","Solanum tuberosum",0.2035,NA,NA,NA
"2130","Solidago canadensis",0.31,NA,NA,NA
"2131","Solidago missouriensis",NA,0.269866647,NA,NA
"2132","Solidago mollis",NA,0.205386,4336.676925,0.20538617
"2133","Solidago nemoralis",0.189,0.17795925,5338.40567333333,0.201836946666667
"2134","Solidago petiolaris",NA,0.331034,3681.0183375,0.3310338525
"2135","Solidago ptarmicoides",NA,0.24,NA,NA
"2136","Solidago rigida",NA,0.215521046166667,NA,NA
"2137","Solidago speciosa",NA,0.19,NA,NA
"2138","Solidago ulmifolia",NA,0.315145,4568.60880285714,0.315145348571429
"2139","Sonchus arvensis",0.432666666666667,NA,NA,NA
"2140","Sonchus asper",NA,NA,22321.80487,0.301036269
"2141","Sonneratia alba",0.332833333333333,NA,NA,NA
"2142","Sonneratia caseolaris",0.244,NA,NA,NA
"2143","Sophora davidii",NA,NA,71.88043806,NA
"2144","Sophora microphylla",NA,0.189756575666667,NA,NA
"2145","Sorbus aucuparia",0.19625,NA,NA,NA
"2146","Sorbus lanata",0.236,NA,NA,NA
"2147","Sorghastrum incompletum",NA,0.17,NA,NA
"2148","Sorghastrum nutans",0.4595,0.244891,7817.855505,0.315504432222222
"2149","Sorghum arundinaceum",0.713,NA,NA,NA
"2150","Sorghum bicolor",0.447125,NA,NA,NA
"2151","Sorghum halepense",0.3154,NA,NA,NA
"2152","Sorghum intrans",NA,NA,NA,0.3425
"2153","Sorghum plumosum",NA,NA,NA,0.598333333333333
"2154","Spartium junceum",0.1767,NA,NA,NA
"2155","Spathodea campanulata",0.363,0.417162842,NA,NA
"2156","Spergularia media",0.4750507757,NA,NA,NA
"2157","Sphaeralcea coccinea",NA,0.312666667,NA,NA
"2158","Sphagneticola calendulacea",0.11,NA,NA,NA
"2159","Sphagneticola trilobata",0.045,NA,NA,NA
"2160","Spinacia oleracea",0.039,NA,NA,NA
"2161","Spondias mombin",0.588469234833333,NA,NA,NA
"2162","Spondias purpurea",0.5345,0.322945147,NA,NA
"2163","Sporobolus anglicus",0.154088960638889,NA,NA,NA
"2164","Sporobolus cryptandrus",0.323,NA,NA,NA
"2165","Sporobolus heterolepis",NA,0.2,NA,NA
"2166","Sporobolus nitens",NA,NA,NA,0.555
"2167","Sporobolus pyramidalis",NA,NA,NA,0.64
"2168","Stachys recta",NA,NA,13408.13751,0.356585366
"2169","Steinchisma laxum",0.33,NA,NA,NA
"2170","Stellaria graminea",0.15885,NA,25103.37458,0.337078652
"2171","Stellaria media",0.21375,NA,12386.289865,0.207317073
"2172","Stenocarpus sinuatus",0.14,NA,NA,NA
"2173","Sterculia lanceolata",NA,0.4,NA,NA
"2174","Sterculia macrophylla",NA,0.506321067,NA,NA
"2175","Sticherus cunninghamii",NA,0.84,NA,NA
"2176","Stipa comata",0.4745,0.33136934,NA,0.65
"2177","Stipa ichu",NA,0.168,NA,NA
"2178","Stipa lettermanii",0.7061811414,NA,NA,0.145057603
"2179","Stipa pennata",NA,0.198761949333333,NA,NA
"2180","Stipa sp",NA,NA,NA,0.576
"2181","Stipa spartea",NA,0.40365075775,14163.25043,0.43517195625
"2182","Streblus asper",NA,0.400258918,NA,NA
"2183","Streblus indicus",NA,NA,669.22805904,0.439548531
"2184","Strombosia pustulata",0.3004,NA,NA,NA
"2185","Strychnos spinosa",0.55165,NA,NA,NA
"2186","Stylosanthes guianensis",NA,0.196,NA,NA
"2187","Styphnolobium japonicum",NA,0.154398906,NA,NA
"2188","Suaeda maritima",0.0890867781111111,NA,NA,NA
"2189","Succisa pratensis",0.27552,NA,NA,NA
"2190","Sweetia fruticosa",0.593421053,NA,NA,NA
"2191","Swietenia macrophylla",0.209654047888889,NA,NA,NA
"2192","Swinglea glutinosa",NA,0.344650356,NA,NA
"2193","Symphoricarpos occidentalis",NA,0.337326723,NA,NA
"2194","Symphyotrichum ciliolatum",NA,0.364705882,NA,NA
"2195","Symphyotrichum ericoides",NA,0.151923077,NA,NA
"2196","Symphyotrichum falcatum",NA,0.234944544,NA,NA
"2197","Symphyotrichum laeve",NA,0.266759659583333,8671.8238625,0.200016855
"2198","Symphyotrichum lanceolatum",NA,0.15,NA,NA
"2199","Symphyotrichum novae-angliae",0.22015,0.12,NA,NA
"2200","Symphyotrichum oblongifolium",NA,0.324154,4479.63021333333,0.324153605
"2201","Symphyotrichum oolentangiense",NA,0.12,NA,NA
"2202","Symphyotrichum puniceum",NA,0.12,NA,NA
"2203","Symplocarpus sp",NA,0.155298127647059,NA,NA
"2204","Syringa reticulata",NA,0.077598043,NA,NA
"2205","Syzygium castaneum",NA,0.2585,NA,NA
"2206","Syzygium cumini",0.312,NA,NA,NA
"2207","Syzygium globiflorum",NA,0.37,NA,NA
"2208","Syzygium hancei",NA,0.34,NA,NA
"2209","Syzygium kunstleri",NA,0.24,NA,NA
"2210","Syzygium levinei",NA,0.29,NA,NA
"2211","Syzygium maire",NA,0.1825189105,NA,NA
"2212","Syzygium napiforme",NA,0.318,NA,NA
"2213","Syzygium pachysepalum",NA,0.291666666666667,NA,NA
"2214","Syzygium samarangense",0.24862,NA,NA,NA
"2215","Syzygium smithii",0.168,NA,NA,NA
"2216","Syzygium subdecussatum",NA,0.26825,NA,NA
"2217","Tabebuia heterophylla",0.165666666666667,NA,NA,NA
"2218","Tabebuia rosea",0.3224,0.141971345,NA,NA
"2219","Tabernaemontana littoralis",NA,0.273019681,NA,NA
"2220","Tachigali sp",0.228166666666667,NA,NA,NA
"2221","Tachigali vulgaris",0.263,NA,NA,NA
"2222","Taeniatherum caput-medusae",0.404,NA,NA,NA
"2223","Tagetes minuta",NA,0.081,NA,NA
"2224","Taiwania cryptomerioides",0.173116666666667,NA,NA,NA
"2225","Tamarindus indica",NA,0.667071995,NA,NA
"2226","Tanacetum vulgare",0.27315,NA,13222.5987,0.416
"2227","Tanaecium pyramidatum",NA,0.17824463035,NA,NA
"2228","Taraxacum campylodes",0.339040609403162,0.253916667,18018.3760257182,0.27
"2229","Taraxacum sect. ruderalia",NA,NA,7808.934693,0.631768953
"2230","Taraxacum stevenii",NA,NA,7408.999994,NA
"2231","Tarenna sp",0.163550988,NA,NA,NA
"2232","Taxodium distichum",0.358162962962963,0.217780917,NA,NA
"2233","Taxus baccata",0.3119138115,NA,NA,NA
"2234","Tecoma stans",0.346333333333333,NA,NA,NA
"2235","Tectona grandis",0.211285714285714,NA,NA,NA
"2236","Terminalia amazonia",0.125,0.31468016275,NA,NA
"2237","Terminalia anogeissiana",0.2085,NA,NA,NA
"2238","Terminalia glaucescens",NA,NA,719.85992235,NA
"2239","Terminalia ivorensis",0.1579,NA,938.4908902,NA
"2240","Terminalia oblonga",0.2966917124,NA,NA,NA
"2241","Terminalia schimperi",NA,NA,2329.5144295,NA
"2242","Terminalia sericea",NA,NA,787.319812875,NA
"2243","Terminalia superba",NA,NA,1437.0880515,NA
"2244","Terminalia tetraphylla",0.123666666666667,NA,NA,NA
"2245","Ternstroemia coriacea",NA,0.2745,NA,NA
"2246","Tetractomia tetrandra",NA,0.141,NA,NA
"2247","Tetradium glabrifolium",NA,NA,1669.20009433,0.3966928376
"2248","Tetragastris altissima",0.207,NA,NA,NA
"2249","Tetragastris balsamifera",0.151,NA,NA,NA
"2250","Tetragastris panamensis",0.342,NA,NA,NA
"2251","Tetrapleura tetraptera",NA,NA,679.55531115,NA
"2252","Teucrium chamaedrys",NA,0.114,18402.49631,0.26064257
"2253","Teucrium charidemi",NA,0.555058017,NA,NA
"2254","Teucrium fruticans",NA,0.650130705,NA,NA
"2255","Themeda triandra",NA,NA,NA,0.6525
"2256","Theobroma cacao",0.2086,NA,NA,NA
"2257","Theobroma sp",0.2165,NA,NA,NA
"2258","Thermopsis rhombifolia",NA,0.272450855,NA,NA
"2259","Thouinia paucidentata",0.2585,NA,NA,NA
"2260","Thrincia saxatilis",0.29,NA,NA,NA
"2261","Thuja occidentalis",0.213855529857143,0.146392167,NA,NA
"2262","Thymelaea hirsuta",NA,0.52047564,NA,NA
"2263","Thymus dolomiticus",NA,0.296161209333333,NA,NA
"2264","Thymus hyemalis",NA,0.650083319,NA,NA
"2265","Thymus mastichina",NA,0.928743105,NA,NA
"2266","Thymus praecox",0.152554105,NA,NA,NA
"2267","Tibouchina herbacea",0.246,NA,NA,NA
"2268","Tilia americana",0.15787696,0.113233333333333,NA,NA
"2269","Tilia cordata",0.236063259571429,0.418943665428571,NA,NA
"2270","Tilia europaea_x",0.125578448,NA,NA,NA
"2271","Tolpis barbata",0.29,NA,NA,NA
"2272","Toona ciliata",0.31725,NA,NA,NA
"2273","Tordylium maximum",NA,0.10725,NA,NA
"2274","Toxicodendron vernicifluum",NA,NA,658.688529109524,0.54126827952381
"2275","Toxicoscordion venenosum",NA,0.123076923,NA,NA
"2276","Tradescantia bracteata",NA,0.336623,9201.213006875,0.33662281875
"2277","Tradescantia fluminensis",0.098,NA,NA,NA
"2278","Tradescantia ohiensis",NA,0.239331,8437.48394,0.239330902
"2279","Tragopogon dubius",NA,0.2269361155,2284.21150666667,0.371206186666667
"2280","Tragopogon pratensis",NA,NA,11489.4918326,0.2574746965
"2281","Tragus racemosus",0.1195,NA,NA,NA
"2282","Trema micrantha",0.2519827186,NA,NA,NA
"2283","Trema orientalis",0.336666666666667,NA,NA,NA
"2284","Triadica sebifera",0.222983333333333,NA,NA,NA
"2285","Trichilia elegans",0.236897380875,NA,NA,NA
"2286","Trichilia trifolia",0.3085,NA,NA,NA
"2287","Trichospermum mexicanum",0.129,NA,NA,NA
"2288","Trientalis borealis",NA,NA,6735.294118,NA
"2289","Trifolium alpestre",NA,NA,10326.52876,0.533333333
"2290","Trifolium angustifolium",0.32,0.12925,NA,NA
"2291","Trifolium arvense",0.29,NA,NA,NA
"2292","Trifolium campestre",NA,0.0756,24660.80386875,0.273033088
"2293","Trifolium cherleri",0.35,NA,NA,NA
"2294","Trifolium dubium",0.32235,NA,26804.970568,0.109
"2295","Trifolium fragiferum",NA,0.0962,12351.2783112,0.109
"2296","Trifolium hybridum",NA,NA,21299.728492,0.087
"2297","Trifolium incarnatum",0.171333333333333,NA,NA,NA
"2298","Trifolium medium",NA,NA,7030.598736,0.511827957
"2299","Trifolium polyphyllum",NA,NA,9519.999999,NA
"2300","Trifolium pratense",0.3064,0.124475,12050.586076875,0.28675
"2301","Trifolium repens",0.152567507613751,0.0525,17208.1900880833,0.273527027
"2302","Trifolium resupinatum",NA,0.212,NA,NA
"2303","Trifolium squamosum",NA,0.269,NA,NA
"2304","Trifolium subterraneum",0.2384,0.0621468652702703,NA,NA
"2305","Triglochin maritima",0.222617135388889,NA,NA,NA
