"","site_code","Taxon","mean.before.control","mean.before.drought","mean.after.control","mean.after.drought","drought.after.minus.before","control.after.minus.before","cover.change","mean.after.drought.plus","mean.before.drought.plus","mean.after.control.plus","mean.before.control.plus","drought.after.minus.before.plus","control.after.minus.before.plus","cover.change.plus","relative.cover.change","log.fold.change.cover"
"285","cdpt_drt.us","POLYGALA ALBA",0.5,1,0,2,1,-0.5,1.5,2.0000001,1.0000001,1e-07,0.5000001,1,-0.5,1.5,1.49999985000001,10000001.4999999
"286","cowidrt.ca","RANUNCULUS OCCIDENTALIS",1,1,2,2,1,1,0,2.0000001,1.0000001,2.0000001,1.0000001,1,1,0,0,1
"287","lygraint.no","FESTUCA VIVIPARA",1,1,3,2,1,2,-1,2.0000001,1.0000001,3.0000001,1.0000001,1,2,-1,-0.99999990000001,0.666666677777777
"288","lygraold.no","SORBUS AUCUPARIA",1,1,0,2,1,-1,2,2.0000001,1.0000001,1e-07,1.0000001,1,-1,2,1.99999980000002,20000001
"289","biddulph.ca","ARTEMISIA FRIGIDA",3,1,5,2,1,2,-1,2.0000001,1.0000001,5.0000001,3.0000001,1,2,-1,-0.999999900000011,1.199999956
"290","spvdrt.ar","HYPOCHAERIS RADICATA",1,1,2.666666667,3,2,1.666666667,0.333333333,3.0000001,1.0000001,2.666666767,1.0000001,2,1.666666667,0.333333333,0.33333329966667,1.12499999517188
"291","scruzl.us","LOLIUM PERENNE",4,1,8.358448867,3.0194805,2.0194805,4.358448867,-2.338968367,3.0194806,1.0000001,8.358448967,4.0000001,2.0194805,4.358448867,-2.338968367,-2.33896813310319,1.4449955418572
"292","lygraold.no","VACCINIUM ULIGINOSUM",1,1,1,3.5,2.5,0,2.5,3.5000001,1.0000001,1.0000001,1.0000001,2.5,0,2.5,2.49999975000003,3.49999975000002
"293","oreac.us","POA SECUNDA",10.5,1,3.5,3.5,2.5,-7,9.5,3.5000001,1.0000001,3.5000001,10.5000001,2.5,-7,9.5,9.49999905000009,10.4999990500001
"294","spvdrt.ar","NOTICASTRUM SERICEUM",1,1,1,4,3,0,3,4.0000001,1.0000001,1.0000001,1.0000001,3,0,3,2.99999970000003,3.99999970000003
"295","cdpt_drt.us","BROMUS JAPONICUS",5.5,1,2,4,3,-3.5,6.5,4.0000001,1.0000001,2.0000001,5.5000001,3,-3.5,6.5,6.49999935000006,10.9999988250001
"296","esw.ca","TARAXACUM TARAXACUM",1,1,1,4.333333333,3.333333333,0,3.333333333,4.333333433,1.0000001,1.0000001,1.0000001,3.333333333,0,3.333333333,3.3333329996667,4.3333329996667
"297","teshio.jp","GERANIUM THUNBERGII",2,1,8,4.5,3.5,6,-2.5,4.5000001,1.0000001,8.0000001,2.0000001,3.5,6,-2.5,-2.49999975000003,1.1249999546875
"298","cowidrt.ca","CAMASSIA QUAMASH",3,1,3,5,4,0,4,5.0000001,1.0000001,3.0000001,3.0000001,4,0,4,3.99999960000004,4.99999960000004
"299","naposta.ar","DIPLOTAXIS TENUIFOLIA",2.333333333,1,5,5.333333333,4.333333333,2.666666667,1.666666666,5.333333433,1.0000001,5.0000001,2.333333433,4.333333333,2.666666667,1.666666666,1.66666649933335,2.48888874304446
"300","lygraint.no","MOLINIA CAERULEA",1,1,1,6,5,0,5,6.0000001,1.0000001,1.0000001,1.0000001,5,0,5,4.99999950000005,5.99999950000005
"301","spvdrt.ar","GALIUM RICHARDIANUM",1,1,1,7,6,0,6,7.0000001,1.0000001,1.0000001,1.0000001,6,0,6,5.99999940000006,6.99999940000006
"302","ukulingadrt.za","AFROASTER HISPIDA",0,1,3,7,6,3,3,7.0000001,1.0000001,3.0000001,1e-07,6,3,3,2.99999970000003,2.33333305555558e-07
"303","naposta.ar","ERIGERON BLAKEI",1,1,1,10,9,0,9,10.0000001,1.0000001,1.0000001,1.0000001,9,0,9,8.99999910000009,9.99999910000009
"304","jilpanger.au","CHRYSOCEPHALUM APICULATUM",10,1,10,10,9,0,9,10.0000001,1.0000001,10.0000001,10.0000001,9,0,9,8.99999910000009,9.99999910000009
"305","cobar.au","STIPA SCABRA",4,1,3.5,12,11,-0.5,11.5,12.0000001,1.0000001,3.5000001,4.0000001,11,-0.5,11.5,11.4999988500001,13.7142844081634
"306","scruzl.us","CARDUUS PYCNOCEPHALUS",1.25,1,8.795871367,20.12987015,19.12987015,7.545871367,11.583998783,20.12987025,1.0000001,8.795871467,1.2500001,19.12987015,7.545871367,11.583998783,11.5839976246002,2.86069861339565
"307","capmcd.us","PLANTAGO OVATA",0.583333333,1,8.714285714,23.71428571,22.71428571,8.130952381,14.583333329,23.71428581,1.0000001,8.714285814,0.583333433,22.71428571,8.130952381,14.583333329,14.5833318706668,1.58743179471265
"308","gmgranite.us","FILAGO DEPRESSA",0.5,1,0,0,-1,-0.5,-0.5,1e-07,1.0000001,1e-07,0.5000001,-1,-0.5,-0.5,-0.499999950000005,0.500000049999995
"309","baddrt.de","TRAGOPOGON PRATENSIS",1,1,0.5,0,-1,-0.5,-0.5,1e-07,1.0000001,0.5000001,1.0000001,-1,-0.5,-0.5,-0.499999950000005,1.99999960000008e-07
"310","lygraint.no","ANTHOXANTHUM ODORATUM",1,1,1,0,-1,0,-1,1e-07,1.0000001,1.0000001,1.0000001,-1,0,-1,-0.99999990000001,9.9999990000001e-08
"311","rhijn.nl","CERASTIUM FONTANUM",1,1,1,0,-1,0,-1,1e-07,1.0000001,1.0000001,1.0000001,-1,0,-1,-0.99999990000001,9.9999990000001e-08
"312","lygraint.no","CAREX NIGRA",1,1,2,0,-1,1,-2,1e-07,1.0000001,2.0000001,1.0000001,-1,1,-2,-1.99999980000002,4.99999975000001e-08
"313","lygraold.no","JUNIPERUS COMMUNIS",1,1,2,0,-1,1,-2,1e-07,1.0000001,2.0000001,1.0000001,-1,1,-2,-1.99999980000002,4.99999975000001e-08
"314","rhijn.nl","JACOBAEA VULGARIS",1,1,2,0,-1,1,-2,1e-07,1.0000001,2.0000001,1.0000001,-1,1,-2,-1.99999980000002,4.99999975000001e-08
"315","brokenh.au","CRASSULA COLORATA",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"316","cedarsav.us","PANICUM PERLONGUM",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"317","charleville.au","GOODENIA CYCLOPTERA",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"318","charleville.au","THYRIDOLEPIS MITCHELLIANA",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"319","cobar.au","ACTINOBOLE ULIGINOSUM",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"320","cobar.au","BULBINE BULBOSA",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"321","cowidrt.ca","BROMUS CARINATUS",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"322","credom.au","SIDA INTRICATA",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"323","lygraint.no","LUZULA MULTIFLORA",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"324","lygraold.no","PSEUDOSCLEROPODIUM PURUM",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"325","marcdrt.ar","GNAPHALIUM AMERICANUM",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"326","milparinka.au","ERAGROSTIS SETIFOLIA",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"327","quilpie.au","EUPHORBIA DRUMMONDII",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"328","quilpie.au","GLYCINE CANESCENS",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"329","quilpie.au","GOODENIA CYCLOPTERA",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"330","rhijn.nl","ALLIUM VINEALE",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"331","spvdrt.ar","POA LANUGINOSA",1,1,0,0,-1,-1,0,1e-07,1.0000001,1e-07,1.0000001,-1,-1,0,0,1
"332","teshio.jp","TARAXACUM TARAXACUM",1.25,1,5,0,-1,3.75,-4.75,1e-07,1.0000001,5.0000001,1.2500001,-1,3.75,-4.75,-4.74999952500005,2.49999990000001e-08
"333","quilpie.au","TRIPOGON LOLIIFORMIS",1.5,1,1,0,-1,-0.5,-0.5,1e-07,1.0000001,1.0000001,1.5000001,-1,-0.5,-0.5,-0.499999950000005,1.49999980000002e-07
"334","brokenh.au","ALTERNANTHERA SESSILIS",1.5,1,0,0,-1,-1.5,0.5,1e-07,1.0000001,1e-07,1.5000001,-1,-1.5,0.5,0.499999950000005,1.49999995
"335","cedarsav.us","SISYRINCHIUM CAMPESTRE",1.5,1,0,0,-1,-1.5,0.5,1e-07,1.0000001,1e-07,1.5000001,-1,-1.5,0.5,0.499999950000005,1.49999995
"336","quilpie.au","CALOTIS HISPIDULA",1.5,1,0,0,-1,-1.5,0.5,1e-07,1.0000001,1e-07,1.5000001,-1,-1.5,0.5,0.499999950000005,1.49999995
"337","cobar.au","CRASSULA COLORATA",1.666666667,1,0,0,-1,-1.666666667,0.666666667,1e-07,1.0000001,1e-07,1.666666767,-1,-1.666666667,0.666666667,0.66666660033334,1.66666660033334
"338","cedarsav.us","VIOLA PEDATIFIDA",1.8,1,0,0,-1,-1.8,0.8,1e-07,1.0000001,1e-07,1.8000001,-1,-1.8,0.8,0.799999920000008,1.79999992000001
"339","lygraint.no","DACTYLORHIZA MACULATA",2,1,1,0,-1,-1,0,1e-07,1.0000001,1.0000001,2.0000001,-1,-1,-2.22044604925031e-16,-2.22044582720573e-16,1.99999970000004e-07
"340","lygraint.no","LUZULA PILOSA",2,1,1,0,-1,-1,0,1e-07,1.0000001,1.0000001,2.0000001,-1,-1,-2.22044604925031e-16,-2.22044582720573e-16,1.99999970000004e-07
"341","lygraold.no","JUNCUS SQUARROSUS",2,1,1,0,-1,-1,0,1e-07,1.0000001,1.0000001,2.0000001,-1,-1,-2.22044604925031e-16,-2.22044582720573e-16,1.99999970000004e-07
"342","marcdrt.ar","BOTHRIOCHLOA LAGUROIDES",2,1,0,0,-1,-2,1,1e-07,1.0000001,1e-07,2.0000001,-1,-2,1,0.99999990000001,1.99999990000001
"343","marcdrt.ar","CARDUUS ACANTHOIDES",2,1,0,0,-1,-2,1,1e-07,1.0000001,1e-07,2.0000001,-1,-2,1,0.99999990000001,1.99999990000001
"344","milparinka.au","CALOTIS PORPHYROGLOSSA",2,1,0,0,-1,-2,1,1e-07,1.0000001,1e-07,2.0000001,-1,-2,1,0.99999990000001,1.99999990000001
"345","sand.us","DIOSPYROS VIRGINIANA",3,1,1,0,-1,-2,1,1e-07,1.0000001,1.0000001,3.0000001,-1,-2,1,0.99999990000001,2.99999950000007e-07
"346","sclaudio.ar","PASPALUM DILATATUM",3,1,1,0,-1,-2,1,1e-07,1.0000001,1.0000001,3.0000001,-1,-2,1,0.99999990000001,2.99999950000007e-07
"347","cobar.au","ARISTIDA CONTORTA",3,1,0,0,-1,-3,2,1e-07,1.0000001,1e-07,3.0000001,-1,-3,2,1.99999980000002,2.99999980000002
"348","esw.ca","SONCHUS ASPER",3,1,0,0,-1,-3,2,1e-07,1.0000001,1e-07,3.0000001,-1,-3,2,1.99999980000002,2.99999980000002
"349","matador.ca","GALIUM BOREALE",5,1,16.5,0,-1,11.5,-12.5,1e-07,1.0000001,16.5000001,5.0000001,-1,11.5,-12.5,-12.4999987500001,3.03030276951334e-08
"350","cedarsav.us","ERIGERON STRIGOSUS",6,1,0,0,-1,-6,5,1e-07,1.0000001,1e-07,6.0000001,-1,-6,5,4.99999950000005,5.99999950000005
"351","sclaudio.ar","ACMELLA DECUMBENS",0,1,0.25,0,-1,0.25,-1.25,1e-07,1.0000001,0.2500001,1e-07,-1,0.25,-1.25,-1.24999987500001,3.99999800000084e-14
"352","biddulph.ca","LYGODESMIA JUNCEA",0,1,0.75,0,-1,0.75,-1.75,1e-07,1.0000001,0.7500001,1e-07,-1,0.75,-1.75,-1.74999982500002,1.33333302222228e-14
"353","elvadrt.ee","ARTEMISIA VULGARIS",0,1,1,0,-1,1,-2,1e-07,1.0000001,1.0000001,1e-07,-1,1,-2,-1.99999980000002,9.9999980000003e-15
"354","ukulingadrt.za","POLYGALA HOTTENTOTTA",0,1,2,0,-1,2,-3,1e-07,1.0000001,2.0000001,1e-07,-1,2,-3,-2.99999970000003,4.99999925000009e-15
"355","gmmolar.us","PECTOCARYA HETEROCARPA",3.042857143,1.016666667,1.083333333,1.75,0.733333333,-1.95952381,2.692857143,1.7500001,1.016666767,1.083333433,3.042857243,0.733333333,-1.95952381,2.692857143,2.64871168253698,4.83480405317271
"356","nnss.us","BROMUS TECTORUM",0.965629738,1.142075,4.38977668,0.882379229,-0.259695771,3.424146942,-3.683842713,0.882379329,1.1420751,4.38977678,0.965629838,-0.259695771,3.424146942,-3.683842713,-3.22556959082638,0.16995302643705
"357","yarradrt.au","PLANTAGO LANCEOLATA",1.85,1.15,1,0,-1.15,-0.85,-0.3,1e-07,1.1500001,1.0000001,1.8500001,-1.15,-0.85,-0.3,-0.260869542533083,1.60869543837432e-07
"358","kernnu.ca","TARAXACUM TARAXACUM",1.166666667,1.166666667,1,1.166666667,0,-0.166666667,0.166666667,1.166666767,1.166666767,1.0000001,1.166666767,0,-0.166666667,0.166666667,0.142857130857144,1.16666665033333
"359","credom.au","ENNEAPOGON CAERULESCENS",6.1,1.166666667,11,7.5,6.333333333,4.9,1.433333333,7.5000001,1.166666767,11.0000001,6.1000001,6.333333333,4.9,1.433333333,1.22857132262858,3.56493483191619
"360","kiskun.hu","SECALE SYLVESTRE",0.436666667,1.175,0.0325,0.146,-1.029,-0.404166667,-0.624833333,0.1460001,1.1750001,0.0325001,0.436666767,-1.029,-0.404166667,-0.624833333,-0.531773004104425,1.66947797209021
"361","ciempoz.es","HELIANTHEMUM SQUAMATUM",0.67,1.1775,5.405,1.514166667,0.336666667,4.735,-4.398333333,1.514166767,1.1775001,5.4050001,0.6700001,0.336666667,4.735,-4.398333333,-3.73531461525991,0.159401321868091
"362","kiskun.hu","POLYGONUM ARENARIUM",1.402,1.2,0.124,0.028,-1.172,-1.278,0.106,0.0280001,1.2000001,0.1240001,1.4020001,-1.172,-1.278,0.106,0.0883333259722229,0.263817930581407
"363","oreaa.us","NAVARRETIA INTERTEXTA SSP. PROPINQUA",0.833333333,1.25,0.75,0.833333333,-0.416666667,-0.083333333,-0.333333334,0.833333433,1.2500001,0.7500001,0.833333433,-0.416666667,-0.083333333,-0.333333334,-0.266666645866668,0.740740759901233
"364","marcdrt.ar","JUNCUS IMBRICATUS",1.333333333,1.25,1,2,0.75,-0.333333333,1.083333333,2.0000001,1.2500001,1.0000001,1.333333433,0.75,-0.333333333,1.083333333,0.866666597066672,2.13333321546668
"365","allmendo.ch","TEUCRIUM CHAMAEDRYS",2.083333333,1.25,3.833333333,2.583333333,1.333333333,1.75,-0.416666667,2.583333433,1.2500001,3.833333433,2.083333433,1.333333333,1.75,-0.416666667,-0.333333306933336,1.1231883838058
"366","cowidrt.ca","MONTIA LINEARIS",3,1.25,0,0,-1.25,-3,1.75,1e-07,1.2500001,1e-07,3.0000001,-1.25,-3,1.75,1.39999988800001,2.39999988800001
"367","credoj.au","VITTADINIA EREMAEA",2,1.3,14.1,3.5,2.2,12.1,-9.9,3.5000001,1.3000001,14.1000001,2.0000001,2.2,12.1,-9.9,-7.61538402958584,0.381887613851232
"368","gmgranite.us","ACMISPON STRIGOSUS",2.214285714,1.333333333,0,0.5,-0.833333333,-2.214285714,1.380952381,0.5000001,1.333333433,1e-07,2.214285814,-0.833333333,-2.214285714,1.380952381,1.03571420833036,8303572.84252229
"369","cowidrt.ca","VERONICA ARVENSIS",1.333333333,1.333333333,1,1,-0.333333333,-0.333333333,0,1.0000001,1.333333433,1.0000001,1.333333433,-0.333333333,-0.333333333,0,0,1
"370","lygraint.no","RHYTIDIADELPHUS SQUARROSUS",4,1.333333333,1.5,2,0.666666667,-2.5,3.166666667,2.0000001,1.333333433,1.5000001,4.0000001,0.666666667,-2.5,3.166666667,2.37499982271876,3.99999973433336
"371","lygraint.no","POLYTRICHUM COMMUNE",6.333333333,1.333333333,10.33333333,2.666666667,1.333333334,3.999999997,-2.666666663,2.666666767,1.333333433,10.33333343,6.333333433,1.333333334,3.999999997,-2.666666663,-1.99999984775001,1.22580641392794
"372","cowidrt.ca","LOMATIUM UTRICULATUM",5,1.333333333,9.5,3,1.666666667,4.5,-2.833333333,3.0000001,1.333333433,9.5000001,5.0000001,1.666666667,4.5,-2.833333333,-2.12499984090626,1.18421048848858
"373","cedartrait.us","TARAXACUM CAMPYLODES",1.25,1.333333333,0,5,3.666666667,-1.25,4.916666667,5.0000001,1.333333433,1e-07,1.2500001,3.666666667,-1.25,4.916666667,3.6874997246094,46875001.1835937
"374","quilpie.au","THYRIDOLEPIS MITCHELLIANA",1.666666667,1.333333333,0,0,-1.333333333,-1.666666667,0.333333334,1e-07,1.333333433,1e-07,1.666666767,-1.333333333,-1.666666667,0.333333334,0.249999981812502,1.2499999818125
"375","gmmolar.us","PECTOCARYA RECURVATA",2.185714286,1.342857143,0.5,1,-0.342857143,-1.685714286,1.342857143,1.0000001,1.342857243,0.5000001,2.185714386,-0.342857143,-1.685714286,1.342857143,0.99999992553192,3.25531873000234
"376","ebro.es","LINUM SUFFRUTICOSUM",1.026256,1.372704667,2.264933611,2.0322225,0.659517833,1.238677611,-0.579159778,2.0322226,1.372704767,2.264933711,1.0262561,0.659517833,1.238677611,-0.579159778,-0.421911391235083,0.670802064660948
"377","nnss.us","MALACOTHRIX GLABRATA",0.729655567,1.3735589,1.1655389,1.41346643,0.03990753,0.435883333,-0.395975803,1.41346653,1.373559,1.165539,0.729655667,0.03990753,0.435883333,-0.395975803,-0.288284524363351,0.644212815477537
"378","gmmolar.us","AMSINCKIA TESSELLATA",0.625,1.375,1,0.75,-0.625,0.375,-1,0.7500001,1.3750001,1.0000001,0.6250001,-0.625,0.375,-1,-0.727272674380169,0.340909132024791
"379","allmendo.ch","ACHILLEA MILLEFOLIUM",0.75,1.375,1.25,0.75,-0.625,0.5,-1.125,0.7500001,1.3750001,1.2500001,0.7500001,-0.625,0.5,-1.125,-0.81818175867769,0.327272764561982
"380","allmendo.ch","GALIUM VERUM",1.416666667,1.375,1.75,0.875,-0.5,0.333333333,-0.833333333,0.8750001,1.3750001,1.7500001,1.416666767,-0.5,0.333333333,-0.833333333,-0.60606056174105,0.515151543608027
"381","oreaa.us","PHLOX HOODII",2.25,1.375,3.5,1.625,0.25,1.25,-1,1.6250001,1.3750001,3.5000001,2.2500001,0.25,1.25,-1,-0.727272674380169,0.759740263299039
"382","allmendo.ch","ASPERULA CYNANCHICA",0.375,1.375,0.416666667,2.375,1,0.041666667,0.958333333,2.3750001,1.3750001,0.416666767,0.3750001,1,0.041666667,0.958333333,0.696969646038571,1.55454544715305
"383","passogavia.it","LEUCANTHEMOPSIS ALPINA",2.302,1.38,0.844,0.46,-0.92,-1.458,0.538,0.4600001,1.3800001,0.8440001,2.3020001,-0.92,-1.458,0.538,0.389855044213403,0.90916278075606
"384","nnss.us","DESCURAINIA PINNATA",0.696307383,1.385238063,0.640719867,0.433464429,-0.951773634,-0.0555875159999999,-0.896186118,0.433464529,1.385238163,0.640719967,0.696307483,-0.951773634,-0.0555875159999999,-0.896186118,-0.646954539614427,0.340064988051695
"385","scruzh.us","BRACHYPODIUM DISTACHYON",39.4736842,1.4084507,0,2.4691358,1.0606851,-39.4736842,40.5343693,2.4691359,1.4084508,1e-07,39.4736843,1.0606851,-39.4736842,40.5343693,28.7794002460008,692007779.117285
"386","scruzh.us","BROMUS HORDEACEUS",0,1.4084507,2.6345738,2.76928305,1.36083235,2.6345738,-1.27374145,2.76928315,1.4084508,2.6345739,1e-07,1.36083235,2.6345738,-1.27374145,-0.904356368003767,7.46303188837868e-08
"387","octc.us","CERATOCEPHALA TESTICULATA",1.17351,1.416418129,2.818723478,1.1921839,-0.224234229,1.645213478,-1.869447707,1.192184,1.416418229,2.818723578,1.1735101,-0.224234229,1.645213478,-1.869447707,-1.31984160378947,0.350417772871608
"388","nnss.us","ACAMPTOPAPPUS SHOCKLEYI",3.0864198,1.4285714,1.5120275,1.3774105,-0.0511609,-1.5743923,1.5232314,1.3774106,1.4285715,1.5120276,3.0864199,-0.0511609,-1.5743923,1.5232314,1.0662619266869,1.96814336697512
"389","gmgranite.us","DESCURAINIA PINNATA",0,1.5,0.5,0.5,-1,0.5,-1.5,0.5000001,1.5000001,0.5000001,1e-07,-1,0.5,-1.5,-0.999999933333338,6.66666622222225e-08
"390","allmendb.ch","SCABIOSA COLUMBARIA",1.333333333,1.5,2.583333333,1,-0.5,1.25,-1.75,1.0000001,1.5000001,2.583333433,1.333333433,-0.5,1.25,-1.75,-1.16666658888889,0.344086045420279
"391","cedartrait.us","PETALOSTEMON CANDIDUS",1.625,1.5,1,1,-0.5,-0.625,0.125,1.0000001,1.5000001,1.0000001,1.6250001,-0.5,-0.625,0.125,0.0833333277777781,1.08333332777778
"392","chacra.ar","POA LIGULARIS",3.833333333,1.5,5,1,-0.5,1.166666667,-1.666666667,1.0000001,1.5000001,5.0000001,3.833333433,-0.5,1.166666667,-1.666666667,-1.11111103725926,0.511111131214814
"393","paike.ar","AZORELLA FUEGIANA",1,1.5,1,1.5,0,0,0,1.5000001,1.5000001,1.0000001,1.0000001,0,0,0,0,1
"394","cowidrt.ca","CERASTIUM ARVENSE",1.5,1.5,2,1.5,0,0.5,-0.5,1.5000001,1.5000001,2.0000001,1.5000001,0,0.5,-0.5,-0.333333311111112,0.750000012499999
"395","allmendb.ch","CENTAUREA JACEA",1.916666667,1.5,2.333333333,1.5,0,0.416666666,-0.416666666,1.5000001,1.5000001,2.333333433,1.916666767,0,0.416666666,-0.416666666,-0.277777758814816,0.821428579341836
"396","paike.ar","COLOBANTHUS LYCOPODOIDES",2,1.5,2,1.5,0,0,0,1.5000001,1.5000001,2.0000001,2.0000001,0,0,0,0,1
"397","paike.ar","LUZULA CHILENSIS",2,1.5,2,1.5,0,0,0,1.5000001,1.5000001,2.0000001,2.0000001,0,0,0,0,1
"398","oreac.us","EPILOBIUM BRACHYCARPUM",2.5,1.5,1.5,1.5,0,-1,1,1.5000001,1.5000001,1.5000001,2.5000001,0,-1,1,0.666666622222225,1.66666662222223
"399","spvdrt.ar","PANICUM URVILLEANUM",2,1.5,3,2.5,1,1,0,2.5000001,1.5000001,3.0000001,2.0000001,1,1,-2.22044604925031e-16,-1.48029726748039e-16,1.1111111
"400","ethadb.au","ARISTIDA HOLATHERA",2.75,1.5,14.5,3,1.5,11.75,-10.25,3.0000001,1.5000001,14.5000001,2.7500001,1.5,11.75,-10.25,-6.83333287777781,0.379310343361078
"401","cowidrt.ca","BROMUS STERILIS",12,1.5,13,3.333333333,1.833333333,1,0.833333333,3.333333433,1.5000001,13.0000001,12.0000001,1.833333333,1,0.833333333,0.555555518296299,2.05128197717818
"402","chacra.ar","BACCHARIS GILLIESII",1.5,1.5,0,5,3.5,-1.5,5,5.0000001,1.5000001,1e-07,1.5000001,3.5,-1.5,5,3.33333311111113,50000001
"403","cedartrait.us","BOUTELOUA GRACILIS",2,1.5,0,8,6.5,-2,8.5,8.0000001,1.5000001,1e-07,2.0000001,6.5,-2,8.5,5.66666628888891,106666666.222222
"404","mattheis.ca","LITHOSPERMUM INCISUM",10,1.5,5.5,10,8.5,-4.5,13,10.0000001,1.5000001,5.5000001,10.0000001,8.5,-4.5,13,8.66666608888893,12.1212113351699
"405","mattheis.ca","SYMPHYOTRICHUM ERICOIDES",1,1.5,15,0,-1.5,14,-15.5,1e-07,1.5000001,15.0000001,1.0000001,-1.5,14,-15.5,-10.3333326444445,4.44444456296295e-09
"406","baddrt.de","CARDUUS CRISPUS",1,1.5,0,0,-1.5,-1,-0.5,1e-07,1.5000001,1e-07,1.0000001,-1.5,-1,-0.5,-0.333333311111113,0.666666688888887
"407","marcdrt.ar","ERIGERON BONARIENSIS",1,1.5,0,0,-1.5,-1,-0.5,1e-07,1.5000001,1e-07,1.0000001,-1.5,-1,-0.5,-0.333333311111113,0.666666688888887
"408","chacra.ar","SCHINUS JOHNSTONII",1.5,1.5,1,0,-1.5,-0.5,-1,1e-07,1.5000001,1.0000001,1.5000001,-1.5,-0.5,-1,-0.666666622222225,9.9999990000001e-08
"409","chacra.ar","BACCHARIS TENELLA",1.5,1.5,0,0,-1.5,-1.5,0,1e-07,1.5000001,1e-07,1.5000001,-1.5,-1.5,0,0,1
"410","chacra.ar","BACCHARIS ULICINA",1.5,1.5,0,0,-1.5,-1.5,0,1e-07,1.5000001,1e-07,1.5000001,-1.5,-1.5,0,0,1
"411","chacra.ar","EPHEDRA TRIANDRA",1.5,1.5,0,0,-1.5,-1.5,0,1e-07,1.5000001,1e-07,1.5000001,-1.5,-1.5,0,0,1
"412","chacra.ar","HOFFMANNSEGGIA TRIFOLIATA",1.5,1.5,0,0,-1.5,-1.5,0,1e-07,1.5000001,1e-07,1.5000001,-1.5,-1.5,0,0,1
"413","cowidrt.ca","MYOSOTIS DISCOLOR",2,1.5,0,0,-1.5,-2,0.5,1e-07,1.5000001,1e-07,2.0000001,-1.5,-2,0.5,0.333333311111112,1.33333331111111
"414","cedartrait.us","AGROSTIS SCABRA",2.333333333,1.5,0,0,-1.5,-2.333333333,0.833333333,1e-07,1.5000001,1e-07,2.333333433,-1.5,-2.333333333,0.833333333,0.555555518296299,1.5555555182963
"415","marcdrt.ar","PLANTAGO MYOSUROS",0,1.5,1,0,-1.5,1,-2.5,1e-07,1.5000001,1.0000001,1e-07,-1.5,1,-2.5,-1.66666655555556,6.66666555555569e-15
"416","scruzm.us","BROMUS DIANDRUS",6.35743175,1.5048119,2.25851305,2.1978022,0.6929903,-4.0989187,4.791909,2.1978023,1.504812,2.25851315,6.35743185,0.6929903,-4.0989187,4.791909,3.18439047535506,4.1111703027342
"417","nnss.us","AMSINCKIA TESSELLATA",1.288531317,1.523432657,2.58048512,0.6739395,-0.849493157,1.291953803,-2.14144696,0.6739396,1.523432757,2.58048522,1.288531417,-0.849493157,1.291953803,-2.14144696,-1.40567212445728,0.220897765243825
"418","allmendo.ch","CENTAUREA SCABIOSA",3,1.583333333,4.125,1.75,0.166666667,1.125,-0.958333333,1.7500001,1.583333433,4.1250001,3.0000001,0.166666667,1.125,-0.958333333,-0.60526311958449,0.80382775383787
"419","credom.au","SALVIA VERBENACA",0.7,1.6,1.4,0.8,-0.8,0.7,-1.5,0.8000001,1.6000001,1.4000001,0.7000001,-0.8,0.7,-1.5,-0.937499941406254,0.250000033482142
"420","cedartrait.us","LUPINUS PERENNIS",2,1.6,0,0,-1.6,-2,0.4,1e-07,1.6000001,1e-07,2.0000001,-1.6,-2,0.4,0.249999984375001,1.249999984375
"421","scruzh.us","SISYRINCHIUM BELLUM",0,1.650742233,1.2195122,1.8340046,0.183262367,1.2195122,-1.036249833,1.8340047,1.650742333,1.2195123,1e-07,0.183262367,1.2195122,-1.036249833,-0.627747778853382,9.11034808159851e-08
