"","site_code","Taxon","mean.before.control","mean.before.drought","mean.after.control","mean.after.drought","drought.after.minus.before","control.after.minus.before","cover.change","mean.after.drought.plus","mean.before.drought.plus","mean.after.control.plus","mean.before.control.plus","drought.after.minus.before.plus","control.after.minus.before.plus","cover.change.plus","relative.cover.change","log.fold.change.cover"
"567","teshio.jp","PHRAGMITES AUSTRALIS",22,3,65,37.5,34.5,43,-8.5,37.5000001,3.0000001,65.0000001,22.0000001,34.5,43,-8.49999999999999,-2.83333323888889,4.23076911374754
"568","cedartrait.us","ASCLEPIAS TUBEROSA",1,3,0,0,-3,-1,-2,1e-07,3.0000001,1e-07,1.0000001,-3,-1,-2,-0.666666644444445,0.333333355555555
"569","marcdrt.ar","MEDICAGO LUPULINA",2,3,0,0,-3,-2,-1,1e-07,3.0000001,1e-07,2.0000001,-3,-2,-1,-0.333333322222223,0.666666677777777
"570","scruzl.us","BROMUS HORDEACEUS",3,3,1.0204082,0,-3,-1.9795918,-1.0204082,1e-07,3.0000001,1.0204083,3.0000001,-3,-1.9795918,-1.0204082,-0.340136055328798,9.79999868680017e-08
"571","cedartrait.us","BOUTELOUA CURTIPENDULA",3,3,0,0,-3,-3,0,1e-07,3.0000001,1e-07,3.0000001,-3,-3,0,0,1
"572","milparinka.au","MINURIA DENTICULATA",3,3,0,0,-3,-3,0,1e-07,3.0000001,1e-07,3.0000001,-3,-3,0,0,1
"573","rhijn.nl","CYNOSURUS CRISTATUS",3.666666667,3,5,0,-3,1.333333333,-4.333333333,1e-07,3.0000001,5.0000001,3.666666767,-3,1.333333333,-4.333333333,-1.44444439618519,2.44444438096296e-08
"574","brokenh.au","ACTINOBOLE ULIGINOSUM",4.333333333,3,0,0,-3,-4.333333333,1.333333333,1e-07,3.0000001,1e-07,4.333333433,-3,-4.333333333,1.333333333,0.444444429518519,1.44444442951852
"575","cobar.au","ERODIUM CRINITUM",5,3,0,0,-3,-5,2,1e-07,3.0000001,1e-07,5.0000001,-3,-5,2,0.666666644444445,1.66666664444445
"576","milparinka.au","CHRYSOCEPHALUM APICULATUM",6,3,0,0,-3,-6,3,1e-07,3.0000001,1e-07,6.0000001,-3,-6,3,0.999999966666668,1.99999996666667
"577","kiskun.hu","EUPHORBIA SEGUIERIANA",5,3.102,1.2,3,-0.102,-3.8,3.698,3.0000001,3.1020001,1.2000001,5.0000001,-0.102,-3.8,3.698,1.19213406859658,4.02965803418254
"578","ciempoz.es","GYPSOPHILA STRUTHIUM",1.08,3.145,4.6725,8.034,4.889,3.5925,1.2965,8.0340001,3.1450001,4.6725001,1.0800001,4.889,3.5925,1.2965,0.412241640310282,0.590453424235811
"579","cedartrait.us","POA PRATENSIS",3.111111111,3.2,4.125,2.6,-0.6,1.013888889,-1.613888889,2.6000001,3.2000001,4.1250001,3.111111211,-0.6,1.013888889,-1.613888889,-0.504340262051867,0.612794622033262
"580","nnss.us","CHAENACTIS FREMONTII",2.24174178,3.23854468,3.775887689,1.48180165,-1.75674303,1.534145909,-3.290888939,1.48180175,3.23854478,3.775887789,2.24174188,-1.75674303,1.534145909,-3.290888939,-1.01616286405032,0.271648131807905
"581","allmendb.ch","EUPHORBIA CYPARISSIAS",0,3.25,0.25,2,-1.25,0.25,-1.5,2.0000001,3.2500001,0.2500001,1e-07,-1.25,0.25,-1.5,-0.461538447337279,2.46153752426073e-07
"582","allmendb.ch","LINUM CATHARTICUM",4.583333333,3.25,2.5,2.083333333,-1.166666667,-2.083333333,0.916666666,2.083333433,3.2500001,2.5000001,4.583333433,-1.166666667,-2.083333333,0.916666666,0.282051273167653,1.17521367382249
"583","kiskun.hu","DIANTHUS SEROTINUS",1.5,3.25,8,3.5,0.25,6.5,-6.25,3.5000001,3.2500001,8.0000001,1.5000001,0.25,6.5,-6.25,-1.92307686390533,0.20192308741679
"584","chacra.ar","PAPPOPHORUM MUCRONULATUM",5,3.25,0,13,9.75,-5,14.75,13.0000001,3.2500001,1e-07,5.0000001,9.75,-5,14.75,4.53846139881657,199999999.384615
"585","nnss.us","EPHEDRA NEVADENSIS",3.052105443,3.263065075,2.65797925,2.308466225,-0.95459885,-0.394126193,-0.560472657,2.308466325,3.263065175,2.65797935,3.052105543,-0.95459885,-0.394126193,-0.560472657,-0.171762630208574,0.81235478025264
"586","hyide.de","CAREX ARENARIA",3,3.333333333,2,1.333333333,-2,-1,-1,1.333333433,3.333333433,2.0000001,3.0000001,-2,-1,-1,-0.29999999103,0.600000016909999
"587","ukulingadrt.za","CHAETACANTHUS BURCHELLII",1.666666667,3.333333333,2.666666667,7.5,4.166666667,1,3.166666667,7.5000001,3.333333433,2.666666767,1.666666767,4.166666667,1,3.166666667,0.949999971695001,1.40625000844922
"588","purdue.us","EUTHAMIA GRAMINIFOLIA",6.375,3.333333333,13,25,21.666666667,6.625,15.041666667,25.0000001,3.333333433,13.0000001,6.3750001,21.666666667,6.625,15.041666667,4.51249986517625,3.67788454952829
"589","ebro.es","THYMELAEA TINCTORIA",0,3.359766667,0.401426667,3.45576,0.095993333,0.401426667,-0.305433334,3.4557601,3.359766767,0.401426767,1e-07,0.095993333,0.401426667,-0.305433334,-0.0909090883926825,2.56228909523361e-07
"590","cowidrt.ca","VICIA HIRSUTA",3.6,3.4,1.8,2.25,-1.15,-1.8,0.65,2.2500001,3.4000001,1.8000001,3.6000001,-1.15,-1.8,0.65,0.191176464965398,1.32352939489619
"591","allmendo.ch","RHINANTHUS MINOR",2.333333333,3.416666667,1.083333333,0.833333333,-2.583333334,-1.25,-1.333333334,0.833333433,3.416666767,1.083333433,2.333333433,-2.583333334,-1.25,-1.333333334,-0.390243891174301,0.525328351717749
"592","sevblack.us","EUPHORBIA LATA",0.5,3.483333333,0.5,0.5,-2.983333333,0,-2.983333333,0.5000001,3.483333433,0.5000001,0.5000001,-2.983333333,0,-2.983333333,-0.856459305542456,0.143540694457544
"593","lygraint.no","DESCHAMPSIA FLEXUOSA",4,3.5,0,1,-2.5,-4,1.5,1.0000001,3.5000001,1e-07,4.0000001,-2.5,-4,1.5,0.428571416326531,11428572.5306122
"594","hoide.de","CAREX ARENARIA",4.5,3.5,2.666666667,1.666666667,-1.833333333,-1.833333333,2.22044604925031e-16,1.666666767,3.5000001,2.666666767,4.5000001,-1.833333333,-1.833333333,8.88178419700125e-16,2.53765255521028e-16,0.803571441610012
"595","cedartrait.us","PANICUM OLIGOSANTHES",2,3.5,0,2,-1.5,-2,0.5,2.0000001,3.5000001,1e-07,2.0000001,-1.5,-2,0.5,0.14285713877551,11428572.244898
"596","oreac.us","COLLOMIA GRANDIFLORA",1.666666667,3.5,2,2.25,-1.25,0.333333333,-1.583333333,2.2500001,3.5000001,2.0000001,1.666666767,-1.25,0.333333333,-1.583333333,-0.452380939360545,0.535714299681972
"597","hoide.de","DESCHAMPSIA FLEXUOSA",3.5,3.5,8.666666667,3.666666667,0.166666667,5.166666667,-5,3.666666767,3.5000001,8.666666767,3.5000001,0.166666667,5.166666667,-5,-1.4285713877551,0.423076929755917
"598","oreac.us","FESTUCA IDAHOENSIS",12.3,3.5,11.1,13.75,10.25,-1.2,11.45,13.7500001,3.5000001,11.1000001,12.3000001,10.25,-1.2,11.45,3.27142847795919,4.35328175673639
"599","ukulingadrt.za","THUNBERGIA ATRIPLICIFOLIA",3,3.5,11.5,35,31.5,8.5,23,35.0000001,3.5000001,11.5000001,3.0000001,31.5,8.5,23,6.57142838367348,2.60869564936538
"600","marcdrt.ar","CENTAURIUM PULCHELLUM",1,3.5,0,0,-3.5,-1,-2.5,1e-07,3.5000001,1e-07,1.0000001,-3.5,-1,-2.5,-0.714285693877552,0.285714306122448
"601","cedarsav.us","STIPA SPARTEA",3.666666667,3.5,15,0,-3.5,11.333333333,-14.833333333,1e-07,3.5000001,15.0000001,3.666666767,-3.5,11.333333333,-14.833333333,-4.23809511691157,6.98412692913076e-09
"602","paike.ar","CAREX ANDINA",5.333333333,3.666666667,6,3.666666667,0,0.666666667,-0.666666667,3.666666767,3.666666767,6.0000001,5.333333433,0,0.666666667,-0.666666667,-0.181818176933885,0.888888890685185
"603","cowidrt.ca","ELYMUS GLAUCUS",2,3.666666667,0,6,2.333333333,-2,4.333333333,6.0000001,3.666666767,1e-07,2.0000001,2.333333333,-2,4.333333333,1.18181814938843,32727274.0135537
"604","elvadrt.ee","ACHILLEA MILLEFOLIUM",5,3.666666667,2,6.666666667,3,-3,6,6.666666767,3.666666767,2.0000001,5.0000001,3,-3,6,1.63636359158678,4.54545435311985
"605","brokenh.au","RHODANTHE PYGMAEA",2.666666667,3.666666667,0,0,-3.666666667,-2.666666667,-1,1e-07,3.666666767,1e-07,2.666666767,-3.666666667,-2.666666667,-1,-0.272727265264463,0.727272734735537
"606","sevblack.us","MUHLENBERGIA ARENICOLA",1,3.75,1,1,-2.75,0,-2.75,1.0000001,3.7500001,1.0000001,1.0000001,-2.75,0,-2.75,-0.733333313777778,0.266666686222222
"607","kernb.ca","CIRSIUM ARVENSE",0.5,3.75,0,0,-3.75,-0.5,-3.25,1e-07,3.7500001,1e-07,0.5000001,-3.75,-0.5,-3.25,-0.866666643555556,0.133333356444444
"608","allmendo.ch","HELICTOTRICHON PRATENSE",1.75,3.833333333,1.083333333,3.75,-0.0833333330000001,-0.666666667,0.583333334,3.7500001,3.833333433,1.083333433,1.7500001,-0.0833333330000001,-0.666666667,0.583333334,0.15217390926087,1.58026750449833
"609","lygraold.no","CAREX ECHINATA",1.5,4,0,1,-3,-1.5,-1.5,1.0000001,4.0000001,1e-07,1.5000001,-3,-1.5,-1.5,-0.374999990625,3750000.53125001
"610","rhijn.nl","LEUCANTHEMUM VULGARE",6,4,1,1,-3,-5,2,1.0000001,4.0000001,1.0000001,6.0000001,-3,-5,2,0.4999999875,1.4999999875
"611","ethadb.au","ERIACHNE ARISTIDEA",1.5,4,4,2,-2,2.5,-4.5,2.0000001,4.0000001,4.0000001,1.5000001,-2,2.5,-4.5,-1.124999971875,0.1875000125
"612","esw.ca","SONCHUS ARVENSIS",5,4,3,2,-2,-2,0,2.0000001,4.0000001,3.0000001,5.0000001,-2,-2,0,0,0.833333343055555
"613","cowidrt.ca","CAREX INOPS",7.5,4,6.25,3,-1,-1.25,0.25,3.0000001,4.0000001,6.2500001,7.5000001,-1,-1.25,0.25,0.0624999984374999,0.9000000051
"614","kiskun.hu","FUMANA PROCUMBENS",7,4,6.833333333,3.25,-0.75,-0.166666667,-0.583333333,3.2500001,4.0000001,6.833333433,7.0000001,-0.75,-0.166666667,-0.583333333,-0.145833329604167,0.832317077723156
"615","jorndrt.us","PROSOPIS GLANDULOSA",8,4,7.333333333,3.333333333,-0.666666667,-0.666666667,4.44089209850063e-16,3.333333433,4.0000001,7.333333433,8.0000001,-0.666666667,-0.666666666999999,-8.88178419700125e-16,-2.22044599373916e-16,0.909090912553719
"616","teshio.jp","EQUISETUM ARVENSE",1,4,4,5.5,1.5,3,-1.5,5.5000001,4.0000001,4.0000001,1.0000001,1.5,3,-1.5,-0.374999990625,0.343750023437499
"617","teshio.jp","POLYGONUM THUNBERGII",30,4,12.5,6.25,2.25,-17.5,19.75,6.2500001,4.0000001,12.5000001,30.0000001,2.25,-17.5,19.75,4.9374998765625,3.74999994875
"618","lygraold.no","CAREX NIGRA",6.333333333,4,6.666666667,7.333333333,3.333333333,0.333333334000001,2.999999999,7.333333433,4.0000001,6.666666767,6.333333433,3.333333333,0.333333334000001,2.999999999,0.749999981,1.74166664799208
"619","lygraold.no","ERIOPHORUM VAGINATUM",2.333333333,4,0,12,8,-2.333333333,10.333333333,12.0000001,4.0000001,1e-07,2.333333433,8,-2.333333333,10.333333333,2.58333326866667,70000001.8233333
"620","marcdrt.ar","SISYRINCHIUM PLATENSE",1.5,4,1,0,-4,-0.5,-3.5,1e-07,4.0000001,1.0000001,1.5000001,-4,-0.5,-3.5,-0.874999978125001,3.74999978125002e-08
"621","marcdrt.ar","BRIZA MINOR",1.5,4,0,0,-4,-1.5,-2.5,1e-07,4.0000001,1e-07,1.5000001,-4,-1.5,-2.5,-0.624999984375,0.375000015625
"622","rhijn.nl","POA PRATENSIS",5,4,0,0,-4,-5,1,1e-07,4.0000001,1e-07,5.0000001,-4,-5,1,0.24999999375,1.24999999375
"623","passogavia.it","POA ALPINA",1.5,4.002,2,3.16,-0.842,0.5,-1.342,3.1600001,4.0020001,2.0000001,1.5000001,-0.842,0.5,-1.342,-0.335332325453965,0.59220391186397
"624","allmendb.ch","BRIZA MEDIA",3.333333333,4.166666667,2.5,2.5,-1.666666667,-0.833333333,-0.833333334,2.5000001,4.166666767,2.5000001,3.333333433,-1.666666667,-0.833333333,-0.833333334000001,-0.199999995344,0.800000004656
"625","allmendo.ch","HIPPOCREPIS COMOSA",6.666666667,4.166666667,5.333333333,2.833333333,-1.333333334,-1.333333334,4.44089209850063e-16,2.833333433,4.166666767,5.333333433,6.666666767,-1.333333334,-1.333333334,0,0,0.850000006340125
"626","allmendo.ch","HELIANTHEMUM NUMMULARIUM var. GRANDIFLORUM",3.666666667,4.166666667,5.833333333,5.416666667,1.25,2.166666666,-0.916666666,5.416666767,4.166666767,5.833333433,3.666666767,1.25,2.166666666,-0.916666666,-0.2199999945424,0.817142861000588
"627","ukulingadrt.za","ERIOSEMA CORDATUM",6,4.333333333,13.5,2,-2.333333333,7.5,-9.833333333,2.0000001,4.333333433,13.5000001,6.0000001,-2.333333333,7.5,-9.833333333,-2.26923071696154,0.205128212566002
"628","paike.ar","PEREZIA RECURVATA",3,4.333333333,3,4.333333333,0,0,0,4.333333433,4.333333433,3.0000001,3.0000001,0,0,0,0,1
"629","scruzh.us","CARDUUS PYCNOCEPHALUS",34.8837209,4.3478261,0,0,-4.3478261,-34.8837209,30.5358948,1e-07,4.3478262,1e-07,34.883721,-4.3478261,-34.8837209,30.5358948,7.02325562139535,8.02325562139535
"630","cerrillos.ar","GAYA PARVIFLORA",5,4.38,2.505,1.88,-2.5,-2.495,-0.00499999999999989,1.8800001,4.3800001,2.5050001,5.0000001,-2.5,-2.495,-0.00499999999999945,-0.00114155248535256,0.85673402948793
"631","cerrillos.ar","PROSOPIS TORQUATA",3.75,4.38,3.75,0,-4.38,0,-4.38,1e-07,4.3800001,3.7500001,3.7500001,-4.38,0,-4.38,-0.99999997716895,2.28310497070537e-08
"632","cowidrt.ca","QUERCUS GARRYANA",3.5,4.5,3,4,-0.5,-0.5,0,4.0000001,4.5000001,3.0000001,3.5000001,-0.5,-0.5,0,0,1.03703703497942
"633","paike.ar","RYTIDOSPERMA VIRESCENS",2.5,4.5,3.5,4.5,0,1,-1,4.5000001,4.5000001,3.5000001,2.5000001,0,1,-1,-0.222222217283951,0.714285722448979
"634","ukulingadrt.za","SETARIA NIGRIROSTRIS",0,4.5,40,30,25.5,40,-14.5,30.0000001,4.5000001,40.0000001,1e-07,25.5,40,-14.5,-3.22222215061729,1.66666663101852e-08
"635","ukulingadrt.za","CRABBEA HIRSUTA",2,4.5,0,0,-4.5,-2,-2.5,1e-07,4.5000001,1e-07,2.0000001,-4.5,-2,-2.5,-0.555555543209877,0.444444456790123
"636","capwhite.us","PHYSARIA GORDONII",2.333333333,4.6,0.5,0.5,-4.1,-1.833333333,-2.266666667,0.5000001,4.6000001,0.5000001,2.333333433,-4.1,-1.833333333,-2.266666667,-0.492753612548834,0.507246387451165
"637","marcdrt.ar","POA LANIGERA",5.25,4.666666667,10,2.75,-1.916666667,4.75,-6.666666667,2.7500001,4.666666767,10.0000001,5.2500001,-1.916666667,4.75,-6.666666667,-1.42857139792857,0.309375007397545
"638","cedarsav.us","LATHYRUS VENOSUS",4.9,4.75,5,4.5,-0.25,0.0999999999999996,-0.35,4.5000001,4.7500001,5.0000001,4.9000001,-0.25,0.0999999999999996,-0.35,-0.0736842089750692,0.928421054096399
"639","cedarsav.us","LITHOSPERMUM CAROLINIENSE",5.5,4.8,0,0,-4.8,-5.5,0.7,1e-07,4.8000001,1e-07,5.5000001,-4.8,-5.5,0.7,0.145833330295139,1.14583333029514
"640","scruzh.us","PLANTAGO LANCEOLATA",4.53320762,4.8785782,11.96570875,22.2222222,17.343644,7.43250113,9.91114287,22.2222223,4.8785783,11.96570885,4.53320772,17.343644,7.43250113,9.91114287,2.03156375905661,1.72568449227665
"641","gmmolar.us","ERODIUM CICUTARIUM",4.285714286,4.928571429,1.928571429,3.928571429,-1,-2.357142857,1.357142857,3.928571529,4.928571529,1.928571529,4.285714386,-1,-2.357142857,1.357142857,0.275362313200588,1.77133651234143
"642","scruzm.us","RAPHANUS SATIVUS",1.17663345,4.9528809,7.44020726,20.57703828,15.62415738,6.26357381,9.36058357,20.57703838,4.952881,7.44020736,1.17663355,15.62415738,6.26357381,9.36058357,1.8899270081393,0.657023891172789
"643","cobar.au","SCLEROLAENA DIACANTHA",3.333333333,5,1,1,-4,-2.333333333,-1.666666667,1.0000001,5.0000001,1.0000001,3.333333433,-4,-2.333333333,-1.666666667,-0.333333326733333,0.666666673266666
"644","brookdale.ca","VICIA AMERICANA",5,5,1,1,-4,-4,0,1.0000001,5.0000001,1.0000001,5.0000001,-4,-4,0,0,1
"645","brookdale.ca","CYPRIPEDIUM PARVIFLORUM",5,5,1.25,1,-4,-3.75,-0.25,1.0000001,5.0000001,1.2500001,5.0000001,-4,-3.75,-0.25,-0.049999999,0.800000015999999
"646","brookdale.ca","ZIZIA APTERA",5,5,2,1,-4,-3,-1,1.0000001,5.0000001,2.0000001,5.0000001,-4,-3,-1,-0.199999996,0.500000024999999
"647","sand.us","IONACTIS LINARIIFOLIA",10,5,0,1,-4,-10,6,1.0000001,5.0000001,1e-07,10.0000001,-4,-10,6,1.199999976,20000001.8
"648","elvadrt.ee","VICIA CRACCA",6.666666667,5,4.333333333,1.333333333,-3.666666667,-2.333333334,-1.333333333,1.333333433,5.0000001,4.333333433,6.666666767,-3.666666667,-2.333333334,-1.333333333,-0.266666661266667,0.41025642945641
"649","allmendo.ch","CAREX FLACCA",1.75,5,1.5,1.5,-3.5,-0.25,-3.25,1.5000001,5.0000001,1.5000001,1.7500001,-3.5,-0.25,-3.25,-0.649999987,0.350000013
"650","brookdale.ca","ACHILLEA MILLEFOLIUM",5,5,1,1.5,-3.5,-4,0.5,1.5000001,5.0000001,1.0000001,5.0000001,-3.5,-4,0.5,0.099999998,1.49999995
"651","brookdale.ca","SOLIDAGO RIGIDA",5,5,2.5,1.5,-3.5,-2.5,-1,1.5000001,5.0000001,2.5000001,5.0000001,-3.5,-2.5,-1,-0.199999996,0.600000015999999
"652","cowidrt.ca","LATHYRUS SPHAERICUS",7,5,2,1.5,-3.5,-5,1.5,1.5000001,5.0000001,2.0000001,7.0000001,-3.5,-5,1.5,0.299999994,1.0500000115
"653","chacra.ar","NASSELLA TENUIS",10.5,5,1,3.5,-1.5,-9.5,8,3.5000001,5.0000001,1.0000001,10.5000001,-1.5,-9.5,8,1.599999968,7.34999939800006
"654","cdpt_drt.us","ARISTIDA PURPUREA",0,5,6,4.333333333,-0.666666667,6,-6.666666667,4.333333433,5.0000001,6.0000001,1e-07,-0.666666667,6,-6.666666667,-1.33333330673333,1.4444444247037e-08
"655","cedartrait.us","ANDROPOGON GERARDII",13,5,17,6.4,1.4,4,-2.6,6.4000001,5.0000001,17.0000001,13.0000001,1.4,4,-2.6,-0.5199999896,0.978823526901038
"656","rhijn.nl","HOLCUS LANATUS",5.333333333,5,8.4,6.666666667,1.666666667,3.066666667,-1.4,6.666666767,5.0000001,8.4000001,5.333333433,1.666666667,3.066666667,-1.4,-0.2799999944,0.846560848112371
"657","cowidrt.ca","SANICULA CRASSICAULIS",2.333333333,5,2.5,7.333333333,2.333333333,0.166666667,2.166666666,7.333333433,5.0000001,2.5000001,2.333333433,2.333333333,0.166666667,2.166666666,0.433333324533333,1.36888888383111
"658","cmss.us","ELYMUS SPICATUS",27.5,5,12.5,10,5,-15,20,10.0000001,5.0000001,12.5000001,27.5000001,5,-15,20,3.99999992,4.3999999368
"659","naposta.ar","AVENA BARBATA",5,5,15,20,15,10,5,20.0000001,5.0000001,15.0000001,5.0000001,15,10,5,0.99999998,1.33333333111111
"660","cmss.us","FESTUCA IDAHOENSIS",13.5,5,27.5,25,20,14,6,25.0000001,5.0000001,27.5000001,13.5000001,20,14,6,1.199999976,2.45454542452893
"661","quilpie.au","RHODANTHE FLORIBUNDA",1,5,0,0,-5,-1,-4,1e-07,5.0000001,1e-07,1.0000001,-5,-1,-4,-0.799999984,0.200000016
"662","cowidrt.ca","SERICOCARPUS rigidus",2,5,0,0,-5,-2,-3,1e-07,5.0000001,1e-07,2.0000001,-5,-2,-3,-0.599999988,0.400000012
"663","brookdale.ca","LATHYRUS PALUSTRIS",5,5,0,0,-5,-5,0,1e-07,5.0000001,1e-07,5.0000001,-5,-5,0,0,1
"664","allmendb.ch","RHINANTHUS MINOR",6.666666667,5.083333333,0.416666667,2,-3.083333333,-6.25,3.166666667,2.0000001,5.083333433,0.416666767,6.666666767,-3.083333333,-6.25,3.166666667,0.622950807523784,6.29508073742787
"665","ebro.es","GENISTA SCORPIUS",15.94449267,5.190912221,14.58778689,5.560632001,0.36971978,-1.35670578,1.72642556,5.560632101,5.190912321,14.58778699,15.94449277,0.36971978,-1.35670578,1.72642556,0.332586153115261,1.17085135790565
"666","cowidrt.ca","VALERIANA samolifolia",1.333333333,5.25,4,13,7.75,2.666666667,5.083333333,13.0000001,5.2500001,4.0000001,1.333333433,7.75,2.666666667,5.083333333,0.968253949747544,0.825396857087678
"667","kernb.ca","POA PRATENSIS",0,5.25,22.66666667,18.33333333,13.08333333,22.66666667,-9.58333334,18.33333343,5.2500001,22.66666677,1e-07,13.08333333,22.66666667,-9.58333334,-1.8253967918972,1.54061621825338e-08
"668","paike.ar","FESTUCA PYROGEA",8.333333333,5.333333333,9,5.666666667,0.333333334000001,0.666666666999999,-0.333333332999999,5.666666767,5.333333433,9.0000001,8.333333433,0.333333334000001,0.666666666999999,-0.333333332999999,-0.062499998769531,0.983796296165719
"669","konzadrt.us","SORGHASTRUM NUTANS",11.5,5.333333333,6,8.25,2.916666667,-5.5,8.416666667,8.2500001,5.333333433,6.0000001,11.5000001,2.916666667,-5.5,8.416666667,1.57812497057129,2.96484370689917
"670","credoj.au","MAIREANA SEDIFOLIA",1.4,5.375,1.875,3.4,-1.975,0.475,-2.45,3.4000001,5.3750001,1.8750001,1.4000001,-1.975,0.475,-2.45,-0.455813945008113,0.472310091170251
"671","baddrt.de","CREPIS CAPILLARIS",3.555555556,5.4,1.616666667,9,3.6,-1.938888889,5.538888889,9.0000001,5.4000001,1.616666767,3.555555656,3.6,-1.938888889,5.538888889,1.02572014563481,3.66552104020431
"672","yarradrt.au","AXONOPUS FISSIFOLIUS",5.475,5.4,4,0,-5.4,-1.475,-3.925,1e-07,5.4000001,4.0000001,5.4750001,-5.4,-1.475,-3.925,-0.726851838391633,2.53472215821116e-08
"673","allmendb.ch","HELIANTHEMUM NUMMULARIUM var. GRANDIFLORUM",4.583333333,5.416666667,6.25,10.83333333,5.416666663,1.666666667,3.749999996,10.83333343,5.416666767,6.2500001,4.583333433,5.416666663,1.666666667,3.749999996,0.692307678745562,1.46666666101333
"674","credom.au","STIPA NITIDA",0.75,5.5,0.5,4.125,-1.375,-0.25,-1.125,4.1250001,5.5000001,0.5000001,0.7500001,-1.375,-0.25,-1.125,-0.204545450826446,1.1249999318182
"675","elvadrt.ee","FESTUCA PRATENSIS",5,5.5,6.666666667,7.333333333,1.833333333,1.666666667,0.166666665999999,7.333333433,5.5000001,6.666666767,5.0000001,1.833333333,1.666666667,0.166666665999999,0.0303030296308539,1.00000000035909
"676","jilpanger.au","CALYTRIX TETRAGONA",1,5.5,0.75,8.5,3,-0.25,3.25,8.5000001,5.5000001,0.7500001,1.0000001,3,-0.25,3.25,0.590909080165289,2.06060597869606
"677","biddulph.ca","STIPA COMATA",3.5,5.5,12.5,14.5,9,9,0,14.5000001,5.5000001,12.5000001,3.5000001,9,9,0,0,0.738181825036694
"678","scruzl.us","RAPHANUS SATIVUS",3.5,5.6,34.96364396,61.0981501,55.4981501,31.46364396,24.03450614,61.0981502,5.6000001,34.96364406,3.5000001,55.4981501,31.46364396,24.03450614,4.29187601978793,1.09217289303738
"679","lygraint.no","RHYTIDIADELPHUS LOREUS",2,5.666666667,1,1,-4.666666667,-1,-3.666666667,1.0000001,5.666666767,1.0000001,2.0000001,-4.666666667,-1,-3.666666667,-0.647058812131488,0.352941187868512
"680","elvadrt.ee","LEONTODON HISPIDUS",13.33333333,5.666666667,6.333333333,4,-1.666666667,-6.999999997,5.33333333,4.0000001,5.666666767,6.333333433,13.33333343,-1.666666667,-6.999999997,5.33333333,0.94117645333564,1.48606810968264
"681","cowidrt.ca","CYTISUS SCOPARIUS",5.5,5.666666667,3,0,-5.666666667,-2.5,-3.166666667,1e-07,5.666666767,3.0000001,5.5000001,-5.666666667,-2.5,-3.166666667,-0.558823519576125,3.23529401134372e-08
"682","capwhite.us","LEPIDIUM LASIOCARPUM",9.714285714,5.714285714,0,0,-5.714285714,-9.714285714,4,1e-07,5.714285814,1e-07,9.714285814,-5.714285714,-9.714285714,4,0.699999987785,1.699999987785
"683","cedartrait.us","DALEA VILLOSA",10.33333333,5.75,3.166666667,3,-2.75,-7.166666663,4.416666663,3.0000001,5.7500001,3.166666767,10.33333343,-2.75,-7.166666663,4.416666663,0.768115928032766,1.70251715159684
"684","allmendo.ch","BRACHYPODIUM PINNATUM",6.25,5.833333333,3.583333333,6.083333333,0.25,-2.666666667,2.916666667,6.083333433,5.833333433,3.583333433,6.2500001,0.25,-2.666666667,2.916666667,0.499999991514286,1.81893685431041
"685","allmendb.ch","HIPPOCREPIS COMOSA",7.5,5.833333333,12.5,10.41666667,4.583333337,5,-0.416666663,10.41666677,5.833333433,12.5000001,7.5000001,4.583333337,5,-0.416666663,-0.0714285695795919,1.07142856946531
"686","sclaudio.ar","SORGHUM HALEPENSE",5.333333333,5.833333333,10,15.25,9.416666667,4.666666667,4.75,15.2500001,5.833333433,10.0000001,5.333333433,9.416666667,4.666666667,4.75,0.814285700373061,1.39428571171906
"687","elvadrt.ee","POTENTILLA ANSERINA",1,6,1,1,-5,0,-5,1.0000001,6.0000001,1.0000001,1.0000001,-5,0,-5,-0.833333319444445,0.166666680555555
"688","lygraold.no","MOLINIA CAERULEA",6,6,8,1.5,-4.5,2,-6.5,1.5000001,6.0000001,8.0000001,6.0000001,-4.5,2,-6.5,-1.08333331527778,0.18750001015625
"689","quilpie.au","SCLEROLAENA DIACANTHA",3,6,3,3,-3,0,-3,3.0000001,6.0000001,3.0000001,3.0000001,-3,0,-3,-0.499999991666667,0.500000008333333
"690","elvadrt.ee","LUZULA MULTIFLORA",5.666666667,6,2,3,-3,-3.666666667,0.666666667,3.0000001,6.0000001,2.0000001,5.666666767,-3,-3.666666667,0.666666667,0.111111109314815,1.41666664452778
"691","sand.us","PINUS PALUSTRIS",1,6,1.666666667,3.666666667,-2.333333333,0.666666667,-3,3.666666767,6.0000001,1.666666767,1.0000001,-2.333333333,0.666666667,-3,-0.499999991666667,0.366666685182221
"692","lygraint.no","ERICA TETRALIX",8,6,5.5,5.5,-0.5,-2.5,2,5.5000001,6.0000001,5.5000001,8.0000001,-0.5,-2.5,2,0.333333327777778,1.33333332777778
"693","cedarsav.us","COREOPSIS PALMATA",11,6,27.5,6.666666667,0.666666667,16.5,-15.833333333,6.666666767,6.0000001,27.5000001,11.0000001,0.666666667,16.5,-15.833333333,-2.63888884485185,0.444444446150168
"694","lygraold.no","ERICA TETRALIX",7,6,10.5,10,4,3.5,0.5,10.0000001,6.0000001,10.5000001,7.0000001,4,3.5,0.5,0.0833333319444445,1.11111110899471
