,site_code,Taxon,cover.change,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,rootDiam.mm,SRL.groot.cahill.merge,RTD.groot.cahill.merge,RMF.g.g,local_lifespan,local_lifeform,functional_group,
807,allmendb.ch,POTENTILLA GRANDIFLORA,-0.625,22.50305872,0.173728571,NA,15.81420718,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
808,rhijn.nl,POTENTILLA REPTANS,18.5,24.6133503,0.274083333,NA,25.43715928,NA,NA,10.2985364,NA,0.3725,PERENNIAL,FORB,FORB,
809,nnss.us,PRENANTHELLA EXIGUA,-0.4151824,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
810,passogavia.it,PRIMULA GLUTINOSA,-0.03,26.87990333,0.0794,NA,13.65015056,0.2515,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
811,jorndrt.us,PROSOPIS GLANDULOSA,4.44E-16,29.56111,10,NA,8.63837503,3.828571429,NA,NA,NA,0.29625,PERENNIAL,SHRUB,LEGUME,
812,jrnchi.us,PROSOPIS GLANDULOSA,0.96439622,29.56111,10,NA,8.63837503,3.828571429,NA,NA,NA,0.29625,PERENNIAL,SHRUB,LEGUME,
813,cerrillos.ar,PROSOPIS TORQUATA,-4.38,NA,NA,NA,19.17539258,NA,NA,NA,NA,NA,PERENNIAL,TREE,LEGUME,
814,allmendo.ch,PRUNELLA VULGARIS,-4.25,16.811555,0.250255556,5.87871,23.15800111,0.254,0.294300536,223.0600732,0.161917314,0.335769284,PERENNIAL,FORB,FORB,
815,allmendb.ch,PRUNELLA VULGARIS,0.666666663,16.811555,0.250255556,5.87871,23.15800111,0.254,0.294300536,223.0600732,0.161917314,0.335769284,PERENNIAL,FORB,FORB,
816,rhijn.nl,PRUNELLA VULGARIS,1.5,16.811555,0.250255556,5.87871,23.15800111,0.254,0.294300536,223.0600732,0.161917314,0.335769284,PERENNIAL,FORB,FORB,
817,hard.us,PSEUDOROEGNERIA SPICATA,-17.375,16.8,0.4121,NA,9.74,1.413333333,0.237714286,NA,NA,NA,PERENNIAL,GRASS,GRASS,
818,biddulph.ca,PSORALEA LANCEOLATA,4,NA,NA,NA,NA,2.135,NA,NA,NA,NA,PERENNIAL,FORB,LEGUME,
819,cdpt_drt.us,PSORALIDIUM TENUIFLORUM,-5.2,24.3,0.056,26.25,16.82,2.598333333,0.66942,34.26262715,0.426284493,0.827467108,PERENNIAL,FORB,LEGUME,
820,konzadrt.us,PSORALIDIUM TENUIFLORUM,4.78,24.3,0.056,26.25,16.82,2.598333333,0.66942,34.26262715,0.426284493,0.827467108,PERENNIAL,FORB,LEGUME,
821,sand.us,PTERIDIUM AQUILINUM,-7.5,21.68333333,1.99667,9.852689835,16.50649574,0.254,0.2511,53.87484386,0.184848485,NA,PERENNIAL,FORB,FORB,
822,cobar.au,PTILOTUS ATRIPLICIFOLIUS,-4.75,NA,0.8666,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
823,credom.au,PTILOTUS OBOVATUS,0.5,26.89403504,0.566666667,NA,7.440821539,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
824,credoj.au,PTILOTUS OBOVATUS,-1,26.89403504,0.566666667,NA,7.440821539,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
825,ethadb.au,PTILOTUS POLYSTACHYUS,20.5,23.98,1,NA,9.6,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
826,cowidrt.ca,QUERCUS GARRYANA,0,16.6,20.501,NA,8.474576271,1.0668,NA,NA,NA,NA,PERENNIAL,TREE,WOODY,
827,cedarsav.us,QUERCUS MACROCARPA,4,22.33361905,19.05,10.65875833,18.36064797,0.7112,0.28756,63.21181567,NA,0.501666667,PERENNIAL,TREE,WOODY,
828,jilpanger.au,QUINETIA URVILLEI,0,NA,0.104387128,NA,28.71151127,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
829,nnss.us,RAFINESQUIA NEOMEXICANA,-0.36942445,23.42334274,0.339514578,NA,18.3651086,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,"leafN, height, SLA from CoRRE"
830,elvadrt.ee,RANUNCULUS ACRIS,2.666666666,24.40250649,0.26,8.85,22.85689329,0.44,0.35099,79.42699605,0.215759509,0.652478955,PERENNIAL,FORB,FORB,
831,rhijn.nl,RANUNCULUS ACRIS,0.6,24.40250649,0.26,8.85,22.85689329,0.44,0.35099,79.42699605,0.215759509,0.652478955,PERENNIAL,FORB,FORB,
832,cowidrt.ca,RANUNCULUS OCCIDENTALIS,0,18.8,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
833,teshio.jp,RANUNCULUS REPENS,1,30.80309083,0.243333333,9.982096286,23.70182726,0.1524,0.412452083,217.6519817,0.133080484,0.400038348,PERENNIAL,FORB,FORB,
834,jilpanger.au,RANUNCULUS ROBERTSONII,-0.5,22.36336312,0.1,NA,20.69743439,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, SLA from CoRRE"
835,scruzm.us,RAPHANUS SATIVUS,9.36058357,NA,0.715,14.825,32.80166667,1.566666667,0.3,161.9,0.087,0.567777778,ANNUAL,FORB,FORB,
836,scruzl.us,RAPHANUS SATIVUS,24.03450614,NA,0.715,14.825,32.80166667,1.566666667,0.3,161.9,0.087,0.567777778,ANNUAL,FORB,FORB,
837,matador.ca,RATIBIDA COLUMNIFERA,0.25,17.595,0.395,NA,22.85,0.3556,0.660475,NA,NA,NA,PERENNIAL,FORB,FORB,
838,allmendo.ch,RHINANTHUS MINOR,-1.333333334,34.3558401,0.395833333,11.53,19.63316458,0.08,NA,NA,NA,NA,ANNUAL,FORB,FORB,
839,allmendb.ch,RHINANTHUS MINOR,3.166666667,34.3558401,0.395833333,11.53,19.63316458,0.08,NA,NA,NA,NA,ANNUAL,FORB,FORB,
840,cobar.au,RHODANTHE FLORIBUNDA,-1,20.94433749,0.25,NA,24.57445233,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
841,quilpie.au,RHODANTHE FLORIBUNDA,-4,20.94433749,0.25,NA,24.57445233,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
842,milparinka.au,RHODANTHE FLORIBUNDA,-2,20.94433749,0.25,NA,24.57445233,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
843,cobar.au,RHODANTHE PYGMAEA,1,24.25409514,0.046317497,NA,42.57799953,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
844,brokenh.au,RHODANTHE PYGMAEA,-1,24.25409514,0.046317497,NA,42.57799953,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
845,jilpanger.au,ROMULEA ROSEA,0,18.02030571,0.265157499,NA,10.313611,NA,NA,NA,NA,NA,PERENNIAL,GRASS,FORB,leafN CoRRE
846,brookdale.ca,ROSA ACICULARIS,0.216666667,10.65,0.24,8.371428571,13.82021754,0.1524,0.2912,138.3891933,0.108244816,NA,PERENNIAL,SHRUB,WOODY,
847,biddulph.ca,ROSA ARKANSANA,-5,17.3145,0.292,6.833333333,10.90830461,6.4516,0.30555,6.20547896,0.421153994,NA,PERENNIAL,SHRUB,WOODY,
848,kernb.ca,ROSA ARKANSANA,2.916666667,17.3145,0.292,6.833333333,10.90830461,6.4516,0.30555,6.20547896,0.421153994,NA,PERENNIAL,WOODY,WOODY,
849,kernnu.ca,ROSA ARKANSANA,6.75,17.3145,0.292,6.833333333,10.90830461,6.4516,0.30555,6.20547896,0.421153994,NA,PERENNIAL,WOODY,WOODY,
850,cedarsav.us,ROSA ARKANSANA,1,17.3145,0.292,6.833333333,10.90830461,6.4516,0.30555,6.20547896,0.421153994,NA,PERENNIAL,SHRUB,WOODY,
851,cedartrait.us,ROSA ARKANSANA,1,17.3145,0.292,6.833333333,10.90830461,6.4516,0.30555,6.20547896,0.421153994,NA,PERENNIAL,SHRUB,WOODY,
852,ebro.es,ROSMARINUS OFFICINALIS,1.74042349,17.36017623,1,NA,11.53829006,0.35,0.424333333,11.79132349,0.534580651,0.268902748,PERENNIAL,SHRUB,WOODY,
853,purdue.us,RUDBECKIA HIRTA,0,28.33854,0.48345,21.64598,20.28284683,0.254,0.2691575,119.2626432,0.134249,0.287233853,THREE,FORB,FORB,
854,konzadrt.us,RUELLIA HUMILIS,1,21.185,0.502906667,NA,12.07550636,0.1016,0.435330769,18.40109592,0.413307,0.340371153,PERENNIAL,FORB,FORB,
855,elvadrt.ee,RUMEX ACETOSA,0,40.4730773,0.63555,9.226533422,27.38613324,0.9,0.240291458,161.1286432,0.252258472,0.799502812,PERENNIAL,FORB,FORB,
856,rhijn.nl,RUMEX ACETOSA,1.25,40.4730773,0.63555,9.226533422,27.38613324,0.9,0.240291458,161.1286432,0.252258472,0.799502812,PERENNIAL,FORB,FORB,
857,falls.au,RUMEX ACETOSELLA,-0.25,11.61,0.235714286,18.76112,30.32394073,0.902,0.262467915,69.76965918,0.147587959,0.370900975,PERENNIAL,FORB,FORB,
858,baddrt.de,RUMEX CRISPUS,2.5,28.64619072,0.671,3.807,27.4215048,2.915,0.17924,10.56194309,0.469710744,0.500519027,PERENNIAL,FORB,FORB,
859,credom.au,RYTIDOSPERMA CAESPITOSUM,0.125,17.19818302,0.55,NA,5.660402334,0.66,0.271,168.7,NA,0.293839227,PERENNIAL,GRASS,GRASS,leafN CoRRE
860,credoj.au,RYTIDOSPERMA CAESPITOSUM,1.508333333,17.19818302,0.55,NA,5.660402334,0.66,0.271,168.7,NA,0.293839227,PERENNIAL,GRASS,GRASS,leafN CoRRE
861,paike.ar,RYTIDOSPERMA VIRESCENS,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
862,passogavia.it,SALIX HERBACEA,0.35,23.22611667,0.034166667,10.25,20.3472918,NA,1.2,102.7286759,NA,NA,PERENNIAL,SHRUB,WOODY,
863,hoide.de,SALIX REPENS,-10,17.00382579,0.812,5.44,13.95288786,0.2303,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
864,kiskun.hu,SALSOLA KALI,0,28.96571925,0.361793831,7.39,10.84692732,1.38,NA,19.34,NA,NA,ANNUAL,FORB,WOODY,
865,sevblack.us,SALSOLA KALI,-9.65,28.96571925,0.361793831,7.39,10.84692732,1.38,NA,19.34,NA,NA,ANNUAL,FORB,WOODY,
866,gmmolar.us,SALVIA COLUMBARIAE,0,35.3,0.4225,NA,13.226092,NA,0.40084,195.4645928,0.041752684,0.56,ANNUAL,FORB,FORB,
867,allmendb.ch,SALVIA PRATENSIS,1.25,19.3,0.520833333,NA,27.025,2.1,NA,NA,NA,0.265,PERENNIAL,FORB,FORB,
868,allmendo.ch,SALVIA PRATENSIS,0.75,19.3,0.520833333,NA,27.025,2.1,NA,NA,NA,0.265,PERENNIAL,FORB,FORB,
869,credoj.au,SALVIA VERBENACA,1.3,18.56402402,0.508333333,NA,11.94,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
870,credom.au,SALVIA VERBENACA,-1.5,18.56402402,0.508333333,NA,11.94,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN CoRRE
871,allmendb.ch,SANGUISORBA MINOR,-1.75,19.82857143,0.340136667,13.0925861,18.63307157,0.3048,0.4611271,118.7237432,0.280697821,0.348772897,PERENNIAL,FORB,FORB,
872,cowidrt.ca,SANICULA CRASSICAULIS,2.166666666,27.34614356,0.400658236,NA,18.67948802,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, height, SLA from CoRRE"
873,allmendo.ch,SCABIOSA COLUMBARIA,0.791666667,21.2,0.594444444,NA,19.09599561,0.9,0.181166667,120.2294669,0.347953216,0.664804469,PERENNIAL,FORB,FORB,
874,allmendb.ch,SCABIOSA COLUMBARIA,-1.75,21.2,0.594444444,NA,19.09599561,0.9,0.181166667,120.2294669,0.347953216,0.664804469,PERENNIAL,FORB,FORB,
875,ukulingadrt.za,SCABIOSA COLUMBARIA,3.75,21.2,0.594444444,NA,19.09599561,0.9,0.181166667,120.2294669,0.347953216,0.664804469,PERENNIAL,FORB,FORB,
876,chacra.ar,SCHINUS JOHNSTONII,-1,NA,2.1,NA,2.855,2.5,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
877,nnss.us,SCHISMUS ARABICUS,-1.906206587,NA,NA,4.05,NA,0.18,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
878,capwhite.us,SCHISMUS ARABICUS,-35.28571429,NA,NA,4.05,NA,0.18,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
879,capmcd.us,SCHISMUS ARABICUS,-7.57142858,NA,NA,4.05,NA,0.18,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
880,spvdrt.ar,SCHISMUS BARBATUS,-1,29.00293247,0.25,NA,18.21,0.16,NA,81.47,NA,NA,ANNUAL,GRASS,GRASS,
881,gmmolar.us,SCHISMUS BARBATUS,-2.28571428,29.00293247,0.25,NA,18.21,0.16,NA,81.47,NA,NA,ANNUAL,GRASS,GRASS,
882,gmgranite.us,SCHISMUS BARBATUS,3.714285721,29.00293247,0.25,NA,18.21,0.16,NA,81.47,NA,NA,ANNUAL,GRASS,GRASS,
883,cedartrait.us,SCHIZACHYRIUM SCOPARIUM,-1.955555554,14.4,0.15,7.8,29.88,0.3048,0.563175,71.66428973,0.290984038,0.424696844,PERENNIAL,GRASS,GRASS,
884,sand.us,SCHIZACHYRIUM SCOPARIUM,-6.5,14.4,0.15,7.8,29.88,0.3048,0.563175,71.66428973,0.290984038,0.424696844,PERENNIAL,GRASS,GRASS,
885,cedarsav.us,SCHIZACHYRIUM SCOPARIUM,-5.33928571,14.4,0.15,7.8,29.88,0.3048,0.563175,71.66428973,0.290984038,0.424696844,PERENNIAL,GRASS,GRASS,
886,jilpanger.au,SCHOENUS APOGON,-0.5,16.72360003,0.185216667,NA,10.04279485,NA,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRAMINOID,leafN CoRRE
887,sand.us,SCLERIA TRIGLOMERATA,0,23.07426021,1,NA,21.14953451,NA,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRAMINOID,"leafN, SLA from CoRRE"
888,brokenh.au,SCLEROLAENA DIACANTHA,0,17.13159156,0.354166667,NA,4.354913878,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
889,cobar.au,SCLEROLAENA DIACANTHA,-1.666666667,17.13159156,0.354166667,NA,4.354913878,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
890,quilpie.au,SCLEROLAENA DIACANTHA,-3,17.13159156,0.354166667,NA,4.354913878,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
891,milparinka.au,SCLEROLAENA DIACANTHA,0,17.13159156,0.354166667,NA,4.354913878,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
892,milparinka.au,SCLEROLAENA ERIACANTHA,-9,23.83356478,0.2,NA,7.535749722,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,leafN CoRRE
893,quilpie.au,SCLEROLAENA ERIACANTHA,-0.666666667,23.83356478,0.2,NA,7.535749722,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,leafN CoRRE
894,credoj.au,SCLEROLAENA OBLIQUICUSPIS,-0.5,20.22371503,0.344,NA,5.111417548,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,leafN CoRRE
895,sevblack.us,SCLEROPOGON BREVIFOLIUS,1.4,NA,NA,NA,14.7175273,1.03,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
896,passogavia.it,SCORZONEROIDES HELVETICA,-0.76,19.91124679,0.036,NA,30.24299383,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
897,kiskun.hu,SECALE SYLVESTRE,-0.624833333,NA,0.35,NA,13.426,NA,NA,NA,NA,NA,ANNUAL,GRASS,GRASS,
898,cmss.us,SEDUM LANCEOLATUM,-6,14.02,0.034118056,NA,19.94714647,NA,NA,NA,NA,NA,PERENNIAL,SUCCULENT,FORB,
899,oreaa.us,SEDUM STENOPETALUM,-0.833333333,12.3,0.1118,NA,9.29,0.1,0.58,NA,NA,NA,PERENNIAL,FORB,FORB,
900,ukulingadrt.za,SENECIO BUPLEUROIDES,0.166666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
901,ukulingadrt.za,SENECIO CORONATUS,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
902,ukulingadrt.za,SENECIO DELTOIDEUS,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
903,yarradrt.au,SENECIO MADAGASCARIENSIS,13.2,37.065,0.4,NA,23.57,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,
904,paike.ar,SENECIO MISER,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,SUBSHRUB,WOODY,
905,ukulingadrt.za,SENECIO RETRORSUS,-1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
906,jorndrt.us,SENNA BAUHINIOIDES,0.8,30.31621919,0.18,NA,14.29802652,1.7,NA,NA,NA,NA,PERENNIAL,FORB,LEGUME,leafN CoRRE
907,sand.us,SERICOCARPUS ASTEROIDES,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
908,cowidrt.ca,SERICOCARPUS rigidus,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
909,ukulingadrt.za,SETARIA NIGRIROSTRIS,-14.5,12.8,NA,3.5,NA,NA,0.3,NA,0.55,NA,PERENNIAL,GRASS,GRASS,
910,cerrillos.ar,SETARIA PAMPEANA,-12.08666666,24.7,3.8,NA,19.52,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
911,yarradrt.au,SETARIA PARVIFLORA,-30.89,17.972,0.316785714,NA,26.31,NA,0.451,NA,NA,NA,PERENNIAL,GRASS,GRASS,
912,cerrillos.ar,SIDA ARGENTINA,-1.873333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
913,credom.au,SIDA INTRICATA,0,NA,0.15,NA,9.605365854,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
914,credoj.au,SIDA INTRICATA,-9.25,NA,0.15,NA,9.605365854,NA,NA,NA,NA,NA,PERENNIAL,SHRUB,WOODY,
915,brokenh.au,SIDA PETROPHILA,-0.166666667,NA,1.322333333,NA,6.557280047,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
916,jilpanger.au,SILOXERUS MULTIFLORUS,-1.875,18.1640144,0.033,NA,4.67,NA,NA,NA,NA,NA,ANNUAL,FORB,FORB,leafN from CoRRE
917,scruzh.us,SISYRINCHIUM BELLUM,-1.036249833,17.68333333,0.154285714,NA,11.53419611,NA,0.32952,118.754489,0.035354167,0.367217591,PERENNIAL,FORB,FORB,
918,cedarsav.us,SISYRINCHIUM CAMPESTRE,0.5,12.11333333,0.231,NA,11.59588118,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
919,marcdrt.ar,SISYRINCHIUM PLATENSE,-3.5,16.46969511,0.157467532,NA,12.87170016,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,"leafN, height, SLA from CoRRE"
920,naposta.ar,SOLANUM aethiopicum,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
921,sevmixed.us,SOLANUM ELAEAGNIFOLIUM,0.875,NA,0.58325,NA,11.77367047,1.77,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
922,brokenh.au,SOLANUM ELLIPTICUM,0,37.01758824,0.333333333,NA,5.182524555,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
923,passogavia.it,SOLDANELLA PUSILLA,-0.38,20.40547333,0.02,NA,16.8,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
924,brookdale.ca,SOLIDAGO CANADENSIS,-2.5,15.13338959,0.485,5.2,14.07665001,0.3048,0.486273328,17.1911586,0.085770833,0.31,PERENNIAL,FORB,FORB,
925,purdue.us,SOLIDAGO CANADENSIS,-15.875,15.13338959,0.485,5.2,14.07665001,0.3048,0.486273328,17.1911586,0.085770833,0.31,PERENNIAL,FORB,FORB,
926,esw.ca,SOLIDAGO CANADENSIS,-14.66666667,15.13338959,0.485,5.2,14.07665001,0.3048,0.486273328,17.1911586,0.085770833,0.31,PERENNIAL,FORB,FORB,
927,baddrt.de,SOLIDAGO CANADENSIS,4.2,15.13338959,0.485,5.2,14.07665001,0.3048,0.486273328,17.1911586,0.085770833,0.31,PERENNIAL,FORB,FORB,
928,kernb.ca,SOLIDAGO MISSOURIENSIS,0.75,13.3335,0.576,5.2,12.52507393,0.2032,0.323716667,100.2127031,0.269866647,NA,PERENNIAL,FORB,FORB,
929,cedartrait.us,SOLIDAGO NEMORALIS,-4.85714286,15.47778333,0.57,5.2,12.76442277,0.3048,0.369872222,208.2087011,0.17795925,0.270183504,PERENNIAL,FORB,FORB,
930,brookdale.ca,SOLIDAGO RIGIDA,-1,14.59,0.598,5.2,10.23214847,0.3048,0.34,35.33592984,0.215521046,0.482373411,PERENNIAL,FORB,FORB,
931,cedartrait.us,SOLIDAGO RIGIDA,-7.66666667,14.59,0.598,5.2,10.23214847,0.3048,0.34,35.33592984,0.215521046,0.482373411,PERENNIAL,FORB,FORB,
932,purdue.us,SOLIDAGO SPECIOSA,3,18.11833333,0.583859286,8.9032965,8.834,NA,0.38,57,0.19,NA,PERENNIAL,FORB,FORB,height from CoRRE
933,kernb.ca,SONCHUS ARVENSIS,0.916666667,16.29,0.186333333,NA,21,0.56,NA,40.21512983,0.219369331,0.433333333,PERENNIAL,FORB,FORB,
934,kernnu.ca,SONCHUS ARVENSIS,-7.666666666,16.29,0.186333333,NA,21,0.56,NA,40.21512983,0.219369331,0.433333333,PERENNIAL,FORB,FORB,
935,esw.ca,SONCHUS ARVENSIS,0,16.29,0.186333333,NA,21,0.56,NA,40.21512983,0.219369331,0.433333333,PERENNIAL,FORB,FORB,
936,brookdale.ca,SONCHUS ARVENSIS,0.4,16.29,0.186333333,NA,21,0.56,NA,40.21512983,0.219369331,0.433333333,PERENNIAL,FORB,FORB,
937,esw.ca,SONCHUS ASPER,2,6.149556667,0.5875,NA,23.44168774,0.723333333,0.1419,223.2180487,0.301036269,0.507102498,ANNUAL,FORB,FORB,
938,baddrt.de,SONCHUS ASPER,0.525,6.149556667,0.5875,NA,23.44168774,0.723333333,0.1419,223.2180487,0.301036269,0.507102498,ANNUAL,FORB,FORB,
939,brookdale.ca,SONCHUS ASPER,-0.16666667,6.149556667,0.5875,NA,23.44168774,0.723333333,0.1419,223.2180487,0.301036269,0.507102498,ANNUAL,FORB,FORB,
940,scruzl.us,SONCHUS ASPER,12.50705493,6.149556667,0.5875,NA,23.44168774,0.723333333,0.1419,223.2180487,0.301036269,0.507102498,ANNUAL,FORB,FORB,
941,baddrt.de,SONCHUS OLERACEUS,-0.2275,34.9,1.1328125,8.73588941,37.55404122,0.755,NA,NA,0.21655387,NA,ANNUAL,FORB,FORB,
942,lygraold.no,SORBUS AUCUPARIA,2,22.42468397,12.84846655,10.49866006,17.31445092,0.7112,1.3965,5.449818182,0.499096607,0.095609308,PERENNIAL,TREE,WOODY,
943,konzadrt.us,SORGHASTRUM NUTANS,8.416666667,9,0.263333334,12.414309,29.61,0.6096,0.5351,106.1696388,0.244891,0.445328557,PERENNIAL,GRASS,GRASS,
944,cedartrait.us,SORGHASTRUM NUTANS,-13.9,9,0.263333334,12.414309,29.61,0.6096,0.5351,106.1696388,0.244891,0.445328557,PERENNIAL,GRASS,GRASS,
945,cedarsav.us,SORGHASTRUM NUTANS,18.8,9,0.263333334,12.414309,29.61,0.6096,0.5351,106.1696388,0.244891,0.445328557,PERENNIAL,GRASS,GRASS,
946,sclaudio.ar,SORGHUM HALEPENSE,4.75,18.8152,1.3834,NA,17.98889051,0.254,NA,NA,NA,0.31125,PERENNIAL,GRASS,GRASS,
947,marcdrt.ar,SPARTINA DENSIFLORA,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
948,ukulingadrt.za,SPERMACOCE NATALENSIS,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
949,cdpt_drt.us,SPHAERALCEA COCCINEA,0.666666667,28.09,0.075,8.966666667,12.61454363,0.1524,0.3163,15.44302838,0.312666667,NA,PERENNIAL,FORB,FORB,
950,nplatte.us,SPHAERALCEA COCCINEA,-2,28.09,0.075,8.966666667,12.61454363,0.1524,0.3163,15.44302838,0.312666667,NA,PERENNIAL,FORB,FORB,
951,sevblue.us,SPHAERALCEA HASTULATA,-2.5,NA,NA,NA,14.04606421,2.5,NA,NA,NA,NA,PERENNIAL,FORB,FORB,
952,konzadrt.us,SPOROBOLUS COMPOSITUS,-2.4,8.2,0.496495098,NA,9.50769231,1.016,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
953,cdpt_drt.us,SPOROBOLUS CRYPTANDRUS,4.125,17.56,0.352,27.8335825,23.90754717,0.4572,0.219983333,22.63833333,0.476,0.324,PERENNIAL,GRASS,GRASS,
954,jorndrt.us,SPOROBOLUS FLEXUOSUS,11.35,15.76585185,0.9144,NA,15.81345753,0.254,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
955,spvdrt.ar,SPOROBOLUS RIGENS,8.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
956,elvadrt.ee,STELLARIA GRAMINEA,-0.5,28.561766,0.4416,NA,30.84892921,0.34,0.135266667,251.0337458,0.337078652,0.461407166,PERENNIAL,FORB,FORB,
957,teshio.jp,STELLARIA GRAMINEA,0.833333333,28.561766,0.4416,NA,30.84892921,0.34,0.135266667,251.0337458,0.337078652,0.461407166,PERENNIAL,FORB,FORB,
958,marcdrt.ar,STENOTAPHRUM SECUNDATUM,1.5,19.27848283,0.27432,NA,23,0.3048,0.1855714,NA,NA,NA,PERENNIAL,GRASS,GRASS,leafN CoRRE
959,naposta.ar,STIPA CAUDATA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
960,biddulph.ca,STIPA COMATA,0,20.1,0.9144,15.9,16.95,0.4064,0.2,79.18825345,0.33136934,0.4745,PERENNIAL,GRAMINOID,GRASS,
961,kernb.ca,STIPA CURTISETA,4.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRASS,
962,kernnu.ca,STIPA CURTISETA,5.333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERENNIAL,GRAMINOID,GRASS,
963,credom.au,STIPA NITIDA,-1.125,NA,0.8,NA,9.58,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
964,credoj.au,STIPA NITIDA,1.666666667,NA,0.8,NA,9.58,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
965,kiskun.hu,STIPA PENNATA,-1.4,13.2,0.475,10.1,16.05136437,0.806,0.4617094,45.88074833,0.198761949,NA,PERENNIAL,GRASS,GRASS,
966,scruzh.us,STIPA PULCHRA,-25.66786803,16.6,1.193,NA,11.24203438,NA,0.356625,18.92276649,0.082069493,0.53,PERENNIAL,FORB,GRASS,
967,cobar.au,STIPA SCABRA,11.5,NA,0.8,NA,13.27,NA,NA,NA,NA,NA,PERENNIAL,GRASS,GRASS,
