"","min_x","mlogx","slogx","min_x.1","mlogx.1","slogx.1","min_x.2","mlogx.2","slogx.2","min_x.3","mlogx.3","slogx.3","min_x.4","mlogx.4","slogx.4","min_x.5","mlogx.5","slogx.5","min_x.6","mlogx.6","slogx.6","min_x.7","mlogx.7","slogx.7","min_x.8","mlogx.8","slogx.8"
"1",2.689516025,1.30599514489611,0.169928511897355,0.009,-0.505656910047368,0.428825671643668,0.38,0.956140387596648,0.25297228011871,2.094693443,1.23925262628135,0.233277187128231,0.007,-0.384055794298381,0.400815270168671,0.0784,-0.489535611542581,0.247191719255139,0.09,1.87975882320948,0.568339390541465,0.008390413,-0.68285914108858,0.314094625118204,0.048507914,-0.419432772948622,0.172014898318755
