"","min_x","mlogx","slogx","min_x.1","mlogx.1","slogx.1","min_x.2","mlogx.2","slogx.2","min_x.3","mlogx.3","slogx.3","min_x.4","mlogx.4","slogx.4","min_x.5","mlogx.5","slogx.5","min_x.6","mlogx.6","slogx.6","min_x.7","mlogx.7","slogx.7","min_x.8","mlogx.8","slogx.8"
"1",2.689516025,1.30743980720435,0.176139858328952,0.009,-0.549264393227224,0.374434973286072,0.38,0.966256797021261,0.257902350298039,2.094693443,1.26537389907988,0.221976729390944,0.048,-0.39872796974047,0.369404805177683,0.0784,-0.494821703703813,0.251780792694292,2.49723027,1.96628559981688,0.443033497547227,0.008390413,-0.708393463110305,0.304380954132432,0.048507914,-0.406305391938263,0.163094188291441
